name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
Hesiod,author,,,human,Hesiod,Q44233
Hesiod.,author,,,human,Hesiod,Q44233
"Ḥafiz al-Shirāzī, Maḥmūd ibn Rajab ibn ʻUmar",scribe,حافظ الشرازي، محمود بن رجب بن عمر,,human,Maḥmūd ibn Rajab ibn ʻUmar Ḥafiz al-Shirāzī,Q116379337
"Ḥāfiẓ al-Qurʼan, Aḥmad",scribe,حافظ القرأن، احمد,,human,Aḥmad Ḥāfiẓ al-Qurʼan,Q113866282
"Ḥamawī, Jibrāyil ibn Mikhāyil, active 1710",scribe,حموي، جبرايل بن مخايل، active 1710،,,human,Jibrāyil ibn Mikhāyil Ḥamawī,Q116503144
"Ḥanāshī, Ibrāhīm ibn Aḥmad",scribe,,,human,Ibrāhīm ibn Aḥmad Ḥanāshī,Q116419063
"Ḥusaynī, Ibrāhīm, active 15th century",author,حسيني، ابراهيم، active 15th century,,human,Ibrāhīm al-Ḥusaynī,Q116418786
"Ḥusaynī, Muḥammad, active 14th century-15th century",author,حسيني، محمد، active 14th century-15th century,http://id.loc.gov/authorities/names/no2012003644,human,Muḥammad Ḥusaynī,Q116378848
"Higden, Ranulf d. 1364.",author,,,human,Ranulf Higden,Q770348
"Hikmetī, active 1823",scribe,حكمتى، active 1823,,human,Hikmetī,Q113864413
Hildebert of Lavardin,author,,,human,Hildebert,Q731681
Hildebert of Le Mans,author,,,human,Hildebert,Q731681
Hildemarus,author,,,human,Hildemar of Corbie,Q88005078
"Hill, Dana",former owner,,,human,Dana Hill,Q455947
"Hilton, Walter, -1396",author,,http://id.loc.gov/authorities/names/n79066388,human,Walter Hilton,Q2213072
"Himmātʹzādah, Muḥammad ibn Ḥasan, 1680 or 1681-1761 or 1762",author,,http://id.loc.gov/authorities/names/nr92013083,human,Muḥammad ibn Ḥasan Himmātʹzādah,Q113864519
"Hinely, John",former owner,,,human,John Hinely,Q116181610
Hippocrates,author,,,human,Hippocrates,Q5264
Hippocrates.,author,,,human,Hippocrates,Q5264
"Hirschel, Solomon, 1761-1842",former owner,,http://id.loc.gov/authorities/names/n83220162,human,Solomon Hirschell,Q2299213
"his cat. 92 (1960), no. 12; Lathrop C. Harper Inc., and acquired by the Lilly Library with the Harper stock, given by Mrs. Juana Mendel in November 1967.",former owner,,,organization;human,"Lathrop C. Harper, Inc.;Juana Mendel",Q116785327;Q116869123
"his sale, Christie’s, 23 March 1954, lot 32;George A. Poole, bought from Lathrop Harper, cat. 2 (1956), no. 7, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,organization;human,"Lathrop C. Harper, Inc.;George Amos Poole",Q116785327;Q64683625
"his sale, Christie’s, 26 May 1825, part of lot 48; perhaps William Young Ottley (1771-1836); perhaps part of lot 204 in his sale, Sotheby’s, 11 May 1838; C. L. Ricketts, bought from Tregaskis; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human;human,William Young Ottley;James Tregaskis;Coella Lindsay Ricketts,Q8020693;Q94138739;Q116771179
"his sale, Sotheby’s, 12 March 1891, lot 3248; Robert Hoe (1839-1909), of New York, with his leather booklabel, his by 1892, when it was exhibited at the Grolier Club; his sale, Anderson, New York, 24 April 1911, lot 2182, to G. D. Smith, for C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human,Robert Hoe III;Coella Lindsay Ricketts,Q3663034;Q116771179
"his sale, Sotheby’s, 2 May 1904, lot 228; Michael Tomkinson (1841-1921); his sale, Sotheby’s, 3 April 1922, lot 878, to Quaritch; C. L. Ricketts, bought in 1923; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;organization;human,Michael Tomkinson;Bernard Quaritch Ltd;Coella Lindsay Ricketts,Q18811090;Q65034936;Q116771179
"Hoccleve, Thomas 1370?-1450?",author,,,human,Thomas Hoccleve,Q1227741
"Hodossy, Imre",former owner,,,human,Imre Hodossy,Q73712054
"Hodson, Laurence W., 1864-1933",former owner,,http://id.loc.gov/authorities/names/no2017159255,human,Laurence William Hodson,Q116378155
"Hoe, Robert",former owner,,,human,Robert Hoe III,Q3663034
"Hoe, Robert, 1839-1909",former owner,,,human,Robert Hoe III,Q3663034
"Hoe, Robert, 1839-1909",former owner,,http://id.loc.gov/authorities/names/n79003231,human,Robert Hoe III,Q3663034
"Holmes, Thomas, active 17th century-18th century",former owner,,,human,Thomas Holmes,Q114242458
"Holnstein aus Bayern, Franz Ludwig, Graf von",former owner,,,human,Franz Ludwig von Holnstein,Q18411753
"Holtzschuher, Veit Engelhardt, 1581-1656",former owner,,,human,Veit Engelhard Holtzschuher,Q55677510
"Holtzschuher, Veit Georg, 1573-1606",former owner,,,human,Veit Georg Holtzschuher,Q116379020
Homer,author,,,human,Homer,Q6691
Homer.,author,,,human,Homer,Q6691
"Honeyman, Robert B",former owner,,,human,Robert Brodhead Honeyman,Q113864827
"Honeyman, Robert B",former owner,,http://id.loc.gov/authorities/names/nr89006834,human,Robert Brodhead Honeyman,Q113864827
Honoré Bonet,author,,,human,Honoré Bonet,Q570021
Honorius Augustodunensis,author,,,human,Honorius Augustodunensis,Q543586
Honorius III,author,,,human,Honorius III,Q160182
Honorius of Autun ca. 1080-ca. 1156.,author,,,human,Honorius Augustodunensis,Q543586
"Hooker, Richard",former owner,,,human,Richard Hooker,Q443783
Horace,author,,,human,Horace,Q6197
Horace,author,,http://id.loc.gov/authorities/names/n79081354.html,human,Horace,Q6197
Horace,author,,https://viaf.org/viaf/100227522/,human,Horace,Q6197
Horace (Quintius Horatius Flaccus),author,,,human,Horace,Q6197
Horace (Quintus Horatius Flaccus),author,,,human,Horace,Q6197
"Horatius Bosner, D. D.",former owner,,,human,D. D. Horatius Bosner,Q114242459
"Horblit, Harrison D",former owner,,,human,Harrison Horblit,Q18206500
"Horblit, Harrison D",former owner,,http://id.loc.gov/authorities/names/n83159551,human,Harrison Horblit,Q18206500
"Horwood, Alfred J. (Alfred John), 1821-1881",former owner,,,human,Alfred John Horwood,Q59630457
Hostiensis (Henricus de Segusia),author,,,human,Henry of Segusio,Q1347275
Hrabanus Maurus,author,,,human,Rabanus Maurus,Q160441
Hubert de Burgh,author,,,human,"Hubert de Burgh, 1st Earl of Kent",Q1381324
Hugh de St Cher,author,,,human,Hugh of Saint-Cher,Q1365254
Hugh of Balma?,author,,,human,Hugh of Balma,Q15090859
Hugh of Fouilloi,author,,,human,Hugh of Fouilloy,Q5631
Hugh of Fouilloy,author,,,human,Hugh of Fouilloy,Q5631
Hugh of Fouilloy (Hugo de Folieto),author,,,human,Hugh of Fouilloy,Q5631
Hugh of Fouilloy d. 1172 or 3.,author,,,human,Hugh of Fouilloy,Q5631
Hugh of Saint-Victor 1096?-1141.,author,,,human,Hugh of Saint Victor,Q317554
Hugh of St. Cher,author,,,human,Hugh of Saint-Cher,Q1365254
Hugh of St. Cher (Hugo de Sancto Caro),author,,,human,Hugh of Saint-Cher,Q1365254
Hugh of St. Victor,author,,,human,Hugh of Saint Victor,Q317554
Hugh of St. Victor (Hugo de Sancto Victore),author,,,human,Hugh of Saint Victor,Q317554
Hugh of St. Victor?,author,,,human,Hugh of Saint Victor,Q317554
"Hugh, of Saint-Cher, Cardinal, approximately 1200-1263",author,,http://id.loc.gov/authorities/names/n86113661.html,human,Hugh of Saint-Cher,Q1365254
Hugo Argentinensis,author,,,human,Hugo Argentinensis,Q113866261
Hugo Argentinensis ca. 1210-ca. 1270.,author,,,human,Hugo Argentinensis,Q113866261
Hugo de Folieto,author,,,human,Hugh of Fouilloy,Q5631
Hugo de Prato Florido d. 1322.,author,,,human,Hugo de Prato Florido,Q1635903
Hugo Grotius,author,,,human,Hugo Grotius,Q154959
Hugo Ripelin,author,,,human,Hugh Ripelin of Strasburg,Q1635599
"Humberd, Charles D., 1897-1960",former owner,,,human,Charles D. Humberd,Q116379117
Humbert of Romans,author,,,human,Humbert of Romans,Q2623954
"Hurleston, Charles",former owner,,,human,"Hurleston, Charles",Q116172294
"Hurtado de Mendoza, Diego, 1503-1575",author,,http://id.loc.gov/authorities/names/n86116431,human,Diego Hurtado de Mendoza,Q2297287
"Huzard, J.-B. 1755-1838",former owner,,http://id.loc.gov/authorities/names/n88255469,human,Jean-Baptiste Huzard,Q3164161
I. Sonne,author,,,human,Isaiah Sonne,Q57418943
Iacobus Carthusiensis von Jueterbogk,author,,,human,Jacobus de Clusa,Q11716660
Iacobus de Cessolis,author,,,human,Jacobus de Cessolis,Q969459
Iacobus de Erfordia,author,,,human,Jacobus de Clusa,Q11716660
Iacobus of Speyer.,author,,,human,Jakob Montanus,Q1677587
"Ibn Abī al-Dunyā, ʻAbd Allāh ibn Muḥammad, 823-894",author,,http://id.loc.gov/authorities/names/n85136568,human,Ibn Abi al-Dunya,Q6532706
"Ibn Abī al-Rijāl, ʻAlī, 1015 or 1016-1062 or 1063",author,,http://id.loc.gov/authorities/names/no2006074617,human,Haly Abenragel,Q2081331
"Ibn Abī Ṣādiq al-Nīsābūrī, Abū al-Qāsim ʻAbd al-Raḥmān ibn ʻAlī, -approximately 1068",author,ابن ابي صادق النيسابوري، ابو القاسم عبد الرحمن بن علي، -approximately 1068,http://id.loc.gov/authorities/names/n2008049541,human,Abū al-Qāsim ʻAbd al-Raḥmān ibn ʻAlī ibn Abī Ṣādiq al Nīsābūrī,Q116380012
"Ibn al-Bahāʼ, Abu ʻAbd Allāh Muḥammad",author,ابن البهاء، ابو عبد الله محمد,,human,Abu ʻAbd Allāh Muḥammad ibn al-Bahāʼ,Q116418950
"Ibn al-ʻArabī, 1165-1240",author,,http://id.loc.gov/authorities/names/n50082069,human,Ibn Arabi,Q46420
"Ibn al-Fāriḍ, ʻUmar ibn ʻAlī, 1181 or 1182-1235",author,"ابن الفارض، عمر بن علي, 1181 or 1182-1235",,human,Ibn al-Farid,Q203142
"Ibn al-Jawzī, Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī, approximately 1116-1201",author,,http://id.loc.gov/authorities/names/n84008731,human,Abu'l-Faraj ibn al-Jawzi,Q731866
"Ibn al-Jazarī, Muḥammad ibn Muḥammad, 1350-1429",author,ابن الجزري، محمد بن محمد، 1350-1429,,human,Ibn al-Jazari,Q4120093
"Ibn al-Najjār, Taqī al-Dīn Muḥammad ibn Aḥmad, 1492 or 1493-1564 or 1565",author,"ابن النجار، تقي الدين محمد بن احمد, 1492 or 1493-1564 or 1565",http://id.loc.gov/authorities/names/n83066149,human,Taqī al-Dīn Muḥammad ibn Aḥmad Ibn al-Najjār,Q116418436
"Ibn al-Qunfudh, Aḥmad ibn Ḥusayn, -1406 or 1407",author,ابن القنفذ، أحمد بن حسين، -1406 or 1407,http://id.loc.gov/authorities/names/n85235313,human,Aḥmad ibn Ḥusayn Ibn al Qunfudh,Q116418151
"Ibn al-Sarrāj al-Qurashī, Muḥammad ibn ʻAlī, d. 1346 or 7",author,,,human,Muḥammad ibn ʻAlī ibn al-Sarrāj,Q114242443
"Ibn al-Wardī, Sirāj al-Dīn Abū Ḥafṣ ʻUmar, -1457",author,ابن الوردي، سراج الدين ابو حفص عمر، -1457,http://id.loc.gov/authorities/names/n2013053263,human,Sirāj al-Dīn Abū Ḥafṣ ʻUmar Ibn al-Wardī,Q116418351
"Ibn Barī Khān, ʻAbd al-Fattāḥ",scribe,ابن بري خان، عبد الفتاح,,human,ʻAbd al-Fattāḥ Ibn Barī Khān,Q113866390
"Ibn Bashkuwāl, Khalaf ibn ʻAbd al-Malik, 1101-1183",author,,http://id.loc.gov/authorities/names/n85370056,human,Ḫalaf Ibn-ʿAbd-al-Malik Ibn-Baškuwāl,Q1655886
"Ibn Bīrī, Ibrāhīm ibn ḥusayn, 1614-1688",author,,,human,Ibrahim ibn Hussein al-Biri,Q107328752
"Ibn Faḍl Allāh al-ʻUmarī, Aḥmad ibn Yaḥyá, 1301-1349",author,ابن فضل الله العمري، احمد بن يحيى، 1301-1349,http://id.loc.gov/authorities/names/nr89013200,human,Chihab al-Umari,Q2658869
"Ibn Ghānim, ʻIzz al-Dīn ʻAbd al-Salām ibn Aḥmad, -1279",author,,http://id.loc.gov/authorities/names/n84077355,human,Izz al-Din al-Mosadeqi,Q15930652
"Ibn Ḥajar al-Haythamī, Aḥmad ibn Muḥammad, approximately 1503-approximately 1566",author,,http://id.loc.gov/authorities/names/n82165741,human,Ibn Hajar al-Haytami,Q3147445
"Ibn Hishām, ʻAbd Allāh ibn Yūsuf, 1309-1360",author,"ابن هشام، عبد الله بن يوسف, 1309-1360",,human,Ibn Hisham Al-Ansari,Q6538102
"Ibn Hishām, ʻAbd Allāh ibn Yūsuf, 1309-1360",author,ابن هشام، عبد الله بن يوسف,http://id.loc.gov/authorities/names/n82220489,human,Ibn Hisham Al-Ansari,Q6538102
"Ibn Kabūlakh, Muḥammad ibn ʻAlī ibn ʻĪsá",author,ابن كبولخ، محمد بن علي بن عيسى,,human,Muḥammad ibn ʻAlī ibn ʻĪsá Ibn Kabūlakh,Q114242442
"Ibn Khalaf, ʻAlī ibn Muḥammad, 1453-1532",author,ابن خلف، علي بن محمد، 1453- 1532,,human,ʻAlī ibn Muḥammad Ibn Khalaf,Q113866449
"Ibn Luyūn al-Tujībī, Saʻd ibn Aḥmad, 1282 or 1283-1349 or 1350",author,ابن ليون التجيبي، سعد بن احمد، 1282 أو 1283-1349 أو 1350,http://id.loc.gov/authorities/names/nr93014844,human,Ibn Luyun,Q3147449
"Ibn Malak, ʻAbd al-Laṭīf ibn ʻAbd al-ʻAzīz",author,ابن ملك، عبد اللطيف بن عبد العزيز,http://id.loc.gov/authorities/names/nr94018573,human,ʻAbd al-Laṭīf ibn ʻAbd al-ʻAzīz ibn Malak,Q116418873
"Ibn Qayyim al-Jawzīyah, Muḥammad ibn Abī Bakr, 1292-1350",author,,http://id.loc.gov/authorities/names/n80138230,human,Ibn Qayyim Al-Jawziy,Q119679
Ibn Serapion,author,,http://id.loc.gov/authorities/names/n90666181,human,Serapion the Younger,Q3479115
"Ibn Ṭugharbak, Aḥmad",author,,http://id.loc.gov/authorities/names/nr92033142,human,Aḥmad Ibn Ṭugharbak,Q113866476
Ibrāhīm Ibn al-Ḥusn,scribe,ابراهيم ابن الحسن،,,human,Ibrāhīm Ibn al-Ḥusn,Q116417782
Ibrāhīm ibn Qāsim ibn ʻAlī ibn Yūsuf,scribe,ابراهيم بن قاسم بن علي بن يوسف,,human,Ibrāhīm ibn Qāsim ibn ʻAlī ibn Yūsuf,Q114242444
Iceland,author,,,organization,Iceland,Q189
Ignatios the Deacon,author,,,human,Ignatios the Deacon,Q3148188
"Īrawānī, Qāsim",former owner,ايرواني، قاسم,,human,Qāsim al-Īrawānī,Q114242446
"İbrahim Efendi, 1589-1654",author,ابراهيم افندى، 1589-1654,,human,Ibrahim Efendi,Q6073533
Ildibrandinus,author,,,human,Ildibrandinus,Q116417464
"Illuminated for Marie d’Avaugour, duchesse de Montbazon (1610-1657), daughter of Claude d’Avaugour, comte de Vertus, and wife of Hercule de Rohan, duc de Montbazon (1568-1654), governor of Paris, with their arms on the title and elsewhere;",former owner,,,human,Marie de Bretagne d'Avaugour,Q2116911
"Ilyās ibn Khamzah ʻAlī Niyat ʻAlī ibn Khamzah, active 1484",scribe,"الياس بن خمزه علي نيت علي بن خمزه, d",,human,Ilyās ibn Khamzah ʻAlī Niyat ʻAlī ibn Khamzah,Q116417213
Immanuel ben Jacob Bonfils,author,,,human,Immanuel Bonfils,Q354517
"In an envelope with the manuscript, the remains of the bookplate of George John Warren Vernon (1803-1866), fifth Baron Veron; CSL accession number 22953.",former owner,,,human,"George Venables-Vernon, 5th Baron Vernon",Q5545476
"In the lower margin of the recto, a note, s. XV, in anglicana script: Iste liber pertinet thome <?>, referring to the book in which this leaf served as pastedown. This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering;|",former owner,,,human,Homer Lewis Bartlett,Q116850379
"Ingilby, William Henry, Sir, 1874-1952",former owner,,,human,"Sir William Henry Ingilby, 4th Bt.",Q75298662
Ink stamp of Roy G. Fitzgerald (1875-1962); sold at Parke-Bernet (6 November 1963)?; acquired in 1991 from P. Pirages.,former owner,,,human;organization,Roy G. Fitzgerald;Phillip J. Pirages Fine Books & Manuscripts,Q7372827;Q116790542
Innocent III,author,,,human,Innocent III,Q128076
Innocent IV,author,,,human,Innocent IV,Q160609
"Innocent IV, Pope, approximately 1200-1254",author,,http://id.loc.gov/authorities/names/nr89012767,human,Innocent IV,Q160609
Innocent V Pope ca. 1224-1276.,author,,,human,Innocent V,Q170871
Innocent VIII,author,,,human,Innocent VIII,Q161351
"Inscribed at foot of fol. 1r, Sum Liber Johannis Hunt ex dono Mariae Lussher 1.5.8.5i doubtless John Hunt (c. 1560-1612), of Gaydon, Staffordshire, etc., given to him in 1585 by Mary Lusher (c. 1564-1634, daughter of Nicholas Lusher, of Shooland in Putterham, Surrey), whom he had married in 1582; by descent to their daughter Bridget, who in 1633 married George Starkey (d. 1679);",former owner,,,human;human;human,Mary Lusher;John Hunt;Bridget Hunt,Q116790415;Q116790408;Q116790444;
"Inside front cover: Ex bibliotheca Com. Eq. Fabricii Orsini Rilli di Poppi. N. 263 in a Sotheby sale, ca. 1890 (according to De Ricci); Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,human;human,Fabrizio Rilli Orsini;Adolph Sutro,Q87706284;Q214461
Ioannes Dokeianos,author,,,human,John ‎Dokeianos‏,Q95795900
Iohannes Andreae,author,,,human,Johannes Valentinus Andreae,Q60854
Iohannes Danck de Saxonia,author,,,human,John of Saxony,Q3768498
Iohannes de Gamundia,author,,,human,Johannes von Gmunden,Q78955
Iohannes de Muris,author,,,human,Johannes de Muris,Q983400
Iohannes de Sacrobosco,author,,,human,Johannes de Sacrobosco,Q433841
Iohannes Herolt,author,,,human,Johann Herolt,Q1697670
Iohannes Peckham,author,,,human,John Peckham,Q1322939
"Iohannes, patriarch of Antioch",author,,,human,John of Antioch,Q1284149
Ippolito de Medici,author,,,human,Ippolito de' Medici,Q378185
"Ireland, Gilbert Blackburne",former owner,,,human,Gilbert Ireland Blackburne,Q75971067
Isaac Judaeus,author,,,human,Isaac Iudaeus,Q107353297
"Iṣfahānī, Muḥammad",scribe,اصفهاني، محمد,,human,Muḥammad Iṣfahānī,Q114242513
"Iṣfahānī, Ṣ̣adr al-Dīn Muḥammad ibn Kamāl al-Dīn",scribe,اصفهاني، صدر الدين محمد بن كمال الدين,,human,Ṣ̣adr al-Dīn Muḥammad ibn Kamāl al-Dīn Iṣfahānī,Q114242445
Isidore,author,,,human,Isidore of Seville,Q166876
Isidore (Isidorus Hispalensis),author,,,human,Isidore of Seville,Q166876
Isidore of Seville,author,,,human,Isidore of Seville,Q166876
"Isidore of Seville, Saint d. 636.",author,,,human,Isidore of Seville,Q166876
"Isidore, Metropolitan of Kiev, -1463",scribe,,,human,Isidore of Kyiv,Q707663
"Isidore, of Seville, Saint, -636",author,,http://id.loc.gov/authorities/names/n80139470,human,Isidore of Seville,Q166876
"Isidore, of Seville, Saint, d. 636",author,,,human,Isidore of Seville,Q166876
Isidorius,author,,,human,Isidore of Pelusium,Q713530
"Ismāʻīl ibn al-Ḥājj ʻĪsá Jurayj al-Muhannā, active 1781",former owner,اسماعيل بن الحاج عيسى جريج المهنى، active 1781,,human,Ismāʻīl ibn al-Ḥājj ʻĪsá Jurayj al-Muhannā,Q116487112
"Israeli, Isaac ben Joseph, active 14th century",author,,http://id.loc.gov/authorities/names/no98095964,human,Isaac Israeli ben Joseph,Q2916353
"Israeli, Isaac, approximately 832-approximately 932",author,,,human,Isaac Israeli ben Solomon,Q536837
"Israeli, Isaac, approximately 832-approximately 932",author,,http://id.loc.gov/authorities/names/n86820023,human,Isaac Israeli ben Solomon,Q536837
"Ivani, Antonio 1430-1482.",author,,,human,Antonio Ivani,Q30434026
"Ives, John",former owner,,,human,John Ives,Q6240923
Ivo of Chartres,author,,,human,Ivo of Chartres,Q124775
Ivo of Chartres (Ivo Carnotensis),author,,,human,Ivo of Chartres,Q124775
"Ivo, Saint, Bishop of Chartres, approximately 1040-1116",author,,http://id.loc.gov/authorities/names/n88070664,human,Ivo of Chartres,Q124775
J. Palmer,former owner,,,human,J. Palmer,Q114242514
J. Paul Getty Museum,former owner,,,organization,J. Paul Getty Museum,Q731126
J. Paul Getty Museum,former owner,,http://id.loc.gov/authorities/names/n79046211,organization,J. Paul Getty Museum,Q731126
János Zsámboki 1531-1584,author,,,human,János Zsámboki,Q96238920
Jābir Ibn Ḥayyān,author,,,human,Jabir ibn Hayyan,Q167852
"Jābir ibn Aflah, Abū Muhammad",author,,,human,Jabir ibn Aflah,Q288111
"Jabartī, Ḥasan ibn Ibrāhīm, 1698 or 1699-1774",author,,http://id.loc.gov/authorities/names/nr94039118,human,Hassan al-Jabarti,Q5679896
"Jackson, John C",former owner,,http://id.loc.gov/authorities/names/n77019920,human,John C. Jackson,Q111734155
"Jacob ben Asher, approximately 1269-approximately 1340",author,,http://id.loc.gov/authorities/names/n82247752,human,Jacob ben Asher,Q1376849
Jacobus Beneventanus?,author,,,human,Iacopo da Benevento,Q3791438
Jacobus Buttrigarius,author,,,human,Iacopo Bottrigari,Q41566927
Jacobus de Cessolis,author,,,human,Jacobus de Cessolis,Q969459
Jacobus de Cessolis active 1288-1322.,author,,,human,Jacobus de Cessolis,Q969459
Jacobus de Lausanne,author,,,human,James of Lausanne,Q19663889
Jacobus de Teramo,author,,,human,Jacobus de Teramo,Q3805915
Jacobus de Voragine,author,,,human,Jacobus de Voragine,Q313460
Jacobus de Voragine ca. 1229-1298,author,,,human,Jacobus de Voragine,Q313460
Jacobus de Voragine ca. 1229-1298.,author,,,human,Jacobus de Voragine,Q313460
Jacobus de Voragine?,author,,,human,Jacobus de Voragine,Q313460
Jacobus Mediolanensis,author,,,human,Jacobus de Mediolano,Q41569767
Jacobus Mediolanensis active 13th century.,author,,,human,Jacobus de Cappellis,Q113784131
"Jacobus, de Voragine, approximately 1229-1298",author,,http://id.loc.gov/authorities/names/n50082383,human,Jacobus de Voragine,Q313460
Jacopo Antonio Marta (Giacomo Antonio Marta),author,,,human,Giacomo Antonio Marta,Q55849871
Jacopo Sanguinacci,author,,,human,Jacopo Sanguinacci,Q41618032
Jacopone da Todi,author,,,human,Jacopone da Todi,Q317267
Jacopone da Todi 1230-1306.,author,,,human,Jacopone da Todi,Q317267
Jacopone da Todi?,author,,,human,Jacopone da Todi,Q317267
Jacques de Cessoles,author,,,human,Jacobus de Cessolis,Q969459
Jacques de Longuyon,author,,,human,Jacques de Longuyon,Q3160305
Jacques de Longuyon fl. 1290-1312.,author,,,human,Jacques de Longuyon,Q3160305
Jacques de Vitry,author,,,human,Jacques de Vitry,Q654608
Jacques de Vitry ca. 1170-1240.,author,,,human,Jacques de Vitry,Q654608
Jacques le Boucq,author,,,human,Jacques Le Boucq,Q3159291
Jacques Milet,author,,,human,Jacques Millet,Q19721418
"Jaghmīnī, Maḥmūd ibn Muḥammad, -1221",author,جغميني، محمود بن محمد، ؟d. -1221,http://id.loc.gov/authorities/names/nr91035882,human,Jaghmini,Q4060361
"Jahānʹābādī, ʻAbd al-Rashīd",former owner,جهان‌آبادى، عبد الرشيد،,,human,ʻAbd al-Rashīd Jahānʹābādī,Q114242447
"Jahn, Otto, 1813-1869",former owner,,http://id.loc.gov/authorities/names/n83062941,human,Otto Jahn,Q66001
"Jābir ibn Aflah, Abū Muhammad, 12th cent",author,,,human,Jabir ibn Aflah,Q288111
"Jāmī, 1414-1492",author,,,human,Jami,Q312458
"Jāmī, 1414-1492",author,جامى، 1414-1492,,human,Jami,Q312458
"Jāmī, 1414-1492",author,جامى، 1414-1492,http://id.loc.gov/authorities/names/n79068673,human,Jami,Q312458
"Jalāl al-Dīn Rūmī, Maulana, 1207-1273",author,جلال الدین رومى، مولانا، 1207-1273,,human,Rumi,Q43347
"Jaldakī, Aydamar ibn ʻAbd Allāh, active 1349-1361",author,جلدكي، ايدمر بن عبد الله، active 1349-1361,http://id.loc.gov/authorities/names/n88636116,human,Aydamar ibn ʻAbd Allāh Jaldakī,Q116250111
"James Freeman Clarke, 1810-1888",former owner,,,human,James Freeman Clarke,Q323362
James Tregaskis (Firm),former owner,,,organization,James Tregaskis (Firm),Q114242604
"James, of Viterbo, Archbishop of Naples, approximately 1255-1307 or 1308",author,,,human,James of Viterbo,Q352625
Jan de Keyser,author,,,human,Jan de Keyser,Q29935006
Jans Enikel,author,,,human,Jans der Enikel,Q689252
"Jansen op de Haar, G.A",former owner,,,human,Arnold Jansen op de Haar,Q2216274
"Jarsey, John",former owner,,,human,John Jarsey,Q114242448
"Jastrow, Marcus, 1829-1903",former owner,,,human,Marcus Jastrow,Q556073
"Jastrow, Morris, Jr., 1861-1921",former owner,,,human,"Morris Jastrow, Jr.",Q635773
"Jastrow, Morris, Jr., 1861-1921",former owner,,http://id.loc.gov/authorities/names/n50037841,human,"Morris Jastrow, Jr.",Q635773
"Jawharī, Ismāʻīl ibn Ḥammād, -1003",author,جوهري، اسماعيل بن حماد، -1003؟,http://id.loc.gov/authorities/names/n82085863,human,Ismail ibn Hammad al-Jawhari,Q403498
"Jazūlī, Muḥammad ibn Sulaymān, 1404-1465",author,جزولي، محمد بن سليمان، -1465,,human,Muhammad al-Jazuli,Q1775944
"Jazūlī, Muḥammad ibn Sulaymān, -1465",author,جزولي، محمد بن سليمان، -1465,,human,Muhammad al-Jazuli,Q1775944
Jean Calvin,author,,,human,John Calvin,Q37577
Jean de Blois,author,,,human,John I of Blois-Châtillon,Q2478500
Jean de Fe'camp,author,,,human,John of Fécamp,Q3175409
Jean de Lignières,author,,http://viaf.org/viaf/275520118,human,Jean de Lignières,Q108732963
Jean de Meun,author,,,human,Jean de Meun,Q544925
Jean de Meun d. 1305?,author,,,human,Jean de Meun,Q544925
Jean Foy-Vaillant,author,,,human,Jean Foy-Vaillant,Q3172080
Jean Froissart,author,,,human,Jean Froissart,Q315000
Jean Gerson,author,,,human,Jean Gerson,Q281179
Jean Gerson (Johannes Gerson),author,,,human,Jean Gerson,Q281179
Jean Gerson 1363-1429,author,,,human,Jean Gerson,Q281179
Jean Gerson?,author,,,human,Jean Gerson,Q281179
Jean Mansel,author,,,human,Jean Mansel,Q16645535
Jean Passerat,author,,,human,Jean Passerat,Q1394699
"Jean-Baptiste Joseph Barrois, of Lille (1784-1855), his 297 (green label on spine); the collection bought in 1849 by Bertram, fourth earl of Ashburnham (1797-1878); the fifth earl’s sale, Sotheby’s, 10 June 1901, lot 33;",former owner,,,human;human;human,"Joseph Barrois;Bertram Ashburnham, 4th Earl of Ashburnham;Bertram Ashburnham, 5th Earl of Ashburnham",Q97783947;Q21855104;Q19894272
Jehan de Wavrin,author,,,human,Jean de Wavrin,Q321881
Jerónimo Román (Hieronymo Roman),author,,,human,Jerónimo Román de la Higuera,Q328849
Jerome,author,,,human,Jerome,Q44248
Jerome (Sophronius Eusebius Hieronymus),author,,,human,Jerome,Q44248
Jerome Saint d. 419 or 20.,author,,,human,Jerome,Q44248
"Jerome, Saint, d. 419 or 420",author,,http://viaf.org/viaf/95147024,human,Jerome,Q44248
Jesuits,author,,http://id.loc.gov/authorities/names/n79046634,organization,Society of Jesus,Q36380
"Jews' College (London, England)",former owner,,http://id.loc.gov/authorities/names/n50043083,organization,London School of Jewish Studies,Q6670742
"Jighmīnī, Maḥmūd ibn Muḥammad, -1221",author,"جغميني، محمود بن محمد, -1221",,human,Jaghmini,Q4060361
João Freire,author,,,human,João Freire,Q10311528
Joachim of Fiore,author,,,human,Joachim of Fiore,Q199991
