genre_as_recorded,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
"Manuscripts, Hebrew--16th century",local,,"Manuscripts, Hebrew;Sixteenth century",http://id.worldcat.org/fast/1008360;http://id.worldcat.org/fast/1119851,Q150;Q335
"Manuscripts, Hebrew--Germany",lcsh,,"Manuscripts, Hebrew;Germany",http://id.worldcat.org/fast/1008360;http://id.worldcat.org/fast/1210272,Q150;Q3032
"Manuscripts, Hindi",lcsh,,"Manuscripts, Hindi",http://id.worldcat.org/fast/1008366,Q27129
"Manuscripts, Hindi--18th century",lcsh,,"Manuscripts, Hindi;Eighteenth century",http://id.worldcat.org/fast/1008366;http://id.worldcat.org/fast/904058,Q27129;Q3024
"Manuscripts, India",lcsh,,"Manuscripts, Indic",http://id.worldcat.org/fast/1008370,Q26656
"Manuscripts, Indic",openn-form/genre,,"Manuscripts, Indic",http://id.worldcat.org/fast/1008370,Q26656
"Manuscripts, Italian",lcsh,,"Manuscripts, Italian",http://id.worldcat.org/fast/1008378,Q269
"Manuscripts, Italian--14th century",local,,"Manuscripts, Italian;Fourteenth century",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/933420,Q269;Q295
"Manuscripts, Italian--15th century",lcsh,,"Manuscripts, Italian;Fifteenth century",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/923962,Q269;Q154
"Manuscripts, Italian--15th century",local,,"Manuscripts, Italian;Fifteenth century",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/923962,Q269;Q154
"Manuscripts, Italian--16th century",lcsh,,"Manuscripts, Italian;Sixteenth century",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/1119851,Q269;Q335
"Manuscripts, Italian--16th century",local,,"Manuscripts, Italian;Sixteenth century",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/1119851,Q269;Q335
"Manuscripts, Italian--17th century",lcsh,,"Manuscripts, Italian;Seventeenth century",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/1113663,Q269;Q2771
"Manuscripts, Italian--17th century",local,,"Manuscripts, Italian;Seventeenth century",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/1113663,Q269;Q2771
"Manuscripts, Italian--18th century",lcsh,,"Manuscripts, Italian;Eighteenth century",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/904058,Q269;Q3024
"Manuscripts, Italian -- Italy",lcsh,,"Manuscripts, Italian;Italy",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/1204565,Q269;Q249
"Manuscripts, Italian--Italy",lcsh,,"Manuscripts, Italian;Italy",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/1204565,Q269;Q249
"Manuscripts, Javanese--19th century",lcsh,,"Manuscripts, Javanese;Nineteenth century",http://id.worldcat.org/fast/1008382;http://id.worldcat.org/fast/1037841,Q38992;Q3538
"Manuscripts, Judeo-Arabic",lcsh,,"Manuscripts, Judeo-Arabic",http://id.worldcat.org/fast/1008384,Q6933
"Manuscripts, Judeo-Arabic--15th century",,,"Manuscripts, Judeo-Arabic;Fifteenth century",http://id.worldcat.org/fast/1008384;http://id.worldcat.org/fast/923962,Q6933;Q154
"Manuscripts, Khmer--19th century",lcsh,,"Manuscripts, Khmer;Nineteenth century",http://id.worldcat.org/fast/1008392;http://id.worldcat.org/fast/1037841,Q27156;Q3538
"Manuscripts, Latin",lcsh,,"Manuscripts, Latin",http://id.worldcat.org/fast/1008395,Q210
"Manuscripts, Latin (medieval and modern)",lcsh,,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399,Q10783
"Manuscripts, Latin (Medieval and modern)",ds-genre,,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399,Q10783
"Manuscripts, Latin (Medieval and modern)",,,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399,Q10783
"Manuscripts, Latin (Medieval and modern)--Austria",lcsh,,"Manuscripts, Latin (Medieval and modern);Austria",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204901,Q10783;Q2798
"Manuscripts, Latin (Medieval and Modern)--Austria",lcsh,,"Manuscripts, Latin (Medieval and modern);Austria",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204901,Q10783;Q2798
"Manuscripts, Latin (Medieval and modern)--Belgium",lcsh,,"Manuscripts, Latin (Medieval and modern);Belgium",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1210278,Q10783;Q16301
"Manuscripts, Latin (Medieval and modern)--England",lcsh,,"Manuscripts, Latin (Medieval and modern);England",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1219920,Q10783;Q320
"Manuscripts, Latin (Medieval and modern)--Flanders",lcsh,,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399,Q10783
"Manuscripts, Latin (Medieval and modern)--France",lcsh,,"Manuscripts, Latin (Medieval and modern);France",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204289,Q10783;Q152
"Manuscripts, Latin (Medieval and Modern)--France",lcsh,,"Manuscripts, Latin (Medieval and modern);France",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204289,Q10783;Q152
"Manuscripts, Latin (Medieval and modern)--France--Orléans",lcsh,,"Manuscripts, Latin (Medieval and modern);France--Orléans",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1207560,Q10783;Q16285
"Manuscripts, Latin (Medieval and modern)--France--Orléans",lcsh,,"Manuscripts, Latin (Medieval and modern);France--Orléans",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1207560,Q10783;Q16285
"Manuscripts, Latin (Medieval and modern)--Germany",lcsh,,"Manuscripts, Latin (Medieval and modern);Germany",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1210272,Q10783;Q3032
"Manuscripts, Latin (Medieval and Modern)--Germany",lcsh,,"Manuscripts, Latin (Medieval and modern);Germany",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1210272,Q10783;Q3032
"Manuscripts, Latin (Medieval and modern)--Italy",lcsh,,"Manuscripts, Latin (Medieval and modern);Italy",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204565,Q10783;Q249
"Manuscripts, Latin (Medieval and Modern)--Italy",lcsh,,"Manuscripts, Latin (Medieval and modern);Italy",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204565,Q10783;Q249
"Manuscripts, Latin (Medieval and modern)--Massachusetts--Boston",lcsh,,"Manuscripts, Latin (Medieval and modern);Massachusetts--Boston",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1205012,Q10783;Q16365
"Manuscripts, Latin (Medieval and modern)--Netherlands",lcsh,,"Manuscripts, Latin (Medieval and modern);Netherlands",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204034,Q10783;Q5863
"Manuscripts, Latin (Medieval and modern)--Spain",lcsh,,"Manuscripts, Latin (Medieval and modern);Spain",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204303,Q10783;Q343
"Manuscripts, Latin--11th century",local,,"Manuscripts, Latin;Eleventh century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/908096,Q210;Q306
"Manuscripts, Latin--11th century",,,"Manuscripts, Latin;Eleventh century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/908096,Q210;Q306
"Manuscripts, Latin--12th century",local,,"Manuscripts, Latin;Twelfth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1159791,Q210;Q304
"Manuscripts, Latin--13th century",lcsh,,"Manuscripts, Latin;Thirteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1150138,Q210;Q245
"Manuscripts, Latin--13th century",local,,"Manuscripts, Latin;Thirteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1150138,Q210;Q245
"Manuscripts, Latin--14th century",lcsh,,"Manuscripts, Latin;Fourteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/933420,Q210;Q295
"Manuscripts, Latin--14th century",local,,"Manuscripts, Latin;Fourteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/933420,Q210;Q295
"Manuscripts, Latin--15th century",lcsh,,"Manuscripts, Latin;Fifteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962,Q210;Q154
"Manuscripts, Latin--15th century",local,,"Manuscripts, Latin;Fifteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962,Q210;Q154
"Manuscripts, Latin--15th century",,,"Manuscripts, Latin;Fifteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962,Q210;Q154
"Manuscripts, Latin--16th century",lcsh,,"Manuscripts, Latin;Sixteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1119851,Q210;Q335
"Manuscripts, Latin--16th century",local,,"Manuscripts, Latin;Sixteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1119851,Q210;Q335
"Manuscripts, Latin--17th century",local,,"Manuscripts, Latin;Seventeenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1113663,Q210;Q2771
"Manuscripts, Latin--9th century",lcsh,,"Manuscripts, Latin;Ninth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1037854,Q210;Q329
"Manuscripts, Latin--9th century",,,"Manuscripts, Latin;Ninth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1037854,Q210;Q329
"Manuscripts, Latin--Italy",lcsh,,"Manuscripts, Latin;Italy",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1204565,Q210;Q249
"Manuscripts, Marathi",lcsh,,"Manuscripts, Marathi",http://id.worldcat.org/fast/1008418,Q26716
"Manuscripts, Medieval",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval",local,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval,--16th century",lcsh,,"Manuscripts, Medieval;Sixteenth century",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1119851,Q325;Q335
"Manuscripts, Medieval--1000-1050",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1050-1100",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1100-1150",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1150-1200",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1200-1250",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1200-1250",,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1250-1300",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1250-1300",,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1300-1350",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1350-1400",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1400-1450",aat,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1400-1450",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1450-1500",aat,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--1450-1500",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--950-1000",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--950-1000",,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
"Manuscripts, Medieval--Armenia",lcsh,,"Manuscripts, Medieval;Armenia",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1206470,Q325;Q3017
"Manuscripts, Medieval--Armenia--1250-1300",,,"Manuscripts, Medieval;Armenia",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1206470,Q325;Q3017
"Manuscripts, Medieval--Austria",lcsh,,"Manuscripts, Medieval;Austria",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204901,Q325;Q2798
"Manuscripts, Medieval--Austria--1150-1200",lcsh,,"Manuscripts, Medieval;Austria",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204901,Q325;Q2798
"Manuscripts, Medieval--Austria--1200-1250",lcsh,,"Manuscripts, Medieval;Austria",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204901,Q325;Q2798
"Manuscripts, Medieval--Austria--1250-1300",lcsh,,"Manuscripts, Medieval;Austria",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204901,Q325;Q2798
"Manuscripts, Medieval--Austria--1350-1400",lcsh,,"Manuscripts, Medieval;Austria",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204901,Q325;Q2798
"Manuscripts, Medieval--Austria--1400-1450",lcsh,,"Manuscripts, Medieval;Austria",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204901,Q325;Q2798
"Manuscripts, Medieval--Austria--1400-1450",,,"Manuscripts, Medieval;Austria",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204901,Q325;Q2798
"Manuscripts, Medieval--Austria--800-850",lcsh,,"Manuscripts, Medieval;Austria",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204901,Q325;Q2798
"Manuscripts, Medieval--Belgium",lcsh,,"Manuscripts, Medieval;Belgium",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210278,Q325;Q16301
"Manuscripts, Medieval--Belgium--1150-1200",lcsh,,"Manuscripts, Medieval;Belgium",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210278,Q325;Q16301
"Manuscripts, Medieval--Belgium--1250-1300",lcsh,,"Manuscripts, Medieval;Belgium",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210278,Q325;Q16301
"Manuscripts, Medieval--Belgium--1350-1400",lcsh,,"Manuscripts, Medieval;Belgium",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210278,Q325;Q16301
"Manuscripts, Medieval--Belgium--1400-1450",lcsh,,"Manuscripts, Medieval;Belgium",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210278,Q325;Q16301
"Manuscripts, Medieval--Belgium--1450-1500",lcsh,,"Manuscripts, Medieval;Belgium",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210278,Q325;Q16301
"Manuscripts, Medieval--Belgium--1450-1500",,,"Manuscripts, Medieval;Belgium",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210278,Q325;Q16301
"Manuscripts, Medieval--Belgium--Bruges--1450-1500",lcsh,,"Manuscripts, Medieval;Belgium;Belgium--Bruges",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/1204513,Q325;Q16301;Q38496
"Manuscripts, Medieval--England",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1100-1150",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1150-1200",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1200-1250",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1250-1300",aat,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1250-1300",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1250-1300",,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1275-1300",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1300-1340",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1300-1350",aat,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1300-1350",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1350-1400",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, medieval--England--1400-1450",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1400-1450",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, medieval--England--1450-1500",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1450-1500",aat,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1450-1500",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--1450-1500",,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, medieval--England--1500-1550",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--750-800",,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--England--900-950",lcsh,,"Manuscripts, Medieval;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1219920,Q325;Q320
"Manuscripts, Medieval--Flanders",lcsh,,"Manuscripts, Medieval;Europe--Flanders",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1245991,Q325;Q4193
"Manuscripts,Medieval--France",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1050-1100",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1100-1150",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1150-1200",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1200-1250",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1250-1300",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1300-1350",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1350-1400",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1400-1450",aat,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1400-1450",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1400-1450",,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1450-1500",aat,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1450-1500",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1450-1500",,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1475-1500",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--14th century",lcsh,,"Manuscripts, Medieval;France;Fourteenth century",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/933420,Q325;Q152;Q295
"Manuscripts, Medieval--France--1500-1525",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--1500-1550",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--15th century",lcsh,,"Manuscripts, Medieval;France;Fifteenth century",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q325;Q152;Q154
"Manuscripts, Medieval--France--650-700",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--700-750",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--750-800",aat,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--France--800-850",lcsh,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, Medieval--Germany",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--[ca. 1150-ca. 1200",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1100-1150",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1150-1200",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1200-1250",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1250-1300",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1250-1300",,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1300-1350",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1350-1400",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1350-1400",lsch,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1350-1400",,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1400-1450",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1450-1475",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1450-1500",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--1500-1550",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--800-850",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Germany--850-900",lcsh,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"Manuscripts, Medieval--Greece",lcsh,,"Manuscripts, Medieval;Greece",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1208380,Q325;Q8324
"Manuscripts, Medieval--Greece--1300-1350",lcsh,,"Manuscripts, Medieval;Greece",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1208380,Q325;Q8324
"Manuscripts, Medieval--Hungary--1450-1500",lcsh,,"Manuscripts, Medieval;Hungary",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205132,Q325;Q4179
"Manuscripts, Medieval--Hungary--1500-1550",lcsh,,"Manuscripts, Medieval;Hungary",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205132,Q325;Q4179
"Manuscripts,Medieval--Iran",lcsh,,"Manuscripts, Medieval;Iran",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204889,Q325;Q16384
"Manuscripts, Medieval--Iran",lcsh,,"Manuscripts, Medieval;Iran",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204889,Q325;Q16384
"Manuscripts, Medieval--Ireland--750-800",lcsh,,"Manuscripts, Medieval;Ireland",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205427,Q325;Q4302
"Manuscripts, Medieval -- Italy",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
