title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
al-Naṣīḥah al-īmānīyah fī faḍīḥat al-millah al-Naṣrānīyah,النصيحة الايمانية في فضيحة الملة النصرانية.,,,Naṣīḥah al-īmānīyah fī faḍīḥat al-millah al-Naṣrānīyah
al-Niṣf al-thānī min juzʼ aḥad ʻashar,النصف الثاني من جزء احد عشر.,Qurʼan.,قرآن.,Qurʼan
al-Nuzʹhah al-zahīyah fī aḥkām al-ḥammām al-sharʻīyah wa-al-ṭibbīyah /,النزهة الزهية في احكام الحمام الشرعية والطبية /,,,Nuzʹhah al-zahīyah fī aḥkām al-ḥammām al-sharʻīyah wa-al-ṭibbīyah
Alphabetical index to Medici (?) account book,,,,Account book
Alphabetum malarum mulierum ... etc,,,,Alphabetum malarum mulierum
al-Qāmūs al-muḥīṭ,القاموس المحيط.,,,al-Qāmūs al-muḥīṭ
al-Qānūn fī al-ṭibb,القانون في الطب,,,Qānūn fī al-ṭibb
al-Qaṣīdah al-mubārakah,القصيدة المباركة,Burdah,بردة,Burdah
al-Qaṣīdah al-mulaqqabah bi-Ḥirz al-amānī wa-wajh al-tahānī,القصيدة الملقبة بحرز الاماني ووجه التهاني,Ḥirz al-amānī wa-wajh al-tahānī,حرز الاماني ووجه التهاني,Ḥirz al-amānī wa-wajh al-tahānī
al-Qawl al-maqbūl fīmā yuddaʻá fīhi bi-al-majhūl /,القول المقبول فيما يدعي فيه بالمجهول /,,,Qawl al-maqbūl fīmā yuddaʻá fīhi bi-al-majhūl
al-Qism al-thānī min Yatīmat al-dahr fī shuʻarāʼ al-ʻaṣr /,القسم الثاني من يتيمة الدهر في شعراء العصر /,Yatīmat al-dahr.,يتيمة الدهر.,Yatīmat al-dahr
al-Qurʼān,,Qurʼan.,قرآن.,Qurʼan
al-Qurʼān,القرآن.,Qurʼan.,قرآن.,Qurʼan
al-Qurʼān,القرآن.,Qurʼan.,قرآن,Qurʼan
al-Qurʼān,القرآن.,Qurʼan.,,Qurʼan
al-Qurʼān,القرآن,Qurʼan.,قرآن.,Qurʼan
al-Qurʾān,القرآن.,Qurʼan.,,Qur'an
al-Radd al-muṣān li-mā aftá bi-hi Riḍwān,الرد المصان لما افتى به رضوان.,,,Radd al-muṣān li-mā aftá bi-hi Riḍwān
al-Rawḍ al-unuf /,الروض الانف /,,,Rawḍ al-unuf
al-Risālah al-istidlālīyah ... etc,الرسالة الاستدلالية ... الخ..,,,Risālah al-istidlālīyah
al-Risālah al-jiddīyah li-Ibn Zaydūn al-Andulusī wa-sharḥuhā /,الرسالة الجدية لابن زيدون الاندلسي وشرحها /,,,Risālah al-jiddīyah li-Ibn Zaydūn al-Andulusī wa-sharḥuhā
al-Ṣaḥīfah al-ʻabqarīyah fī al-uṣūl al-manṭiqīyah,الصحيفة العبقرية في الاصول المنطقية.,,,Ṣaḥīfah al-ʻabqarīyah fī al-uṣūl al-manṭiqīyah
al-Sāmi fī al-asāmī,السامي في الاسامي.,,,Sāmi fī al-asāmī
al-Samīr al-anīs idha ghuliba al-muḥibb wa-al-jalīs,السمير الانيس اذ غلب المحب والجليس :,,,Samīr al-anīs idha ghuliba al-muḥibb wa-al-jalīs
al-Shifāʼ al-sharīf,الشفاء الشريف.,Shifāʼ fī taʻrīf ḥuqūq al-Muṣṭafá,شفاء في تعريف حقوق المصطفى,Shifāʼ fī taʻrīf ḥuqūq al-Muṣṭafá
al-Ṣuḥbah /,الصحبة /,Munīf al-rutbah li-man thabata la-hu sharīf al-ṣuḥbah,منيف الرتبة لمن ثبت له شريف الصحبة,Munīf al-rutbah li-man thabata la-hu sharīf al-ṣuḥbah
"al-Sunan al-māthūrah ʻan Rasūl Allāh, ṣallá Allāh ʻalayhi wa-salam /",السنن الماثورة عن رسول الله، صلى الله عليه وسلم /,Mujtabá,مجتبى,Mujtabá
al-Taḥdīth ʻan nāzilat al-ḥadīth,التحديث عن نازلة الحديث.,,,Taḥdīth ʻan nāzilat al-ḥadīth
al-Takhmīs /,التخميس /,,,Takhmīs
al-Tanqīḥ wa-ghayrih,التنقيح وغيره.,,,Tanqīḥ wa-ghayrih
Altar Card with the Deposition from the Cross,,,,Altar card
al-Tarjamah al-ʻabqarīyah wa-al-ṣawlah al-ḥaydarīyah lil-Tuḥfah al-Ithnay ʻAsharīyah,الترجمة العبقرية والصولة الحيدرية للتحفة الاثني عشرية.,Tuḥfah-ʼi Is̲nay ʻAsharīyah.,تحفۀ اثنى عشرية.,Tuḥfah-ʼi Is̲nay ʻAsharīyah
al-Taṣānīf fī iṣṭilāḥ ahl al-athar ... etc,التصانيف في اصطلاح اهل الاثر ... الخ.,,,Taṣānīf fī iṣṭilāḥ ahl al-athar
al-Tāsiʻ min Kitāb al-Bukhārī,التاسع من كتاب البخاري.,Jāmiʻ al-ṣaḥīḥ.,جامع الصحيح.,Jāmiʻ al-ṣaḥīḥ
al-Tawḍīḥ.,التوضيح,,,al-Tawḍīḥ
al-Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ,التوضيح في حل غوامض التنقيح.,,,Tawḍīḥ
al-Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ,التوضيح في حل غوامض التنقيح,Tawḍīḥ,توضيح,Tawḍīḥ
"Altera apologia pro rege christianissimo contra caesarianos, in qua de causis belli inter regem et caesarem recens orti brevissime et verissime agitur",,,,Apologia pro rege christianissimo contra caesarianos
al-Thānī min al-ṣiḥāḥ,الثاني من الصحاح.,Ṣiḥāḥ.,صحاح.,Ṣiḥāḥ
al-Thānī min Kitāb Rawḍ al-unuf fī sharḥ mushkilāt alfāẓ Sīrat al-Nabī ṣallá Allāh ʻalayhi wa-sallam /,"الثاني من كتاب روض الانف في شرح مشكلات الفاظ سيرة النبي صلى الله عليه وسلم
				/",Rawḍ al-unuf,روض الانف,Rawḍ al-unuf
Alvise Mocenigo I notice,,,,Notice
al-Wāfiyah fī sharḥ al-Kāfiyah,الوافية في شرح الکافية.,,,Wāfiyah fī sharḥ al-Kāfiyah
al-Wajīz fī al-uṣūl,الوجيز في الاصول.,,,Wajīz fī al-uṣūl
al-Zahr al-fāyiq fī mawlid ashraf al-khalāyiq /,الزهر الفايق في مولد اشرف الخلايق /,Zahr al-fāʼiq fī mawlid ashraf al-khalāʼiq,زهر الفائق في مولد اشرف الخلائق,Zahr al-fāʼiq fī mawlid ashraf al-khalāʼiq
al-Zīj al-jadīd,الزيج الجديد.,,,Zīj al-jadīd
al-ʻIqd al-farīd lil-Malik al-Saʻīd,العقد الفريد للملك السعيد.,,,ʻIqd al-farīd lil-Malik al-Saʻīd
al-ʻUjālah al-wāfiyah fī al-siyāsah al-dīnīyah wa-al-dunyawiyah wa-aḥkām al-firāsah al-ḥukmīyah /,"العجالة الوافية في السياسة الدينية والدنيوية واحكام الفراسة الحكمية
				/",,,ʻUjālah al-wāfiyah fī al-siyāsah al-dīnīyah wa-al-dunyawiyah wa-aḥkām al-firāsah al-ḥukmīyah
al-ʻUmdah fī al-aḥkām fī al-ḥadīth /,العمدة في الاحكام في الحديث /,ʻUmdat al-aḥkām,عمدة الاحكام,ʻUmdat al-aḥkām
Amadís de Gaula,,,,Amadís de Gaula
Amerika shokan utsushi niken,亜美理駕書翰寫 二件.,,,Amerika shokan utsushi niken
A Myrour to lewde men and wymmen,,,,A Myrour to Lewde Men and Wymmen
Andachtsbuch devotional miscellany,,,,Devotional miscellany
Andrea Amadio botanical illustrations,,,,Illustrations
Andrea di Nanni Todeschini Piccolomini legal document,,,,Legal documents
Andrea di Sommariva power of attorney,,,,Power of attorney
André Blondet agreement,,,,Agreement
Angiola Pagani power of attorney,,,,Power of attorney
Anglezarke indenture,,,,Indenture
"An inventary of all and singular the goodes and chattells and debtes of John Ffox, late of Chacumbe in the countie of Northampton, gentleman deceased",,,,Inventory
Anna Peirce vs. John Stevens,,,,Document;Anna Peirce vs. John Stevens
Anne de Montmorency nomination,,,,Nomination
Annotata in libellos Aristotelis Parva naturalia appellatos,,,,Parva naturalia;Commentary on Parva naturalia
Annotated copy of Tacitus' Germania,,,,Germania
Annotated copy of Terence's works,,,,Commentary on Terence
Annotations,,,,Annotations
"Annuntiatio Sacri Jubilaei instantis anni centesimi, et declaratio quod prosequenda illius plenissima indulgentia a christifidelibus fieri debeat",,,,Annuntiatio Sacri Jubilaei
Anthems; known as the Gostling manuscript,,,,Anthems
Anthology,,,,Anthology
"Antiphon, psalm, and versicle for the aspersion of holy water",,,,Antiphonary;Psalm;Versicle
Antiphonal,,,,Antiphonary
"Antiphonal, Temporal (Summer)",,,,Antiphonary
"Antiphonal, Temporal (Winter)",,,,Antiphonary
Antiphonal leaf with historiated initial leaf D depicting Christ healing the blind,,,,Antiphonary
Antiphonal Music,,,,Antiphonary
Antiphonal with Historiated Initial 'D',,,,Antiphonary
Antiphonari,,Antiphonary (Manuscript Kenneth Spencer Research Library. MS J4:1),,Antiphonary
Antiphonarium,,Antiphonal,,Antiphonary
Antiphonary,,Antiphonary  (Manuscript Kenneth Spencer Research Library. MS J5:1),,Antiphonary
Antiphonary,,,,Antiphonary
"Antiphonary, diurnal (Ambrosian Rite)",,,,Antiphonary
"Antiphonary, Dominican use",,,,Antiphonary
"Antiphonary, Feast of Saint Bartholomew",,,,Antiphonary
Antiphonary (Winter Temporale),,,,Antiphonary
Antiphonary and lectionary,,,,Antiphonary;Lectionary
Antiphonary for Christmas,,,,Antiphonary
Antiphonary for the feast of a virgin,,,,Antiphonary
Antiphonary fragment,,,,Antiphonary
Antiphonary fragments,,,,Antiphonary
Antiphonary leaf with historiated D depicting St. John the Baptist,,,,Antiphonary
"Antiphonary - Pentecost, three days following",,,,Antiphonary
Antiphoner,,,,Antiphonary
"Antiphoner, Gradual",,,,Antiphonary;Gradual
Antiquitates Judaicae,,,,Antiquitates judaicae
"Antoninus Florentinus: Summa Sacrae Theologiae, luris Pontifici et Caesarei",,,,Summa Theologiae
Antonio Acciaioli will,,,,Will
Antonio Cilli deed,,,,Deed
Antonio Cocchi Donati will,,,,Will
Antonio de' Grifoni power of attorney,,,,Power of attorney
Antonio Mannucci power of attorney,,,,Power of attorney
Antonio Maria d'Enea di Giacomo Todeschini Piccolomini transcript of emancipation,,,,Transcript of emancipation
Anvār-i Suhaylī.,انوار سهيلى,,,Anvār-i Suhaylī
Anwār al-tanzīl wa-asrār al-taʼwīl,انوار التنزيل واسرار التأويل.,,,Anwār al-tanzīl wa-asrār al-taʼwīl
Anwār al-tanzīl wa-asrār al-taʼwīl,انوار التنزيل واسرار التأويل.,Anwār al-tanzīl wa-asrār al-taʼwīl.,انوار التنزيل واسرار التأويل.,Anwār al-tanzīl wa-asrār al-taʼwīl
Apocalypse,,,,Apocalypse
Apologia cuiusdam regiae famae studiosi,,Apologia cuiusdam regiae famae studiosi,,Apologia cuiusdam regiae famae studiosi
Apparatus domini Bernardi Raymundi in sexto libro decretalium,,,,Decretales Gregorii IX
Apparatus in quinque libros Decretalium,,,,Apparatus super libros Decretalium
Apparatus super constitutionibus Concilii Viennensis,,,,Constitutionibus concilii viennensis
Appointment of attorney-at-law,,,,Appointment
Appointment of executor,,,,Appointment
Appointment of legal representatives,,,,Appointment
Appointment of mediator,,,,Appointment
Appointment of mediators,,,,Appointment
Arabic miscellany,,,,Arabic miscellany
Arabic-Turkish vocabulary,,,,Arabic-Turkish vocabulary
Arabic-Turkish vocabulary ... etc,,,,Arabic-Turkish vocabulary
A Rational Discourse concerning Predetermination or Predestination,,,,Discourse on predestination
Arcangelo Paffiere will,,,,Will
Archdiocese of Siena nomination,,,,Nomination
Arezzo Laude,,,,Arezzo Laude
Argumenta,,,,Arguments
Arithmetica theorica,,,,Arithmetic
Armenian,,,,Armenian fragment
Armorial,,,,Armorial
"Arms of Kings and Nobles of England, from Brut to King James I",,,,"Arms of Kings and Nobles of England, from Brut to King James I"
Arrigucci family papers,,,,Family documents
Ars epistolandi ... etc,,,,Ars epistolandi
Ars moriendi,,Ars moriendi.,,Ars moriendi
Ars poetica,,,,Ars poetica
Ars Poetica (Art of Poetry); Carmen seculare; Epistolae (Epistles); Odes,,,,Ars poetica;Carmen seculare;Epistles;Odes
Ars Poetica and Epistulae,,,,Ars poetica;Epistles
Arte della lana legal decision,,,,Legal decision
Artis metrice practice compilatio,,,,Artis metrice practice compilatio
Ascanio Maria Sforza notarial document,,,,Notarial documents
Ascetic miscellany,,,,Ascetic miscellany
Ashraf al-wasāyil ilá fahm al-Shamāyil /,اشرف الوسايل الى فهم الشمايل /,Ashraf al-wasāʼil ilá fahm al-Shamāʼil,اشرف الوسائل الى فهم الشمائل,Ashraf al-wasāʼil ilá fahm al-Shamāʼil
Asmāʼ al-rijāl min al-ṣaḥābah wa-al-tābiʻīn,اسماء الرجال من الصحابة والتابعين.,Ikmāl fī asmāʼ al-rijāl,اكمال في اسماء الرجال,Ikmāl fī asmāʼ al-rijāl
"Assise del alta corte del regno di Hierusalem et Cypro, tradutte da francese in lingua italiana, de ordine dela serenissimo ducal signoria de Venetia /",,Livre des assises,,Livre des assises
"Assise del alta corte del regno di Hierusalem et Cypro, tradutte da francese m'lingua italiana, de ordine dela serenissimo ducal signoria de Venetia /",,Livre des assises,,Livre des assises
Assise of all manner of breade,,,,Assise of all manner of breade
Assizes of Romania,,Liber consuetudinum Imperii Romaniae.,,Liber consuetudinum Imperii Romaniae
Astronomica,,,,Astronomica
Astronomica /,,,,Astronomica
Astronomical and astrological tables,,,,Astronomy
Astronomical anthology,,,,Astronomy
Astronomical canon tables,,,,Astronomical canon tables
Astronomical charts for Fatḥ-ʻAlī Shāh Qājār.,,,,Astronomical charts for Fatḥ-ʻAlī Shāh Qājār
Astronomical compendium,,,,Astronomy
Astronomical fragments,,,,Astronomy
Astronomical miscellany,,,,Astronomy
Astronomical treatises and tables,,,,Astronomy
Astronomy lecture notes,,,,Astronomy
Auctoritates logicae veteris,,,,Auctoritates logicae veteris
August calendar labor,,,,Calendar;August
Augustinian missal (use of Rome),,Missal (Augustinian),,Missal
"Auntient fathers for the doctrine of the Church of England, written by W. I. and dedicated to Sir Robert Howerd",,,,Auntient fathers for the doctrine of the Church of England
Aureli Augustini beatissimi de civitate Dei,,De civitate Dei (De Valle),,De civitate Dei
Aurora,,,,Aurora
"Aurora, sive Biblia versificata",,,,Aurora
Autograph letter signed,,,,Letter
"Autograph letter signed, philippus",,,,Letter
"Axiomata, adagia, et dicteria juris",,,,"Axiomata, adagia, et dicteria juris"
Badīʻīyah,بديعية.,,,Badīʻīyah
Badīʻīyah /,بديعية /,,,Badīʻīyah
Badr al-majāmīʻ,بدر المجاميع.,,,Badr al-majāmīʻ
Bai jia lei zuan,百家類纂 :,,,Bai jia lei zuan
Bai yun gao /,白雲稿 /,,,Bai yun gao
Baldinus Ceccharini legal claim,,,,Legal claim
Balia grant,,,,Grant
Balia of Siena grant,,,,Grant
Balia of Siena privilege,,,,Privileges
Banxuan ji /,半軒集 /,Works.,,Works
"Bartholomaeus de Sancto Concordio, Summa de Casibus Conscientiae (Incunable Leaf)",,,,Summa de casibus conscientiae
Bartolomea Villani deed,,,,Deed
Bartolomeo Chellini and Giovanfrancesco de' Carli act of exchange,,,,Act of exchange
Bartolomeo di Piero power of attorney,,,,Power of attorney
Barzizza and other works,,,,Works
Basis grammatice,,,,Basis grammatice
Batista Piccolomini petition,,,,Petition
Beatissimi Ieronimi presbiteri in sistum picthagoricum,,,,In sistum picthagoricum
Bellum Catilinae,,,,De coniuratione Catilinae
Benedetto degli Armaleoni power of attorney,,,,Power of attorney
Benedictine breviary for the Congregation of Santa Giustina,,,,Breviary
Benedictional?,,,,Benedictional
Benedictiones episcopales ... etc,,,,Benedictiones episcopales
Beneventan fragment 3. Apocrypha,,,,Apocrypha
Bernardo Carnesecchi legal decision,,,,Legal decision
Bernardo di San Miniato petition for tax adjustment,,,,Tax adjustment
Bernardo di Ventura power of attorney,,,,Power of attorney
Bertin family documents,,,,Family documents
"Beschreibung des Lanndtags welcher von dem durchleuchtigen hochgebornnen Fürsten und Herrn, Herrn Wilhelmen Pfaltzgrauen bei Rhein, Herzogen in Obern unnd Nidern Bairn auf den 27 Tag Novembers geen Münnchen aufgeschriben, auch daselbs gehallten unnd was damals auf irer f. ge. Proposition durch gemijne Stennd dazemal versambleter Lanndschafft von Tag zu Tag gehanndlet unnd enntlich beschlossen worden ist, anno 1583, volgt hochermellts unnsers ge. f. unnd Herrns genedig Erforderung an alle Lanndsessen auffganngen ... etc",,,,Beschreibung des Lanndtags
Beschreibung dess Lanndtags der auff Absterben weillendt des durchleuchtigen hochgebornnen Fürstenn und Herrn Herzog Albrechts in Bayrn hochloblicher Gedechtnus von seiner f.g. Son dem auch durchleuchtigen hochgebornnen Fürsten und Herrn Hertzog Wilhelmen alss angehendem ainigem regierenden Lanndsfürsten auf den dritten Tag Decembris geen Minchen ausgeschriben,,,,Beschreibung des Lanndtags
Bet Elohim,,,,Bet elohim
Betrothal and Marriage Ritual (perhaps from a Missal),,,,Betrothal and marriage ritual
Betta Giubbettari power of attorney,,,,Power of attorney
Bhāgavatapurāṇa,بهگوت پوران.,Puranas.,,Puranas
Bible,,Bible.,,Bible
Bible,,,,Bible
"Bible, Atlantic Bible",,,,Bible
"Bible, Epistles",,,,Bible;Epistles
"Bible, glossed Epistles of Paul",,,,Bible;Epistles
"Bible, glossed Mark",,,,Bible;Gospel of Mark
"Bible, glossed minor prophets; Missal",,,,Bible;Minor prophets;Missal
"Bible, Gospel of John",,,,Bible;Gospel of John
"Bible, Gospels",,,,Bible;Gospels
"Bible, II Kings 13:5 - II Kings 15:10",,,,Bible;Kings
"Bible, Latin (Daniel fragment)",,Bible.,,"Bible, Daniel"
"Bible, Matthew",,,,Bible;Gospel of Matthew
"Bible, Middle English",,Bible.,,Bible
"Bible, N.T.",,,,Bible;New Testament
"Bible, N.T., Acts",,,,Bible;New Testament;Acts
"Bible, N. T., Acts of the Apostles",,,,Bible;New Testament;Acts of the Apostles
"Bible, N.T., Apocrypha",,,,Bible;New Testament;Apocrypha
"Bible, N.T., Epistles of James, Peter, and the First Epistle of John",,,,Bible;New Testament;Epistles
"Bible, N.T., Ezekiel",,,,Bible;New Testament;Ezekiel
"Bible, N. T. , glossed",,,,Bible;New Testament
"Bible, N.T., Gospel of John",,,,Bible;New Testament;Gospel of John
"Bible, N.T., Gospel of Matthew, glossed",,,,Bible;New Testament;Gospel of Matthew
"Bible, N.T., John",,,,Bible;New Testament;Gospel of John
"Bible, N.T., Luke",,,,Bible;New Testament;Gospel of Luke
"Bible, N. T., Mark",,,,Bible;New Testament;Gospel of Mark
