subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value
Land titles--Registration and transfer,a--x,fast,http://id.worldcat.org/fast/991447,Land titles--Registration and transfer,http://id.worldcat.org/fast/991447
Land titles--Registration and transfer--France--History,a--x--z--x,0,,Land titles--Registration and transfer;France;History,http://id.worldcat.org/fast/991447;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235
Land titles--Registration and transfer--France--History.,a--x--z--x,0,,Land titles--Registration and transfer;France;History,http://id.worldcat.org/fast/991447;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235
Land titles--Registration and transfer--Italy--History,a--x--z--x,0,,Land titles--Registration and transfer;Italy;History,http://id.worldcat.org/fast/991447;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235
Land titles--Registration and transfer--Italy--History.,a--x--z--x,0,,Land titles--Registration and transfer;Italy;History,http://id.worldcat.org/fast/991447;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235
Land titles--Registration and transfer.,a--x,fast,http://id.worldcat.org/fast/991447,Land titles--Registration and transfer,http://id.worldcat.org/fast/991447
Land value taxation,a,fast,http://id.worldcat.org/fast/991657,Land value taxation,http://id.worldcat.org/fast/991657
Land value taxation--France--16th century,a--z--y,0,,Land value taxation;France;Sixteenth century,http://id.worldcat.org/fast/991657;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851
Land value taxation--France--16th century.,a--z--y,0,,Land value taxation;France;Sixteenth century,http://id.worldcat.org/fast/991657;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851
Land value taxation--France--17th century,a--z--y,0,,Land value taxation;France;Seventeenth century,http://id.worldcat.org/fast/991657;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1113663
Land value taxation--France--17th century.,a--z--y,0,,Land value taxation;France;Seventeenth century,http://id.worldcat.org/fast/991657;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1113663
Land value taxation--France--18th century,a--z--y,0,,Land value taxation;France;Eighteenth century,http://id.worldcat.org/fast/991657;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/904058
Land value taxation--France--18th century.,a--z--y,0,,Land value taxation;France;Eighteenth century,http://id.worldcat.org/fast/991657;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/904058
Land value taxation.,a,fast,http://id.worldcat.org/fast/991657,Land value taxation,http://id.worldcat.org/fast/991657
Landlord and tenant,a,fast,http://id.worldcat.org/fast/991718,Landlord and tenant,http://id.worldcat.org/fast/991718
Landlord and tenant--France,a--z,0,http://id.loc.gov/authorities/subjects/sh2008106614,Landlord and tenant;France,http://id.worldcat.org/fast/991718;http://id.worldcat.org/fast/1204289
Landlord and tenant--France.,a--z,0,http://id.loc.gov/authorities/subjects/sh2008106614,Landlord and tenant;France,http://id.worldcat.org/fast/991718;http://id.worldcat.org/fast/1204289
Landlord and tenant.,a,fast,http://id.worldcat.org/fast/991718,Landlord and tenant,http://id.worldcat.org/fast/991718
Language and languages--Philosophy,a--x,fast,(OCoLC)fst00992193,Language and languages--Philosophy,http://id.worldcat.org/fast/992193
Language and languages--Philosophy--Early works to 1800,a--x--v,0,,Language and languages--Philosophy;Philosophy;Early works,http://id.worldcat.org/fast/992193;http://id.worldcat.org/fast/1060777;http://id.worldcat.org/fast/1411636
Language and languages--Philosophy--Early works to 1800.,a--x--v,0,,Language and languages--Philosophy;Philosophy;Early works,http://id.worldcat.org/fast/992193;http://id.worldcat.org/fast/1060777;http://id.worldcat.org/fast/1411636
Language and languages--Philosophy.,a--x,fast,(OCoLC)fst00992193,Language and languages--Philosophy,http://id.worldcat.org/fast/992193
Larciano (Italy)--History,a--x,0,,Italy--Larciano;History,http://id.worldcat.org/fast/1249741;http://id.worldcat.org/fast/958235
Larciano (Italy)--History.,a--x,0,,Italy--Larciano;History,http://id.worldcat.org/fast/1249741;http://id.worldcat.org/fast/958235
Last Supper--Sermons--Early works to 1800,a--v--v,0,,Last Supper;Sermons;Early works,http://id.worldcat.org/fast/992931;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636
Latin America,a,fast,http://id.worldcat.org/fast/1245945,Latin America,http://id.worldcat.org/fast/1245945
Latin America.,a,fast,http://id.worldcat.org/fast/1245945,Latin America,http://id.worldcat.org/fast/1245945
"Latin Empire, 1204-1261--Statutes",a--x,0,,"Europe--Latin Empire, 1204-1261;Statutes",http://id.worldcat.org/fast/1245946;http://id.worldcat.org/fast/1132185
"Latin Empire, 1204-1261--Statutes.",a--x,0,,"Europe--Latin Empire, 1204-1261;Statutes",http://id.worldcat.org/fast/1245946;http://id.worldcat.org/fast/1132185
Latin Orient,a,0,http://id.loc.gov/authorities/subjects/sh85074970,Middle East--Latin Orient,http://id.worldcat.org/fast/1245947
Latin Orient.,a,0,http://id.loc.gov/authorities/subjects/sh85074970,Middle East--Latin Orient,http://id.worldcat.org/fast/1245947
Latin drama,a,fast,http://id.worldcat.org/fast/993101,Latin drama,http://id.worldcat.org/fast/993101
Latin drama (Comedy),a,fast,http://id.worldcat.org/fast/993105,Latin drama (Comedy),http://id.worldcat.org/fast/993105
Latin drama (Comedy)--Early works to 1800,a--v,0,,Latin drama (Comedy);Early works,http://id.worldcat.org/fast/993105;http://id.worldcat.org/fast/1411636
Latin drama (Comedy)--Early works to 1800.,a--v,0,,Latin drama (Comedy);Early works,http://id.worldcat.org/fast/993105;http://id.worldcat.org/fast/1411636
Latin drama (Tragedy),a,fast,http://id.worldcat.org/fast/993112,Latin drama (Tragedy),http://id.worldcat.org/fast/993112
Latin drama (Tragedy)--Early works to 1800,a--v,0,,Latin drama (Tragedy);Early works,http://id.worldcat.org/fast/993112;http://id.worldcat.org/fast/1411636
Latin drama (Tragedy)--Early works to 1800.,a--v,0,,Latin drama (Tragedy);Early works,http://id.worldcat.org/fast/993112;http://id.worldcat.org/fast/1411636
Latin drama--Early works to 1800,a--v,0,,Latin drama;Early works,http://id.worldcat.org/fast/993101;http://id.worldcat.org/fast/1411636
Latin drama--Early works to 1800.,a--v,0,,Latin drama;Early works,http://id.worldcat.org/fast/993101;http://id.worldcat.org/fast/1411636
Latin drama.,a,fast,http://id.worldcat.org/fast/993101,Latin drama,http://id.worldcat.org/fast/993101
Latin language,a,fast,http://id.worldcat.org/fast/993125,Latin language,http://id.worldcat.org/fast/993125
"Latin language, Medieval and modern",a,fast,http://id.worldcat.org/fast/993284,"Latin language, Medieval and modern",http://id.worldcat.org/fast/993284
"Latin language, Medieval and modern--Dictionaries--German--Early works to 1800",a--v--x--v,0,,"Latin language, Medieval and modern;Dictionaries;German language;Early works",http://id.worldcat.org/fast/993284;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/941408;http://id.worldcat.org/fast/1411636
"Latin language, Medieval and modern--Dictionaries--German--Early works to 1800.",a--v--x--v,0,,"Latin language, Medieval and modern;Dictionaries;German language;Early works",http://id.worldcat.org/fast/993284;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/941408;http://id.worldcat.org/fast/1411636
"Latin language, Medieval and modern--Grammar--Early works to 1800",a--x--v,0,,"Latin language, Medieval and modern--Grammar;Early works",http://id.worldcat.org/fast/993287;http://id.worldcat.org/fast/1411636
"Latin language, Medieval and modern--Grammar--Early works to 1800.",a--x--v,0,,"Latin language, Medieval and modern--Grammar;Early works",http://id.worldcat.org/fast/993287;http://id.worldcat.org/fast/1411636
"Latin language, Medieval and modern--Rhetoric",a--x,fast,http://id.worldcat.org/fast/993299,"Latin language, Medieval and modern--Rhetoric",http://id.worldcat.org/fast/993299
"Latin language, Medieval and modern--Rhetoric",a--x,0,,"Latin language, Medieval and modern--Rhetoric",http://id.worldcat.org/fast/993299
"Latin language, Medieval and modern--Rhetoric.",a--x,0,,"Latin language, Medieval and modern--Rhetoric",http://id.worldcat.org/fast/993299
"Latin language, Medieval and modern--Rhetoric.",a--x,fast,http://id.worldcat.org/fast/993299,"Latin language, Medieval and modern--Rhetoric",http://id.worldcat.org/fast/993299
"Latin language, Medieval and modern--Study and teaching--Early works to 1800",a--x--v,0,,"Latin language, Medieval and modern--Study and teaching;Early works",http://id.worldcat.org/fast/1425786;http://id.worldcat.org/fast/1411636
"Latin language, Medieval and modern--Study and teaching--Early works to 1800.",a--x--v,0,,"Latin language, Medieval and modern--Study and teaching;Early works",http://id.worldcat.org/fast/1425786;http://id.worldcat.org/fast/1411636
"Latin language, Medieval and modern.",a,fast,http://id.worldcat.org/fast/993284,"Latin language, Medieval and modern",http://id.worldcat.org/fast/993284
Latin language--Dictionaries,a--x,fast,http://id.worldcat.org/fast/993150,Latin language--Dictionaries,http://id.worldcat.org/fast/993150
Latin language--Dictionaries--Early works to 1700,a--v--v,0,http://id.loc.gov/authorities/subjects/sh2009128906,Latin language--Dictionaries;Dictionaries;Early works,http://id.worldcat.org/fast/993150;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1411636
Latin language--Dictionaries--Early works to 1700.,a--v--v,0,http://id.loc.gov/authorities/subjects/sh2009128906,Latin language--Dictionaries;Dictionaries;Early works,http://id.worldcat.org/fast/993150;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1411636
Latin language--Dictionaries.,a--x,fast,http://id.worldcat.org/fast/993150,Latin language--Dictionaries,http://id.worldcat.org/fast/993150
Latin language--Grammar,a--x,fast,http://id.worldcat.org/fast/993167,Latin language--Grammar,http://id.worldcat.org/fast/993167
Latin language--Grammar--Early works to 1500,a--x--v,0,http://id.loc.gov/authorities/subjects/sh86003452,Latin language--Grammar;Early works,http://id.worldcat.org/fast/993167;http://id.worldcat.org/fast/1411636
Latin language--Grammar--Early works to 1500.,a--x--v,0,http://id.loc.gov/authorities/subjects/sh86003452,Latin language--Grammar;Early works,http://id.worldcat.org/fast/993167;http://id.worldcat.org/fast/1411636
Latin language--Grammar--To 1500,a--x--y,0,,Latin language--Grammar,http://id.worldcat.org/fast/993167
Latin language--Grammar--To 1500.,a--x--y,0,,Latin language--Grammar,http://id.worldcat.org/fast/993167
Latin language--Grammar.,a--x,fast,http://id.worldcat.org/fast/993167,Latin language--Grammar,http://id.worldcat.org/fast/993167
Latin language--Metrics and rhythmics,a--x,0,http://id.loc.gov/authorities/subjects/sh85074955,Latin language--Metrics and rhythmics,http://id.worldcat.org/fast/993203
Latin language--Metrics and rhythmics,a--x,fast,http://id.worldcat.org/fast/993203,Latin language--Metrics and rhythmics,http://id.worldcat.org/fast/993203
Latin language--Metrics and rhythmics--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2009128935,Latin language--Metrics and rhythmics;Early works,http://id.worldcat.org/fast/993203;http://id.worldcat.org/fast/1411636
Latin language--Metrics and rhythmics--Early works to 1800.,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2009128935,Latin language--Metrics and rhythmics;Early works,http://id.worldcat.org/fast/993203;http://id.worldcat.org/fast/1411636
Latin language--Metrics and rhythmics.,a--x,0,http://id.loc.gov/authorities/subjects/sh85074955,Latin language--Metrics and rhythmics,http://id.worldcat.org/fast/993203
Latin language--Metrics and rhythmics.,a--x,fast,http://id.worldcat.org/fast/993203,Latin language--Metrics and rhythmics,http://id.worldcat.org/fast/993203
Latin language--Orthography and spelling,a--x,fast,http://id.worldcat.org/fast/993213,Latin language--Orthography and spelling,http://id.worldcat.org/fast/993213
Latin language--Orthography and spelling--Early works to 1800,a--x--v,0,,Latin language--Orthography and spelling;Early works,http://id.worldcat.org/fast/993213;http://id.worldcat.org/fast/1411636
Latin language--Orthography and spelling--Early works to 1800.,a--x--v,0,,Latin language--Orthography and spelling;Early works,http://id.worldcat.org/fast/993213;http://id.worldcat.org/fast/1411636
Latin language--Orthography and spelling.,a--x,fast,http://id.worldcat.org/fast/993213,Latin language--Orthography and spelling,http://id.worldcat.org/fast/993213
Latin language--Study and teaching,a--x,fast,http://id.worldcat.org/fast/993236,Latin language--Study and teaching,http://id.worldcat.org/fast/993236
Latin language--Study and teaching--Early works to 1800,a--x--v,0,,Latin language--Study and teaching;Early works,http://id.worldcat.org/fast/993236;http://id.worldcat.org/fast/1411636
Latin language--Study and teaching--Early works to 1800.,a--x--v,0,,Latin language--Study and teaching;Early works,http://id.worldcat.org/fast/993236;http://id.worldcat.org/fast/1411636
Latin language--Study and teaching.,a--x,fast,http://id.worldcat.org/fast/993236,Latin language--Study and teaching,http://id.worldcat.org/fast/993236
Latin language--Synonyms and antonyms,a--x,0,,Latin language--Synonyms and antonyms,http://id.worldcat.org/fast/993249
Latin language--Synonyms and antonyms.,a--x,0,,Latin language--Synonyms and antonyms,http://id.worldcat.org/fast/993249
Latin language--Syntax,a--x,fast,http://id.worldcat.org/fast/993250,Latin language--Syntax,http://id.worldcat.org/fast/993250
Latin language--Syntax--Early works to 1800,a--x--v,0,,Latin language--Syntax;Early works,http://id.worldcat.org/fast/993250;http://id.worldcat.org/fast/1411636
Latin language--Syntax--Early works to 1800.,a--x--v,0,,Latin language--Syntax;Early works,http://id.worldcat.org/fast/993250;http://id.worldcat.org/fast/1411636
Latin language--Syntax.,a--x,fast,http://id.worldcat.org/fast/993250,Latin language--Syntax,http://id.worldcat.org/fast/993250
Latin language--Textbooks--Early works to 1800,a--v--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85074944,Latin language--Textbooks;Textbooks;Early works,http://id.worldcat.org/fast/993255;http://id.worldcat.org/fast/1423863;http://id.worldcat.org/fast/1411636
Latin language--Textbooks--Early works to 1800.,a--v--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85074944,Latin language--Textbooks;Textbooks;Early works,http://id.worldcat.org/fast/993255;http://id.worldcat.org/fast/1423863;http://id.worldcat.org/fast/1411636
Latin language.,a,fast,http://id.worldcat.org/fast/993125,Latin language,http://id.worldcat.org/fast/993125
"Latin letters, Medieval and modern",a,fast,http://id.worldcat.org/fast/993329,"Latin letters, Medieval and modern",http://id.worldcat.org/fast/993329
"Latin letters, Medieval and modern",a,0,http://id.loc.gov/authorities/subjects/sh87002317,"Latin letters, Medieval and modern",http://id.worldcat.org/fast/993329
"Latin letters, Medieval and modern--Early works to 1800",a--v,0,,"Latin letters, Medieval and modern;Early works",http://id.worldcat.org/fast/993329;http://id.worldcat.org/fast/1411636
"Latin letters, Medieval and modern--Early works to 1800.",a--v,0,,"Latin letters, Medieval and modern;Early works",http://id.worldcat.org/fast/993329;http://id.worldcat.org/fast/1411636
"Latin letters, Medieval and modern.",a,fast,http://id.worldcat.org/fast/993329,"Latin letters, Medieval and modern",http://id.worldcat.org/fast/993329
"Latin letters, Medieval and modern.",a,0,http://id.loc.gov/authorities/subjects/sh87002317,"Latin letters, Medieval and modern",http://id.worldcat.org/fast/993329
Latin literature,a,fast,http://id.worldcat.org/fast/993331,Latin literature,http://id.worldcat.org/fast/993331
"Latin literature, Medieval and modern",a,0,http://id.loc.gov/authorities/subjects/sh85074968,"Latin literature, Medieval and modern",http://id.worldcat.org/fast/993349
"Latin literature, Medieval and modern",a,fast,http://id.worldcat.org/fast/993349,"Latin literature, Medieval and modern",http://id.worldcat.org/fast/993349
"Latin literature, Medieval and modern--Early works to 1800",a--v,0,,"Latin literature, Medieval and modern;Early works",http://id.worldcat.org/fast/993349;http://id.worldcat.org/fast/1411636
"Latin literature, Medieval and modern--Early works to 1800.",a--v,0,,"Latin literature, Medieval and modern;Early works",http://id.worldcat.org/fast/993349;http://id.worldcat.org/fast/1411636
"Latin literature, Medieval and modern.",a,fast,http://id.worldcat.org/fast/993349,"Latin literature, Medieval and modern",http://id.worldcat.org/fast/993349
"Latin literature, Medieval and modern.",a,0,http://id.loc.gov/authorities/subjects/sh85074968,"Latin literature, Medieval and modern",http://id.worldcat.org/fast/993349
Latin literature--Early works to 1800,a--v,0,,Latin literature;Early works,http://id.worldcat.org/fast/993331;http://id.worldcat.org/fast/1411636
Latin literature--Early works to 1800.,a--v,0,,Latin literature;Early works,http://id.worldcat.org/fast/993331;http://id.worldcat.org/fast/1411636
Latin literature--Study and teaching,a--x,fast,http://id.worldcat.org/fast/993344,Latin literature--Study and teaching,http://id.worldcat.org/fast/993344
Latin literature--Study and teaching--Early works to 1800,a--x--v,0,,Latin literature--Study and teaching;Early works,http://id.worldcat.org/fast/993344;http://id.worldcat.org/fast/1411636
Latin literature--Study and teaching--Early works to 1800.,a--x--v,0,,Latin literature--Study and teaching;Early works,http://id.worldcat.org/fast/993344;http://id.worldcat.org/fast/1411636
Latin literature--Study and teaching.,a--x,fast,http://id.worldcat.org/fast/993344,Latin literature--Study and teaching,http://id.worldcat.org/fast/993344
Latin literature.,a,fast,http://id.worldcat.org/fast/993331,Latin literature,http://id.worldcat.org/fast/993331
Latin poetry,a,0,http://id.loc.gov/authorities/subjects/sh85074974,Latin poetry,http://id.worldcat.org/fast/993373
Latin poetry,a,fast,http://id.worldcat.org/fast/993373,Latin poetry,http://id.worldcat.org/fast/993373
"Latin poetry, Medieval and modern",a,fast,http://id.worldcat.org/fast/993385,"Latin poetry, Medieval and modern",http://id.worldcat.org/fast/993385
"Latin poetry, Medieval and modern",a,0,http://id.loc.gov/authorities/subjects/sh85074975,"Latin poetry, Medieval and modern",http://id.worldcat.org/fast/993385
"Latin poetry, Medieval and modern--Early works to 1800",a--v,0,,"Latin poetry, Medieval and modern;Early works",http://id.worldcat.org/fast/993385;http://id.worldcat.org/fast/1411636
"Latin poetry, Medieval and modern--Early works to 1800.",a--v,0,,"Latin poetry, Medieval and modern;Early works",http://id.worldcat.org/fast/993385;http://id.worldcat.org/fast/1411636
"Latin poetry, Medieval and modern--Italy--Early works to 1800",a--z--v,0,,"Latin poetry, Medieval and modern;Italy;Early works",http://id.worldcat.org/fast/993385;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636
"Latin poetry, Medieval and modern--Italy--Early works to 1800.",a--z--v,0,,"Latin poetry, Medieval and modern;Italy;Early works",http://id.worldcat.org/fast/993385;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636
"Latin poetry, Medieval and modern.",a,fast,http://id.worldcat.org/fast/993385,"Latin poetry, Medieval and modern",http://id.worldcat.org/fast/993385
"Latin poetry, Medieval and modern.",a,0,http://id.loc.gov/authorities/subjects/sh85074975,"Latin poetry, Medieval and modern",http://id.worldcat.org/fast/993385
Latin poetry--Early works to 1800,a--v,0,,Latin poetry;Early works,http://id.worldcat.org/fast/993373;http://id.worldcat.org/fast/1411636
Latin poetry--Early works to 1800.,a--v,0,,Latin poetry;Early works,http://id.worldcat.org/fast/993373;http://id.worldcat.org/fast/1411636
Latin poetry.,a,fast,http://id.worldcat.org/fast/993373,Latin poetry,http://id.worldcat.org/fast/993373
Latin poetry.,a,0,http://id.loc.gov/authorities/subjects/sh85074974,Latin poetry,http://id.worldcat.org/fast/993373
Law,a,fast,http://id.worldcat.org/fast/993678,Law,http://id.worldcat.org/fast/993678
Law--England--Sources--Early works to 1800,a--z--v--v,0,,Law;England;Sources;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1423900;http://id.worldcat.org/fast/1411636
Law--England--Sources--Early works to 1800.,a--z--v--v,0,,Law;England;Sources;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1423900;http://id.worldcat.org/fast/1411636
Law--Italy--Città di Castello.,a--z--z,0,,Law;Italy--Città di Castello,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204564
Law--Italy--Città di Castello,a--z--z,0,,Law;Italy--Città di Castello,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204564
Law--Italy--History,a--z--x,0,http://id.loc.gov/authorities/subjects/sh2008106786,Law;Italy;History,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235
Law--Italy--History--16th century--Sources,a--z--x--y--x,0,,Law;Italy;History;Sixteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851
Law--Italy--History--16th century--Sources.,a--z--x--y--x,0,,Law;Italy;History;Sixteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851
Law--Italy--History.,a--z--x,0,http://id.loc.gov/authorities/subjects/sh2008106786,Law;Italy;History,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235
Law--Italy--Livorno,a--z--z,0,,Law;Italy--Livorno,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1206206
Law--Italy--Livorno.,a--z--z,0,,Law;Italy--Livorno,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1206206
Law--Italy--Mantua--15th century,a--z--z--y,0,,Law;Italy--Mantua;Fifteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/923962
Law--Italy--Mantua--15th century.,a--z--z--y,0,,Law;Italy--Mantua;Fifteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/923962
Law--Italy--Naples (Kingdom)--Early works to 1800,a--z--z--v,0,,Law;Italy;Naples (Kingdom);Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1205419;http://id.worldcat.org/fast/1411636
Law--Italy--Naples (Kingdom)--Early works to 1800.,a--z--z--v,0,,Law;Italy;Naples (Kingdom);Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1205419;http://id.worldcat.org/fast/1411636
Law--Italy--Reggio Emilia,a--z--z,0,,Law;Italy--Reggio Emilia,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204878
Law--Italy--Reggio Emilia.,a--z--z,0,,Law;Italy--Reggio Emilia,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204878
Law--Italy--Venice,a--z--z,0,,Law;Italy--Venice,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204473
Law--Italy--Venice.,a--z--z,0,,Law;Italy--Venice,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204473
Law--Jerusalem (Latin Kingdom),a--z,0,,Law;Middle East--Jerusalem (Latin Kingdom),http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1265802
Law--Jerusalem (Latin Kingdom).,a--z,0,,Law;Middle East--Jerusalem (Latin Kingdom),http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1265802
Law--Netherlands--Drenthe--Early works to 1800,a--z--z--v,0,,Law;Netherlands--Drenthe;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1205603;http://id.worldcat.org/fast/1411636
Law--Netherlands--Drenthe--Early works to 1800.,a--z--z--v,0,,Law;Netherlands--Drenthe;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1205603;http://id.worldcat.org/fast/1411636
Law--Netherlands--Overijssel--Early works to 1800,a--z--z--v,0,,Law;Netherlands--Overijssel;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204296;http://id.worldcat.org/fast/1411636
Law--Netherlands--Overijssel--Early works to 1800.,a--z--z--v,0,,Law;Netherlands--Overijssel;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204296;http://id.worldcat.org/fast/1411636
Law--Spain,a--z,0,http://id.loc.gov/authorities/subjects/sh85075188,Law;Spain,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204303
Law--Spain--16th century,a--z--y,0,,Law;Spain;Sixteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1119851
Law--Spain--16th century.,a--z--y,0,,Law;Spain;Sixteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1119851
Law--Spain.,a--z,0,http://id.loc.gov/authorities/subjects/sh85075188,Law;Spain,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204303
Law--Switzerland,a--z,0,http://id.loc.gov/authorities/subjects/sh85075191,Law;Switzerland,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1205401
Law--Switzerland.,a--z,0,http://id.loc.gov/authorities/subjects/sh85075191,Law;Switzerland,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1205401
Law.,a,fast,http://id.worldcat.org/fast/993678,Law,http://id.worldcat.org/fast/993678
Lawyers,a,fast,http://id.worldcat.org/fast/994346,Lawyers,http://id.worldcat.org/fast/994346
Lawyers--Italy--Florence--History--16th century,a--z--z--x--y,0,,Lawyers;Italy--Florence;History,http://id.worldcat.org/fast/994346;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235
Lawyers--Italy--Florence--History--16th century.,a--z--z--x--y,0,,Lawyers;Italy--Florence;History,http://id.worldcat.org/fast/994346;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235
Lawyers.,a,fast,http://id.worldcat.org/fast/994346,Lawyers,http://id.worldcat.org/fast/994346
Laylat al-Barāʼah--Early works to 1800.,a--v,0,,Laylat al-Barāʼah;Early works,http://id.worldcat.org/fast/994486;http://id.worldcat.org/fast/1411636
Laylat al-Barāʼah--Early works to 1800,a--v,0,,Laylat al-Barāʼah;Early works,http://id.worldcat.org/fast/994486;http://id.worldcat.org/fast/1411636
Learning and scholarship,a,fast,http://id.worldcat.org/fast/994857,Learning and scholarship,http://id.worldcat.org/fast/994857
Learning and scholarship--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008106875,Learning and scholarship;Early works,http://id.worldcat.org/fast/994857;http://id.worldcat.org/fast/1411636
Learning and scholarship--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008106875,Learning and scholarship;Early works,http://id.worldcat.org/fast/994857;http://id.worldcat.org/fast/1411636
"Learning and scholarship--History--Medieval, 500-1500",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85075531,Learning and scholarship;History;500-1500,http://id.worldcat.org/fast/994857;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355938
"Learning and scholarship--History--Medieval, 500-1500.",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85075531,Learning and scholarship;History;500-1500,http://id.worldcat.org/fast/994857;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355938
Learning and scholarship.,a,fast,http://id.worldcat.org/fast/994857,Learning and scholarship,http://id.worldcat.org/fast/994857
Leases--Belgium,a--z,0,,Leases;Belgium,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1210278
Leases--England--17th century,a--z--y,0,,Leases;England;Seventeenth century,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1113663
Leases--France--History--14th century,a--z--x--y,0,,Leases;France;History;Fourteenth century,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420
Lebanon,a,fast,(OCoLC)fst01206063,Lebanon,http://id.worldcat.org/fast/1206063
Lebanon--Description and travel--Early works to 1800,a--x--v,0,,Lebanon;Voyages and travels;Early works,http://id.worldcat.org/fast/1206063;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636
Lebanon--Description and travel--Early works to 1800.,a--x--v,0,,Lebanon;Voyages and travels;Early works,http://id.worldcat.org/fast/1206063;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636
Lebanon.,a,fast,(OCoLC)fst01206063,Lebanon,http://id.worldcat.org/fast/1206063
Lectionaries,a,fast,http://id.worldcat.org/fast/995270,Lectionaries,http://id.worldcat.org/fast/995270
