title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Duo libri contemplationis ... etc,,Scale of perfection,,Scale of perfection
Dutch book of hours (use of Utrecht; Geert Grote translation),,,,Book of hours
"Early vellum manuscript leaf from a missal containing text from a mass for the ""opening of ears"" on the fifth Sunday of Lent",,,,Missal
Edict against reforming tendencies,,,,Edict against reforming tendencies
Edict concerning Jews in Livorno and Pisa,,,,Edicts concerning jews
Edicts concerning Jews in Mantua,,,,Edicts concerning jews
Ein Gedicht darinn angezaigt wirt wie frum Herzog Heinrich zu Braunschweig unnd wie böss die Luterischen sein,,,,Ein Gedicht
"Einn schönn neu Liedt vonn dem abgefallnenn unnd ubell erweldenn Bischoff von Collnn, im Thonn wie mann denn armenn Judas singt",,,,Einn schönn neu Liedt
Eis ta Harmonika Ptolemaiou hypomnēma,,,,Commentarius in Claudii Ptolemaei Harmonica
Eiusdem de humana miseria incipit,,,,De Miseria Condicionis Humane
Elementa mathematica in libros XV,,,,Elementa mathematica
Elementarium doctrinae rudimentum,,,,Elementarium doctrinae rudimentum
Emperor Sigismund appointment,,,,Appointment
Enarratio in prophetam Isaiam,,,,Enarratio in prophetam Isaiam
Enarrationes in psalmos (Expositions on the Psalms),,,,Enarrationes in psalmos
Enarrationes in psalmos (Expositions on the psalms); Initials (ABC); Prayer,,,,Expositions on the psalms;Prayer
Encheridyon Laurenti pysani presbiteri,,,,Enchiridion
Enchyridion,,,,Enchiridion
Enchyridion syxti pictagorici,,,,Enchiridion
"Encyclopaedia historica et filosophica, latine et italice",,,,Encyclopaedia historica et filosophica
English religious poems,,,,Poetry
Epigrammata,,,,Epigrammata
Epigrammata /,,Epigrammata.,,Epigrammata
Epistle,,,,Epistles
Epistles,,,,Epistles
"Epistles of St. Paul, with commentary",,Bible.,,Epistles of St. Paul
Epistola ad Iheronimum (Letter to Jerome); Vitae patrum (Lives of the Fathers),,,,Epistola ad Iheronimum;Vitae patrum
Epistola ad Nepotianum,,,,Epistola ad Nepotianum;Epistles
Epistola beati Eusebii discipuli ... de morte gloriosissimi Jheronimi doctoris eximii,,,,Epistles
Epistolae,,,,Epistles
Epistolae /,,Epistles of Phalaris.,,Epistles
Epistolae ad Brutum,,,,Ad Brutum
Epistolae ad familiares (Letters to friends),,,,Epistolae ad familiares
"Epistolae de morte, de magnificentiis, et de miraculis S. Hieronymi",,,,Epistles
Epistolae in the Italian translation of Bartolomeo Fontio of Florence (1445-1513),,,,Epistles
Epistolae latinae,,,,Epistles
Epistolae morales ad Lucilium,,,,Epistulae morales ad Lucilium
Epistolae S. Pauli et Senecae,,,,Epistles of St. Paul;Epistles of Seneca
Epistola Mahomethi Turchiae Graeciaeque Imperatoris ad Ferdinandum Regem Siciliae de expugnatione Negropontis. Responsio dicti Ferdinandi Regis Siciliae de eadem re,,,,Epistles
Epistola pertinenti ad la perfectione de la vita contemplationeand other writings.,,,,Epistles
Epistolary,,,,Epistolary
Epistola Sancti Augustini,,,,Epistles of St. Augustine
Epistoli Senece ad beatum Paulum apostolum et eius ad Senecam,,,,Epistolae Senecae ad Paulum et Pauli
Epistula ad Raymundum,,,,Epistula ad Raymundum
Epistulae ad lucilium,,Epistulae morales ad Lucilium.,,Epistulae ad lucilium
Epistulae morales ad Lucilium,,,,Epistulae morales ad Lucilium
Epitaph,,,,Epitaph
Epithoma,,,,Epithoma
Epithome artis epistolaris ... etc,,,,Epithome artis epistolaris
Epitome,,,,Epitome
Epitome historiarum Trogi Pompeii,,,,Epitome historiarum Trogi Pompeii
Epitome Rerum Romanorum: Libri IV,,,,Epitome Rerum Romanorum
Epodon,,,,Epodon
Erbario,,,,Herbarium
Erotopaignion /,,,,Erotopaegnion
Ethica Nicomachea,,Nicomachean ethics.,,Nicomachean Ethics
Ethica secondo la dottrina d'Aristotile,,,,Nicomachean Ethics
Evangelary,,,,Evangeliary;Gospels
Evangelistary Fragment,,,,Evangeliary;Gospels
Examination of witnesses,,,,Examination of witnesses
Excerpta orationum Demosthenis et Aeschini (Excerpts of the Orations of Demosthenes and Aeschines); Historia Romana (History of Rome),,,,Excerpta orationum Demosthenis et Aeschini;Historia romana
Excerpt from the book of civil cases of the court of San Miniato,,,,Civil cases
Excerpt from the book of statutes of San Genino(?),,,,Book of statutes
Excerpt from the book of the Uffizio della mercanzia of Florence,,,,Uffizio della mercanzia of Florence
Excerpts from De viris illustribus (On Famous Men); Excerpts from the Supplementum chronicarum; Excerpts from the Vita Henrici Quinti (Life of Henry V); Excerpts from works on Venice; Rumores e venetiis allati...,,,,Miscellany
Executoria a pedimiento,,,,Execution
Exercise book on Latin grammar and arithmetic,,,,Exercise book;Grammar
Ex Johanne andree super hieronymiano ubi de cupiditate prelatorum edificandi tractat,,,,De conscientia aedificandi
Ex libris Paris de Grassis Bononiensis,,,,Ex libris Paris de Grassis Bononiensis
Explanatio librorum physicorum,,,,Commentary on Aristotle's Physics
Explicit liber de memoria & reminiscentia. Incipit liber de sompno & vigilia,,,,De memoria et reminiscentia;De Somno et vigilia
Expositio beati Ambrosii archiepiscopi Mediolanensis civitatis super psalmum,,Expositio Psalmi CXVIII,,Expositio psalmi
Expositio in civitatem dei S. Augustini (Commentary on St. Augustine's City of god),,,,Expositio in civitatem dei S. Augustini
Expositio in Job,,,,Commentary on Job
Expositio in libros Posteriorum Aristotelis,,,,Commentary on the Posterior Analytics
Expositio missae (Manuscript Kenneth Spencer Research Library. MS D34),,,,Expositio missae
Expositiones difficiliorum vocabulorum de bibliotheca per ordinem alphabeti,,,,Expositiones difficiliorum vocabulorum
Exposition of 2 Kings 17:15-16,,,,Commentary on Kings
Expositio psalmorum (Commentary on the Psalms),,,,Commentary on Psalms;Psalms
"Expositio super ""Beati immaculati""",,,,Commentary on the Psalms
Expositio super epistolam Pauli ad Romanos,,Commentary on the Epistle to the Romans,,Commentary on the Epistle to the Romans;Epistles
Expositio super orationem dominicam (Exposition on Sunday oration); Expositio super salutationem angelicam (Exposition on the annunciation),,,,Expositio super orationem dominicam;Expositio super salutationem angelicam
Expositio super regulam beati Augustini episcopi,,,,Expositio in regulam beati Augustini
Exposito Libri Numerorum,,,,Commentary on Numbers
Ex quo vocabularii autentici varii,,,,Ex quo vocabularii autentici varii
Ex quo vocabularii varii et autentici,,,,Ex quo vocabularii varii et autentici
Extract from Secretum secretorum,,Secretum secretorum.,,Secretum secretorum
Extracts from and commentaries on Liber bellorum Domini,,,,Liber bellorum domini
Extracts from the Glossa Ordinaria,,,,Glossa Ordinaria
Extratto da un libro de razza da cavalli del re Ferrante vechio de Aragona,,,,Libro de razza da cavalli
Exultet--music manuscript,,,,Exultet;music
Fabrizio Celleri will,,,,Will
Facta et dicta memorabilia,,,,Factorum et dictorum memorabilium libri IX
Factorum et dictorum memorabilium libri IX ...et al,,,,Factorum et dictorum memorabilium libri IX
Fasciculus temporum,,,,Fasciculus temporum
Fawāʼid al-ḥabīb. Zinjār al-ḥukamāʼ,فوائد الحبيب. زنجار الحكماء.,,,Fawāʼid al-ḥabīb. Zinjār al-ḥukamāʼ
Fazio de Piccolomini claim,,,,Claim
Female Saint with Attendant Transporting a Reliquary by Boat,,,,Historiated initial;Music
Ferdinand I privileges,,,,Privileges
Ferial psalter,,,,Psalter
Ferial Psalter and Hymnal,,,,Psalter;Hymnal
Ferial psalter bifolium,,Bible.,,Psalter
Feudal rents,,,,Rent
Feudal sentence,,,,Sentence
Feuer Buech,,,,Feuer buech
Feuerwerkbuch,,,,Feuerwerkbuch
Fifteenth-century miscellany,,,,Miscellany
Filippo della Casa power of attorney,,,,Power of attorney
Filofistea /,,,,Filofistea
Filza di scritture dell'Arrigucci,,,,Scritture dell'Arrigucci
Filza di scritture de signori Medici,,,,Scritture de signori Medici
Filza LII: segnata: F.3 Gondi et altri,,,,Filza LII segnata
Filza Xma segnata con la lettera K: come apparisce al suo estratto sotto: n. 344,,,,Filza Xma segnata
"Filza XV segnata con la lettera P, come appare all'estratto sotto, n. 441",,,,Filza XV segnata
Financial agreement,,,,Agreement
Financial document excerpt,,,,Document
Financial recommendations for Francis I,,,,Financial recommendations
Financial records,,,,Records
Fiorecti del libro de Sancto Francesco ... etc,,Fioretti di San Francesco.,,Fioretti di San Francesco
Flight into Egypt,,,,Miniature;Music
Flores; religious miscellany,,,,Flores;miscellany
Florigelium,,,,Florilegium
Florilegium,,,,Florilegium
"Florilegium, here ""Superbia""",,,,Florilegium
Forged initial T,,,,Forgery
Forged miniature panel,,,,Forgery
Forgery,,,,Forgery
Forgery fragment,,,,Forgery
Forme romane curie super beneficiis et questionibus... etc,,,,Forme Romane curie super beneficiis et questionibus
Formulae spiritalis,,,,Formulae Spiritalis Intellegentiae
Four English devotional works,,,,Devotional works
Four historiated initials cut from an unidentified manuscript antiphonal,,,,Antiphonal
Four treatises on astrolabes and astronomy,,,,Treatise on astronomy
Fragment attached to a paper fly-leaf: Medical text,,,,Medical fragment
Fragment from a manuscript antiphonary,,,,Antiphonal
Fragment from De mysteriis,,De mysteriis.,,De mysteriis
"Fragment in French, from a binding",,,,Binding fragment
Fragment of a calendar leaf from a manuscript breviary,,,,Breviary
Fragment of a choral antiphonary ?,,Antiphonary,,Antiphonary
Fragment of a homily written in the late 13th century,,,,Fragments
Fragment of a lectionary,,,,Lectionary
Fragment of a Martyrology,,,,Martyrology
Fragment of a Menologium,,,,Menologium
Fragment of a Missal,,,,Missal
Fragment of Canon medicinae,,Qānūn fī al-ṭibb.,,Qānūn fī al-ṭibb
"Fragment of Joshua, chapters IV, 18-VIII, 6",,Bible.,,Bible
Fragment of manuscript bifolium from the Liber ad Almansorem,,Kitāb al-Manṣūrī.,,Kitāb al-Manṣūrī
Fragments from a Gradual,,,,Gradual
Fragments from Books III-V of Qānūn fī al-ṭibb,,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
"Fragments of accounts rendered to Mahaut d'Artois, Countess of Burgundy",,,,Accounts
"Fragments of the Digests of Justinian, Book 37, Titles 7-9",,Corpus juris civilis.,,Corpus juris civilis
Fragments written in alternate Hebrew and Aramaic,,Bible.,,Fragments
Francesca Massi power of attorney,,,,Power of attorney
Francesco Armaiolo power of attorney,,,,Power of attorney
Francesco Bernardo indulgence,,,,Indulgence
Francesco Bertini deed,,,,Deed
Francesco Cosci appointment,,,,Appointment
Francesco di Sigismondo will,,,,Will
Francesco Fazio will,,,,Will
Francesco Soderini indulgence,,,,Indulgence
Franciscan miscellany,,,,Miscellany
Franciscans of Metz,,,,Franciscans of Metz
Francis I brevet,,,,Letter
Fraternità di Santa Maria petition,,,,Petition
"Frontispiece from a Dogale, depicting the Transfiguration",,,,Dogale frontispiece
"Frontispiece from a Dogale, with Contarini arms",,,,Dogale frontispiece
Fuero real (Royal municipal code),,,,Fuero real
Garin le Loherain,,,,Garin le Loherain
Gathering from glossed Second Corinthians,,Bible.,,Bible
Gathering from Ikhtiṣār lil-maqālāt min kitāb Uqlīdis,,Elements.,,Elements
Genealogical chronicle fragment of the kings of England to Kimbelinus and Arvigarus,,,,Genealogical chronicle
Genealogical chronicle of the kings of England to Edward IV,,,,Genealogical chronicle
"Genealogical roll chronicle from Lucius Septimius Severus to Uther Pendragon, incomplete",,,,Genealogy
Genelogies of the Erles of Lecestre and Chester,,,,Genealogies
Generale consilium partis Guelforum decision,,,,Decision
Genesis 1:20 - 5:4,,,,Bible;Genesis
Genesis 9:27 - 15:4,,,,Bible;Genesis
Geometria,,,,Geometria
Geometria /,,,,Geometria
Georgica,,,,Georgics
Georgics,,,,Georgics
German religious and literary miscellany,,,,Religious miscellany;Literary miscellany
Gesta regum Anglorum (Deeds of the English Kings); Historia regum Britanniae (History of the Kings of Britain),,,,Gesta regum Anglorum;Historia regum Britanniae
Geste de Monglane,,Geste de Garin de Monglane.,,Geste de Garin de Monglane
Ghilo di Francesco legal decision,,,,Legal documents
Ghita Gabrielli power of attorney,,,,Power of attorney
Giacoma di Ugo conveyance,,,,Conveyance
Giacomo Tornieri letter to Bernardo Giunta,,,,Letter
Giannino Minuzio deed of sale,,,,Deed
"Giant Bible, Atlantic Bible",,,,Bible
Giovanni Battista di Lorenzo power of attorney,,,,Power of attorney
Giovanni d'Andrea di Nanni Todeschini Piccolomini grant of legitimation,,,,Grant
Giovanni de' Medici power of attorney,,,,Power of attorney
Giovanni de' Rossi power of attorney,,,,Power of attorney
Giovanni di Bernardo deed,,,,Deed
Giovanni di Fatio Piccolomini deed,,,,Deed
Giovanni di Urbano Piccolomini del Testa estate arbitration,,,,Arbitration
Giovanni Piccolomini guardianship agreement,,,,Agreement
Giovanni Piccolomini petition,,,,Petition
Giovanni Scala profession of faith excerpt,,,,Profession of faith
Giovanni Stafileo legal decision,,,,Legal documents
Giovenco de' Medici election,,,,Election
Girbert de Mez,,,,Girbert de Metz
Girolamo and Pandolfo Corbinelli power of attorney,,,,Power of attorney
Girolamo de Piglis deed,,,,Deed
Girolamo Piccolomini appointment,,,,Appointment
Girolamo Piccolomini notarial document,,,,Notarial documents
Giulio Antonio absolution,,,,Absolution
Gli amori di Tibullo e Glicera,,,,Gli amori di Tibullo e Glicera
Glossa Ordinaria (Incunable leaf),,,,Glossa Ordinaria
Glossa ordinaria fragments,,Glossa ordinaria.,,Glossa ordinaria
Glossary,,,,Glossary
Glossary encyclopedia,,,,Glossary
"Glossary of Biblical Names, Ez - Fi",,,,Glossary
"Glossary of Names, A-B",,,,Glossary
Glossary of Words Applied to the Virgin Mary,,,,Glossary
Glossed Canon Law,,,,Canon law
Glossed psalter,,,,Psalter
Glossed psalter leaf,,Bible.,,Psalter
Golden Bull of Charles IV,,,,Golden bull
Gondi-Medici miscellany,,,,Miscellany
Gospel lectionary,,,,Lectionary
Gospel lessons for the Office of the Dead,,Book of hours.,,Book of hours
"Gospel of John, incomplete",,Bible.,,Gospel of John
"Gospel of Matthew, incomplete",,Bible.,,Gospel of Matthew
Gradual,,,,Gradual
"Gradual, 4th Sunday of Lent, the day following",,,,Gradual
"Gradual, Holy Saturday until Rogation Days",,,,Gradual
"Gradual, May 1-3",,,,Gradual
"Gradual, Sanctoral Cycle",,,,Gradual
"Gradual: Hymn, 'Te deum laudamus, Agnus dei'",,,,"Gradual;Te deum laudamus, Agnus dei"
"Gradual: Quinquagesima Sunday, Ash Wednesday, et al.",,,,Gradual
"Gradual: Second to Fourth Sundays after Easter, with neumes",,,,Gradual
Gradual and Antiphonary,,,,Gradual;Antiphonary
Graduale /,,Gradual (Diocese of Bressanone),,Gradual
Gradual or Missal,,,,Gradual;Missal
Gradual or Missal with Neumes,,,,Gradual;Missal
Graecismus,,,,Graecismus
Grammatica latina,,,,Grammatica latina
Grammatical Logical Treatise,,,,Treatise on grammar;Logic
Grammatical Text with Commentary,,,,Grammar
Grammatical Treatise,,,,Treatise on grammar
Grammatical treatise,,,,Treatise on grammar
Grant,,,,Grant
Grant in frankalmoigne,,,,Grant
"Grant in frankalmoigne, six acres in Grosmont",,,,Grant
"Grant in frankalmoigne, six acres in Grosmont for no return",,,,Grant
"Grant in frankalmoigne, three acres of land from Grosmont for no return",,,,Grant
"Grant in frankalmoigne of land and building material for sustaining 4 monks who will sing masses for the souls of Henry II, his sons, and de Burgh",,,,Grant
Grant in frankalmoigne of the tithes from all his assarts in his forest of Grosmont for the good of his soul and that of his wife,,,,Grant
Grant of arms,,,,Arms
Grecismus Cornutus ... etc,,,,Grecismus cornutus
Greek or Coptic on papyrus,,,,Greek or Coptic on papyrus
Greek text,,,,Greek text
Gregorialis,,,,Gregorialis
Gregorio di San Miniato deed,,,,Deed
Gregory de Chastellar agreement,,,,Agreement
"Gregory the Great, Commentary on Job",,,,Commentary on Job;Job
"Gregory the Great, Liber Regulae Pastoralis",,,,Liber regulae pastoralis
Guelf party affiliation excerpt,,,,Affiliation
Guerino Meschino,,Guerrino il Meschino,,Guerrin meschino
Guglielmo Maro power of attorney,,,,Power of attorney
Guida di Stefano power of attorney,,,,Power of attorney
Guido di Biagio di Carlo Piccolomini will,,,,Will
Guild records,,,,Guild records
Guild regulations,,,,Guild regulations
Hādhā Kitāb Ḥiṣn al-ḥaṣīn min kalām Sayyid al-Mursalīn,هذا كتاب حصن الحصين من كلام سيد المرسلين.,Ḥiṣn al-ḥaṣīn min kalām Sayyid al-Mursalīn,,Ḥiṣn al-ḥaṣīn min kalām Sayyid al-Mursalīn
Hādhā min Khawāṣs al-manāzil wa-hiya fī al-maghrib anwāʼ,هذا من خواص المنازل وهي في المغرب انواء.,,,Hādhā min Khawāṣs al-manāzil wa-hiya fī al-maghrib anwāʼ
"Hagiographical accounts of Saint Vitus, Saint Modestus and Saint Crescentia",,,,Hagiography
Ḥall al-Mūjiz,حل الموجز.,,,Ḥall al-Mūjiz
Handbook of commercial arithmetic,,,,Handbook of arithmetic
Harmony of the Bible,,,,Harmony of the Bible
Ḥaṭṭ al-niqāb ʻan wujūh aʻmāl al-ḥisāb,حط النقاب عن وجوه اعمال الحساب.,,,Ḥaṭṭ al-niqāb ʻan wujūh aʻmāl al-ḥisāb
Hebrew Bible,,Bible.,,Bible
Hecyra,,,,Hecyra
Herbal ... etc,,,,Herbal
Herbal in the tradition of Dioscorides,,,,Herbal
Here begynneth matins of oure ladi,,,,Book of hours
Ḥeshbon mahalkhot ha-kokhavim,,,,Ḥeshbon mahalkhot ha-kokhavim
Hexaemeron,,,,Hexaemeron
Hexameron,,,,Hexameron
Hieron sive Opusculum de tyrannide,,,,De tyrannide
Hippiatria,,,,Hippiatria
Historia belli civilis inter Caesarem et Pompeium,,,,Historia belli civilis inter Caesarem et Pompeium
Historia de Papa Allexandro et Phridrico Barba Rossa,,,,Historia de Papa Allexandro
Historia destructionis Troiae,,,,Historia destructionis Troiae
Historia destructionis Troiae and other works on the fall of Troy /,,Historia destructionis Troiae,,Historia destructionis Troiae
Historia ecclesiastica,,,,Historia ecclesiastica
Historia Ecclesiastica Gentis Anglorum,,,,Historia ecclesiastica
Historia Francorum extract:Life of Saint Brictius of Tours,,,,Historia Francorum
Historia Francorum extracts,,,,Historia Francorum
Historia hierosolymitana (History of Jerusalem),,,,Historia hierosolymitana
Historia Regum Britanniae,,,,Historia Regum Britanniae
Historia Romana,,Breviarium historiae Romanae,,Breviarium historiae Romanae
Historia Scholastica,,,,Historia Scholastica
Historia scholastica,,,,Historia Scholastica
Historiated Initial,,,,Historiated initial
Historiated initial,,,,Historiated initial
"Historiated initial, forged",,,,Forgery
Historiated Initial A,,,,Historiated initial
Historiated initial A depicting a cleric,,,,Historiated initial
Historiated initial A depicting Christ as the Good Shepherd,,,,Historiated initial
Historiated initial A depicting the Agnus Dei,,,,Historiated initial
Historiated initial A depicting the Virgin enthroned,,,,Historiated initial
Historiated initial A from an antiphonary depicting the Agnus Dei,,,,Historiated initial
Historiated initial A from an antiphonary depicting the Invocation of the Virgin Mary,,,,Historiated initial
Historiated initial B depicted Saints Nicholas and Julian,,,,Historiated initial
Historiated initial C depicting a bishop,,,,Historiated initial
Historiated initial C depicting the Last Supper,,,,Historiated initial
"Historiated initial C from an antiphonary, with a Saint, possibly St. Ambrose, praying to God",,,,Historiated initial
Historiated initial cut from an illuminated manuscript,,,,Historiated initial
Historiated initial D,,,,Historiated initial
Historiated initial D depicting a male saint,,,,Historiated initial
Historiated initial D depicting a monk,,,,Historiated initial
Historiated initial D depicting Christ's entry into Jerusalem,,,,Historiated initial
Historiated initial D depicting St. Barbara,,,,Historiated initial
Historiated initial depicting Virgin Mary,,,,Historiated initial
"Historiated initial D from a breviary depicting St. Nicholas, Bishop of Myra",,,,Historiated initial
"Historiated initial D from a gradual, depicting the baptism of Christ",,,,Historiated initial
"Historiated initial D from an antiphonary, depicting St. Paul",,,,Historiated initial
Historiated initial E depicting a male saint,,,,Historiated initial
Historiated initial E depicting Christ and three angels,,,,Historiated initial
Historiated initial E depicting the destruction of the Egyptians in the Red Sea,,,,Historiated initial
Historiated initial G depicting All Saints,,,,Historiated initial
Historiated initial G depicting John and Peter discovering the empty tomb,,,,Historiated initial
Historiated initial G depicting the Assumption,,,,Historiated initial
"Historiated initial G depicting the Trinity with saints below, including Mary and John the Baptist",,,,Historiated initial
Historiated initial G from an antiphonary depicting David as a musician,,,,Historiated initial
Historiated initial G from an antiphonary depicting the Invention of the Cross,,,,Historiated initial
"Historiated initial I depicting a pope, cardinal, and bishops",,,,Historiated initial
Historiated initial I depicting Joshua's messengers returning from the Promised Land,,,,Historiated initial
Historiated initial I from a missal depicting St. Luke writing,,,,Historiated initial
Historiated initial L depicting the supper at Emmaus,,,,Historiated initial
"Historiated initial L from a gradual, depicting Christ",,,,Historiated initial
Historiated initial M depicting God the Father surrounded by the four Gospels,,,,Historiated initial
Historiated initial M depicting Saint Margaret of Antioch,,,,Historiated initial
Historiated initial M depicting the parable of the Good Shepherd,,,,Historiated initial
Historiated initial N depicting St. Helena finding the True Cross,,,,Historiated initial
"Historiated initial N from an antiphonary, depicting St. John the Baptist",,,,Historiated initial
Historiated initial O depicting a cleric,,,,Historiated initial
Historiated initial O depicting David in Prayer,,,,Historiated initial
"Historiated initial O depicting St. Dominic preaching on the Ascension; above, Christ in a mandorla",,,,Historiated initial
Historiated initial O depicting the Ascension,,,,Historiated initial
"Historiated initial O depicting the Resurrected Christ, St. Thomas, and the Apostles",,,,Historiated initial
Historiated initial O from an antiphonal depicting a prophet (Ezekiel),,,,Historiated initial
Historiated initial O from an antiphonary depicting clergy communing with God,,,,Historiated initial
"Historiated initial O with a pope kneeling at an altar, communing with an angel",,,,Historiated initial
"Historiated initial P from an antiphonary, depicting St. Peter of Verona",,,,Historiated initial
"Historiated initial P from an antiphonary, depicting the Nativity",,,,Historiated initial
Historiated initial R depicting Christ sitting in judgment,,,,Historiated initial
Historiated initial S depicting All Saints,,,,Historiated initial
Historiated initial S depicting the Assumption,,,,Historiated initial
Historiated initial S depicting the Presentation in the Temple,,,,Historiated initial
"Historiated initial S from an antiphonary, depicting King David communing with God",,,,Historiated initial
Historiated initial U depicting Samson removing the Gates of Gaza,,,,Historiated initial
Historiated initial U depicting the Resurrected Christ blessing Mary Magdalene,,,,Historiated initial
Historiated initial U depicting the second miraculous catch of fish,,,,Historiated initial
Historiated initial U with female saint,,,,Historiated initial
Historia Troiana,,Historia destructionis Troiae,,Historia destructionis Troiae
Historical miscellany,,,,Historical miscellany
Historical miscellany concerning Poland,,,,Historical miscellany
Histories,,,,History
History,,,,History
"History of France and England during the reigns of Henry IV, Henry V, Henry VI",,,,History of France;History of England
History of the Reformation in Switzerland from mid-1529 through 1532 ... etc,,,,History of the Reformation in Switzerland
Homeliae de tempore,,,,Homeliae de tempore
Homeliae in Evangelia,,,,Homilies on the Gospels
Homeliarum in Ezechielem,,,,Homilies on Ezekiel
Homilarium,,,,Homiliary
Homiliae in Evangelia,,,,Homilies on the Gospels
Homiliary,,,,Homiliary
"Homilia XI, In vigilia Pentecostes",,,,In vigilia pentecostes
Homilies,,,,Homilies
Homilies on Ezechiel,,,,Homilies on Ezekiel
Homilies on the Gospels,,,,Homilies on the Gospels
Homilies on the Gospels by St Gregory the Great and commentaries on the passion of Christ by Herman Appeldorn,,,,Homilies
Homily,,,,Homilies
Horae Beatae Virginis Mariae,,Book of hours.,,Book of hours
Horae Beatae Virginis Mariae cum Calendario (Book of Hours with Calendar),,Book of hours,,Book of hours
Horae de Sancta Katherina,,,,Book of hours
Horalogium sapientiae,,Horologium sapientiae,,Horologium sapientiae
Horologium Sapientiae,,,,Horologium Sapientiae
"Horti regii Parisiensis Plantarum Catalogus Secundum seriem ordinatam and Arbores Horti Regii, copied by Francisco de Solleysel Equite D. du Clapier, who signs himself as Auditore studiosissimo ipsius Domini Fagon",,,,Catalogus Plantarum Horti regii parisiensis
Hours of Louis XII (formerly Hours of Henry VII),,,,Book of hours;Hours of Louis XII
Hours of the Virgin,,,,Book of hours
hugonis canonici sancti victoris parisiensis de archa noe pro archa sapientiae cum archa ecclesiae de arch matris gratiae liber primus incipit,,,,De arca Noe
Hybrid book of hours,,,,Book of hours
"Hybrid book of letters of Poliziano, Symmachus, and Laudinus",,,,Book of letters
Hybrid compendium of Seneca's tragedies and scholarly apparatus,,,,Seneca's tragedies
Hymnal,,,,Hymnary
Hymnary,,,,Hymnary
"Hymnary: Ave maris stella, gaude viscerbus mater, et al.",,,,Hymnal
Hymni cum glossis,,,,Hymns
Hymns and prayers,,,,Hymns
Ibn Malak ʻalá al-Manār fī uṣūl al-fiqh,ابن ملك على المنار في اصول الفقه.,Sharḥ Manār al-anwār fī uṣūl al-fiqh,شرح منار الانوار في اصول الفقه,Sharḥ Manār al-anwār fī uṣūl al-fiqh
Īḍāḥ al-maqāṣid li-farāʼid al-fawāʼid,ايضاح المقاصد لفرائد الفوائد.,,,Īḍāḥ al-maqāṣid li-farāʼid al-fawāʼid
Igeret orḥot ʻolam ... etc,,,,Igeret orḥot ʻolam
Ikhtiṣār lil-maqālāt min kitāb Uqlīdis,اختصار للمقالات من كتاب اقليدس.,Elements.,,Elements
Ildibrandinus legal document,,,,Legal documents
Il Filostrato,,,,Filostrato
Il Genesi,,,,Genesis;Bible
Illuminated Border,,,,Illuminated leaf
Illuminated Fragment,,,,Illuminated leaf
Illuminated Fragment of Jesus,,,,Illuminated leaf
Illuminated Historiated Initial,,,,Historiated initial
Illuminated Historiated Initial Music Fragment,,,,Historiated initial;Music
Illuminated Initial,,,,Illuminated initial
Illuminated Initial and Partial Border,,,,Illuminated leaf
Illuminated Initial from Music Manuscript,,,,Illuminated initial;Music
Illuminated Initial Music Fragment,,,,Illuminated initial;Music
Illuminated Initials Recto,,,,Illuminated initial
Illuminated leaf from a printed book of hours,,Penitential Psalms.,,Penitential Psalms
Illuminated Letter and Partial Border,,,,Illuminated leaf
Illuminated Mansucript Leaf,,,,Illuminated leaf
Illuminated Manuscript Fragment,,,,Illuminated leaf
Illuminated Manuscript Leaf,,,,Illuminated leaf
Illuminated Medieval Manuscript Fragment,,,,Illuminated leaf
Illuminated Missal,,,,Missal
Illuminated missal,,,,Missal
Illuminated Music Fragment,,,,Illuminated leaf;Music
Illuminated Music Leaf,,,,Illuminated leaf;Music
Illumineirr buch künstlich alle Farben zu machen und bereidenn allen Briefmalern sampt andern solcher kunsten liebhabern nutzlich unnd gutt zu wissen,,,,Illumineirr buch
Illustrations to Georg von Peurbach's Novae theoricae planetarum,,,,Novae theoricae planetarum
Il Publico di Lorenzo Spirito Perugino nel quale si contiene il Lamento di Perugia essendo sogiogata,,,,Il Publico di Lorenzo Spirito Perugino
Il tempio di castitade,,,,Il tempio di castitade
Iluminated Fragment,,,,Illuminated leaf
Iluminated Manuscript,,,,Illuminated leaf
Il vendemmiatore ... etc. /,,,,Il vendemmiatore
In Aristotelis libros de generatione et corruptione ... etc,,,,Commentary on Aristotle's De generatione et corruptione
In canticum canticorum,,,,In canticum canticorum
Incipit epistola Petri Damiani de die iudicii,,,,De die iudicii
Incipit epistola secundi Johannis prima ad parthos,,,,Epistles of John
"Incipit liber gestorum Barlaam & Iosaphat servorum dei, editus greco sermone a iohanne damasceno",,,,Barlaam et Josaphat
Incipit liber magistri hugonis de operibus trium dierum,,,,De tribus diebus
Incipit liber nonus firmiani lactantii de opificio dei sive de hominis formatione,,,,De opificio Dei
Incipit officium beate Marie Virginis secundum cursum roman ...,,Office of the Blessed Virgin Mary,,Office of the Blessed Virgin Mary
Incipit prefatio magistri hugonis in libro de rota vere religionis,,,,De rota verae et falsae religionis
"Incipit Registrum super Tractactum de tribus orbis partibus, ac variis naturis hominum: portentorum, Transformatorum, Necnon de diversis fluminibus aquarum, Insularum et montium,",,,,Tractatus de tribus orbis partibus
Incipit summa magistri petri manducatoris super literam in lucam,,,,Commentary on Luke
