ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:06,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Digestum novumwith gloss,"","",,,,"",,,Justinian,"","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 3 fragments; 311 x 237 mm.,"Three leaves trimmed at three edges, including two adhered to leaves of early printed text; spots of other adhered material; some ink loss.|Latin.|Gloss text is the Glossa ordinariaof Accursius.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134054.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:11,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XII(1), 1100-1150",1100^1150,12,http://vocab.getty.edu/aat/300404504,false,,"","",Homiliary,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-2v; 347 x 237 mm.,Trimmed bifolium with loss of half a column on each leaf and no more than a few lines at bottom; worm holes; minor damp staining.|Latin.,C.W. Dutschke kindly supplied information that made this description possible.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134055.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:14,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Historia destructionis Troiae,"","",,,,"",,,Guido delle Colonne,"","",Q1248842,human,Guido delle Colonne,"","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-2v; 217 x 160 mm.,"Loss of text from trimming and worm holes; all leaves darkened. Origin in northeast Italy suggested by orthography.|Latin.|Captions reference edition by Nathaniel Edward Griffin (Cambridge: Medieval Academy of America, 1936).","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134056.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:15,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Sermons,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-4v; 152 x 110 mm.,"Two damaged bifolia: worm holes, damp stains and adhered material.|Latin.|Contains sermons or outlines of sermons for Eastertide (days near Passion Sunday, Palm Sunday, Maundy Thursday, Good Friday); cf. doubling of a column for lists, e.g., on f. 1, col. a: Gentium; Supplicium; Premium; and then Sequendo; Timendo; Querendo.",C.W. Dutschke kindly supplied information that made this description possible.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134057.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:16,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Commentaries on Acts of the Apostles,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Acquired in 2000 from H.P. Kraus.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-18v; 159 x 117 mm.,"Foliated as 74-83, 135-142.|Latin.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134058.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:12,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Sermons,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-2v; 334 x 300 mm.,Loss of text from adhered material (including modern repair) and from trimming affecting top (both leaves) and part of one column (f. 1).|Latin.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134059.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:08,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Bible,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: f. 1r-v; 367 x 249 mm.,"Worm holes; verso presently all but blank.|Latin.|Contains Galatians 6:6-18, prologue to Ephesians, and Ephesians 1:1-13.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134060.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:13,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Digestum novumwith gloss,"","",,,,"",,,Justinian,"","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Survived as part of a binding with title ""Bulle unionis fratrum minorum""; acquired in 2000 from H.P. Kraus.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: f. 1r-v; 388 x 205 mm.,Cropped at sides with loss of text in gloss; some ink worn away.|Latin.|Gloss text is the Glossa ordinariaof Accursius.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134061.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:10,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XIII/XIV, 1290-1310",1290^1310,13;14,http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506,false,,"","",Lectionary,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,"Extent: ff. 1, 2, 3, 4; 447 x 345 mm.","Text on one side only. Also, two of the four leaves lack sections of parchment with consequent loss of text.|Latin.|Contains homilies for various times of the year.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134062.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:09,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Lectionary,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-2v; ca. 355 x 234 mm.,"Versos all but blank, with only traces of red ink remaining; other losses largely confined to part of one column (f. 1).|Latin.|Contains epistle and gospel readings, with prayers.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134063.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:04,"",,England?,http://vocab.getty.edu/tgn/7002445,England,"s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Der ordo iudiciarius,"","",,,,"",,,Aegidius de Fuscarariis,"","",Q41569530,human,Egidio Foscarari,"","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 2 fragments; 213 x 185 mm.,"Portions of two bifolia.|Latin.|Captions reference edition by Ludwig Wahrmund (Innsbruck: Wagner, 1916).","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134064.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 001,"",,Austria,http://vocab.getty.edu/tgn/1000062,Austria,"s. XIII(1), 1200-1250",1200^1250,13,http://vocab.getty.edu/aat/300404505,false,,"","",Aurora|Additions to Aurora,"","",,,,"",,,Peter Riga (Petrus Riga)|Aegidius of Paris (Aegidius Parisiensis),"","",Q556117|Q5355,human|human,Petrus Riga|Gilles de Paris,"","","","","","","","","","","","",Latin,Q397,Latin,"Monastery of Augustinian Canons Regular in Waldhausen, Austria, late 15th or early 16th century. Date of acquisition by the Bancroft Library, UC Berkeley unrecorded. Previous call numbers MAR 3, 2MS BS548 R5.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-198; 195 x 124 mm.,Text followed by 8 additional Latin verses.,Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129629.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 027,"",,Germany|France (?),http://vocab.getty.edu/tgn/7000084|http://vocab.getty.edu/tgn/1000070,Germany|France,"s. XV(2), 1450-1499|s. XII, 1100-1199",1450^1499|1100^1199,15|12,http://vocab.getty.edu/aat/300404465|http://vocab.getty.edu/aat/300404504,false,,"","",Breviary|Noted service book.,"","",,,,"",,,"","","","","","",|,"","","","","",|,"","","","","",Latin,Q397,Latin,"Cathedral of Saint Martin, Mainz, second half of the 15th century; acquired by the Bancroft Library UC Berkeley in 1965 from book seller S. R. Shapiro, said to have been purchased from a Trappist monastery in France. Previous call number 2MS BX2017 M2.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1r-102v; 171 x 135 mm. Extent: Pastedowns.; 171 x 135 mm.,"Contemporary foliation in early form of arabic numerals, upper margin.|All texts by cue only.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129630.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 029,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, use of Paris","","",,,,"",,,"","","","","","","Maître François, style of","","","","","","","","","","","",Latin,Q397,Latin,"Talaru family (late 15th century); ""Charles (?) amedee de martinengue 1660""; Jean Thomas Aubry (18th century); gift of James K. Moffitt to the Bancroft Library UC Berkeley, 1956. Previous call numbers, MAR 41, 2MS BX2080 1400.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-160; 147 x 97 mm.,"Talaru coat of arms, f. 79.|Feminine form in prayer, f. 155v.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129631.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 131,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XV(4/4), 1475-1499|s. XV(med), 1440-1460",1475^1499|1440^1460,15|15,http://vocab.getty.edu/aat/300404465|http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, use of Evreux|Book of Hours","","",,,,"",,,"","","","","","",|,"","","","","",|,"","","","","",Latin,Q397,Latin,"Note of female ownership (ca. 1500); ""D. Bercé De courpont 1714, M (?)""; acquired by the Bancroft Library UC Berkeley ca. 1975. Previous call number 2MS BX2080 E87.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-134; 176 x 125 mm. Extent: ff. 135-141; 176 x 125 mm.,"French prayer, s. XVI, added on f. 128v; ff. 132v-134v ruled but blank.|Single illuminated leaves from another book of hours.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129632.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 068,"",,"Italy, Veneto|Italy",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997|http://vocab.getty.edu/tgn/1000080,Italy;Veneto|Italy,"s. XIV(1)|Undetermined, 1300-1350",1300^1350,14,http://vocab.getty.edu/aat/300404506,false,,"","",Paschale carmen|Accounts book,"","",,,,"",,,Sedulius (Caelius Sedulius),"","",Q538564,human,Coelius Sedulius,|,"","","","","",|,"","","","","",Latin,Q397,Latin,"Rev. Henry Drury (1778-1841); Sir Thomas Phillipps (1792-1872), his n. 9252; J. Martini (cat. XIX, n. 20*); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 30, 2MS PA S6P2.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-49; 270 x 159 mm. Extent: ff. 1-49; 270 x 159 mm.,"Numbered 1-49 but the leaf following f. 2 is not numbered.|Marginal and interlinear commentary, ff. 1-18v.|Original part of palimpsest.|Accounts of one ""dominus antonius.""",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129633.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 078,"",,"Italy, Tuscany",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7009760,Italy;Tuscany,"s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,true,,"","",Accounts book,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Italian,Q652,Italian,Previous call number 2MS HF417 L5.,"","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: ff. 1-66; 210 x 135 mm.,Contemporary foliation begins on f. 2; one leaf unnumbered after f. 30.,Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129634.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 150,"",,England,http://vocab.getty.edu/tgn/7002445,England,"s. XV(med), 1440-1460",1440^1460,15,http://vocab.getty.edu/aat/300404465,false,,"","","Text|Book of Hours, Sarum use","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Geneological notes of the Morton family (1507-92); birth notice of Margaret Ludlow (1592); sale of Revd. Lord Byron, Sotheby's (1 July 1935, lot 327) to Maggs; gift of the Heller family to TBL UC Berkeley (1988). Formerly 2MS BX2080 S2 1440z.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-265; 128 x 88 mm.,"Unidentified coat of arms, f. 10.|Miniatures mainly on inserted singletons, 5 (?) missing.|Birth notices of the Morton family, ff. 260-61; ff. 261v-265 blank except for a 16th century price.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129635.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 135,"",,Belgium,http://vocab.getty.edu/tgn/1000063,Belgium,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, Sarum use","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Gift of Professor Charles W. Jones to the Bancroft Library UC Berkeley 1980. Previous call number 2MS BX2080 S2 14xx,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-206; 145 x 100 mm.,Note in English f. 205.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129636.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 138,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, Sarum use","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Bookplate of Richard Towneley (1702); gift of an anonymous donor to the Bancroft Library UC Berkeley 1983. Previous call number 2MS BX2080 S2 146x.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1r-147v; 172 x 116 mm.,"","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129637.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 117,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XV(med), 1440-1460",1440^1460,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, use of Poitiers","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Marginal inscriptions ""Charles"" and ""Cahots""; Florence S. Walter (who rebound it ca. 1930-40); gift of her daughter Mrs. Paul Bissinger to the Bancroft Library UC Berkeley 1972. Previous call number 2MS BX2080 1450.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1r-135v; 153 x 120 mm.,"Marginal notes in French dated 1589 and 1593; prayers added in a late 15th century hand, ff. 133v-135.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129638.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 030,"",,Belgium,http://vocab.getty.edu/tgn/1000063,Belgium,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, use of Rome","","",,,,"",,,"","","","","","","William Vrelant, style of","","","","","","","","","","","",Latin,Q397,Latin,"Three prayers for one ""F.""; Henri-August Brölemann of Lyon (b. 1775); sale of Mme Etienne Mallet, Sotheby's (4 May 1926, lot 75) to Quaritch; bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Formerly 2MS BX2080 1455.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1r-169v; 136 x 94 mm.,"Brölemann armorial bookplate, front pastedown.|Miniatures on verso sides of inserted singletons; recto sides blank.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129639.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 139,"",,France|France (?),http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/1000070,France|France,"s. XV(4/4), 1475-1499|Undetermined",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, use of Rome|Extracts from the Glossa Ordinaria","","",,,,"",,,"","","","","","",|,"","","","","",|,"","","","","",Latin,Q397,Latin,"Purchased by Dawson Turner (1775-1858) in 1814; purchased by Quaritch at the Turner sale (Sotheby's, 7 March 1853, lot 1868); gift to the Bancroft Library by the Friends of The Bancroft Library (1984). Previous call number 2MS BX2080 B7 146x.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1r-108v; 128 x 75 mm. Extent: ff. v-vi; 130 x 115 mm.,"ff. iii, v, and vi originally pastedowns (back pastedown was a single scrap of parchment folded in half).|Stubs of 10 missing leaves stored in box with codex.|Some calendar entries in French; headings in French beginning f. 96v.|Fragment of a leaf from another manuscript folded in half as original pastedown; now bound into codex as a bifolium.|Commentary from the Glossa Ordinariaon 3 Kings VI.16 and on Paralipomenon III.6.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129640.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 031,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XV(med), 1440-1460",1440^1460,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, use of Paris","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin; French,Q150;Q397,French;Latin,"Gedoyn de Graville; Rushton M. Dorman, sale (April 1886, n. 8); Chester sale (December 1890, n. 387); gift of Phoebe A. Hearst to the Bancroft Library UC Berkeley ca. 1890. Previous call numbers MAR 7, 2MS BX2080 1460.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1r-202v; 170 x 120 mm.,"Unidentified coats of arms, ff. 12v and 42v.|Missing the opening leaves of most hours and offices.|Rubrication in French ff. 181-185; prayers in French, ff. 186-194v.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129641.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 028,"",,Belgium,http://vocab.getty.edu/tgn/1000063,Belgium,"s. XIV(in), 1300-1315",1300^1315,14,http://vocab.getty.edu/aat/300404506,false,,"","",Psalter,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Signature, ""E. R."" (15th century); armorial bookplate of Francis Jack Needham, 2nd Earl of Kilmorey (1787-1880); gift of Phoebe A. Hearst to the Bancroft Library UC Berkeley (ca. 1890). Previous call number t2MS BX2033 A2 1300.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-252; 113 x 76 mm.,"Armorial bookplate of Francis Jack Needham, front pastedown.|Decoration similar to the Psalter of Guy de Dampierre.|Biblical psalter converted to liturgical use; prayers added, s. XV, ff. 248v-252v.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129642.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 094,"",,Germany|Germany (?),http://vocab.getty.edu/tgn/7000084|http://vocab.getty.edu/tgn/7000084,Germany|Germany,"s. XII(med), 1140-1160|s. XIII (?), 1200-1299",1140^1160|1200^1299,12|13,http://vocab.getty.edu/aat/300404504|http://vocab.getty.edu/aat/300404505,false,,"","",Psalter|Biblical commentary,"","",,,,"",,,"","","","","","",|,"","","","","",|,"","","","","",Latin,Q397,Latin,"Dominican congregation, diocese of Trier; Dr. Leander van Ess of Darmstadt (1772-1847); Sir Thomas Phillipps (1823), his n. 430; acquired by Bancroft Library UC Berkeley from Sotheby's (29 November 1966, lot 45). Previous call number 2MS BX2033 A2 1150.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-181; 147 x 102 mm. Extent: f. 182r (back pastedown); 147 x 102 mm.,Fore edge finding marks made with string.|Includes commentary on Tobias 12.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129643.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 082,"",,"Netherlands (now Ger, Cleves",http://vocab.getty.edu/tgn/7016845;http://vocab.getty.edu/tgn/7647352;http://vocab.getty.edu/tgn/7012313,Netherlands;Ger;Cleves,"s. XV(2/4) (?), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","",Devotional exercises on the life of Christ for the seven days of the week,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",East Middle Dutch,Q178806,Middle Dutch,"Coat of arms for the Duke of Cleves, f. 1; Gift of Phoebe A. Hearst to the Bancroft Library UC Berkeley ca. 1909. Previous call number 2MS BT306.28 1450.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-25; 150 x 105 mm.,"","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129644.xml
