ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_as_recorded_lcsh,genre_as_recorded_aat,genre_as_recorded_rbprov,genre_as_recorded_lcgft,genre,named_subject_as_recorded,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q49210,New York University,Fragment 026,"",,England,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Isti sunt accusandi in placito christianitatis et in ecclesia quando fuerit necessarium,"","",,,,,,,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 83 x 132.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00219362.xml
,,,digital-scriptorium,Q49210,New York University,Fragment 027,"",,"","","","",,,false,,"","","","","",,,,,,,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"","",.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00219363.xml
,,,digital-scriptorium,Q49210,New York University,Fragment 052,"",,England,"","s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Biblical concordance,"","",,,,,,,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 180 x 127.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00219461.xml
,,,digital-scriptorium,Q49210,New York University,Fragment 053,"",,France,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","","","","",,,,,,,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: ff. 1-4v; 192 x 165.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00219462.xml
,,,digital-scriptorium,Q49210,New York University,"Fragment 032, 033, 034, 035","",,England,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","","Sermon-writing aid, in alphabetical order","","",,,,,,,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: ff. 1-4v.,"The class for Middle English paleography, taught by Prof. Christopher Baswell in Spring term, 2018, identified scripts in blitz sessions at the end of term; we thank these students very much.",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00222575.xml
,,,digital-scriptorium,Q49210,New York University,Large Fragment 1,"",,France,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Tractatus iudiciarii ordinis divisus in octo partes sive subtractatus,"","",,,,,,,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: f. 1r-v + small strip of adjoining leaf; 283 x 235.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00229887.xml
,,,digital-scriptorium,Q49210,New York University,Large Fragment 2,"",,England,"","s. XV(ex), 1480-1499",1480^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Register of accounts,"","",,,,,,,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: f. 1r-v; 405 x 297.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00229888.xml
,,,digital-scriptorium,Q49210,New York University,Large Fragment 3 and Large Fragment 4,"",,"","","","",,,false,,"","","Liber Sextus Decretalium, commentary on","","",,,,,,,"",,"","",,"","",,"","",,"","","","",,"",paper,Extent: ff. 1-2v; 365 x 274.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00229889.xml
,,,digital-scriptorium,Q49210,New York University,Large Fragment 6,"",,France,"","s. XVI(mid), 1540-1560",1540^1560,16,http://vocab.getty.edu/aat/300404510,true,,"","",Register of accounts,"","",,,,,,,"",,"","",,"","",,"","",,"","","","",,"",paper,Extent: ff. 1-2v; 310 x 212.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00229890.xml
,,,digital-scriptorium,Q49210,New York University,Item 7,"",,England,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Breviary,"","",,,,,,,"",,"","",,"","",,"","",,"","","","",,"","",Extent: ff. 1-3v.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00229891.xml
,,,digital-scriptorium,Q49210,New York University,Fragment 015,"",,England,"","s. XVI(3/4), 1550-1575",1550^1575,16,http://vocab.getty.edu/aat/300404510,true,,"","",Writ of Praecipe,"","",,,,,,,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: Face.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00230003.xml
,,,digital-scriptorium,Q49210,New York University,Item 4.25,"",,England,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Medulla Grammatice,"","",,,,,,,"",,"","",,"","",,"","",,"","","The verso of f. 1 (the leaf with the red letter C) bears note in a s. XVIII hand: ""Mr. John Higges's Diary 1720-1727."" Directly above this is a later note that reads: ""I bought this Diary at a sale of <?> Percy's MSS and sold it to a descendant of Higgi.""","",,"",parchment,Extent: ff. 1-2v.,"This description could not have been written without the expertise and kind help of Prof. Paul Acker, who has worked on this fragment for his volume of the Index of Middle English Prose.",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00230040.xml
,,,digital-scriptorium,Q49210,New York University,Fragment 061 and Fragment 062,"",,England,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",De miseria condicionis humane,"","",,,,,,,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: ff. 1-2v.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00230041.xml
,,,digital-scriptorium,Q49210,New York University,Fragment 068,"",,England,"","s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Decretals,"","",,,,,,,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 243 x 166.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00230042.xml
,,,digital-scriptorium,Q49210,New York University,"Fragment 063, 064, 065, 066","",,England,"","s. XV(2), 1450-1499",1450^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Sermons|Dominica 20 post festum trinitatis,"","",,,,,,,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: ff. 1-4v (2 bifolia); 285 x 216.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00230043.xml
,,,digital-scriptorium,Q49210,New York University,Fragment 067,"",,England,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Summa contra gentiles,"","",,,,,,,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00230044.xml
,,,digital-scriptorium,Q20745482,Providence Public Library,Wetmore MS 1,"",,Germany,"","s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Tabula aurea|Claves sacre scripture|Bible study guide|Bible in mnemonic form|Biblical genealogies|List of Roman Emperors|Conclusiones|Tabula aurea|Tabula aurea|Tabula aurea|Incipiunt ethimologie et concordantie conclusionum per reverendissimum dominum magistrum petrum de pergamo|List of Holy Roman Emperors|Tabula aurea|Conclusiones""|Orationes itinerantium|Prayers","","",,,,,,,"",,"","",,"","",,"","",,Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin|Latin,"","Henry, Prince of Wales (1594-1612); Thomas Watson (1720-79), S. J.;Thomas Pennant (1726-98); by inheritance to Rudolph (1823-92), Earl of Denbigh; Denbigh sale, Christie's, 4-7-1938, lot 12 to Stonehill; Edith Wetmore (1870-1966); in 1955 to Prov.Pub.Lib.","",,"",parchment,Extent: ff. 1-149v; 105 x 76 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/providence/mets/ds_50_28_00132486.xml
,,,digital-scriptorium,Q20745482,Providence Public Library,Wetmore MS 2,"",,Netherlands,"","s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,,"",,"","",,"","",,"","",,Dutch,"",Gift of Edith Wetmore (1870-1966) in 1955 to the Providence Public Library.,"",,"",parchment,Extent: ff. 1-132v; 150 x 105 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/providence/mets/ds_50_28_00132487.xml
,,,digital-scriptorium,Q20745482,Providence Public Library,Ege MS 1,"",,France,"","s. XIII(1/4), 1200-1225",1200^1225,13,http://vocab.getty.edu/aat/300404505,false,,"","","Bible, O. T.","","",,,,,,,"",,"","",,"","",,"","",,Latin,"",From the leaves of Otto F. Ege (1888-1951).,"",,"",parchment,Extent: f. 1r-v; 192 x 125 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/providence/mets/ds_50_28_00132488.xml
,,,digital-scriptorium,Q20745482,Providence Public Library,Ege MS 2,"",,France,"","s. XIII/XIV, 1290-1310",1290^1310,13;14,http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506,false,,"","","Bible, O. T.","","",,,,,,,"",,"","",,"","",,"","",,Latin,"",From the leaves of Otto F. Ege (1888-1951).,"",,"",parchment,Extent: f. 1r-v; 180 x 128 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/providence/mets/ds_50_28_00132489.xml
,,,digital-scriptorium,Q20745482,Providence Public Library,Ege MS 3,"",,Armenia,"",s. XVII?,"",,,false,,"","",Lectionary,"","",,,,,,,"",,"","",,"","",,"","",,Armenian,"",From the leaves of Otto F. Ege (1888-1951).,"",,"",paper,Extent: f. 1r-v; 367 x 247 mm.,We are grateful to Dr. Sylvie L. Merian for identifying this leaf. identifying this leaf.,2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/providence/mets/ds_50_28_00132490.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:01,"",,France,"","s. XV(2), 1450-1499",1450^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,,"",,"","",,"","",,"","",,French,"",Ownership stamp of a Jesuit institution in Valencia; acquired in 1989 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 165 x 124 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134005.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:02,"",,"France, Brittany","","s. XV(1), 1400-1450",1400^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, use of Dol","","",,,,,,,"",,"","",,"","",,"","",,Latin,"",Acquired in 1989 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 197 x 134 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134006.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:03,"",,France,"","s. XV(2), 1450-1499",1450^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,,"",,"","",,"","",,"","",,Latin,"",Acquired in 1989 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 166 x 123 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134007.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:04,"",,Belgium,"","s. XV(2), 1450-1499",1450^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,,"",,"","",,"","",,"","",,Latin; Dutch,"",Acquired in 1989 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 161 x 112 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134008.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:05,"",,Italy,"","s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary for Augustinian use,"","",,,,,,,"",,"","",,"","",,"","",,Latin,"",Acquired in 1989 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 150 x 105 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134009.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:06,"",,Germany,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Gradual,"","",,,,,,,"",,"","",,"","",,"","",,Latin,"",Acquired in 1989 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 254 x 174 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134010.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:08,"",,"Spain, Valencia","","s. XV(1), 1400-1450",1400^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","",Rules of the Brotherhood of the Archangel Michael,"","",,,,,,,"",,"","",,"","",,"","",,Catalan,"",Acquired in 1990 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 243 x 182 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134011.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:09,"",,Spain,"","s. XVI(1/4), 1500-1525",1500^1525,16,http://vocab.getty.edu/aat/300404510,false,,"","",Grant of arms,"","",,,,,,,"",,"","",,"","",,"","",,Spanish,"",Acquired in 1990 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 307 x 230 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134012.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:10,"",,England,"","s. XIII(1), 1200-1250",1200^1250,13,http://vocab.getty.edu/aat/300404505,false,,"","",Bible,"","",,,,,,,"",,"","",,"","",,"","",,Latin,"",Acquired in 1990 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 178 x 118 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134013.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:11,"",,France,"","s. XIII(2/4), 1225-1250",1225^1250,13,http://vocab.getty.edu/aat/300404505,false,,"","",Bible,"","",,,,,,,"",,"","",,"","",,"","",,Latin,"",Acquired in 1990 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 147 x 103 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134014.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:12,"",,Italy,"","s. XV(med), 1440-1460",1440^1460,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,,"",,"","",,"","",,"","",,Latin,"",Acquired in 1990 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 94 x 68 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134015.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:13,"",,France,"","s. XIII(1/4), 1200-1225",1200^1225,13,http://vocab.getty.edu/aat/300404505,false,,"","",Bible,"","",,,,,,,"",,"","",,"","",,"","",,Latin,"",Acquired in 1990 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 220 x 143 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134016.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:14,"",,France,"","s. XV(med), 1440-1460",1440^1460,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,,"",,"","",,"","",,"","",,French,"",Acquired in 1990 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 162 x 137 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134017.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:15,"",,Netherlands?,"","s. XV/XVI, 1490-1510",1490^1510,15;16,http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510,false,,"","",Book of Hours,"","",,,,,,,"",,"","",,"","",,"","",,Dutch,"",Acquired in 1990 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 158 x 113 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134018.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:16,"",,France,"","s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Prayerbook,"","",,,,,,,"",,"","",,"","",,"","",,French; Latin,"",Acquired in 1990 from P. Pirages.,"",,"",parchment,Extent: f. 1r-v; 141 x 101 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134019.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:17,"",,Italy,"","s. IX(1), 800-850",800^850,9,http://vocab.getty.edu/aat/300404501,false,,"","",In Joannis Evangelium Tractatus,"","",,,,,,,"",,"","",,"","",,"","",,Latin,"","Verona, Biblioteca Comunale, ms. 3034, written in scriptorium of Archdeacon Pacificus; survived as part of a binding repair; acquired in 1991 from P. Pirages. Related item (codex with repairs from same manuscript): ferial Psalter and Hymnal from the Abbey of San Zeno Maggiore, Yale MS 744.","",,"",parchment,Extent: Fragment; 135 x 122 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134020.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:18,"",,Germany,"","s. XVI(2), 1550-1599",1550^1599,16,http://vocab.getty.edu/aat/300404510,true,,"","",Will?,"","",,,,,,,"",,"","",,"","",,"","",,German,"",Acquired in 1990 from P. Pirages.,"",,"",parchment,Extent: One item; 216 x 340 mm.,"",2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134021.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:19,"",,Belgium,"","s. XIII/XIV, 1290-1310",1290^1310,13;14,http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506,true,,"","",Receipt,"","",,,,,,,"",,"","",,"","",,"","",,French,"",Acquired in 1991 from P. Pirages.,"",,"",parchment,Extent: One item; 46 x 204 mm.,Riccardo Famiglietti kindly identified persons and places in this document.,2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134022.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 0886:20,"",,France,"","s. XIII(2), 1250-1299",1250^1299,13,http://vocab.getty.edu/aat/300404505,true,,"","",Lease,"","",,,,,,,"",,"","",,"","",,"","",,Latin,"",Ink stamp of Roy G. Fitzgerald (1875-1962); sold at Parke-Bernet (6 November 1963)?; acquired in 1991 from P. Pirages.,"",,"",parchment,Extent: One item; 190 x 226 mm.,Riccardo Famiglietti kindly identified persons and places in this document.,2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134023.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey",MC 1220:08,"",,Spain,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Missal,"","",,,,,,,"",,"","",,"","",,"","",,Latin,"",Manuscript purchased in Madrid by a former owner (per label); gift in 1959 of Mrs. Monica Franklyn of central New Jersey.,"",,"",parchment,Extent: f. 1r-v; 297 x 224 mm.,C.W. Dutschke kindly supplied information that made this description possible.,2022-04-12T18:29:27-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134024.xml
