subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
"Latin letters, Medieval and modern--Early works to 1800",a--v,0,,"Latin letters, Medieval and modern;Early works",http://id.worldcat.org/fast/993329;http://id.worldcat.org/fast/1411636,Q7708;Q300
"Latin letters, Medieval and modern--Early works to 1800.",a--v,0,,"Latin letters, Medieval and modern;Early works",http://id.worldcat.org/fast/993329;http://id.worldcat.org/fast/1411636,Q7708;Q300
Latin literature,a,fast,http://id.worldcat.org/fast/993331,Latin literature,http://id.worldcat.org/fast/993331,Q2820
"Latin literature, Medieval and modern",,ds-subject,,"Latin literature, Medieval and modern",http://id.worldcat.org/fast/993349,Q7742
"Latin literature, Medieval and modern",a,0,http://id.loc.gov/authorities/subjects/sh85074968,"Latin literature, Medieval and modern",http://id.worldcat.org/fast/993349,Q7742
"Latin literature, Medieval and modern",a,fast,http://id.worldcat.org/fast/993349,"Latin literature, Medieval and modern",http://id.worldcat.org/fast/993349,Q7742
"Latin literature, Medieval and modern.",a,fast,http://id.worldcat.org/fast/993349,"Latin literature, Medieval and modern",http://id.worldcat.org/fast/993349,Q7742
"Latin literature, Medieval and modern.",a,0,http://id.loc.gov/authorities/subjects/sh85074968,"Latin literature, Medieval and modern",http://id.worldcat.org/fast/993349,Q7742
"Latin literature, Medieval and modern--Early works to 1800",a--v,0,,"Latin literature, Medieval and modern;Early works",http://id.worldcat.org/fast/993349;http://id.worldcat.org/fast/1411636,Q7742;Q300
"Latin literature, Medieval and modern--Early works to 1800.",a--v,0,,"Latin literature, Medieval and modern;Early works",http://id.worldcat.org/fast/993349;http://id.worldcat.org/fast/1411636,Q7742;Q300
Latin literature.,a,fast,http://id.worldcat.org/fast/993331,Latin literature,http://id.worldcat.org/fast/993331,Q2820
Latin literature--Early works to 1800,a--v,0,,Latin literature;Early works,http://id.worldcat.org/fast/993331;http://id.worldcat.org/fast/1411636,Q2820;Q300
Latin literature--Early works to 1800.,a--v,0,,Latin literature;Early works,http://id.worldcat.org/fast/993331;http://id.worldcat.org/fast/1411636,Q2820;Q300
Latin literature--Natural history,a--x,0,,Latin literature;Natural history,http://id.worldcat.org/fast/993331;http://id.worldcat.org/fast/1034268,Q2820;Q157
Latin literature--Satire,a--x,0,,Latin literature;Satire,http://id.worldcat.org/fast/993331;http://id.worldcat.org/fast/1105668,Q2820;Q38999
Latin literature--Study and teaching,a--x,fast,http://id.worldcat.org/fast/993344,Latin literature--Study and teaching,http://id.worldcat.org/fast/993344,Q2974
Latin literature--Study and teaching.,a--x,fast,http://id.worldcat.org/fast/993344,Latin literature--Study and teaching,http://id.worldcat.org/fast/993344,Q2974
Latin literature--Study and teaching--Early works to 1800,a--x--v,0,,Latin literature--Study and teaching;Early works,http://id.worldcat.org/fast/993344;http://id.worldcat.org/fast/1411636,Q2974;Q300
Latin literature--Study and teaching--Early works to 1800.,a--x--v,0,,Latin literature--Study and teaching;Early works,http://id.worldcat.org/fast/993344;http://id.worldcat.org/fast/1411636,Q2974;Q300
Latin Orient,a,0,http://id.loc.gov/authorities/subjects/sh85074970,Middle East--Latin Orient,http://id.worldcat.org/fast/1245947,Q7387
Latin Orient.,a,0,http://id.loc.gov/authorities/subjects/sh85074970,Middle East--Latin Orient,http://id.worldcat.org/fast/1245947,Q7387
Latin poetry,a,0,http://id.loc.gov/authorities/subjects/sh85074974,Latin poetry,http://id.worldcat.org/fast/993373,Q6969
Latin poetry,a,fast,http://id.worldcat.org/fast/993373,Latin poetry,http://id.worldcat.org/fast/993373,Q6969
Latin poetry,a,0,,Latin poetry,http://id.worldcat.org/fast/993373,Q6969
"Latin poetry, Medieval and modern",a,fast,http://id.worldcat.org/fast/993385,"Latin poetry, Medieval and modern",http://id.worldcat.org/fast/993385,Q4942
"Latin poetry, Medieval and modern",a,0,http://id.loc.gov/authorities/subjects/sh85074975,"Latin poetry, Medieval and modern",http://id.worldcat.org/fast/993385,Q4942
"Latin poetry, Medieval and modern.",a,fast,http://id.worldcat.org/fast/993385,"Latin poetry, Medieval and modern",http://id.worldcat.org/fast/993385,Q4942
"Latin poetry, Medieval and modern.",a,0,http://id.loc.gov/authorities/subjects/sh85074975,"Latin poetry, Medieval and modern",http://id.worldcat.org/fast/993385,Q4942
"Latin poetry, Medieval and modern--Early works to 1800",a--v,0,,"Latin poetry, Medieval and modern;Early works",http://id.worldcat.org/fast/993385;http://id.worldcat.org/fast/1411636,Q4942;Q300
"Latin poetry, Medieval and modern--Early works to 1800.",a--v,0,,"Latin poetry, Medieval and modern;Early works",http://id.worldcat.org/fast/993385;http://id.worldcat.org/fast/1411636,Q4942;Q300
"Latin poetry, Medieval and modern--Italy--Early works to 1800",a--z--v,0,,"Latin poetry, Medieval and modern;Italy;Early works",http://id.worldcat.org/fast/993385;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q4942;Q249;Q300
"Latin poetry, Medieval and modern--Italy--Early works to 1800.",a--z--v,0,,"Latin poetry, Medieval and modern;Italy;Early works",http://id.worldcat.org/fast/993385;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q4942;Q249;Q300
Latin poetry.,a,fast,http://id.worldcat.org/fast/993373,Latin poetry,http://id.worldcat.org/fast/993373,Q6969
Latin poetry.,a,0,http://id.loc.gov/authorities/subjects/sh85074974,Latin poetry,http://id.worldcat.org/fast/993373,Q6969
Latin poetry--Early works to 1800,a--v,0,,Latin poetry;Early works,http://id.worldcat.org/fast/993373;http://id.worldcat.org/fast/1411636,Q6969;Q300
Latin poetry--Early works to 1800.,a--v,0,,Latin poetry;Early works,http://id.worldcat.org/fast/993373;http://id.worldcat.org/fast/1411636,Q6969;Q300
Latin poetry--Explication--Early works to 1800,a--x--v,0,,Latin poetry;Early works,http://id.worldcat.org/fast/993373;http://id.worldcat.org/fast/1411636,Q6969;Q300
Latin poetry -- To 1400,,ds-subject,,Latin poetry,http://id.worldcat.org/fast/993373,Q6969
Latin poetry--Translations into Spanish--Early works to 1800,a--v--v,0,,Latin poetry;Translations;Spanish language;Early works,http://id.worldcat.org/fast/993373;http://id.worldcat.org/fast/1423791;http://id.worldcat.org/fast/1128292;http://id.worldcat.org/fast/1411636,Q6969;Q18303;Q48149;Q300
"Laudatory poetry, Latin",a,0,http://id.loc.gov/authorities/subjects/sh85075036,"Laudatory poetry, Latin",http://id.worldcat.org/fast/993519,Q38976
"Laudatory poetry, Latin",a,fast,,"Laudatory poetry, Latin",http://id.worldcat.org/fast/993519,Q38976
"Laudatory poetry, Latin",a,0,,"Laudatory poetry, Latin",http://id.worldcat.org/fast/993519,Q38976
Laude,a,0,,Laude,http://id.worldcat.org/fast/993547,Q48439
Laude,a,6,,Laude,http://id.worldcat.org/fast/993547,Q48439
Laude,a,fast,(OCoLC)fst00993547,Laude,http://id.worldcat.org/fast/993547,Q48439
Laughter--Religious aspects--Islam--Early works to 1800,a--x--x--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85075047,Laughter--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/2007500;http://id.worldcat.org/fast/1411636,Q63807;Q300
"Launceston (Cornwall, England)",a,0,,England--Launceston,http://id.worldcat.org/fast/1228130,Q48419
Law,a,fast,(OCoLC)fst00993678,Law,http://id.worldcat.org/fast/993678,Q4186
Law,,ds-subject,,Law,http://id.worldcat.org/fast/993678,Q4186
Law,a,fast,http://id.worldcat.org/fast/993678,Law,http://id.worldcat.org/fast/993678,Q4186
"Law, Germanic",a,0,,"Law, Germanic",http://id.worldcat.org/fast/994204,Q55296
"Law, Medieval",a,fast,(OCoLC)fst00994246,"Law, Medieval",http://id.worldcat.org/fast/994246,Q38977
"Law, Medieval",a,0,,"Law, Medieval",http://id.worldcat.org/fast/994246,Q38977
Law.,a,fast,http://id.worldcat.org/fast/993678,Law,http://id.worldcat.org/fast/993678,Q4186
Law (Theology)--Biblical teaching--Early works to 1800,a--x--v,0,,Law (Theology)--Biblical teaching;Early works,http://id.worldcat.org/fast/993884;http://id.worldcat.org/fast/1411636,Q67095;Q300
Law (Theology)--Early works to 1800,a--v,0,,Law (Theology);Early works,http://id.worldcat.org/fast/993883;http://id.worldcat.org/fast/1411636,Q38978;Q300
Law--Czech Republic--Brno--History--15th century--Sources,a--z--z--x--y--v,0,,Law;Czech Republic--Brno;History;Fifteenth century;Sources,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204954;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q4186;Q67073;Q6879;Q154;Q2769
Law--Czech Republic--Prague,a--z--z,0,,Law;Czech Republic--Prague,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1205207,Q4186;Q38979
Law--Dictionaries--Early works to 1800,a--v--v,0,,Law;Dictionaries;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1411636,Q4186;Q3041;Q300
Law--Early works to 1800,a--v,0,,Law;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1411636,Q4186;Q300
Law--England--Early works to 1800,a--z--v,0,,Law;England;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636,Q4186;Q320;Q300
Law--England--England--Sources--Early works to 1800,a--z--z--v--v,0,,Law;England;Sources;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1423900;http://id.worldcat.org/fast/1411636,Q4186;Q320;Q2769;Q300
Law--England--History--Early works to 1800,a--z--x--v,0,,Law;England;History;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q4186;Q320;Q6879;Q300
Law--England--Sources,a--z--v,0,http://id.loc.gov/authorities/subjects/sh2009129105,Law;England;Sources,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1423900,Q4186;Q320;Q2769
Law--England--Sources--Early works to 1800,a--z--v--v,0,,Law;England;Sources;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1423900;http://id.worldcat.org/fast/1411636,Q4186;Q320;Q2769;Q300
Law--England--Sources--Early works to 1800.,a--z--v--v,0,,Law;England;Sources;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1423900;http://id.worldcat.org/fast/1411636,Q4186;Q320;Q2769;Q300
Law--France--15th century,a--z--y,0,,Law;France;Fifteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q4186;Q152;Q154
Law--France--Methodology--History--Early works to 1800,a--z--x--x--v,0,,Law;France;Methodology;History,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1018722;http://id.worldcat.org/fast/958235,Q4186;Q152;Q38981;Q6879
Law--France--Normandy--Early works to 1800,a--z--z--v,0,,Law;France--Normandy;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1210709;http://id.worldcat.org/fast/1411636,Q4186;Q4153;Q300
Law--Germany (Middle Ages),a--z,0,,Law;Germany;Middle Ages;843-1517,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1020301;http://id.worldcat.org/fast/1355975,Q4186;Q3032;Q39011;Q68033
Law--Germany--Bavaria--Early works to 1800,a--z--z--v,0,,Law;Germany--Bavaria;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1211843;http://id.worldcat.org/fast/1411636,Q4186;Q4855;Q300
Law--Germany--Bavaria--History--To 1500,a--z--z--x--y,0,,Law;Germany--Bavaria;History,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1211843;http://id.worldcat.org/fast/958235,Q4186;Q4855;Q6879
Law--Great Britain,a--z,0,http://id.loc.gov/authorities/subjects/sh85075163,Law;Great Britain,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204623,Q4186;Q179
Law--History--Early works to 1800,a--x--v,0,,Law;History;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q4186;Q6879;Q300
Law--Iceland,a--z,0,,Law;Iceland,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1210572,Q4186;Q38461
Law--Interpretation and construction,a--x,0,,Law--Interpretation and construction,http://id.worldcat.org/fast/993756,Q67193
Law--Italy--Città di Castello,a--z--z,0,,Law;Italy--Città di Castello,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204564,Q4186;Q7668
Law--Italy--Città di Castello.,a--z--z,0,,Law;Italy--Città di Castello,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204564,Q4186;Q7668
Law--Italy--History,a--z--x,0,http://id.loc.gov/authorities/subjects/sh2008106786,Law;Italy;History,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235,Q4186;Q249;Q6879
Law--Italy--History.,a--z--x,0,http://id.loc.gov/authorities/subjects/sh2008106786,Law;Italy;History,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235,Q4186;Q249;Q6879
Law--Italy--History--16th century--Sources,a--z--x--y--x,0,,Law;Italy;History;Sixteenth century;Sources,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q4186;Q249;Q6879;Q335;Q2769
Law--Italy--History--16th century--Sources.,a--z--x--y--x,0,,Law;Italy;History;Sixteenth century;Sources,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q4186;Q249;Q6879;Q335;Q2769
Law--Italy--Livorno,a--z--z,0,,Law;Italy--Livorno,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1206206,Q4186;Q3073
Law--Italy--Livorno.,a--z--z,0,,Law;Italy--Livorno,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1206206,Q4186;Q3073
Law--Italy--Mantua--15th century,a--z--z--y,0,,Law;Italy--Mantua;Fifteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/923962,Q4186;Q2779;Q154
Law--Italy--Mantua--15th century.,a--z--z--y,0,,Law;Italy--Mantua;Fifteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/923962,Q4186;Q2779;Q154
Law--Italy--Manuscripts,a--z--x,0,,Law;Italy;Manuscripts,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1008230,Q4186;Q249;Q38609
Law--Italy--Naples (Kingdom)--Early works to 1800,a--z--z--v,0,,Law;Italy;Naples (Kingdom);Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1205419;http://id.worldcat.org/fast/1411636,Q4186;Q249;Q4284;Q300
Law--Italy--Naples (Kingdom)--Early works to 1800.,a--z--z--v,0,,Law;Italy;Naples (Kingdom);Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1205419;http://id.worldcat.org/fast/1411636,Q4186;Q249;Q4284;Q300
Law--Italy--Reggio Emilia,a--z--z,0,,Law;Italy--Reggio Emilia,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204878,Q4186;Q6884
Law--Italy--Reggio Emilia.,a--z--z,0,,Law;Italy--Reggio Emilia,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204878,Q4186;Q6884
Law--Italy--Venice,a--z--z,0,,Law;Italy--Venice,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204473,Q4186;Q2814
Law--Italy--Venice.,a--z--z,0,,Law;Italy--Venice,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204473,Q4186;Q2814
Law--Italy--Venice (Republic : To 1797)--Sources,a--z--z--v,0,,Law;Italy--Venice;Sources,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204473;http://id.worldcat.org/fast/1423900,Q4186;Q2814;Q2769
Law--Jerusalem (Latin Kingdom),a--z,0,,Law;Middle East--Jerusalem (Latin Kingdom),http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1265802,Q4186;Q7108
Law--Jerusalem (Latin Kingdom).,a--z,0,,Law;Middle East--Jerusalem (Latin Kingdom),http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1265802,Q4186;Q7108
Law--Netherlands--Drenthe--Early works to 1800,a--z--z--v,0,,Law;Netherlands--Drenthe;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1205603;http://id.worldcat.org/fast/1411636,Q4186;Q8008;Q300
Law--Netherlands--Drenthe--Early works to 1800.,a--z--z--v,0,,Law;Netherlands--Drenthe;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1205603;http://id.worldcat.org/fast/1411636,Q4186;Q8008;Q300
Law--Netherlands--Overijssel--Early works to 1800,a--z--z--v,0,,Law;Netherlands--Overijssel;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204296;http://id.worldcat.org/fast/1411636,Q4186;Q8020;Q300
Law--Netherlands--Overijssel--Early works to 1800.,a--z--z--v,0,,Law;Netherlands--Overijssel;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204296;http://id.worldcat.org/fast/1411636,Q4186;Q8020;Q300
"Law reports, digests, etc.--England--Early works to 1800",a--z--v,0,,"Law reports, digests, etc.;England;Early works",http://id.worldcat.org/fast/994106;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636,Q38982;Q320;Q300
Law--Spain,a--z,0,http://id.loc.gov/authorities/subjects/sh85075188,Law;Spain,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204303,Q4186;Q343
Law--Spain.,a--z,0,http://id.loc.gov/authorities/subjects/sh85075188,Law;Spain,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204303,Q4186;Q343
Law--Spain--16th century,a--z--y,0,,Law;Spain;Sixteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1119851,Q4186;Q343;Q335
Law--Spain--16th century.,a--z--y,0,,Law;Spain;Sixteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1119851,Q4186;Q343;Q335
Law--Spain--Colonies,a--z--x,0,,Law;Spain;Colonies,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/868456,Q4186;Q343;Q6839
Law--Spain--Colonies--America--History--16th century--Sources,a--z--x--z--x--y--v,0,,Law;Spain;Colonies;America;History;Sixteenth century;Sources,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/868456;http://id.worldcat.org/fast/1239786;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q4186;Q343;Q6839;Q6860;Q6879;Q335;Q2769
Law--Spain--Colonies--America--History--Sources,a--z--x--z--x--v,0,,Law;Spain;Colonies;America;History;Sources,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/868456;http://id.worldcat.org/fast/1239786;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q4186;Q343;Q6839;Q6860;Q6879;Q2769
Laws--Spain--Guadalajara,a--z--z,0,,Law;Spain--Guadalajara,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1206619,Q4186;Q68037
Law--Switzerland,a--z,0,http://id.loc.gov/authorities/subjects/sh85075191,Law;Switzerland,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1205401,Q4186;Q4281
Law--Switzerland.,a--z,0,http://id.loc.gov/authorities/subjects/sh85075191,Law;Switzerland,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1205401,Q4186;Q4281
Lawyers,a,fast,(OCoLC)fst00994346,Lawyers,http://id.worldcat.org/fast/994346,Q6881
Lawyers,a,fast,,Lawyers,http://id.worldcat.org/fast/994346,Q6881
Lawyers,a,fast,http://id.worldcat.org/fast/994346,Lawyers,http://id.worldcat.org/fast/994346,Q6881
Lawyers.,a,fast,http://id.worldcat.org/fast/994346,Lawyers,http://id.worldcat.org/fast/994346,Q6881
Lawyers--Early works to 1800,a--v,0,,Lawyers;Early works,http://id.worldcat.org/fast/994346;http://id.worldcat.org/fast/1411636,Q6881;Q300
"Lawyers--Handbooks, manuals, etc",a--v,0,http://id.loc.gov/authorities/subjects/sh85075357,Lawyers;Handbooks and manuals,http://id.worldcat.org/fast/994346;http://id.worldcat.org/fast/1423877,Q6881;Q212
Lawyers--Italy--Florence--History--16th century,a--z--z--x--y,0,,Lawyers;Italy--Florence;History,http://id.worldcat.org/fast/994346;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235,Q6881;Q3604;Q6879
Lawyers--Italy--Florence--History--16th century.,a--z--z--x--y,0,,Lawyers;Italy--Florence;History,http://id.worldcat.org/fast/994346;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235,Q6881;Q3604;Q6879
Laylat al-Barāʼah--Early works to 1800,a--v,0,,Laylat al-Barāʼah;Early works,http://id.worldcat.org/fast/994486;http://id.worldcat.org/fast/1411636,Q11389;Q300
Laylat al-Barāʼah--Early works to 1800.,a--v,0,,Laylat al-Barāʼah;Early works,http://id.worldcat.org/fast/994486;http://id.worldcat.org/fast/1411636,Q11389;Q300
Laylat al-Barāʾah,a,0,http://id.loc.gov/authorities/subjects/sh85075399,Laylat al-Barāʼah,http://id.worldcat.org/fast/994486,Q11389
Laylat al-Qadr,a,fast,(OCoLC)fst00994489,Laylat al-Qadr,http://id.worldcat.org/fast/994489,Q64164
Laylat al-Qadr,a,0,http://id.loc.gov/authorities/subjects/sh85075402,Laylat al-Qadr,http://id.worldcat.org/fast/994489,Q64164
Laylat al-Qadr--Early works to 1800,a--v,0,,Laylat al-Qadr;Early works,http://id.worldcat.org/fast/994489;http://id.worldcat.org/fast/1411636,Q64164;Q300
Lead industry and trade,a,fast,http://id.worldcat.org/fast/994639,Lead industry and trade,http://id.worldcat.org/fast/994639,Q76472
Lead industry and trade--Egypt--History--To 1500,a--z--x--y,0,,Lead industry and trade;Egypt;History,http://id.worldcat.org/fast/994639;http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235,Q76472;Q11259;Q6879
Learning,a,fast,(OCoLC)fst00994826,Learning,http://id.worldcat.org/fast/994826,Q68095
Learning and scholarship,a,fast,http://id.worldcat.org/fast/994857,Learning and scholarship,http://id.worldcat.org/fast/994857,Q3591
Learning and scholarship.,a,fast,http://id.worldcat.org/fast/994857,Learning and scholarship,http://id.worldcat.org/fast/994857,Q3591
Learning and scholarship--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008106875,Learning and scholarship;Early works,http://id.worldcat.org/fast/994857;http://id.worldcat.org/fast/1411636,Q3591;Q300
Learning and scholarship--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008106875,Learning and scholarship;Early works,http://id.worldcat.org/fast/994857;http://id.worldcat.org/fast/1411636,Q3591;Q300
"Learning and scholarship--History--Medieval, 500-1500",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85075531,Learning and scholarship;History;500-1500,http://id.worldcat.org/fast/994857;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355938,Q3591;Q6879;Q4252
"Learning and scholarship--History--Medieval, 500-1500.",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85075531,Learning and scholarship;History;500-1500,http://id.worldcat.org/fast/994857;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355938,Q3591;Q6879;Q4252
Learning--Early works to 1800,a--v,0,,Learning;Early works,http://id.worldcat.org/fast/994826;http://id.worldcat.org/fast/1411636,Q68095;Q300
Leases,a,fast,http://id.worldcat.org/fast/fst00995047,Leases,http://id.worldcat.org/fast/995047,Q26980
Leases (Islamic law),a,0,http://id.loc.gov/authorities/subjects/sh85075559,Leases (Islamic law),http://id.worldcat.org/fast/995068,Q27306
Leases--Belgium,a--z,0,,Leases;Belgium,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1210278,Q26980;Q16301
Leases--England--17th century,a--z--y,0,,Leases;England;Seventeenth century,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1113663,Q26980;Q320;Q2771
Leases--France--History--14th century,a--z--x--y,0,,Leases;France;History;Fourteenth century,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420,Q26980;Q152;Q6879;Q295
Leases--France--Marmande--History--16th century--Sources,a--z--z--x--y--v,0,,Leases;France--Marmande;History;Sixteenth century;Sources,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1264173;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q26980;Q67001;Q6879;Q335;Q2769
Leases--France--Troyes (Bailliage)--History--16th century,a--z--z--x--y,0,,Leases;France--Troyes (Bailliage);History;Sixteenth century,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1332716;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q26980;Q66981;Q6879;Q335
Leases--Portugal--Ajuda--History--16th century--Sources,a--z--z--x--y--v,0,,Leases;Portugal;History;Sixteenth century;Sources,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1208476;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q26980;Q7091;Q6879;Q335;Q2769
Leases--Spain--Early works to 1800,a--z--v,0,,Leases;Spain;Early works,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636,Q26980;Q343;Q300
Leases--Spain--Toledo,a--z--z,0,,Leases;Spain--Toledo,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1204571,Q26980;Q7141
Lebanon,a,fast,(OCoLC)fst01206063,Lebanon,http://id.worldcat.org/fast/1206063,Q11205
Lebanon.,a,fast,(OCoLC)fst01206063,Lebanon,http://id.worldcat.org/fast/1206063,Q11205
Lebanon--Dayr al-Qamar,a--z,fast,,Lebanon--Dayr al-Qamar,http://id.worldcat.org/fast/1248807,Q110380
Lebanon--Description and travel--Early works to 1800,a--x--v,0,,Lebanon;Voyages and travels;Early works,http://id.worldcat.org/fast/1206063;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636,Q11205;Q3600;Q300
Lebanon--Description and travel--Early works to 1800.,a--x--v,0,,Lebanon;Voyages and travels;Early works,http://id.worldcat.org/fast/1206063;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636,Q11205;Q3600;Q300
Lebanon--History--1516-1918,a--x--y,0,,Lebanon;History,http://id.worldcat.org/fast/1206063;http://id.worldcat.org/fast/958235,Q11205;Q6879
Lebanon--History--Early works to 1800,a--x--v,0,,Lebanon;History;Early works,http://id.worldcat.org/fast/1206063;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11205;Q6879;Q300
Lectionaries,,ds-subject,,Lectionaries,http://id.worldcat.org/fast/995270,Q4239
