subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value,authorized_label_add,structured_value_add
"Botany, Medical--Early works to 1800.",a--v,0,http://id.loc.gov/authorities/subjects/sh2007102110,"Botany, Medical;Early works",http://id.worldcat.org/fast/836961;http://id.worldcat.org/fast/1411636,,
Botany.,a,fast,http://id.worldcat.org/fast/836869,Botany,http://id.worldcat.org/fast/836869,,
Botany--Pictorial works--Early works to 1800.,a--v--v,0,,Botany;Pictorial works;Early works,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1411636,,
Botany--Pre-Linnean works.,a--v,0,http://id.loc.gov/authorities/subjects/sh85015997,Botany,http://id.worldcat.org/fast/836869,,
Bread.,a,fast,http://id.worldcat.org/fast/1198482,Bread,http://id.worldcat.org/fast/1198482,,
Bread--England--Early works to 1800.,a--z--v,0,,Bread;England;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636,,
Bread--France--Early works to 1800.,a--z--v,0,,Bread;France;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636,,
Brescia (Italy)--History--15th century--Economic aspects.,a--x--y--x,0,,Italy--Brescia;History;Fifteenth century,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,,
Brescia (Italy)--History--16th century--Economic aspects.,a--x--y--x,0,,Italy--Brescia;History;Sixteenth century,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
Brescia (Italy)--Politics and government.,a--x,0,,Italy--Brescia;Politics and government,http://id.worldcat.org/fast/1204883;http://id.worldcat.org/fast/1919741,,
Breviaries.,a,fast,http://id.worldcat.org/fast/838495,Breviaries,http://id.worldcat.org/fast/838495,,
Breviaries--Specimens.,a--v,0,,Breviaries;Specimens,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423861,,
Breviaries--Texts--Early works to 1800.,a--v--v,0,,Breviaries;Texts;Early works,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,,
Bridles.,a,fast,http://id.worldcat.org/fast/838967,Bridles,http://id.worldcat.org/fast/838967,,
Bridles--Early works to 1800.,a--v,0,,Bridles;Early works,http://id.worldcat.org/fast/838967;http://id.worldcat.org/fast/1411636,,
British.,a,fast,http://id.worldcat.org/fast/839044,British,http://id.worldcat.org/fast/839044,,
British--Ireland--History--16th century.,a--z--x--y,0,http://id.loc.gov/authorities/subjects/sh2009117616,British;Ireland;History;Sixteenth century,http://id.worldcat.org/fast/839044;http://id.worldcat.org/fast/1205427;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
Brondolo (Italy),a,0,http://id.loc.gov/authorities/names/n86047168,Italy--Brondolo,http://id.worldcat.org/fast/1238730,,
Buildings.,a,fast,http://id.worldcat.org/fast/840962,Buildings,http://id.worldcat.org/fast/840962,,
Buildings--Italy--Verona.,a--z--z,0,,Buildings;Italy--Verona,http://id.worldcat.org/fast/840962;http://id.worldcat.org/fast/1204568,,
"Bulls, Papal.",a,0,http://id.loc.gov/authorities/subjects/sh85017972,Papal documents,http://id.worldcat.org/fast/1423838,,
"Bulls, Papal.",a,fast,http://id.worldcat.org/fast/841552,Papal documents,http://id.worldcat.org/fast/1423838,,
"Bulls, Papal--Early works to 1800.",a--v,0,,Papal documents;Early works,http://id.worldcat.org/fast/1423838;http://id.worldcat.org/fast/1411636,,
"Bulls, Papal--Specimens.",a--v,0,,Papal documents;Specimens,http://id.worldcat.org/fast/1423838;http://id.worldcat.org/fast/1423861,,
Burgos (Spain : Province),a,0,http://id.loc.gov/authorities/names/n80001092,Spain--Burgos (Province),http://id.worldcat.org/fast/1330567,,
Burgundy (County)--History--14th century.,a--x--y,0,,France--Burgundy (County);History;Fourteenth century,http://id.worldcat.org/fast/1223900;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420,,
"Burgundy (France)--History--House of Valois, 1363-1477.",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85018078,France--Burgundy;History,http://id.worldcat.org/fast/1206081;http://id.worldcat.org/fast/958235,,
Business ethics--Early works to 1800.,a--v,0,,,,Business ethics;Early works,http://id.worldcat.org/fast/842675;http://id.worldcat.org/fast/1411636
Business mathematics.,a,fast,http://id.worldcat.org/fast/842780,Business mathematics,http://id.worldcat.org/fast/842780,,
Business mathematics--Early works to 1800.,a--v,0,,Business mathematics;Early works,http://id.worldcat.org/fast/842780;http://id.worldcat.org/fast/1411636,,
Byzantine Empire.,a,fast,http://id.worldcat.org/fast/1209292,Byzantine Empire,http://id.worldcat.org/fast/1209292,,
Byzantine Empire--History.,a--x,0,http://id.loc.gov/authorities/subjects/sh85018483,Byzantine Empire;History,http://id.worldcat.org/fast/1209292;http://id.worldcat.org/fast/958235,,
Byzantine literature.,a,0,http://id.loc.gov/authorities/subjects/sh85018527,Byzantine literature,http://id.worldcat.org/fast/843235,,
Byzantine literature.,a,fast,http://id.worldcat.org/fast/843235,Byzantine literature,http://id.worldcat.org/fast/843235,,
Cabala.,a,fast,http://id.worldcat.org/fast/843481,Cabala,http://id.worldcat.org/fast/843481,,
Cabala--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008100001,Cabala;Early works,http://id.worldcat.org/fast/843481;http://id.worldcat.org/fast/1411636,,
Caen (France),a,0,http://id.loc.gov/authorities/names/n80001213,France--Caen,http://id.worldcat.org/fast/1207313,,
Caen (France)--History--Economic conditions--14th century.,a--x--x--y,0,,France--Caen;History;Economic conditions;Fourteenth century,http://id.worldcat.org/fast/1207313;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1919582;http://id.worldcat.org/fast/933420,,
Cahors (France),a,0,http://id.loc.gov/authorities/names/n81071971,France--Cahors,http://id.worldcat.org/fast/1214020,,
Calendar.,a,fast,http://id.worldcat.org/fast/844160,Calendar,http://id.worldcat.org/fast/844160,,
Calendar--Armenia--Early works to 1800.,a--z--v,0,,Calendar;Armenia;Early works,http://id.worldcat.org/fast/844160;http://id.worldcat.org/fast/1206470;http://id.worldcat.org/fast/1411636,,
Cancon (France)--Economic conditions--15th century.,a--x--y,0,,Economic conditions;Fifteenth century,http://id.worldcat.org/fast/1919582;http://id.worldcat.org/fast/923962,,
Cancon (France)--Social conditions--15th century.,a--x--y,0,,Social conditions;Fifteenth century,http://id.worldcat.org/fast/1919811;http://id.worldcat.org/fast/923962,,
Canonists.,a,fast,http://id.worldcat.org/fast/845942,Canonists,http://id.worldcat.org/fast/845942,,
Canonists--Early works to 1800.,a--v,0,,Canonists;Early works,http://id.worldcat.org/fast/845942;http://id.worldcat.org/fast/1411636,,
Canon law.,a,fast,http://id.worldcat.org/fast/845910,Canon law,http://id.worldcat.org/fast/845910,,
Canon law.,a,0,http://id.loc.gov/authorities/subjects/sh85019646,Canon law,http://id.worldcat.org/fast/845910,,
Canon law--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008100063,Canon law;Early works,http://id.worldcat.org/fast/845910;http://id.worldcat.org/fast/1411636,,
"Canon law--Handbooks, manuals, etc.--Early works to 1800.",a--v--v,0,,Canon law;Handbooks and manuals;Early works,http://id.worldcat.org/fast/845910;http://id.worldcat.org/fast/1423877;http://id.worldcat.org/fast/1411636,,
Canticles.,a,fast,http://id.worldcat.org/fast/846126,Canticles,http://id.worldcat.org/fast/846126,,
Canticles.,a,0,http://id.loc.gov/authorities/subjects/sh85019809,Canticles,http://id.worldcat.org/fast/846126,,
Capranica (Italy),a,0,http://id.loc.gov/authorities/names/n00005729,Italy--Capranica,http://id.worldcat.org/fast/1291418,,
Cardinals--Biography--Early works to 1800.,a--x--v,0,,,,Cardinals--Biography;Biographies;Early works,http://id.worldcat.org/fast/847098;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
Cardinal virtues.,a,fast,http://id.worldcat.org/fast/847092,Cardinal virtues,http://id.worldcat.org/fast/847092,,
Cardinal virtues--Early works to 1800.,a--v,0,,Cardinal virtues;Early works,http://id.worldcat.org/fast/847092;http://id.worldcat.org/fast/1411636,,
Cartularies.,a,fast,http://id.worldcat.org/fast/848097,Cartularies,http://id.worldcat.org/fast/848097,,
Cartularies.,a,0,,Cartularies,http://id.worldcat.org/fast/848097,,
Cartularies--Specimens.,a--v,0,,Cartularies;Specimens,http://id.worldcat.org/fast/848097;http://id.worldcat.org/fast/1423861,,
Caserta (Italy)--History--16th century.,a--x--y,0,,Italy--Caserta;History;Sixteenth century,http://id.worldcat.org/fast/1206468;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
Castelfranco di Sotto (Italy),a,0,http://id.loc.gov/authorities/names/nr98038475,Italy--Castelfranco di Sotto,http://id.worldcat.org/fast/1285824,,
"Castello (Florence, Italy)--History--16th century.",a--x--y,0,,Italy--Castello (Florence);History;Sixteenth century,http://id.worldcat.org/fast/1318902;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
Castiglione della Pescaia (Italy)--History.,a--x,0,,Italy--Castiglione della Pescaia;History,http://id.worldcat.org/fast/1229317;http://id.worldcat.org/fast/958235,,
"Castile (Spain)--History--Henry IV, 1454-1474.",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85020687,Spain--Castile;History;1454-1474,http://id.worldcat.org/fast/1244238;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355543,,
Castino (Italy)--History.,a--x,0,,History,http://id.worldcat.org/fast/958235,,
Castino (Italy)--Politics and government.,a--x,0,,Politics and government,http://id.worldcat.org/fast/1919741,,
Castino (Italy)--Statutes.,a--x,0,,Statutes,http://id.worldcat.org/fast/1132185,,
Castles.,a,fast,http://id.worldcat.org/fast/848428,Castles,http://id.worldcat.org/fast/848428,,
Castles--France.,a--z,0,http://id.loc.gov/authorities/subjects/sh85020712,Castles;France,http://id.worldcat.org/fast/848428;http://id.worldcat.org/fast/1204289,,
"Castres (Tarn, France)",a,0,http://id.loc.gov/authorities/names/n50058601,France--Castres (Tarn),http://id.worldcat.org/fast/1312058,,
"Catalonia (Spain)--Charters, grants, privileges--12th century.",a--x--y,0,,Spain--Catalonia;Twelfth century,http://id.worldcat.org/fast/1206043;http://id.worldcat.org/fast/1159791,,
Catalonia (Spain)--Church history.,a--x,0,,Spain--Catalonia;Church history,http://id.worldcat.org/fast/1206043;http://id.worldcat.org/fast/1411629,,
Catalonia (Spain)--Economic conditions.,a--x,0,http://id.loc.gov/authorities/subjects/sh2008114599,Spain--Catalonia;Economic conditions,http://id.worldcat.org/fast/1206043;http://id.worldcat.org/fast/1919582,,
Categories (Philosophy)--Early works to 1800.,a--v,0,,,,Categories (Philosophy);Early works,http://id.worldcat.org/fast/849003;http://id.worldcat.org/fast/1411636
"Censures, Ecclesiastical.",a,fast,http://id.worldcat.org/fast/850585,"Censures, Ecclesiastical",http://id.worldcat.org/fast/850585,,
"Censures, Ecclesiastical.",a,0,http://id.loc.gov/authorities/subjects/sh85021831,"Censures, Ecclesiastical",http://id.worldcat.org/fast/850585,,
Cesena (Italy)--History.,a--x,0,,Italy--Cesena;History,http://id.worldcat.org/fast/1205413;http://id.worldcat.org/fast/958235,,
Charters.,a,fast,http://id.worldcat.org/fast/852538,Charters,http://id.worldcat.org/fast/852538,,
Charters--Specimens.,a--v,0,,Charters;Specimens,http://id.worldcat.org/fast/852538;http://id.worldcat.org/fast/1423861,,
"Châtenois (Bas-Rhin, France)--History--Sources.",a--x--v,0,,France--Châtenois (Bas-Rhin);History;Sources,http://id.worldcat.org/fast/1312521;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,,
Châtillon (Italy),a,0,http://id.loc.gov/authorities/names/n90705018,Italy--Châtillon,http://id.worldcat.org/fast/1256391,,
Chemistry.,a,fast,http://id.worldcat.org/fast/853344,Chemistry,http://id.worldcat.org/fast/853344,,
Chemistry--History.,a--x,0,http://id.loc.gov/authorities/subjects/sh85022997,Chemistry;History,http://id.worldcat.org/fast/853344;http://id.worldcat.org/fast/958235,,
Chemistry--History--Early works to 1800.,a--x--v,0,,Chemistry;History;Early works,http://id.worldcat.org/fast/853344;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,,
Cheshire (England)--History--15th century.,a--x--y,0,,England--Cheshire;History;Fifteenth century,http://id.worldcat.org/fast/1211757;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,,
Chess.,a,fast,http://id.worldcat.org/fast/853777,Chess,http://id.worldcat.org/fast/853777,,
Chess--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2009118886,Chess;Early works,http://id.worldcat.org/fast/853777;http://id.worldcat.org/fast/1411636,,
Chess in art.,a,fast,http://id.worldcat.org/fast/853807,Chess in art,http://id.worldcat.org/fast/853807,,
Chess in art.,a,0,http://id.loc.gov/authorities/subjects/sh96012287,Chess in art,http://id.worldcat.org/fast/853807,,
Chieti (Italy)--History--16th century.,a--x--y,0,,Italy--Chieti;History;Sixteenth century,http://id.worldcat.org/fast/1210815;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
Childhood of Jesus Christ.,a,fast,http://id.worldcat.org/fast/1352277,Childhood of Jesus Christ,http://id.worldcat.org/fast/1352277,,
Children.,a,fast,http://id.worldcat.org/fast/854835,Children,http://id.worldcat.org/fast/854835,,
Chiusi (Italy)--History--16th century.,a--x--y,0,,Italy--Chiusi;History;Sixteenth century,http://id.worldcat.org/fast/1220427;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
Chivalry.,a,fast,http://id.worldcat.org/fast/858006,Chivalry,http://id.worldcat.org/fast/858006,,
Chivalry--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2009119374,Chivalry;Early works,http://id.worldcat.org/fast/858006;http://id.worldcat.org/fast/1411636,,
Christian ethics.,a,fast,http://id.worldcat.org/fast/859107,Christian ethics,http://id.worldcat.org/fast/859107,,
Christian ethics--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008100649,Christian ethics;Early works,http://id.worldcat.org/fast/859107;http://id.worldcat.org/fast/1411636,,
"Christian ethics--History--Middle Ages, 600-1500.",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85025088,Christian ethics;History;500-1500,http://id.worldcat.org/fast/859107;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355938,,
Christian hagiography.,a,fast,http://id.worldcat.org/fast/859164,Christian hagiography,http://id.worldcat.org/fast/859164,,
Christian hagiography.,a,0,http://id.loc.gov/authorities/subjects/sh85025092,Christian hagiography,http://id.worldcat.org/fast/859164,,
Christian hagiography--Early works to 1800.,a--v,0,,Christian hagiography;Early works,http://id.worldcat.org/fast/859164;http://id.worldcat.org/fast/1411636,,
Christian heresies.,a,0,http://id.loc.gov/authorities/subjects/sh85060376,Christian heresies,http://id.worldcat.org/fast/1727964,,
Christian heresies.,a,fast,http://id.worldcat.org/fast/1727964,Christian heresies,http://id.worldcat.org/fast/1727964,,
"Christian heresies--Early church, ca. 30-600.",a--y,0,,Christian heresies;30-600,http://id.worldcat.org/fast/1727964;http://id.worldcat.org/fast/1355906,,
Christian heresies--Early works to 1800.,a--v,0,,Christian heresies;Early works,http://id.worldcat.org/fast/1727964;http://id.worldcat.org/fast/1411636,,
"Christian heresies--History--Middle Ages, 600-1500.",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85060379,Christian heresies;History;500-1500,http://id.worldcat.org/fast/1727964;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355938,,
Christian heretics.,a,fast,http://id.worldcat.org/fast/1727965,Christian heretics,http://id.worldcat.org/fast/1727965,,
Christian heretics--Early works to 1800.,a--v,0,,Christian heretics;Early works,http://id.worldcat.org/fast/1727965;http://id.worldcat.org/fast/1411636,,
Christian heretics--Poland--History.,a--z--x,0,,Christian heretics;Poland;History,http://id.worldcat.org/fast/1727965;http://id.worldcat.org/fast/1206891;http://id.worldcat.org/fast/958235,,
Christianity.,a,fast,http://id.worldcat.org/fast/859599,Christianity,http://id.worldcat.org/fast/859599,,
Christianity and antisemitism.,a,fast,http://id.worldcat.org/fast/859644,Christianity and antisemitism,http://id.worldcat.org/fast/859644,,
Christianity and antisemitism--History.,a--x,0,http://id.loc.gov/authorities/subjects/sh2008100725,Christianity and antisemitism;History,http://id.worldcat.org/fast/859644;http://id.worldcat.org/fast/958235,,
Christianity and other religions.,a,fast,http://id.worldcat.org/fast/859685,Christianity and other religions,http://id.worldcat.org/fast/859685,,
Christianity and other religions--Judaism.,a--x,0,http://id.loc.gov/authorities/subjects/sh85025268,Christianity and other religions;Judaism,http://id.worldcat.org/fast/859685;http://id.worldcat.org/fast/984280,,
Christianity and other religions--Judaism--Early works to 1800.,a--x--v,0,,Christianity and other religions;Judaism;Early works,http://id.worldcat.org/fast/859685;http://id.worldcat.org/fast/984280;http://id.worldcat.org/fast/1411636,,
Christianity and other religions--Roman.,a--x,0,http://id.loc.gov/authorities/subjects/sh85025274,Christianity and other religions,http://id.worldcat.org/fast/859685,,
Christianity--Early works to 1800.,a--v,0,,,,Christianity;Early works,http://id.worldcat.org/fast/859599;http://id.worldcat.org/fast/1411636
Christian legends.,a,0,http://id.loc.gov/authorities/subjects/sh85075787,Christian legends,http://id.worldcat.org/fast/1727967,,
Christian legends.,a,fast,http://id.worldcat.org/fast/1727967,Christian legends,http://id.worldcat.org/fast/1727967,,
