title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Meteorologica,,,,Meteorologica
Michele Chiari power of attorney,,,,Power of attorney
Michele di Fidanza power of attorney,,,,Power of attorney
Michele di Niccolò deed,,,,Deed
"Milke and hony, or a miscellanious collation of many Christian experiences, sayinges contentes and severall pleases =places of scripturs improved",,,,"Milk and Honey;or, a Miscellaneous Collation of Many Christian Experiences, Sayings, Sentences, and Several Places of Scripture Improved"
Miniato di Cimatore and Antonio dei Biffoli power of attorney,,,,Power of attorney
Miracles of the Virgin,,,,Miracles of the Virgin
Miracoli e leggende,,,,Religious miscellany
Miscellanea storica di Guastalla,,,,Historical miscellany
Miscellaneous manuscripts,,,,Miscellany
Miscellaneous manuscripts (Large),,,,Miscellany
Miscellaneous manuscripts (Large),,Bible.,,Bible
Miscellaneous manuscripts (Large),,Missal.,,Missal
Miscellaneous manuscripts (Large),,In Evangelium Iohannis tractatus.,,In Evangelium Iohannis tractatus
"Miscellaneous manuscripts, (Large)",,,,Miscellany
Miscellany,,,,Miscellany
Miscellany of religious verse and prose,,,,Religious miscellany
Miscellany of religious works,,,,Religious miscellany
Miscellany of scientific treatises,,,,Scientific miscellany
Miscellany of theological and devotional works,,,,Religious miscellany
"Miscellany of theological, devotional and liturgical works",,,,Religious miscellany
"Miscellany of works on Catholic doctrine, canon law and religious life",,,,Religious miscellany
Missal,,,,Missal
Missal for Dominican use,,,,Missal
Missal leaf,,,,Missal
"Missal, noted",,,,Missal
Missale,,,,Missal
Missale estivalis quem comparavit Johannes laicus de rastorf quondam mrg’ coq’ne felicis memorie qui obit in vigilia s. margarethe ac cuius anniversarium datur dominis xxx solidi annuatim ad caritatem.,,,,Missal
Monticchiello notarial document,,,,Notarial documents
Moralia in Job,,,,Moralia in Job
Morte dell'Illustrissimo Signor Troilo Savelli,,,,Morte dell'Illustrissimo Signor Troilo Savelli
Mughnī al-labīb,مغني اللبيب.,Mughnī al-labīb ʻan kutub al-aʻārīb,مغني اللبيب عن كتب الاعاريب,Mughnī al-labīb ʻan kutub al-aʻārīb
Mystical miscellany,,,,Religious miscellany
Naples legal document,,,,Legal documents
Nastasia Falcucci power of attorney,,,,Power of attorney
Naturalis Historia,,,,Naturalis Historia
Nepo Brunelleschi power of attorney,,,,Power of attorney
New Testament in the translation of John Wycliffe,,Bible.,,Bible
Niccolò de Marignis power of attorney,,,,Power of attorney
Nicola Antonio Marini deed,,,,Deed
Nicola di Primo deed,,,,Deed
Nicolaccio de' Mignanellis deed,,,,Deed
Nobilis et discretus vir dominus marcuspaulo de veneciis cum xxvi annis continuis,,,,Milione
Nonnina Balducci power of attorney,,,,Power of attorney
Notarial document,,,,Notarial documents
Notarial document concerning sale of horses,,,,Notarial documents
Notarial document excerpt,,,,Notarial documents
Notarial documents,,,,Notarial documents
Notated breviary,,,,Breviary
Noted service book.,,,,Service book
Novum testamentum domini nostri Jesu Christi,,Bible.,,Bible
Observations upon the rise and progress of the late Rebellion against King Charles the First,,,,Observations upon the rise and progress of the late Rebellion against King Charles the First
Oculus sacerdotis,,,,Oculus sacerdotis
Omnes ad praeda venient,,,,Omnes ad praeda venient
Opusculum pulcherrimum de memorie naturalis reparatione,,,,De memorie naturalis reparatione
Oratio,,,,Orationes
Oratio pro se ipso <?>,,,,Orationes
Orationes,,,,Orationes
Orationes including Lucian of Samosata's Scipio,,,,Orationes
Orationes itinerantium,,,,Orationes
Order for peaceable behavior,,,,Order for peaceable behavior
"Ordo ad confitendum de septem peccatibus mortalibus, et de condictionibus ea aggrauantibus, de x preceptis et vii virtutibus. De v sensibus et iii potentiis animae. De vii operibus misericordie corporalibus et sex spiritualibus Incipit prologus",,,,Ordo ad confitendum de septem peccatibus mortalibus
"Oreste e Pylade, a tragedy",,,,Oreste e Pylade
Organon and related texts,,,,Organon
Orthodox liturgical roll fragments,,Liturgy of St. Basil.,,Liturgy of St. Basil
Otia imperialia,,Otia imperialia,,Otia imperialia
Panormia,,,,Panormia
Paolo Bertini power of attorney,,,,Power of attorney
Paolo del Calandra deed of gift,,,,Deed
Paradoxa,,,,Paradoxa
Paschale carmen,,,,Paschale carmen
Pasquillus in aulicos,,,,Pasquillus in aulicos
Passio sancti Blasii ... etc,,,,Passio sancti Blasii
"Passion of Christ and apocryphal stories, including translations from the Nicodemus Gospel",,,,Gospel of Nicodemus
Pattern-book,,,,Pattern-book
"Pattern-book of bridles, bits and straps",,,,Pattern-book
Pattern-books of bridles and harnesses,,,,Pattern-books
Pawilhar,,,,Pawilhar
Penitential Psalms and fifteen Gradula Psalms,,,,Psalter
Peri Hermenias,,,,Periermenias
Periermenias Aristotelis ... etc,,,,Periermenias
Perpetual calendar with Metonic cycle,,,,Calendar
Pesiḳta rabata,פסיקתא רבתא.,Pesikta rabbati.,פסיקתא רבתי.,Pesikta rabbati
Petrino Blassori power of attorney,,,,Power of attorney
Phaedon,,Phaedo.,,Phaedo
Phalaridis Epistolae,,,,Phalaridis Epistolae
Physica,,,,Physics
Piccolomini family land agreement,,,,Family documents
Piero di Binduccio power of attorney,,,,Power of attorney
Pietro Lamberto legal decision,,,,Legal documents
Pietro Parenzi notarial document,,,,Notarial documents
Pietro Partini deed,,,,Deed
Pistoia notarial documents,,,,Notarial documents
Plinii Veronensis de Viris illustribus Liber incipit feliciter. In nomine domini,,,,De Viris illustribus
Poems based on the Seven Penitential Psalms,,,,Poems on the Seven Penitential Psalms
Poems on monastic life,,,,Poetry
"Poems, letters, prose",,,,Poems;Letters
Poesias y obras,,,,Poetry
Poetical miscellany,,,,Poetry
Poetry,,,,Poems
Pontifical,,,,Pontifical
Pontifical and Missal,,,,Pontifical;Missal
Pontifical bifolium,,,,Pontifical
Pope Adrian VI bull,,,,Bull
Pope Alexander VI bull,,,,Bull
Pope Clement VII bull,,,,Bull
Pope Gregory XIII papal brief,,,,Bull
Pope Gregory XIV bull,,,,Bull
Pope Julius II bull,,,,Bull
Pope Leo X bull,,,,Bull
Pope Paul III bull,,,,Bull
Pope Pius III bull,,,,Bull
Porcelii poetae clarissimi et oratoris Ortographia,,,,Orthographia
Portolan atlas,,,,Atlas
Postilla in libro Ecclesiastico,,,,Commentary on Ecclesiastes
Postilla super totam Bibliam,,,,Commentary on the Bible
Power of attorney,,,,Power of attorney
Prayer,,,,Prayers
Prayer book and processional,,,,Prayerbook
Prayerbook,,,,Prayers
Prayers,,,,Prayers
Prayers and commentary,,,,Prayerbook
Prayers and devotional poems,,,,Prayers;devotional poems
Prefaces to martyrologies,,,,Martyrologies
Prenosticatio,,Prognosticatio,,Prognosticatio
Privilegia et documenta de monasterium S. Zenonis aiorii Veronae spectantia ab anno 883 usque ad annum 1533,,,,Privileges
Pro Cluentio,,,,Pro Cluentio
Probi Emilii liber de excellentissimus ducibus exterarum gentium feliciter incipit,,,,De excellentibus ducibus exterarum gentium
Processional,,,,Processional
Processional; Astronomical Text binding fragment,,,,Processional;Astronomy
Prologue to Liber questionum hebraicarum in Genesim,,,,Liber quaestionum Hebraicarum in Genesim
Prologue to the Vitaspatrum Life of Macarius,,,,Life of Macarius
Proprium de tempore ... etc,,,,Proprium de tempore
Pros mathēmatikous ... etc,,,,Pros mathēmatikous
Psalms and Canticles,,,,Psalter;Canticles
Psalter,,,,Psalter
Psalter bifolium,,Bible.,,Bible;Psalter
Psalter for choir use,,,,Psalter
Psalter fragment,,Bible.,,Bible;Psalter
Psalter leaf,,Bible.,,Bible;Psalter
Psalter of the Virgin,,,,Psalter
"Psalter, diurnal",,,,Psalter
"Psalter, ferial",,,,Psalter
Psalterium cum canticis,,,,Psalter
Pupilla oculi,,,,Pupilla oculi
Quadragesimale,,,,Quadragesimale
Questiones logicales ... etc,,,,Questiones logicales
Questiones Super Secundo Sententiarum,,,,Questiones Super Secundo Sententiarum
Questions on Aristotle's Physics,,,,Commentary on Aristotle's Physics
Quinque libri Egesippi nacione Judei de excidio iudeorum,,De bello Judaico.,,De bello Judaico
Quit claim,,,,Quitclaim
Quod unigentius dei filius propter formam servi minor patri dicatur qui informa dei aequalis est patri ex eodem de trinitate libro primo titulo viii.,,,,Unigenitus Dei Filius
Quodlibeta / James of Viterbo ...et al,,,,Quodlibet
Qur'ān leaf,,Qurʼan.,قرآن.,Qurʼan
Quran Leaf,,,,Qurʼan
Quran Leaves,,,,Qurʼan
Qurʼān leaves,,Qurʼan.,قرآن.,Qurʼan
Qurʼān selections and prayers,,Qurʼan.,,Qurʼan
Rabanus de origine rerum,,,,De rerum naturis
Raginamento d'amore /,,,,Ragionamenti d'amore
"Ranulph Higden, Polychronicon Translation by John Trevisa",,,,Polychronicon
Rationale divinorum officiorum,,,,Rationale divinorum officiorum
Rawḍat al-adhhān fī maʻrifat tashrīḥ badan al-insān,روضة الاذهان في معرفة تشريح بدن الانسان.,Tashrīḥ-i Manṣūrī,تشريح منصورى,Tashrīḥ-i Manṣūrī
Rayḥānat murtāḥ min Kitāb Rayḥān al-arwāḥ,,Rayḥān al-arwāḥ,,Rayḥān al-arwāḥ
Receipt,,,,Receipts
Receipt book,,,,Receipts
Recipe against worms,,,,Medicine miscellany
"Recognoyssenssas et fieux novels appertenens al noble Joham de Vernoils, seigneur de Peyrat et conseigneur de Pompinhan an los locs de Pompinhan et de Gresolas",,,,Notarial documents
"Records of agreements between members of the Bragadin family, regarding property and obligations",,,,Family documents
Recueil de diverses recettes médécinales,,,,Medicine miscellany
Re'gime du corps,,,,Régime du corps
Register of writs,,,,Writs
Registrum Alphabeticum super octo libros Ptolomei Incipit feliciter,,,,Registrum Alphabeticum
Registrum aplphabeticum super octo libros Ptolomei,,,,Registrum Alphabeticum
Relazione d'Inghilterra,,,,Relazione d'Inghilterra
Religiosorum status triplex,,,,Religiosorum status triplex
Religious text,,,,Religious text
Renaissance miscellany,,,,Miscellany
Report of a miracle,,,,Miracles
Requesens family papers,,,,Family documents
Requiem Mass and Office for the dead,,,,Office for the dead
Reshut le-nishmat le-Fesah leha-R. Binyamin,רשות לנשמת לפסח לה״ר בנימין.,Siddur (Roman rite).,סידור.,Siddur
Rhetorica ad Herennium,,,,Rhetorica ad Herennium
Rhyming verse,,,,Poems
Ricettario,,,,Recipes
Rime burlesche,,,,Poetry
Rime disperse,,,,Rime disperse
Roman de la Rose,,Roman de la rose,,Roman de la rose
"Roman de Troie, fragment",,Roman de Troie.,,Roman de Troie
Roman-- des sept sages de Rome,,,,Seven sages of Rome
Roman law,,,,Roman law
Rubric: Predictis repetit ut alia addat differentias ponens de gratia et libero arbitrio,,,,Sententiae
Rule,,,,Rules
Rule of Living,,,,Rule of Living
Rules of the Brotherhood of the Archangel Michael,,,,Rules of the Brotherhood of the Archangel Michael
Sacramentary,,,,Sacramentary
Saint's Life,,,,Lives of the Saints
Saints Lives,,,,Lives of the Saints
Saints lives,,,,Lives of the Saints
Saṃkṣepaśārīraka,संक्षेपशारीरक.,Saṅkṣepaśārīraka.,,Saṃkṣepaśārīraka
Saṃkṣepaśārīraka,"संक्षेपशारीरक,",Saṅkṣepaśārīraka.,,Saṃkṣepaśārīraka
Samminiati notarial document excerpts,,,,Notarial documents
Sanctus hieronymus ad nepotianum de modo vivendi sic ait,,,,Epistola ad Nepotianum
Sandra de Bascoli power of attorney,,,,Power of attorney
Sangalletti family accounts,,,,Family documents
Satires,,,,Satires
Sayings,,,,Sayings
Scholastic work,,,,Scholastic work
Scholia in Novem Testamentum,,Bible.,,Bible
School miscellany,,,,School miscellany
Scientific miscellany,,,,Scientific miscellany
Scriptum super Sententiis,,,,Scriptum super Sententiis
Sebastiano Benivieni will,,,,Will
Secreta secretorum (Secrets of Secrets),,,,Secrets of Secrets
Secundum consuetudinem ecclesie yspalensis,,,,Book of hours
Sefer ha-Ḳanon ... etc,,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
Sefer ha-Ḳanon ... etc,,Qānūn fī al-ṭibb.,,Qānūn fī al-ṭibb
Sefer ha-seder ha-ḳaṭan ... etc,,Qānūn fī al-ṭibb.,,Qānūn fī al-ṭibb
Selections from commentaries on Alfīyat Ibn Mālik,,,,Commentaries on Alfīyat Ibn Mālik
Selections from the Ḥadīth,,,,Ḥadīth
Sententia ex Augustino delibitae,,,,Sententiae
Sentenzie,,,,Sententiae
Sentiarium libri quatuor,,,,Sententiae
Sequentiary with commentary,,,,Sequentiary
Sequitur ad complectorium,,,,Ad complectorium
Sequitur invective Alani ad invidum et detractorem,,,,Invectiva ad invidum et detractorem
Sequitur liber octavus lactantii firmani de ira dei ad donatum,,,,De ira Dei
Sermo Beati Bernardi de perfectione monastice discipline,,,,Sermo de perfectione monastice discipline
"Sermo beati bernardi de perfectione monstice discipline Incipit, lege foeliciter",,,,Sermo de perfectione monastice discipline
Sermo Beati Bernardi de regno Christi et diaboli,,,,De regno Christi et diaboli
Sermo beati bernardi de regno christi et diaboli,,,,De regno Christi et diaboli
Sermo de spiritu sancto,,,,Sermo de spiritu sancto
Sermon,,,,Sermons
Sermone,,,,Sermons
Sermones,,,,Sermons
Sermones,,Miscellany,,Sermons
Sermones a cena Domini usque ad vigiliam Paschae,,,,Sermons
Sermones anonymi,,,,Sermons
Sermones de Tempore et de Sanctis; Summa Sermonum (fragment),,,,Sermones de Tempore et de Sanctis;Summa Sermonum
"Sermones de tempore, sanctis et variis causis",,,,Sermons
Sermones de tribus partibus penitencie ... etc,,,,Sermons
Sermones dominicales,,,,Sermons
Sermones dominicales per circulum anni,,,,Sermons
Sermones varii,,,,Sermons
Sermons,,,,Sermons
Sermons and Epistles,,,,Sermons;Epistles
Sermons for the temporale,,,,Sermons for the temporale
"Sermons of Barnardine Ochine of Sena, Godly frutfull and very necessary for all treue Christians translatid owt of Italian into Englishe",,,,Sermons
"Sermon-writing aid, in alphabetical order",,,,Sermons
Sette salmi penitenziali ... etc,,Penitential Psalms.,,Penitential Psalms
Seven petitions of the Lord's Prayer,,,,Seven petitions of the Lord's Prayer
Shah-nameh,,Shāhnāmah,,Shāhnāmah
Shāh Qāsim wa-ghayruhu min taṣānīfih,شاه قاسم وغيره من تصانيفه.,Poems,,Poetry
Shānāmah,,Shānāmah,,Shāhnāmah
Sharḥ al-Mulakhkhaṣ fī al-hayʼah,شرح الملخص في الهيئة.,Sharḥ al-Jaghmīnī,شرح الجغميني,Sharḥ al-Jaghmīnī
Sharḥ Fuṣūl Buqurāṭ. Masāʼil Ḥunayn ibn Isḥāq,شرح فصول بقراط. مسائل حنين بن اسحاق.,Sharḥ Fusūl Ibuqrāṭ,شرح فصول ابقراط,Sharḥ Fusūl Ibuqrāṭ
Sharḥ Jighmīnī fī fann al-hayʼah,شرح جغميني في فن الهيئه.,Sharḥ al-Jaghmīnī,شرح الجغميني,Sharḥ al-Jaghmīnī
Sharḥ-i Nahj al-balāghah,شرح فارسى نهج البلاغه,Sharḥ Nahj al-balāghah.,شرح نهج البلاغة.,Sharḥ-i Nahj al-balāghah
Sharḥ-i Zīj-i Ulugh Bēg,شرح زيج الغ بيگ.,Sharḥ-i Zīj-i jadīd-i Sulṭānī.,شرح زيج جديد سلطانى.,Sharḥ-i Zīj-i jadīd-i Sulṭānī
Shesh kenafayim,,,,Shesh kenafayim
Sidur =,סדור.,Siddur (Italian),,Siddur
Simone di San Miniato will,,,,Will
Sirr al-asrār,سر الاسرار.,Secretum secretorum.,,Secretum secretorum
Six antiphonal vellum leaves,,,,Antiphonary
Somme le roi,,Somme des vices et vertus,,Somme le roi
Sonnets,,,,Sonnets
Spanish Forger illumination,,,,Forgery
Specchio de coscienza,,Omnis mortalium cura.,,Omnis mortalium cura
Speculum ecclesiae sive expositio missae,,,,Expositio missae sive Speculum ecclesiae
"Speculum historiale, Books 25-28",,Speculum historiale.,,Speculum historiale
Speculum monachorum ... etc,,,,Speculum monachorum
Spiritualis philosophia,,,,De anima
Splendor solis oder Sonnen Glantz,,,,Splendor solis
Statuta,,,,Statutes
Statuta Amelie,,,,Statutes
Statuta Angliae,,,,Statuta Angliae
Statuta civitatis Castelli,,,,Statutes
"Statuta communitatis Viglani edita per homines et communitatem dicti loci Viglani, diocesis et capitaneatus Astensis",,,,Statutes
Statuta Ecclesiae Tullensis,,,,Statutes
Statuta et ordinamenta communis et hominum Montis Dolii,,,,Statutes
Statuta nova (New Statutes),,,,New statutes
Statuta sive capitula loci Castini,,,,Statutes
Statuta vetera (Old Statutes),,,,Antiqua statuta
Statuta vetera (Old statutes),,,,Antiqua statuta
Statutes,,,,Statutes
Statutes and constitution of the Ordre de Saint-Michel,,,,Statutes
Statutes and membership lists,,,,Statutes
Statutes and ordinances,,,,Statutes
Statuti del Bosco,,,,Statutes
Statuti della Dogana di Livorno etc,,,,Statutes
Stefano Orlandini power of attorney,,,,Power of attorney
Stephen Langton Interpretation of Hebrew Names of Bible,,,,Interpretationes Hebraicorum nominum
Strozzi family power of attorney,,,,Power of attorney
Summa aurea in quattuor libros sententiarum,,Summa aurea,,Summa aurea
Summa codicis,,,,Summa codicis
Summa contra gentiles,,,,Summa contra gentiles
Summa de casibus conscientiae,,,,Summa de casibus conscientiae
Summa de vitiis,,Summa de vitiis,,Summa de vitiis
Summa dictaminis ...etc,,,,Summa dictaminis
Summa metrica,,,,Summa metrica
Summa totius logicae,,Summa logicae,,Summa logicae
Summary of the Moralia in Job,,,,Moralia in Job
Summer Missale,,,,Missal
Summula de Summa Raymundi,,,,Summa
Summula de summa Raymundi,,,,Summa
Sureties for peaceable behavior,,,,Sureties for peaceable behavior
Susanna family ledger,,,,Family documents
Synonyma,,,,Synonyma
Table of Contents,,,,Table of contents
Tabulae directionum et profectionum,,,,Tabulae directionum et profectionum
Tabule illustrissimi principis regis alfonsii ... etc,,Alphonsine Tables.,,Alphonsine tables
Taddea Salamon will,,,,Will
Tanbīh al-ghāfilīn,,,,Tanbīh al-ghāfilīn
Tanbīh al-ghāfilīn wa-īḍāḥ sabīl al-murshidīn,تنبيه الغافلين وايضاح سبيل المرشدين.,Tanbīh al-ghāfilīn.,تنبيه الغافلين.,Tanbīh al-ghāfilīn
Tattvaviveka,"तत्त्वविवेक,",Vedāntatattvaviveka,,Vedāntatattvaviveka
Terentii Comedie,,,,Comedies
Teseide,,,,Teseida
Texts for the Commemorative Office of the Virgin Mary and notated Office of the Dead,,,,Book of hours
Textus tertius libri sententiarum,,Libri quattuor sententiarum,,Libri quattuor sententiarum
Théseus de Cologne,,,,Théseus de Cologne
The romance of Troilus and Criseida,,,,Troilus and Criseida
Theologia naturalis,,,,Theologia naturalis
Theological material,,,,Theological miscellany
Theological material?,,,,Theological miscellany
Theological miscellany,,,,Theological miscellany
Thesaurus pauperum ... etc,,,,Thesaurus pauperum
Three devotional works,,,,Religious miscellany
"Three legal treatises on civil and ecclesiastical law, with medicinal recipes, and notes and accounts related to the quartering of soldiers, probably in and near Hertfordshire (Broxbourne, Hoddesdon, and Epping), dated from 1639-1647",,,,Legal treatises;Medicinal recipes
Tituli Metrici de S.o Martino or Sylloge Epigraphica Turonensis de Sancto Martino,,,,Sylloge epigraphica Turonensis de S. Martino
Tommaso di Aringhello power of attorney,,,,Power of attorney
Tommaso di San Miniato will,,,,Will
Topica ... etc,,,,Topics
"Torah with Masorah, and haftarot",,Bible.,,Bible
Tractatum de spera ... etc,,Sphaera mundi,,Sphaera mundi
Tractatus de horis canonicis ...et al,,Miscellany.,,Miscellany
Tractatus de maleficiis (Treatise on evil deeds),,,,Treatise on evil deeds
Tractatus de militia,,,,Tractatus de militia
Tractatus de veneno spirituali,,,,De veneno spirituali
Tractatus iudiciarii ordinis divisus in octo partes sive subtractatus,,,,Tractatus iudiciarii ordinis
Tractatus Ricardi Heremite de emendacione Vite sive Regula vivendi,,,,Emendatio Vitae
Tractatus Ricardi Heremite de hoc nomine Ihesus,,,,De nomine Ihesu
Tractatus sancti bernardi de hedifficanda domo spirituali atque interni et de nobilitate conscientie et septem columpnis eius,,,,De hedifficanda domo spirituali atque interni et de nobilitate conscientie et septem columpnis eius
Trattato dei peccati,,Omnis mortalium cura.,,Omnis mortalium cura
Trattato dei peccati mortali,,,,Omnis mortalium cura
Trattato delle proportioni et proportionalità,,,,Trattato delle proportioni et proportionalità
Travels of Sir John Mandeville,,,,Travels of Sir John Mandeville
Treatise on canon law,,,,Canon law
Treatise on composing letters,,,,Treatise on composing letters
Tribunal notarial document,,,,Notarial documents
Triumpho de la morte contra li magni et valenti homini de Italia,,,,Triumpho de la morte
"Trumpet or organ? tablature, music notation principally to accompany sacred texts",,,,Tablature
Tusculanae disputationes,,,,Tusculanae disputationes
"Two documents relating to Halfhead Farm, near Shallowford in Staffordshire, 1660-1683",,,,Documents
Two leaves from a breviary,,,,Breviary
Two Leaves from a French Gradual,,Gradual.,,Gradual
Uguccioni and Marucelli miscellany,,,,Miscellany
Uguccioni family papers,,,,Family documents
Uṣūl al-handasah wa-al-ḥisāb /,اصول الهندسة والحساب /,Elements.,,Elements
Uṣūl al-handasah wa-al-ḥisāb. Fī bayān al-murabbaʻāt,اصول الهندسة والحساب. في بيان المربعات.,Elements.,,Elements
Väterbuch,,,,Apophthegmata Patrum
Vāmanasūkta,"वामनसूक्त,",Vedas.,,Vedas
Vanne de' Medici power of attorney,,,,Power of attorney
Ventimiglia family papers,,,,Family documents
Ventura di Baronto will,,,,Will
Verses about Saint Martin,,,,Poems on St Martin
Vesperale,,,,Vesperale
"Via salutis, del dieta",,Diaeta salutis,,Diaeta salutis
Viaticum,,,,Viaticum
Viridarium consolationis,,,,Viridarium consolationis
Viridiarum consolationis,,,,Viridarium consolationis
Vita beati Francisci ...et al,,Lives of the Saints.,,Lives of the Saints
Vita divi Ildefonsi per Julianum,,,,Vita Ildefonsi
Vita S. Pauli primi eremitae,,,,Life of St. Paul
Vita Sanctae Katharinae de Alexandria,,,,Life of Catherine of Alexandria
Vitae Caesarum,,,,The Twelve Caesars
Vitae episcoporum et patriarcharum aquileiensium,,,,Vitae episcoporum et patriarcharum aquileiensium
Vitae sanctorum,,,,Lives of the Saints
Vitaspatrum,,,,Lives of the Fathers
Volgare Expositione della Sacra et sancta Oratione,,,,Expositione della Sacra et sancta Oratione
Volgare Expositione della Sacra et sancta Oratione Dominica Fatta da Frata Piero del Paradiso. Ad Suora Raphaella de Bernardi Ho... in christo Come Madre a llui Carissima,,,,Expositione della Sacra et sancta Oratione
Will,,,,Will
Will?,,,,Will
Writ,,,,Writ
Writ of Praecipe,,,,Writ
XVI libri reductorii moralis in quo moralizantur omnes figure biblie et cetera,,Reductorium morale,,Reductorium morale
"Yemenite manuscript consisting of Va-yiḳra, Ba-midbar, Devarim","חומש תימני כולל ויקרא, במדבר, דברים.",Bible.,תורה.,Bible
Yesod ʻolam,,,,Yesod ʻolam
Ymage du monde,,Image du monde.,,Image du monde
Ynstruction of the ephimeredes,,,,"Opusculum astrologicum, ex diversorum libris, summa cura pro studiosorum utilitate collectum"
Yoreh deʻah,יורה דעה :,Yoreh deʻah,יורה דעה,Yoreh deʻah
Z̲akhīrah-ʹi Khvārazmshāhī,ذخيره‌ خوارزم‌شاهى.,,,Z̲akhīrah-ʹi Khvārazmshāhī
Ziyārat-i ʻĀshūrāʼ,زیارت عاشوراء.,,,Ziyārat-i ʻĀshūrāʼ
