title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Kālāgnirudropaniṣad,कालाग्निरुद्रोपनिषद्,Puranas,,Puranas
Kalendar from Book of Hours,,,,Calendar;Book of hours
Kalendis Ianuarii luna prout quota erit require literam,,,,Calendar
Kalibhaviṣya,कलिभविष्य,Puranas,,Puranas
Kālikāsahasranāmastotra,कालिकासहस्रनामस्तोत्र,Tantras,,Tantras
"Kalila wa-Dimna Leaf, the Story of the Camel and His Friends",,,,"Kalila wa-Dimna leaf, the story of the camel and his friends"
"Kalila wa-Dimna Leaf, the Story of the Cat and the Mouse",,,,"Kalila wa-Dimna leaf, the story of the cat and the mouse"
"Kalila wa-Dimna Leaf, the Story of the Crow and Other Birds",,,,"Kalila wa-Dimna leaf, the story of the crow and other birds"
"Kalila wa-Dimna Leaf, the Story of the Crow and the Fox",,,,"Kalila wa-Dimna leaf, the story of the crow and the fox"
"Kalila wa-Dimna Leaf, the Story of the Crows and the Lion",,,,"Kalila wa-Dimna leaf, the story of the crows and the lion"
"Kalila wa-Dimna Leaf, the Story of the Crows and the Pheasants",,,,"Kalila wa-Dimna leaf, the story of the crows and the pheasants"
"Kalila wa-Dimna Leaf, the Story of the Donkey and the Fox",,,,"Kalila wa-Dimna leaf, the story of the donkey and the fox"
"Kalila wa-Dimna Leaf, the Story of the Elephant and His Friends",,,,"Kalila wa-Dimna leaf, the story of the elephant and his friends"
"Kalila wa-Dimna Leaf, the Story of the Fox and the Jackal",,,,"Kalila wa-Dimna leaf, the story of the fox and the jackal"
"Kalila wa-Dimna Leaf, the Story of the King and His Advisors",,,,"Kalila wa-Dimna leaf, the story of the king and his advisors"
"Kalila wa-Dimna Leaf, the Story of the Lion, the Jackal, and the Deer",,,,"Kalila wa-Dimna leaf, the story of the lion, the jackal, and the deer"
"Kalila wa-Dimna Leaf, the Story of the Lions and the Jackal",,,,"Kalila wa-Dimna leaf, the story of the lions and the jackal"
"Kalila wa-Dimna Leaf, the Story of the Monkey and the Tortoise",,,,"Kalila wa-Dimna leaf, the story of the monkey and the tortoise"
"Kalila wa-Dimna Leaf, the Story of the Peacock and the Crows",,,,"Kalila wa-Dimna leaf, the story of the peacock and the crows"
"Kalila wa-Dimna Leaf, the Story of the Squirrel and the Snake",,,,"Kalila wa-Dimna leaf, the story of the squirrel and the snake"
"Kalila wa-Dimna Leaf, the Story of the Wild Boar, the Deer, the Turtle, and the Crow",,,,"Kalila wa-Dimna leaf, the story of the wild boar, the deer, the turtle, and the crow"
Kalimāt ʻarabīyah ʻalá tartīb ḥurūf al-tahajjī,كلمات عربية على ترتيب حروف التهجي.,Akhtarī kabīr.,,Akhtarī kabīr
Kalimāt ʻarabīyah ʻalá tartīb ḥurūf al-tahajjī,كلمات عربية على ترتيب حروف التهجي.,Akhtarī kabīr.,,Akhtarī kabīr
Kāmil al-sināʻah al-tibbīyah ... etc,,,,Kāmil al-sināʻah al-tibbīyah
Kāmil al-sināʻah al-tibbīyah ... etc,,,,Kāmil al-sināʻah al-tibbīyah
Kammavācā,,Tipiṭaka,,Tipiṭaka
Kanjin ronsho,"觀心論疏,",,,Kanjin ronsho
Kapilācāryasūtrāṇi,कपिलाचार्यसूत्राणि,Sāṅkhyasūtra,,Sāṅkhyasūtra
Kapilāṣaṣṭhīvidhāna,कपिलाषष्ठीविधान,Puranas,,Puranas
Kārakaprakaraṇa,कारकप्रकरण,Siddhāntakaumudī,,Siddhāntakaumudī
Karavīramāhātmya,करवीरमाहात्म्य,Puranas,,Puranas
"Karavīramāhātmya, 1-19","करवीरमाहात्म्य, १-१९",Puranas,,Puranas
Kārikāvalī,कारिकावली,Bhāṣāpariccheda,,Bhāṣāpariccheda
Karkaṭīvrata,कर्कटीव्रत,Puranas,,Puranas
Kārtavīryārjunakavaca,,Tantras,,Tantras
Kārtikamāhātmya,कार्तिकमाहात्म्य,Puranas,,Puranas
Karuṇāmṛta,करुणामृत,Puranas,पुराण,Puranas
Kashf al-asrār ʻan ḥurūf al-ghubār,کشف الاسرار عن حروف الغبار.,,,Kashf al-asrār ʻan ḥurūf al-ghubār
Kashf al-asrār ʻan ḥurūf al-ghubār,کشف الاسرار عن حروف الغبار.,,,Kashf al-asrār ʻan ḥurūf al-ghubār
Kashf al-Wāfiyah fī sharḥ al-Kāfiyah ... etc,كشف الوافية في شرح الكافية ... الخ.,,,Kashf al-Wāfiyah fī sharḥ al-Kāfiyah
Kashf al-Wāfiyah fī sharḥ al-Kāfiyah ... etc,كشف الوافية في شرح الكافية ... الخ.,,,Kashf al-Wāfiyah fī sharḥ al-Kāfiyah
Kāśīkhaṇḍa,काशीखण्ड,Puranas,,Puranas
Kāśīmahātma,काशीमहात्म,Tantras,,Tantras
Kāśīmahātmaya,काशीमाहात्म्य,Tantras,,Tantras
Kāśīmāhātmya,काशीमाहात्म्य,Puranas,,Puranas
Kāśīprakaraṇa,काशीप्रकरण,Tristhalīsetu,,Tristhalīsetu
Kāśīrahasya,काशीरहस्य,Puranas,,Puranas
Kaṭha,कठ,Upanishads,,Upanishads
Kāthakalpalatākaviśikṣāvṛtti,काव्यकल्पलताकविशिक्षावृत्ति,Kāvyakalpalatāvr̥tti,,Kāvyakalpalatāvr̥tti
Kaṭhakopaniṣad,कठकोपनिषद्,Upanishads,,Upanishads
Kaṭhavalyopaniṣad,कठवल्योपनिषद्,Upanishads,,Upanishads
Kaṭhavupaniṣad,कठवुपनिषद्,Upanishads,,Upanishads
Kathitaṃ tava gāṅgeyaḥ,कथितं तव गाङ्गेयः,Puranas,,Puranas
Kaṭhopaniṣad,कठोपनिषद्,Upanishads,,Upanishads
Kāṭhopaniṣad,कठोपनिषद्,Upanishads,,Upanishads
Kātyāyana proktā sarvānukramaṇikā,,Vedas,,Vedas
Kaun kuyō giki /,火un供養儀軌 /,Tripiṭaka.,,Tripiṭaka
Kauśipañcamīstavarāja,कौशिपञ्चमीस्तवराज,Tantras,,Tantras
Kauṣītakibrāhmaṇopaniṣad,कौषीतकिब्राह्मणोपनिषद्,Upanishads,,Upanishads
Kautukalīlāvatī,कौतुकलीलावती,Siddhāntaśiromaṇi,,Siddhāntaśiromaṇi
Kavaca,कवच,Vedas,,Vedas
Kawkab al-Rawḍah,كوكب الروضة,,,Kawkab al-Rawḍah
Kawkab al-Rawḍah,كوكب الروضة,,,Kawkab al-Rawḍah
Kenopaniṣad,केनोपनिषद्,Upanishads,,Upanishads
Khamsah,خمسه.,Khamsah.,خمسه.,Khamsah
Khamsah (Quintet),,,,Khamsah
Kharīdat al-ʻajāyib wa-farīdat al-gharāyib,خريدة العجايب وفريدة الغرايب.,Kharīdat al-ʻajāʼib wa-farīdat al-gharāʼib.,خريدة العجائب وفريدة الغرائب.,Kharīdat al-ʻajāʼib wa-farīdat al-gharāʼib
Kharīdat al-ʻajāʼib wa farīḍat al-gharāʼib,خريدة العجائب و فريضة الغرائب.,,,Kharīdat al-ʻajāʼib wa farīḍat al-gharāʼib
Kharīdat al-ʻajāʼib wa farīḍat al-gharāʼib,خريدة العجائب و فريضة الغرائب.,,,Kharīdat al-ʻajāʼib wa farīḍat al-gharāʼib
Khordah Avesta,,Avesta.,,Avesta
Khordah Avesta],,Avesta.,,Avesta
Khulāṣat al-handasah,خلاصة الهندسة.,,,Khulāṣat al-handasah
Khulāṣat al-ḥisāb,خلاصة الحساب.,,,Khulāṣat al-ḥisāb
Khulāṣat al-ḥisāb. al-Risālah al-Muḥammadīyah,خلاصة الحساب. الرسالة المحمدية.,,,Khulāṣat al-ḥisāb
Khusraw Watching Shirin Bathing,,,,Khusraw Watching Shirin Bathing
Kifāyat al-mutaṭabbib wa-nihāyat al-mutaʼaddib /,كفاية المتطبب ونهاية المتأدب /,,,Kifāyat al-mutaṭabbib wa-nihāyat al-mutaʼaddib
Kifāyat al-mutaṭabbib wa-nihāyat al-mutaʼaddib /,كفاية المتطبب ونهاية المتأدب /,,,Kifāyat al-mutaṭabbib wa-nihāyat al-mutaʼaddib
King Johan,,,,King Johan
"King Ladislaus of Naples, regarding the Monastery of Saint Lucy at Bari",,,,Regarding the monastery of saint Lucy at Bari
Kirātārjunīya,घण्टापथ,Kirātārjunīya,,Kirātārjunīya
Kirātārjunīya,किरातार्जुनीय,Kirātārjunīya,,Kirātārjunīya
Kirāṭaṭīkā,किराटटीका,Ghaṇṭāpatha,,Ghaṇṭāpatha
Kirishitan shūmon sensaku aratamechō,切支丹宗門穿鑿改帳　:,,,Kirishitan shūmon sensaku aratamechō
Kirishitan shūmon sensaku aratamechō,切支丹宗門穿鑿改帳　:,,,Kirishitan shūmon sensaku aratamechō
Kitāb al-Adwār fī al-mūsīqá,كتاب الادوار في الموسيقى.,Adwār,ادوار,Adwār
Kitāb al-Adwār fī al-mūsīqá,كتاب الادوار في الموسيقى.,Adwār,ادوار,Adwār
Kitāb al-adʻiyah,كتاب الادعية,,,Kitāb al-adʻiyah
Kitāb al-adʻiyah],كتاب الادعية,,,Kitāb al-adʻiyah
Kitāb al-Aḥjār al-mulūkīyah ... etc,كتاب الاحجار الملوكية ... الخ,,,Kitāb al-Aḥjār al-mulūkīyah
Kitāb al-Alfīyah fī ʻilm al-ḥadīth /,كتاب الالفية في علم الحديث /,Alfīyat al-ʻIrāqī,الفية العراقي,Alfīyat al-ʻIrāqī
Kitāb al-Arbaʻīn al-mughniyah bi-funūnihā ʻan al-muʻīn /,كتاب الاربعين المغنية بفنونها عن المعين /,Arbaʻīn al-mughniyah bi-funūnihā ʻan al-muʻīn,اربعين المغنية بفنونها عن المعين,Arbaʻīn al-mughniyah bi-funūnihā ʻan al-muʻīn
Kitāb al-Arbaʻīn fī mabānī al-Islām wa-qawāʻid al-aḥkām ... etc,كتاب الاربعين في مباني الاسلام وقواعد الاحكام ... الخ.,,,Arbaʻīn fī mabānī al-Islām wa-qawāʻid al-aḥkām
Kitāb al-Āyah al-kubrá fī sharḥ qiṣṣat al-isrā /,كتاب الاية الكبرى في شرح قصة الاسرا /,Āyah al-kubrá fī sharḥ qiṣṣat al-isrāʼ.,آية الکبرى في شرح قصة الاسراء.,Āyah al-kubrá fī sharḥ qiṣṣat al-isrāʼ
Kitāb al-Āyah al-kubrá fī sharḥ qiṣṣat al-isrā /,كتاب الاية الكبرى في شرح قصة الاسرا /,Āyah al-kubrá fī sharḥ qiṣṣat al-isrāʼ.,آية الکبرى في شرح قصة الاسراء.,Āyah al-kubrá fī sharḥ qiṣṣat al-isrāʼ
Kitāb al-Barq al-wāmiḍ fī sharḥ Yāʼīyah Ibn al-Fāriḍ /,كتاب البرق الوامض في شرح يائية ابن الفارض /,Barq al-wāmiḍ fī sharḥ Yāʼīyah Ibn al-Fāriḍ,برق الوامض في شرح يائية ابن الفارض,Barq al-wāmiḍ fī sharḥ Yāʼīyah Ibn al-Fāriḍ
Kitāb al-Burhān fī ʻalāmāt Mahdī ākhir al-zamān /,كتاب البرهان في علامات مهدي آخر الزمان /,Burhān fī ʻalāmāt Mahdī ākhir al-zamān,برهان في علامات مهدي آخر الزمان,Burhān fī ʻalāmāt Mahdī ākhir al-zamān
Kitāb al-Burhān fī ʻalāmāt Mahdī ākhir al-zamān /,كتاب البرهان في علامات مهدي آخر الزمان /,Burhān fī ʻalāmāt Mahdī ākhir al-zamān,برهان في علامات مهدي آخر الزمان,Burhān fī ʻalāmāt Mahdī ākhir al-zamān
Kitāb al-Ḍawʼ,كتاب الضوء.,Ḍawʼ al-Miṣbāḥ,ضوء المصباح,Ḍawʼ al-Miṣbāḥ
Kitāb al-Ḍawʼ,كتاب الضوء.,Ḍawʼ al-Miṣbāḥ,ضوء المصباح,Ḍawʼ al-Miṣbāḥ
Kitāb al-Dhakhāyir al-Ashrafīyah fī al-alghāz al-Ḥanafīyah /,كتاب الذخاير الاشرفية في الالغاز الحنفية /,Dhakhāʼir al-Ashrafīyah fī alghāz al-Ḥanafīyah,ذخائرالاشرفية في الغاز الحنفية,Dhakhāʼir al-Ashrafīyah fī alghāz al-Ḥanafīyah
Kitāb al-Durar al-muntathirah fī al-aḥādīth al-mushtahirah / taʼlīf Jalāl al-Dīn ibn al-Kamāl al-Suyūṭī,"كتاب الدرر المنتثره في الاحاديث المشتهره / تأليف جلال الدين بن الكمال
				السيوطي.",Durar al-muntathirah fī al-aḥādīth al-mushtahirah,درر المنتثرة في الاحاديث المشتهرة,Durar al-muntathirah fī al-aḥādīth al-mushtahirah
Kitāb al-Durr al-manẓūm fī-mā warada fī Miṣr min mawjūd wa-maʻdūm /,کتاب الدر المنظوم فيما ورد في مصر من موجود ومعدوم.,Durr al-manẓūm fī-mā warada fī Miṣr min mawjūd wa-maʻdūm,در المنظوم فيما ورد في مصر من موجود ومعدوم,Durr al-manẓūm fī-mā warada fī Miṣr min mawjūd wa-maʻdūm
Kitāb al-Durr al-manẓūm fī-mā warada fī Miṣr min mawjūd wa-maʻdūm /,کتاب الدر المنظوم فيما ورد في مصر من موجود ومعدوم.,Durr al-manẓūm fī-mā warada fī Miṣr min mawjūd wa-maʻdūm,در المنظوم فيما ورد في مصر من موجود ومعدوم,Durr al-manẓūm fī-mā warada fī Miṣr min mawjūd wa-maʻdūm
Kitāb al-Durr al-naḍīd fī sharḥ al-qaṣīd,كتاب الدر النضيد في شرح القصيد.,Durr al-naḍīd fī sharḥ al-qaṣīd,در النضيد في شرح القصيد,Durr al-naḍīd fī sharḥ al-qaṣīd
Kitāb al-Durr al-naḍīd fī sharḥ al-qaṣīd,كتاب الدر النضيد في شرح القصيد.,Durr al-naḍīd fī sharḥ al-qaṣīd,در النضيد في شرح القصيد,Durr al-naḍīd fī sharḥ al-qaṣīd
Kitāb al-Durr al-naḍīd fī sharḥ takhmīs al-Qaṣīd taṣnīf al-Shaykh al-Imām al-ʻĀlim Ibn al-ʻAbbās al-Baṣīr /,"كتاب الدر النضيد في شرح تخميس القصيد تصنيف الشيخ الامام العالم ابن العباس
				البصير /",Durr al-naḍīd fī sharḥ takhmīs al-Qaṣīd,در النضيد في شرح تخميس القصيد,Durr al-naḍīd fī sharḥ takhmīs al-Qaṣīd
Kitāb al-Durr al-naḍīd fī sharḥ takhmīs al-Qaṣīd taṣnīf al-Shaykh al-Imām al-ʻĀlim Ibn al-ʻAbbās al-Baṣīr /,"كتاب الدر النضيد في شرح تخميس القصيد تصنيف الشيخ الامام العالم ابن العباس
				البصير /",Durr al-naḍīd fī sharḥ takhmīs al-Qaṣīd,در النضيد في شرح تخميس القصيد,Durr al-naḍīd fī sharḥ takhmīs al-Qaṣīd
Kitāb al-Fatḥ al-mubīn bi-sharḥ al-Arbaʻīn /,كتاب الفتح المبين بشرح الاربعين /,,,Fatḥ al-mubīn bi-sharḥ al-Arbaʻīn
Kitāb al-Fawāyid al-bahīyah ʻalá al-Durar al-sanīyah fī naẓm al-sīrah al-zakīyah /,كتاب الفوايد البهية على الدرر السنية في نظم السيرة الزكية /,"Fawāyid al-bahīyah ʻalá al-Durar al-sanīyah fī naẓm al-sīrah
				al-zakīyah",فوايد البهية على الدرر السنية في نظم السيرة الزکية,Fawāyid al-bahīyah ʻalá al-Durar al-sanīyah fī naẓm al-sīrah al-zakīyah
Kitāb al-Fawāyid al-bahīyah ʻalá al-Durar al-sanīyah fī naẓm al-sīrah al-zakīyah /,كتاب الفوايد البهية على الدرر السنية في نظم السيرة الزكية /,"Fawāyid al-bahīyah ʻalá al-Durar al-sanīyah fī naẓm al-sīrah
				al-zakīyah",فوايد البهية على الدرر السنية في نظم السيرة الزکية,Fawāyid al-bahīyah ʻalá al-Durar al-sanīyah fī naẓm al-sīrah al-zakīyah
Kitāb al-Futūḥāt al-Makkīyah fī tarājim al-sādah al-aʼimmah al-Qushayrīyah /,كتاب الفتوحات المكية في تراجم السادة الائمة القشيرية /,"Futūḥāt al-Makkīyah fī tarājim al-sādah al-aʼimmah
				al-Qushayrīyah",فتوحات المکية في تراجم السادة الائمة القشيرية,Futūḥāt al-Makkīyah fī tarājim al-sādah al-aʼimmah al-Qushayrīyah
Kitāb al-Futūḥāt al-Makkīyah fī tarājim al-sādah al-aʼimmah al-Qushayrīyah /,كتاب الفتوحات المكية في تراجم السادة الائمة القشيرية /,"Futūḥāt al-Makkīyah fī tarājim al-sādah al-aʼimmah
				al-Qushayrīyah",فتوحات المکية في تراجم السادة الائمة القشيرية,Futūḥāt al-Makkīyah fī tarājim al-sādah al-aʼimmah al-Qushayrīyah
Kitāb al-Ghanī fī sharḥ al-Mughnī fī ʻilm al-naḥw /,كتاب الغني في شرح المغني في علم النحو /,Sharḥ al-Mughnī,شرح المغني,Sharḥ al-Mughnī
Kitāb al-Ghanī fī sharḥ al-Mughnī fī ʻilm al-naḥw /,كتاب الغني في شرح المغني في علم النحو /,Sharḥ al-Mughnī,شرح المغني,Sharḥ al-Mughnī
Kitāb Alghāz fī al-lughah al-ʻArabīyah,كتاب الغاز في اللغة العربية.,,,Kitāb Alghāz fī al-lughah al-ʻArabīyah
Kitāb Alghāz fī al-lughah al-ʻArabīyah,كتاب الغاز في اللغة العربية.,,,Kitāb Alghāz fī al-lughah al-ʻArabīyah
Kitāb al-Ḥamāsah /,كتاب الحماسة /,,,Kitāb al-Ḥamāsah
Kitāb Alḥān al-sawājiʻ /,كتاب الحان السواجع /,Alḥān al-sawājiʼ,الحان السواجئ,Alḥān al-sawājiʼ
Kitāb Alḥān al-sawājiʻ /,كتاب الحان السواجع /,Alḥān al-sawājiʼ,الحان السواجئ,Alḥān al-sawājiʼ
Kitāb al-Hārūnīyah ... etc,كتاب الهارونية ... الخ.,,,Kitāb al-Hārūnīyah
Kitāb al-Hārūnīyah ... etc,كتاب الهارونية ... الخ.,,,Kitāb al-Hārūnīyah
Kitāb al-Ḥāwī,کتاب الحاوي.,Ḥāwī al-kabīr fī al-furūʻ.,حاوي الكبير في الفروع.,Ḥāwī al-kabīr fī al-furūʻ
Kitāb al-Ḥāwī / lil-Imām Najm al-Dīn ʻAbd al-Ghaffār al-Qazwīnī al-Shāfiʻī,كتاب الحاوي / للامام نجم الدين عبد الغفار القزويني الشافعي.,Ḥāwī al-ṣaghīr,حاوي الصغير,Ḥāwī al-ṣaghīr
Kitāb al-Ifādah al-muqniʻah fī qirāʼāt al-aʼimmah al-arbaʻah,كتاب الافادة المقنعة في قراءات الائمة الاربعة.,Ifādah al-muqniʻah fī qirāʼāt al-aʼimmah al-arbaʻah,افادة المقنعة في قراءات الائمة الاربعة,Ifādah al-muqniʻah fī qirāʼāt al-aʼimmah al-arbaʻah
Kitāb al-Ifādah al-muqniʻah fī qirāʼāt al-aʼimmah al-arbaʻah,كتاب الافادة المقنعة في قراءات الائمة الاربعة.,Ifādah al-muqniʻah fī qirāʼāt al-aʼimmah al-arbaʻah,افادة المقنعة في قراءات الائمة الاربعة,Ifādah al-muqniʻah fī qirāʼāt al-aʼimmah al-arbaʻah
Kitāb al-Iqnāʻ fī al-lughah,كتاب الاقناع في اللغة,Iqnāʻ li-mā ḥuwiya taḥta al-qināʻ,اقناع لما حوي تحت القنماع,Iqnāʻ li-mā ḥuwiya taḥta al-qināʻ
Kitāb al-Iqnāʻ fī al-lughah,كتاب الاقناع في اللغة,Iqnāʻ li-mā ḥuwiya taḥta al-qināʻ,اقناع لما حوي تحت القنماع,Iqnāʻ li-mā ḥuwiya taḥta al-qināʻ
Kitāb al-Ishāʻah li-ashrāṭ al-sāʻah /,كتاب الاشاعة لاشراط الساعة /,Ishāʻah li-ashrāṭ al-sāʻah,اشاعة لاشراط الساعة,Ishāʻah li-ashrāṭ al-sāʻah
Kitāb al-Ishāʻah li-ashrāṭ al-sāʻah /,كتاب الاشاعة لاشراط الساعة /,Ishāʻah li-ashrāṭ al-sāʻah,اشاعة لاشراط الساعة,Ishāʻah li-ashrāṭ al-sāʻah
Kitāb al-Iʻlām bi-sharḥ aḥādīth sayyid al-anām /,كتاب الاعلام بشرح احاديث سيد الانام /,Iʻlām bi-sharḥ aḥādīth sayyid al-anām,اعلام بشرح احاديث سيد الانام,Iʻlām bi-sharḥ aḥādīth sayyid al-anām
Kitāb al-Iʻlān bi-al-mukhtār min riwāyāt al-Qurʼān fī al-qirāʼāt al-sabʻ /,كتاب الاعلان بالمختار من روايات القرآن في القراءات السبع /,"Iʻlān bi-al-mukhtār min riwāyāt al-Qurʼān fī al-qirāʼāt
				al-sabʻ",اعلان بالمختار من روايات القرآن في القراآت السبع,Iʻlān bi-al-mukhtār min riwāyāt al-Qurʼān fī al-qirāʼāt al-sabʻ
Kitāb al-Iʻlān bi-al-mukhtār min riwāyāt al-Qurʼān fī al-qirāʼāt al-sabʻ /,كتاب الاعلان بالمختار من روايات القرآن في القراءات السبع /,"Iʻlān bi-al-mukhtār min riwāyāt al-Qurʼān fī al-qirāʼāt
				al-sabʻ",اعلان بالمختار من روايات القرآن في القراآت السبع,Iʻlān bi-al-mukhtār min riwāyāt al-Qurʼān fī al-qirāʼāt al-sabʻ
Kitāb al-Iʻrāb al-Qurʼān /,كتاب الاعراب القرآن /,Mushkil iʻrāb al-Qurʼān,مشكل اعراب القرآن,Mushkil iʻrāb al-Qurʼān
Kitāb al-Iʻtiṣām bi-al-ʻuzlah /,كتاب الاعتصام بالعزلة /,Iʻtiṣām bi-al-ʻuzlah,اعتصام بالعزلة,Iʻtiṣām bi-al-ʻuzlah
Kitāb al-Jalīs al-ṣāliḥ al-kāfī wa-al-anīs al-nāṣiḥ al-shāfī /,كتاب الجليس الصالح الكافي والانيس الناصح الشافي /,Jalīs wa-al-anīs,جليس والانيس,Jalīs wa-al-anīs
Kitāb al-Jawhar al-aṣīl al-muntazaʻ sharḥuhu min Maʻālim al-tanzīl /,كتاب الجوهر الاصيل المنتزع شرحه من معالم التنزيل /,Jawhar al-aṣīl al-muntazaʻ sharḥuhu min Maʻālim al-tanzīl,جوهر الاصيل المنتزع شرحه من معالم التنزيل,Jawhar al-aṣīl al-muntazaʻ sharḥuhu min Maʻālim al-tanzīl
Kitāb al-Jazarīyah /,كتاب الجزرية /,Muqaddimah al-Jazarīyah fī al-tajwīd,مقدمة الجزرية في التجويد,Muqaddimah al-Jazarīyah fī al-tajwīd
Kitāb al-Jazarīyah /,كتاب الجزرية /,Muqaddimah al-Jazarīyah fī al-tajwīd,مقدمة الجزرية في التجويد,Muqaddimah al-Jazarīyah fī al-tajwīd
Kitāb al-juzʼ al-awwal min Ṣaḥīḥ /,كتاب الجزء الاول من صحيح /,Ṣaḥīḥ.,صحيح.,Ṣaḥīḥ
Kitāb al-Kāfī fī ʻilmay al-arūḍ wa-al-qawāfī ... etc,كتاب الكافي في علمي الاروض والقوافي ... الخ.,,,Kitāb al-Kāfī fī ʻilmay al-arūḍ wa-al-qawāfī
Kitāb al-Kāfī fī ʻilmay al-arūḍ wa-al-qawāfī ... etc,كتاب الكافي في علمي الاروض والقوافي ... الخ.,,,Kitāb al-Kāfī fī ʻilmay al-arūḍ wa-al-qawāfī
Kitāb al-Kashf wa-al-bayān. Īḍāḥ al-rumūz fī al-burhān,كتاب الكشف والبيان. ايضاح الرموز في البرهان.,,,Kitāb al-Kashf wa-al-bayān. Īḍāḥ al-rumūz fī al-burhān
Kitāb al-Kashf wa-al-bayān. Īḍāḥ al-rumūz fī al-burhān,كتاب الكشف والبيان. ايضاح الرموز في البرهان.,,,Kitāb al-Kashf wa-al-bayān. Īḍāḥ al-rumūz fī al-burhān
Kitāb al-Kifāyah ḥafīyah li-rāghib al-ḥafāyah /,كتاب الكفاية حفية لراغب الحفاية /,Kifāyat al-muʻānī fī naẓm ḥurūf al-maʻānī,کفاية المعاني في نظم حروف المعاني,Kifāyat al-muʻānī fī naẓm ḥurūf al-maʻānī
Kitāb al-Kifāyah ḥafīyah li-rāghib al-ḥafāyah /,كتاب الكفاية حفية لراغب الحفاية /,Kifāyat al-muʻānī fī naẓm ḥurūf al-maʻānī,کفاية المعاني في نظم حروف المعاني,Kifāyat al-muʻānī fī naẓm ḥurūf al-maʻānī
Kitāb al-kurah al-mutaḥarrikah /,كتاب الكرة المتحركة /,De sphaera quae movetur.,,De sphaera quae movetur
Kitāb al-kurah al-mutaḥarrikah /,كتاب الكرة المتحركة /,De sphaera quae movetur.,,De sphaera quae movetur
Kitāb al-lktifāʼ,كتاب اللكتفاء.,Iktifāʼ fī maghāzī al-Muṣṭafá.,اكتفاء في مغازي المصطفى.,Iktifāʼ fī maghāzī al-Muṣṭafá
Kitāb al-lktifāʼ,كتاب اللكتفاء.,Iktifāʼ fī maghāzī al-Muṣṭafá.,اكتفاء في مغازي المصطفى.,Iktifāʼ fī maghāzī al-Muṣṭafá
Kitāb al-Madkhal /,كتاب المدخل /,Madkhal,مدخل,Madkhal
Kitāb al-Madkhal /,كتاب المدخل /,Madkhal,مدخل,Madkhal
Kitāb al-Majālis,كتاب المجالس.,Majālis,مجالس,Majālis
Kitāb al-Majālis,كتاب المجالس.,Majālis,مجالس,Majālis
Kitāb al-Majisṭī,كتاب المجسطي.,Almagest.,,Almagest
Kitāb al-Majisṭī,كتاب المجسطي.,Almagest.,,Almagest
Kitāb al-Malāḥin /,كتاب الملاحن /,Malāḥin,ملاحن,Malāḥin
Kitāb al-Malāḥin /,كتاب الملاحن /,Malāḥin,ملاحن,Malāḥin
Kitāb al-Manẓūmah fī al-fiqh ʻalá madhhab al-Imām al-Aʻẓam Abī Ḥanīfah al-Nuʻmān ibn Thābit al-Kūfī /,"كتاب المنظومة في الفقه على مذهب الامام الاعظم ابي حنيفة النعمان بن ثابت
				الكوفي /",Manẓūmah al-Nasafīyah fī al-khilāfīyāt,منظومة النسفية في الخلافيات,Manẓūmah al-Nasafīyah fī al-khilāfīyāt
Kitāb al-Maqāṣid al-ṣāliḥah fī sharḥ shay min ʻulūm al-Fātiḥah ... etc,كتاب المقاصد الصالحة في شرح شي من علوم الفاتحة ... الخ.,,,Maqāṣid al-ṣāliḥah fī sharḥ shay min ʻulūm al-Fātiḥah
Kitāb al-Maqāṣid al-ṣāliḥah fī sharḥ shay min ʻulūm al-Fātiḥah ... etc,كتاب المقاصد الصالحة في شرح شي من علوم الفاتحة ... الخ.,,,Maqāṣid al-ṣāliḥah fī sharḥ shay min ʻulūm al-Fātiḥah
Kitāb al-Maṭāliʻ al-saʻīdah fī sharḥ al-Farīdah /,كتاب المطالع السعيدة في شرح الفريدة /,Maṭāliʻ al-saʻīdah fī sharḥ al-Farīdah,مطالع السعيدة في شرح الفريدة,Maṭāliʻ al-saʻīdah fī sharḥ al-Farīdah
Kitāb al-Maṭāliʻ al-saʻīdah fī sharḥ al-Farīdah /,كتاب المطالع السعيدة في شرح الفريدة /,Maṭāliʻ al-saʻīdah fī sharḥ al-Farīdah,مطالع السعيدة في شرح الفريدة,Maṭāliʻ al-saʻīdah fī sharḥ al-Farīdah
Kitāb al-Mawāʻiẓ wa-al-iʻtibār bi-dhikr al-khiṭaṭ wa-al-āthār,کتاب المواعظ والاعتبار بذکر الخطط والاثار.,Mawāʻiẓ wa-al-iʻtibār bi-dhikr al-khiṭaṭ wa-al-āthār.,مواعظ والاعتبار بذكر الخطط والآثار.,Mawāʻiẓ wa-al-iʻtibār bi-dhikr al-khiṭaṭ wa-al-āthār
Kitāb al-Mawāʻiẓ wa-al-iʻtibār bi-dhikr al-khiṭaṭ wa-al-āthār,کتاب المواعظ والاعتبار بذکر الخطط والاثار.,Mawāʻiẓ wa-al-iʻtibār bi-dhikr al-khiṭaṭ wa-al-āthār.,مواعظ والاعتبار بذكر الخطط والآثار.,Mawāʻiẓ wa-al-iʻtibār bi-dhikr al-khiṭaṭ wa-al-āthār
Kitāb al-milal wa-al-niḥal /,كتاب الملل والنحل /,Milal wa-al-niḥal,ملل والنحل,Milal wa-al-niḥal
