subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label,structured_value,ds_qid
Jews--Greece--Kerkyra--19th century,0,a--z--z--y,,Jews;Greece--Kerkyra;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1207942;http://id.worldcat.org/fast/1037841,Q323;Q75291;Q3538
Jews--Greece--Kerkyra--Early works to 1800,0,a--z--z--v,,Jews;Greece--Kerkyra;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1207942;http://id.worldcat.org/fast/1411636,Q323;Q75291;Q300
Jews--Greece--Kerkyra--History--16th century--Sources,0,a--z--z--x--y--v,,Jews;Greece--Kerkyra;History;Sixteenth century;Sources,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1207942;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q323;Q75291;Q6879;Q335;Q2769
Jews--Greece--Kerkyra--History--17th century--Sources,0,a--z--z--x--y--v,,Jews;Greece--Kerkyra;History;Seventeenth century;Sources,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1207942;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1423900,Q323;Q75291;Q6879;Q2771;Q2769
Jews--Greece--Komotēnē--19th century,0,a--z--z--y,,Jews;Greece--Komotēnē;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1261893;http://id.worldcat.org/fast/1037841,Q323;Q75264;Q3538
Jews--Greece--Larisa--19th century,0,a--z--z--y,,Jews;Greece--Larisa;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1236168;http://id.worldcat.org/fast/1037841,Q323;Q75144;Q3538
Jews--Greece--Larisa--Early works to 1800,0,a--z--z--v,,Jews;Greece--Larisa;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1236168;http://id.worldcat.org/fast/1411636,Q323;Q75144;Q300
Jews--Greece--Rethymnon--Early works to 1800,0,a--z--z--v,,Jews;Greece--Rethymnon;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1206090;http://id.worldcat.org/fast/1411636,Q323;Q75250;Q300
Jews--Greece--Serrai--19th century,0,a--z--z--y,,Jews;Greece--Serrai;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1213943;http://id.worldcat.org/fast/1037841,Q323;Q75256;Q3538
Jews--Greece--Thessalonikē--16th century,0,a--z--z--y,,Jews;Greece--Thessalonikē;Sixteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1208613;http://id.worldcat.org/fast/1119851,Q323;Q75294;Q335
Jews--Greece--Thessalonikē--18th century,0,a--z--z--y,,Jews;Greece--Thessalonikē;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1208613;http://id.worldcat.org/fast/904058,Q323;Q75294;Q3024
Jews--Greece--Thessalonikē--19th century,0,a--z--z--y,,Jews;Greece--Thessalonikē;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1208613;http://id.worldcat.org/fast/1037841,Q323;Q75294;Q3538
Jews--Greece--Thessalonikē--Correspondence,0,a--z--z--v,,Jews;Greece--Thessalonikē;Correspondence,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1208613;http://id.worldcat.org/fast/2003288,Q323;Q75294;Q5829
Jews--Greece--Thessalonikē--Early works to 1800,0,a--z--z--v,,Jews;Greece--Thessalonikē;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1208613;http://id.worldcat.org/fast/1411636,Q323;Q75294;Q300
Jews--Greece--Trikala--19th century,0,a--z--z--y,,Jews;Greece--Trikala;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1229601;http://id.worldcat.org/fast/1037841,Q323;Q75207;Q3538
Jews--History--168 B.C.E.-135 C.E--Early works to 1800,,a--x--y--x,,Jews;History;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q323;Q6879;Q300
Jews--History--586 B.C.-70 A.D,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85070402,Jews;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235,Q323;Q6879
Jews--History--586 B.C.-70 A.D.,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85070402,Jews;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235,Q323;Q6879
Jews--History--70-1789,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85070408,Jews;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235,Q323;Q6879
Jews--History--Chronology--Early works to 1800,0,a--x--v--v,,Jews;History;Chronologies;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423901;http://id.worldcat.org/fast/1411636,Q323;Q6879;Q7990;Q300
Jews--History--Early works to 1800,0,a--x--v,,Jews;History;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q323;Q6879;Q300
Jews--History--Early works to 1800.,0,a--x--v,,Jews;History;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q323;Q6879;Q300
"Jews--History--Rebellion, 66-73",0,a--x--y,http://id.loc.gov/authorities/subjects/sh85070405,Jews;History;Jewish Rebellion (66-73 A.D.),http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1404530,Q323;Q6879;Q261
"Jews--History--Rebellion, 66-73.",0,a--x--y,http://id.loc.gov/authorities/subjects/sh85070405,Jews;History;Jewish Rebellion (66-73 A.D.),http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1404530,Q323;Q6879;Q261
"Jews--History--Rebellion, 66-73--Early works to 1800",,a--x--y--x,,Jews;History;Jewish Rebellion (66-73 A.D.);Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1404530;http://id.worldcat.org/fast/1411636,Q323;Q6879;Q261;Q300
Jews--History--Sources,0,a--x--v,,Jews;History;Sources,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q323;Q6879;Q2769
Jews--History--To 953 B.C.,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85070395,Jews;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/958235,Q323;Q6879
Jews--Hungary--19th century,0,a--z--y,,Jews;Hungary;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1205132;http://id.worldcat.org/fast/1037841,Q323;Q4179;Q3538
Jews--Hungary--Szikszó--19th century,0,a--z--z--y,,Jews;Hungary--Szikszó;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1230604;http://id.worldcat.org/fast/1037841,Q323;Q75218;Q3538
Jews--India--Cochin--History--Early works to 1800,0,a--z--z--x--v,,Jews;India--Cochin;History;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1210898;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q323;Q75324;Q6879;Q300
Jews--India--Cochin--Social life and customs--Early works to 1800,0,a--z--z--x--v,,Jews--Social life and customs;India--Cochin;Early works,http://id.worldcat.org/fast/983364;http://id.worldcat.org/fast/1210898;http://id.worldcat.org/fast/1411636,Q76520;Q75324;Q300
Jews--India--Kerala--Early works to 1800,0,a--z--z--v,,Jews;India--Kerala;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1205181;http://id.worldcat.org/fast/1411636,Q323;Q75201;Q300
Jews--Iran--15th century,0,a--z--y,,Jews;Iran;Fifteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/923962,Q323;Q16384;Q154
Jews--Iran--17th century,0,a--z--y,,Jews;Iran;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1113663,Q323;Q16384;Q2771
Jews--Iran--History--19th century,0,a--z--x--y,,Jews;Iran;History;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1037841,Q323;Q16384;Q6879;Q3538
Jews--Iran--Iṣfahān--19th century,0,a--z--z--y,,Jews;Iran--Iṣfahān;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1220534;http://id.worldcat.org/fast/1037841,Q323;Q48723;Q3538
Jews--Iran--Zarqān (Fārs)--15th century,0,a--z--z--y,,Jews;Iran--Zarqān (Fārs);Fifteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1871042;http://id.worldcat.org/fast/923962,Q323;Q75253;Q154
Jews--Iraq--16th century,0,a--z--y,,Jews;Iraq;Sixteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1205757;http://id.worldcat.org/fast/1119851,Q323;Q11124;Q335
Jews--Iraq--Baghdad--Early works to 1800,0,a--z--z--v,,Jews;Iraq--Baghdad;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1207444;http://id.worldcat.org/fast/1411636,Q323;Q48745;Q300
Jews--Iraq--Barzan (Irbīl)--17th century,0,a--z--z--y,,Jews;Iraq--Barzan (Erbil);Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1329372;http://id.worldcat.org/fast/1113663,Q323;Q75260;Q2771
Jews--Iraq--Dihōk--17th century,0,a--z--z--y,,Jews;Iraq--Dihōk;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1266927;http://id.worldcat.org/fast/1113663,Q323;Q75301;Q2771
Jews--Iraq--Dihōk--Early works to 1800,0,a--z--z--v,,Jews;Iraq--Dihōk;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1266927;http://id.worldcat.org/fast/1411636,Q323;Q75301;Q300
Jews--Iraq--Ḥarir--17th century,0,a--z--z--y,,Jews;Iraq;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1205757;http://id.worldcat.org/fast/1113663,Q323;Q11124;Q2771
Jews--Iraq--History--19th century,0,a--z--x--y,,Jews;Iraq;History;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1205757;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1037841,Q323;Q11124;Q6879;Q3538
Jews--Iraq--Mosul--17th century,0,a--z--z--y,,Jews;Iraq--Mosul;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1202687;http://id.worldcat.org/fast/1113663,Q323;Q64094;Q2771
Jews--Iraq--Nerwa--19th century,0,a--z--z--y,,Jews;Iraq;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1205757;http://id.worldcat.org/fast/1037841,Q323;Q11124;Q3538
Jews--Iraq--Sandūr--17th century,0,a--z--z--y,,Jews;Iraq--Sandūr;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1890311;http://id.worldcat.org/fast/1113663,Q323;Q75258;Q2771
Jews--Iraq--Sharnash--17th century,0,a--z--z--y,,Jews;Iraq;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1205757;http://id.worldcat.org/fast/1113663,Q323;Q11124;Q2771
Jews--Iraq--ʻAmādīyah--18th century,0,a--z--z--y,,Jews;Iraq--ʻAmādīyah;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1263801;http://id.worldcat.org/fast/904058,Q323;Q75309;Q3024
Jews--Iraq--ʻAmādīyah--19th century,0,a--z--z--y,,Jews;Iraq--ʻAmādīyah;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1263801;http://id.worldcat.org/fast/1037841,Q323;Q75309;Q3538
Jews--Israel--17th century,0,a--z--y,,Jews;Israel;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204236;http://id.worldcat.org/fast/1113663,Q323;Q68052;Q2771
Jews--Israel--19th century,0,a--z--y,,Jews;Israel;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204236;http://id.worldcat.org/fast/1037841,Q323;Q68052;Q3538
Jews--Israel--Tsefat--18th century,0,a--z--z--y,,Jews;Israel--Tsefat;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1209839;http://id.worldcat.org/fast/904058,Q323;Q64096;Q3024
Jews--Israel--Tsefat--19th century,0,a--z--z--y,,Jews;Israel--Tsefat;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1209839;http://id.worldcat.org/fast/1037841,Q323;Q64096;Q3538
Jews--Israel--Tsefat--Early works to 1800,0,a--z--z--v,,Jews;Israel--Tsefat;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1209839;http://id.worldcat.org/fast/1411636,Q323;Q64096;Q300
Jews--Italy,0,a--z,http://id.loc.gov/authorities/subjects/sh89001550,Jews;Italy,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565,Q323;Q249
Jews--Italy--15th century,0,a--z--y,,Jews;Italy;Fifteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q323;Q249;Q154
Jews--Italy--17th century,0,a--z--y,,Jews;Italy;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1113663,Q323;Q249;Q2771
Jews--Italy--18th century,0,a--z--y,,Jews;Italy;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/904058,Q323;Q249;Q3024
Jews--Italy--18th century--Sources,0,a--z--y--v,,Jews;Italy;Eighteenth century;Sources,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/904058;http://id.worldcat.org/fast/1423900,Q323;Q249;Q3024;Q2769
Jews--Italy--19th century,0,a--z--y,,Jews;Italy;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1037841,Q323;Q249;Q3538
Jews--Italy--19th century--Sources,0,a--z--y--v,,Jews;Italy;Nineteenth century;Sources,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1037841;http://id.worldcat.org/fast/1423900,Q323;Q249;Q3538;Q2769
Jews--Italy--Alessandria--Early works to 1800,0,a--z--z--v,,Jews;Italy--Alessandria;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1227508;http://id.worldcat.org/fast/1411636,Q323;Q75257;Q300
Jews--Italy--Ancona--18th century,0,a--z--z--y,,Jews;Italy--Ancona;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1207342;http://id.worldcat.org/fast/904058,Q323;Q6970;Q3024
Jews--Italy--Ancona--Early works to 1800,0,a--z--z--v,,Jews;Italy--Ancona;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1207342;http://id.worldcat.org/fast/1411636,Q323;Q6970;Q300
Jews--Italy--Asti--Early works to 1800,0,a--z--z--v,,Jews;Italy--Asti;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204985;http://id.worldcat.org/fast/1411636,Q323;Q75234;Q300
Jews--Italy--Asti--History--Sources,0,a--z--z--x--v,,Jews;Italy--Asti;History;Sources,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204985;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q323;Q75234;Q6879;Q2769
Jews--Italy--Cairo Montenotte--History,0,a--z--z--x,,Jews;Italy--Cairo Montenotte;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1305546;http://id.worldcat.org/fast/958235,Q323;Q75284;Q6879
Jews--Italy--Calabria--15th century,0,a--z--z--y,,Jews;Italy--Calabria;Fifteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204789;http://id.worldcat.org/fast/923962,Q323;Q75276;Q154
Jews--Italy--Carmagnola--18th century,0,a--z--z--y,,Jews;Italy--Carmagnola;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1228535;http://id.worldcat.org/fast/904058,Q323;Q75209;Q3024
Jews--Italy--Carpi--19th century,0,a--z--z--y,,Jews;Italy--Carpi;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1211351;http://id.worldcat.org/fast/1037841,Q323;Q48322;Q3538
Jews--Italy--Casale Monferrato--17th century,0,a--z--z--y,,Jews;Italy--Casale Monferrato;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1208470;http://id.worldcat.org/fast/1113663,Q323;Q75295;Q2771
Jews--Italy--Casale Monferrato--18th century,0,a--z--z--y,,Jews;Italy--Casale Monferrato;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1208470;http://id.worldcat.org/fast/904058,Q323;Q75295;Q3024
Jews--Italy--Casale Monferrato--19th century,0,a--z--z--y,,Jews;Italy--Casale Monferrato;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1208470;http://id.worldcat.org/fast/1037841,Q323;Q75295;Q3538
Jews--Italy--Casale Monferrato--Early works to 1800,0,a--z--z--v,,Jews;Italy--Casale Monferrato;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1208470;http://id.worldcat.org/fast/1411636,Q323;Q75295;Q300
Jews--Italy--Casale Monferrato--History--Sources,0,a--z--z--x--v,,Jews;Italy--Casale Monferrato;History;Sources,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1208470;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q323;Q75295;Q6879;Q2769
Jews--Italy--Casella--18th century,0,a--z--z--y,,Jews;Italy--Casella;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1297803;http://id.worldcat.org/fast/904058,Q323;Q75236;Q3024
Jews--Italy--Cassine--17th century,0,a--z--z--y,,Jews;Italy--Cassine;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1238601;http://id.worldcat.org/fast/1113663,Q323;Q75231;Q2771
Jews--Italy--Ceneda--19th century,0,a--z--z--y,,Jews;Italy--Ceneda;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1228097;http://id.worldcat.org/fast/1037841,Q323;Q75238;Q3538
Jews--Italy--Correggio--19th century,0,a--z--z--y,,Jews;Italy--Correggio;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1230513;http://id.worldcat.org/fast/1037841,Q323;Q75279;Q3538
Jews--Italy--Cortemaggiore,0,a--z--z,,Jews;Italy--Cortemaggiore,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1217263,Q323;Q75242
Jews--Italy--Early works to 1800,0,a--z--v,,Jews;Italy;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q323;Q249;Q300
Jews--Italy--Ferrara--18th century,0,a--z--z--y,,Jews;Italy--Ferrara;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204575;http://id.worldcat.org/fast/904058,Q323;Q7179;Q3024
Jews--Italy--Ferrara--19th century,0,a--z--z--y,,Jews;Italy--Ferrara;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204575;http://id.worldcat.org/fast/1037841,Q323;Q7179;Q3538
Jews--Italy--Ferrara--Early works to 1800,0,a--z--z--v,,Jews;Italy--Ferrara;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204575;http://id.worldcat.org/fast/1411636,Q323;Q7179;Q300
Jews--Italy--Finale Emilia--19th century,0,a--z--z--y,,Jews;Italy--Finale Emilia;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1235863;http://id.worldcat.org/fast/1037841,Q323;Q75270;Q3538
Jews--Italy--Fiorenzuola d'Arda--Early works to 1800,0,a--z--z--v,,Jews;Italy--Fiorenzuola d'Arda;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1305767;http://id.worldcat.org/fast/1411636,Q323;Q75197;Q300
Jews--Italy--Florence--Early works to 1800,0,a--z--z--v,,Jews;Italy--Florence;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1411636,Q323;Q3604;Q300
Jews--Italy--Florence--History,0,a--z--z--x,,Jews;Italy--Florence;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235,Q323;Q3604;Q6879
Jews--Italy--Fossano--Early works to 1800,0,a--z--z--v,,Jews;Italy--Fossano;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1229849;http://id.worldcat.org/fast/1411636,Q323;Q75235;Q300
Jews--Italy--Gazzuolo--History--Sources,0,a--z--z--x--v,,Jews;Italy--Gazzuolo;History;Sources,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1872954;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q323;Q76507;Q6879;Q2769
Jews--Italy--Giarole--17th century,0,a--z--z--y,,Jews;Italy;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1113663,Q323;Q249;Q2771
Jews--Italy--Gorizia (Province)--19th century,0,a--z--z--y,,Jews;Italy--Gorizia (Province);Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1331471;http://id.worldcat.org/fast/1037841,Q323;Q76505;Q3538
Jews--Italy--History--15th century,0,a--z--x--y,,Jews;Italy;History;Fifteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,Q323;Q249;Q6879;Q154
Jews--Italy--History--15th century.,0,a--z--x--y,,Jews;Italy;History;Fifteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,Q323;Q249;Q6879;Q154
Jews--Italy--History--17th century,0,a--z--x--y,,Jews;Italy;History;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663,Q323;Q249;Q6879;Q2771
Jews--Italy--History--18th century,0,a--z--x--y,,Jews;Italy;History;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/904058,Q323;Q249;Q6879;Q3024
Jews--Italy--History--19th century,0,a--z--x--y,,Jews;Italy;History;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1037841,Q323;Q249;Q6879;Q3538
Jews--Italy--History--19th century--Sources,0,a--z--x--y--v,,Jews;Italy;History;Nineteenth century;Sources,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1037841;http://id.worldcat.org/fast/1423900,Q323;Q249;Q6879;Q3538;Q2769
Jews--Italy--History--Sources,0,a--z--x--v,,Jews;Italy;History;Sources,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q323;Q249;Q6879;Q2769
Jews--Italy--Livorno--19th century,0,a--z--z--y,,Jews;Italy--Livorno;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1206206;http://id.worldcat.org/fast/1037841,Q323;Q3073;Q3538
Jews--Italy--Livorno--History,0,a--z--z--x,,Jews;Italy--Livorno;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1206206;http://id.worldcat.org/fast/958235,Q323;Q3073;Q6879
Jews--Italy--Livorno--History.,0,a--z--z--x,,Jews;Italy--Livorno;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1206206;http://id.worldcat.org/fast/958235,Q323;Q3073;Q6879
Jews--Italy--Livorno--History--Sources,0,a--z--z--x--v,,Jews;Italy--Livorno;History;Sources,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1206206;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q323;Q3073;Q6879;Q2769
"Jews--Italy--Livorno--Legal status, laws, etc.--Sources",0,a--z--x--x--v,,"Jews--Legal status, laws, etc.;Italy--Livorno;Sources",http://id.worldcat.org/fast/983297;http://id.worldcat.org/fast/1206206;http://id.worldcat.org/fast/1423900,Q38966;Q3073;Q2769
Jews--Italy--Mantua--17th century,0,a--z--z--y,,Jews;Italy--Mantua;Seventeenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/1113663,Q323;Q2779;Q2771
Jews--Italy--Mantua--18th century,0,a--z--z--y,,Jews;Italy--Mantua;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/904058,Q323;Q2779;Q3024
Jews--Italy--Mantua--Early works to 1800,0,a--z--z--v,,Jews;Italy--Mantua;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/1411636,Q323;Q2779;Q300
Jews--Italy--Mantua--History,0,a--z--z--x,,Jews;Italy--Mantua;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/958235,Q323;Q2779;Q6879
Jews--Italy--Mantua--History.,0,a--z--z--x,,Jews;Italy--Mantua;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/958235,Q323;Q2779;Q6879
Jews--Italy--Mazara del Vallo--History--To 1500,0,a--z--z--x--y,,Jews;Italy--Mazara del Vallo;History,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1234974;http://id.worldcat.org/fast/958235,Q323;Q76514;Q6879
Jews--Italy--Mestre--Early works to 1800,0,a--z--z--v,,Jews;Italy--Mestre;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1235436;http://id.worldcat.org/fast/1411636,Q323;Q75281;Q300
Jews--Italy--Modena--18th century,0,a--z--z--y,,Jews;Italy--Modena;Eighteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1205925;http://id.worldcat.org/fast/904058,Q323;Q42577;Q3024
Jews--Italy--Modena--19th century,0,a--z--z--y,,Jews;Italy--Modena;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1205925;http://id.worldcat.org/fast/1037841,Q323;Q42577;Q3538
Jews--Italy--Moncalvo--19th century,0,a--z--z--y,,Jews;Italy--Moncalvo;Nineteenth century,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1869122;http://id.worldcat.org/fast/1037841,Q323;Q75306;Q3538
Jews--Italy--Moncalvo--Early works to 1800,0,a--z--z--v,,Jews;Italy--Moncalvo;Early works,http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1869122;http://id.worldcat.org/fast/1411636,Q323;Q75306;Q300
