subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Shīʻah--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008111617,,,,Shīʻah;Early works,http://id.worldcat.org/fast/1117946;http://id.worldcat.org/fast/1411636,Q11431;Q300
Food--Religious aspects--Islam--Early works to 1800,a--x--x--v,0,,Food--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/930592;http://id.worldcat.org/fast/1411636,Q48785;Q300,,,
Naqshabandīyah,a,0,http://id.loc.gov/authorities/subjects/sh85089787,Naqshabandīyah,http://id.worldcat.org/fast/1032725,Q48270,,,
Naqshabandīyah members,a,0,http://id.loc.gov/authorities/subjects/sh85089788,Naqshabandīyah members,http://id.worldcat.org/fast/1032728,Q48786,,,
Sufism,a,0,http://id.loc.gov/authorities/subjects/sh85129660,,,,Sufism,http://id.worldcat.org/fast/1137257,Q11239
"Letter writing, Persian--Early works to 1800",a--v,0,,"Letter writing, Persian;Early works",http://id.worldcat.org/fast/996745;http://id.worldcat.org/fast/1411636,Q48787;Q300,,,
Astrolabes--Islamic Empire--Early works to 1800,a--z--v,0,,,,,Astrolabes;Islamic Empire;Early works,http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q314;Q11211;Q300
Babism,a,0,http://id.loc.gov/authorities/subjects/sh85010741,Babism,http://id.worldcat.org/fast/824965,Q48788,,,
Metaphysics--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008107714,,,,Metaphysics;Early works,http://id.worldcat.org/fast/1018304;http://id.worldcat.org/fast/1411636,Q277;Q300
Neoplatonism--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008108379,,,,Neoplatonism;Early works,http://id.worldcat.org/fast/1035884;http://id.worldcat.org/fast/1411636,Q3047;Q300
Shīʻah--Doctrines,a--x,0,http://id.loc.gov/authorities/subjects/sh85121391,Shīʻah--Doctrines,http://id.worldcat.org/fast/1117948,Q39091,,,
"Iran--History--Qajar dynasty, 1794-1925",a--x--y,0,http://id.loc.gov/authorities/subjects/sh85067900,Iran;History,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235,Q16384;Q6879,,,
Persian language--Dictionaries--Early works to 1800,a--v--v,0,,Persian language;Dictionaries;Early works,http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1411636,Q11515;Q3041;Q300,,,
Hinduism--Doctrines--Early works to 1800,a--x--v,0,,Hinduism--Doctrines;Early works,http://id.worldcat.org/fast/957123;http://id.worldcat.org/fast/1411636,Q27217;Q300,,,
Religious life--Hinduism--Early works to 1800,a--x--v,0,,Religious life--Hinduism;Early works,http://id.worldcat.org/fast/1094117;http://id.worldcat.org/fast/1411636,Q48789;Q300,,,
"Sanskrit language--Glossaries, vocabularies, etc.--Persian--Early works to 1800",a--v--x--v,0,,"Sanskrit language;Glossaries, vocabularies, etc.;Persian language;Early works",http://id.worldcat.org/fast/1105170;http://id.worldcat.org/fast/1423786;http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1411636,Q26627;Q3028;Q11515;Q300,,,
Vedanta--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008113170,,,,Vedanta;Early works,http://id.worldcat.org/fast/1164683;http://id.worldcat.org/fast/1411636,Q27086;Q300
Hadith--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh86008156,,,,Hadith;Early works,http://id.worldcat.org/fast/950112;http://id.worldcat.org/fast/1411636,Q3581;Q300
Imams (Shiites)--Early works to 1800,a--v,0,,Imams (Shiites);Early works,http://id.worldcat.org/fast/967650;http://id.worldcat.org/fast/1411636,Q48780;Q300,,,
Imamate--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2009126762,Imamate;Early works,http://id.worldcat.org/fast/967643;http://id.worldcat.org/fast/1411636,Q48790;Q300,,,
Sufis--Genealogy--Early works to 1800,a--x--v,0,,Sufis;Genealogy;Early works,http://id.worldcat.org/fast/1137253;http://id.worldcat.org/fast/939652;http://id.worldcat.org/fast/1411636,Q11475;Q38912;Q300,,,
"Encyclopedias and dictionaries, Persian--Early works to 1800",a--v,0,,"Encyclopedias and dictionaries, Persian;Early works",http://id.worldcat.org/fast/909604;http://id.worldcat.org/fast/1411636,Q2957;Q300,,,
Muslim pilgrims and pilgrimages--Saudi Arabia--Mecca,a--z--z,0,http://id.loc.gov/authorities/subjects/sh85089072,,,,Muslim pilgrims and pilgrimages;Saudi Arabia--Mecca,http://id.worldcat.org/fast/1030970;http://id.worldcat.org/fast/1204780,Q11313;Q11321
Future life--Islam,a--x,0,http://id.loc.gov/authorities/subjects/sh85052615,Future life--Islam,http://id.worldcat.org/fast/936737,Q11604,,,
Qum (Iran)--History--Early works to 1800,a--x--v,0,,Iran--Qum;History;Early works,http://id.worldcat.org/fast/1222001;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q48756;Q6879;Q300,,,
Islamic etiquette,a,0,http://id.loc.gov/authorities/subjects/sh85068452,Islamic etiquette,http://id.worldcat.org/fast/979940,Q11344,,,
Islamic philosophy,a,0,http://id.loc.gov/authorities/subjects/sh85100934,Islamic philosophy,http://id.worldcat.org/fast/1730358,Q3016,,,
"Iran--History--Ṣafavid dynasty, 1501-1736",a--x--y,0,http://id.loc.gov/authorities/subjects/sh96007363,Iran;History,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235,Q16384;Q6879,,,
"Hadith--Criticism, interpretation, etc.--Early works to 1800",a--x--v,0,http://id.loc.gov/authorities/subjects/sh2008105464,,,,Hadith;Early works,http://id.worldcat.org/fast/950112;http://id.worldcat.org/fast/1411636,Q3581;Q300
Mughal Empire--Kings and rulers--Biography--Early works to 1800,a--x--v--v,0,,India--Mughal Empire;Kings and rulers;Biographies;Early works,http://id.worldcat.org/fast/1240293;http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q48762;Q305;Q3051;Q300,,,
Mughal Empire--History--Early works to 1800,a--x--v,0,,India--Mughal Empire;History;Early works,http://id.worldcat.org/fast/1240293;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q48762;Q6879;Q300,,,
Persian language--Terms and phrases--Dictionaries--Early works to 1800,a--x--v--v,0,,Persian language--Terms and phrases;Dictionaries;Early works,http://id.worldcat.org/fast/1058514;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1411636,Q48791;Q3041;Q300,,,
"Legal documents--Islamic Empire--Handbooks, manuals, etc.--Early works to 1800",a--z--v--v,0,,Legal documents;Islamic Empire;Handbooks and manuals;Early works,http://id.worldcat.org/fast/995459;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1423877;http://id.worldcat.org/fast/1411636,Q4864;Q11211;Q212;Q300,,,
"Legal documents (Islamic law)--Handbooks, manuals, etc.--Early works to 1800",a--v--v,0,,Legal documents (Islamic law);Handbooks and manuals;Early works,http://id.worldcat.org/fast/1894338;http://id.worldcat.org/fast/1423877;http://id.worldcat.org/fast/1411636,Q48792;Q212;Q300,,,
Hanafites--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008105466,,,,Hanafites;Early works,http://id.worldcat.org/fast/950818;http://id.worldcat.org/fast/1411636,Q3580;Q300
Islam--Doctrines,a--x,0,,,,,Islam--Doctrines,http://id.worldcat.org/fast/979787,Q11301
Islamic ethics,a,0,,,,,Islamic ethics,http://id.worldcat.org/fast/979936,Q11320
Persian prose literature--Early works to 1800,a--v,0,,Persian prose literature;Early works,http://id.worldcat.org/fast/1058548;http://id.worldcat.org/fast/1411636,Q27108;Q300,,,
Persian language--Dictionaries--Turkish--Early works to 1800,a--v--x--v,0,,,,,Persian language;Dictionaries;Turkish language;Early works,http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1159411;http://id.worldcat.org/fast/1411636,Q11515;Q3041;Q11148;Q300
Manuscrits turcs--New Jersey--Princeton,a--z--z,6,,"Manuscripts, Turkish;New Jersey--Princeton",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1204939,Q3068;Q11460,,,
"Manuscripts, Turkish",a,fast,,,,,"Manuscripts, Turkish",http://id.worldcat.org/fast/1008521,Q3068
Persian language,a,fast,,Persian language,http://id.worldcat.org/fast/1058466,Q11515,,,
"Sufi poetry, Persian--Early works to 1800",a--v,0,,"Sufi poetry, Persian;Early works",http://id.worldcat.org/fast/1137242;http://id.worldcat.org/fast/1411636,Q48793;Q300,,,
Chishtīyah,a,0,http://id.loc.gov/authorities/subjects/sh85024485,Chishtīyah,http://id.worldcat.org/fast/857976,Q48766,,,
"Astrology, Arab--Early works to 1800",a--v,0,,,,,"Astrology, Arab;Early works",http://id.worldcat.org/fast/819451;http://id.worldcat.org/fast/1411636,Q3616;Q300
Arabic language--Lexicography--Early works to 1800,a--x--v,0,,,,,Arabic language--Lexicography;Lexicography;Early works,http://id.worldcat.org/fast/812371;http://id.worldcat.org/fast/997021;http://id.worldcat.org/fast/1411636,Q38812;Q38813;Q300
Arabic language--Dictionaries--Persian--15th century,a--x--x--y,0,,Arabic language;Encyclopedias and dictionaries;Persian language;Fifteenth century,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/909533;http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/923962,Q2953;Q175;Q11515;Q154,,,
Iran--History--16th-18th centuries--Early works to 1800,a--x--y--v,0,,Iran;History;Sixteenth century;Seventeenth century;Eighteenth century;Early works,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/904058;http://id.worldcat.org/fast/1411636,Q16384;Q6879;Q335;Q2771;Q3024;Q300,,,
Medina (Saudi Arabia)--Early works to 1800,a--v,0,,Saudi Arabia--Medina;Early works,http://id.worldcat.org/fast/1213531;http://id.worldcat.org/fast/1411636,Q18323;Q300,,,
Arabic language--Dictionaries--Persian--Early works to 1800,a--x--x--x,0,,,,,Arabic language;Encyclopedias and dictionaries;Persian language;Early works,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/909533;http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1411636,Q2953;Q175;Q11515;Q300
Shīʻah,a,0,http://id.loc.gov/authorities/subjects/sh85121390,,,,Shīʻah,http://id.worldcat.org/fast/1117946,Q11431
Prayer--Islam--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2010108002,,,,Prayer--Islam;Islam;Early works,http://id.worldcat.org/fast/1074698;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q11135;Q3549;Q300
Religious life--Shīʻah--Early works to 1800,a--x--v,0,,Religious life--Islam;Early works,http://id.worldcat.org/fast/1094119;http://id.worldcat.org/fast/1411636,Q3634;Q300,,,
Astrology,a,0,http://id.loc.gov/authorities/subjects/sh85008893,,,,Astrology,http://id.worldcat.org/fast/819398,Q258
"Poets, Persian--747-1500--Early works to 1800",a--y--v,0,,"Poets, Persian;Early works",http://id.worldcat.org/fast/1068011;http://id.worldcat.org/fast/1411636,Q26758;Q300,,,
Islam--Rituals--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2008124217,,,,Islam--Rituals;Early works,http://id.worldcat.org/fast/979845;http://id.worldcat.org/fast/1411636,Q11593;Q300
Bullets,a,0,http://id.loc.gov/authorities/subjects/sh85017956,Bullets,http://id.worldcat.org/fast/841495,Q48794,,,
Gunpowder,a,0,http://id.loc.gov/authorities/subjects/sh85057937,Gunpowder,http://id.worldcat.org/fast/949424,Q38941,,,
"Astronomy, Arab--Tables--Early works to 1800",a--v--v,0,,,,,"Astronomy, Arab--Tables;Tables;Early works",http://id.worldcat.org/fast/819766;http://id.worldcat.org/fast/1423914;http://id.worldcat.org/fast/1411636,Q11326;Q18329;Q300
Jihad--Early works to 1800,a--v,0,,Jihad;Early works,http://id.worldcat.org/fast/983599;http://id.worldcat.org/fast/1411636,Q48795;Q300,,,
Carnatic (India)--History--18th century,a--x--y,0,,India--Carnatic;History;Eighteenth century,http://id.worldcat.org/fast/1244112;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/904058,Q48796;Q6879;Q3024,,,
Carnatic (India)--Kings and rulers,a--x,0,,India--Carnatic;Kings and rulers,http://id.worldcat.org/fast/1244112;http://id.worldcat.org/fast/987694,Q48796;Q305,,,
Political ethics--Islamic countries,a--z,0,,Political ethics;Islamic countries,http://id.worldcat.org/fast/1069286;http://id.worldcat.org/fast/1244130,Q3019;Q2810,,,
God (Islam)--Name,a--x,0,http://id.loc.gov/authorities/subjects/sh85055575,God (Islam)--Name,http://id.worldcat.org/fast/944149,Q11248,,,
Imams (Shiites),a,0,http://id.loc.gov/authorities/subjects/sh85064480,Imams (Shiites),http://id.worldcat.org/fast/967650,Q48780,,,
Arabic language--Dictionaries--Persian--Early works to 1800,a--x--x--v,0,,,,,Arabic language;Encyclopedias and dictionaries;Persian language;Early works,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/909533;http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1411636,Q2953;Q175;Q11515;Q300
Astrology--Tables,a--v,0,http://id.loc.gov/authorities/subjects/sh2009116097,Astrology;Tables,http://id.worldcat.org/fast/819398;http://id.worldcat.org/fast/1423914,Q258;Q18329,,,
"Proverbs, Arabic",a,0,http://id.loc.gov/authorities/subjects/sh85107847,,,,"Proverbs, Arabic",http://id.worldcat.org/fast/1080229,Q11252
Hadith--Texts,a--v,0,http://id.loc.gov/authorities/subjects/sh91004161,,,,Hadith--Texts,http://id.worldcat.org/fast/950137,Q3524
Shīʻah--Doctrines--19th century,a--x--y,0,,Shīʻah--Doctrines;Nineteenth century,http://id.worldcat.org/fast/1117948;http://id.worldcat.org/fast/1037841,Q39091;Q3538,,,
Hadith (Shiites),a,0,http://id.loc.gov/authorities/subjects/sh85058199,Hadith (Shiites),http://id.worldcat.org/fast/950138,Q11555,,,
Hadith (Shiites)--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008121359,,,,Hadith (Shiites);Early works,http://id.worldcat.org/fast/950138;http://id.worldcat.org/fast/1411636,Q11555;Q300
Mahdi--Early works to 1800,a--v,0,,,,,Mahdi;Early works,http://id.worldcat.org/fast/1005989;http://id.worldcat.org/fast/1411636,Q11365;Q300
Islamic Empire--History--661-750,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85068448,Islamic Empire;History,http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/958235,Q11211;Q6879,,,
"Geography, Medieval",a,0,http://id.loc.gov/authorities/subjects/sh85054023,,,,"Geography, Medieval",http://id.worldcat.org/fast/940573,Q214
"Iran--History--Ṣafavid dynasty, 1501-1736--Biography",a--x--y--v,0,,Iran;History;Biographies,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1919896,Q16384;Q6879;Q3051,,,
Iran--Kings and rulers--Early works to 1800,a--x--v,0,,Iran;Kings and rulers;Early works,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1411636,Q16384;Q305;Q300,,,
"Medicine, Persian--Dictionaries",a--v,0,,"Medicine, Persian;Dictionaries",http://id.worldcat.org/fast/1015308;http://id.worldcat.org/fast/1423826,Q186;Q3041,,,
Divination--Islamic countries,a--z,0,,Divination;Islamic countries,http://id.worldcat.org/fast/895747;http://id.worldcat.org/fast/1244130,Q26839;Q2810,,,
Shiites,a,0,http://id.loc.gov/authorities/subjects/sh85121432,Shiites,http://id.worldcat.org/fast/1115976,Q39087,,,
Shīrāz (Iran)--History,a--x,0,,Iran--Shīrāz;History,http://id.worldcat.org/fast/1208873;http://id.worldcat.org/fast/958235,Q48253;Q6879,,,
Azerbaijani poetry,a,0,http://id.loc.gov/authorities/subjects/sh85010644,Azerbaijani poetry,http://id.worldcat.org/fast/824647,Q48797,,,
"Manuscripts, Azerbaijani--New Jersey--Princeton",a--z--z,0,,"Manuscripts, Azerbaijani;New Jersey--Princeton",http://id.worldcat.org/fast/1008297;http://id.worldcat.org/fast/1204939,Q48728;Q11460,,,
Salat--Early works to 1800,a--v,0,,,,,Salat;Early works,http://id.worldcat.org/fast/1103765;http://id.worldcat.org/fast/1411636,Q39075;Q300
Fasting--Religious aspects--Islam--Early works to 1800,a--x--x--v,0,,,,,Fasting--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/921728;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q11204;Q3549;Q300
"Astrology, Arab--Iran--15th century",a--z--y,0,,"Astrology, Arab;Iran;Fifteenth century",http://id.worldcat.org/fast/819451;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/923962,Q3616;Q16384;Q154,,,
Salat,a,0,http://id.loc.gov/authorities/subjects/sh00008529,Salat,http://id.worldcat.org/fast/1103765,Q39075,,,
"Sufi poetry, Persian--History and criticism--Early works to 1800",a--x--v,0,,"Sufi poetry, Persian;Criticism, interpretation, etc.;Early works",http://id.worldcat.org/fast/1137242;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1411636,Q48793;Q177;Q300,,,
Muslim pilgrims and pilgrimages--Iraq--Karbalāʼ--Early works to 1800,a--z--z--v,0,,,,,Muslim pilgrims and pilgrimages;Iraq--Karbalāʼ;Early works,http://id.worldcat.org/fast/1030970;http://id.worldcat.org/fast/1232324;http://id.worldcat.org/fast/1411636,Q11313;Q11476;Q300
Shiite shrines--Early works to 1800,a--v,0,,,,,Shiite shrines;Early works,http://id.worldcat.org/fast/1115975;http://id.worldcat.org/fast/1411636,Q27411;Q300
Shīʻah--Prayers and devotions--Early works to 1800,a--v--v,0,,,,,Shīʻah--Prayers and devotions;Prayers and devotions;Early works,http://id.worldcat.org/fast/1426601;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q26712;Q3052;Q300
Rajab--Early works to 1800,a--v,0,,Rajab;Early works,http://id.worldcat.org/fast/1089603;http://id.worldcat.org/fast/1411636,Q48798;Q300,,,
Professions--Islamic Empire--Classification,a--z--v,0,,Professions;Islamic Empire;Classification,http://id.worldcat.org/fast/1078551;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1697073,Q48799;Q11211;Q48800,,,
Arabic language--Grammar--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh86000284,,,,Arabic language--Grammar;Early works,http://id.worldcat.org/fast/812341;http://id.worldcat.org/fast/1411636,Q3523;Q300
Arithmetic--Early works to 1900,a--v,0,,,,,Arithmetic;Early works,http://id.worldcat.org/fast/814484;http://id.worldcat.org/fast/1411636,Q173;Q300
Divination--Islamic countries--Early works to 1800,a--z--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85038589,,,,Divination;Islamic countries;Early works,http://id.worldcat.org/fast/895747;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1411636,Q26839;Q2810;Q300
God (Islam)--Name--Prayers and devotions--Early works to 1800,a--x--v--v,0,,,,,God (Islam)--Name;Prayers and devotions;Early works,http://id.worldcat.org/fast/944149;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q11248;Q3052;Q300
"Mathematics, Arab--Early works to 1800",a--v,0,,,,,"Mathematics, Arab;Early works",http://id.worldcat.org/fast/1012356;http://id.worldcat.org/fast/1411636,Q2780;Q300
Divination,a,fast,(OCoLC)fst00895747,,,,Divination,http://id.worldcat.org/fast/895747,Q26839
Islamic countries,a,fast,(OCoLC)fst01244130,,,,Islamic countries,http://id.worldcat.org/fast/1244130,Q2810
Persian language--Rhetoric--Early works to 1800,a--x--v,0,,Persian language--Rhetoric;Early works,http://id.worldcat.org/fast/1058499;http://id.worldcat.org/fast/1411636,Q48778;Q300,,,
Agriculture--Islamic countries,a--z,0,,Agriculture;Islamic countries,http://id.worldcat.org/fast/801355;http://id.worldcat.org/fast/1244130,Q326;Q2810,,,
Arabic language--Vocabulary,a--x,0,,Arabic language--Vocabulary,http://id.worldcat.org/fast/812462,Q11229,,,
"Hadith (Shiites)--Criticism, interpretation, etc.--Early works to 1800",a--x--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85058199,"Hadith (Shiites);Criticism, interpretation, etc.;Early works",http://id.worldcat.org/fast/950138;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1411636,Q11555;Q177;Q300,,,
Imamate,a,0,,Imamate,http://id.worldcat.org/fast/967643,Q48790,,,
Islamic law--Early works to 1800,a--v,0,,,,,Islamic law;Early works,http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1411636,Q3605;Q300
"Karbalāʾ, Battle of, Karbalāʾ, Iraq, 680--Early works to 1800",a--v,0,,"Battle of Karbalāʼ (Karbalāʼ, Iraq : 680);Early works",http://id.worldcat.org/fast/1710069;http://id.worldcat.org/fast/1411636,Q48801;Q300,,,
Hadith (Shiites),a,fast,(OCoLC)fst00950138,,,,Hadith (Shiites),http://id.worldcat.org/fast/950138,Q11555
Shīʻah--Doctrines,a--x,fast,(OCoLC)fst01117948,Shīʻah--Doctrines,http://id.worldcat.org/fast/1117948,Q39091,,,
Islamic Empire,a,fast,,,,,Islamic Empire,http://id.worldcat.org/fast/1244134,Q11211
Astronomical instruments--Islamic countries--17th century,a--z--y,0,,Astronomical instruments;Islamic countries;Seventeenth century,http://id.worldcat.org/fast/819641;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1113663,Q2809;Q2810;Q2771,,,
Horses--Islamic Empire--Early works to 1800,a--z--v,0,,Horses;Islamic Empire;Early works,http://id.worldcat.org/fast/960603;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q2783;Q11211;Q300,,,
God (Islam),a,0,http://id.loc.gov/authorities/subjects/sh85055570,God (Islam),http://id.worldcat.org/fast/944142,Q11509,,,
Political ethics--Islamic Empire--Early works to 1800,a--z--v,0,,Political ethics;Islamic Empire;Early works,http://id.worldcat.org/fast/1069286;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q3019;Q11211;Q300,,,
Islamic Empire--Politics and government--Early works to 1800,a--x--v,0,,Islamic Empire;Politics and government;Early works,http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1919741;http://id.worldcat.org/fast/1411636,Q11211;Q2818;Q300,,,
Hadith--Early works to 1800,a--v,0,,,,,Hadith;Early works,http://id.worldcat.org/fast/950112;http://id.worldcat.org/fast/1411636,Q3581;Q300
Manuscrits arabes--New Jersey--Princeton,a--z--z,6,,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
Inheritance and succession (Islamic law)--Early works to 1800,a--v,0,,,,,Inheritance and succession (Islamic law);Early works,http://id.worldcat.org/fast/973401;http://id.worldcat.org/fast/1411636,Q3076;Q300
Charms--Islamic countries,a--z,0,,Charms;Islamic countries,http://id.worldcat.org/fast/852494;http://id.worldcat.org/fast/1244130,Q48802;Q2810,,,
Islamic magic,a,0,http://id.loc.gov/authorities/subjects/sh85079615,Islamic magic,http://id.worldcat.org/fast/1730344,Q2807,,,
Prophecy--Islam--Early works to 1800,a--x--v,0,,Prophecy--Islam;Early works,http://id.worldcat.org/fast/2020425;http://id.worldcat.org/fast/1411636,Q48803;Q300,,,
Urdu poetry,a,0,http://id.loc.gov/authorities/subjects/sh85141354,Urdu poetry,http://id.worldcat.org/fast/1162838,Q48769,,,
Clothing and dress--Religious aspects--Islam--Early works to 1800,a--x--x--v,0,,,,,Clothing and dress--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/864711;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q11507;Q3549;Q300
Hygiene--Religious aspects--Islam--Early works to 1800,a--x--x--v,0,,Hygiene;Islam;Early works,http://id.worldcat.org/fast/965349;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q8003;Q3549;Q300,,,
Persian poetry--Early works to 1800,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85100084,,,,Persian poetry;Early works,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1411636,Q3582;Q300
Dream interpretation--Early works to 1800,a--v,0,,,,,Dream interpretation;Early works,http://id.worldcat.org/fast/897886;http://id.worldcat.org/fast/1411636,Q16340;Q300
Aphorisms and apothegms--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2007101189,Aphorisms and apothegms;Early works,http://id.worldcat.org/fast/811330;http://id.worldcat.org/fast/1411636,Q11404;Q300,,,
Arabic language--Dictionaries--Urdu,a--v--x,0,http://id.loc.gov/authorities/subjects/sh2009115205,Arabic language;Dictionaries;Urdu language,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1162770,Q2953;Q3041;Q48804,,,
Afghanistan--History--Early works to 1800,a--x--v,0,,Afghanistan;History;Early works,http://id.worldcat.org/fast/1205406;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q38444;Q6879;Q300,,,
Iran--History--Early works to 1800,a--x--v,0,,Iran;History;Early works,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q16384;Q6879;Q300,,,
Medina (Saudi Arabia)--History--Early works to 1800,a--x--v,0,,Saudi Arabia--Medina;History;Early works,http://id.worldcat.org/fast/1213531;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q18323;Q6879;Q300,,,
"Astronomy, Arab--Early works to 1800",a--v,0,,,,,"Astronomy, Arab;Early works",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1411636,Q3035;Q300
"Manuscripts, Arabic",a,fast,,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
Persian language--Dictionaries--Arabic--Early works to 1800,a--v--x--v,0,,Persian language;Dictionaries;Arabic language;Early works,http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1411636,Q11515;Q3041;Q2953;Q300,,,
Imams (Shiites)--Biography,a--v,0,http://id.loc.gov/authorities/subjects/sh2008104277,Imams (Shiites);Biographies,http://id.worldcat.org/fast/967650;http://id.worldcat.org/fast/1919896,Q48780;Q3051,,,
Drinking of alcoholic beverages--Religious aspects--Islam--Early works to 1800,a--x--x--v,0,,Drinking of alcoholic beverages--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/898231;http://id.worldcat.org/fast/1411636,Q48805;Q300,,,
"Astrology, Arab",a,0,,"Astrology, Arab",http://id.worldcat.org/fast/819451,Q3616,,,
Astronomie arabe,a,6,,"Astronomy, Arab",http://id.worldcat.org/fast/819764,Q3035,,,
Astrologie arabe,a,6,,"Astrology, Arab",http://id.worldcat.org/fast/819451,Q3616,,,
"Astrology, Arab",a,fast,,,,,"Astrology, Arab",http://id.worldcat.org/fast/819451,Q3616
"Astronomy, Arab",a,fast,,,,,"Astronomy, Arab",http://id.worldcat.org/fast/819764,Q3035
Astronomical instruments,a,0,http://id.loc.gov/authorities/subjects/sh85008996,Astronomical instruments,http://id.worldcat.org/fast/819641,Q2809,,,
Magic squares--Early works to 1800,a--v,0,,Magic squares;Early works,http://id.worldcat.org/fast/1005506;http://id.worldcat.org/fast/1411636,Q4977;Q300,,,
"Astrology, Iranian",a,0,,"Astrology, Iranian",http://id.worldcat.org/fast/1745523,Q26975,,,
Divination,a,0,,,,,Divination,http://id.worldcat.org/fast/895747,Q26839
