name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
"Sunbulī, Muḥammad Darvīsh Nūr al-Dīn, active 1862",former owner,سنبلى، محمد درويش نور الدين، active 1862,,human,Muḥammad Darvīsh Nūr al-Dīn Sunbulī,Q114242498
"Sunbulī, Muḥammad Darvīsh Nūr al-Dīn, active 1862",former owner,سنبلي، محمد درويش نور الدين، active 1862,,human,Muḥammad Darvīsh Nūr al-Dīn Sunbulī,Q114242498
Surkhāb,author,سرخاب,,human,Surkhāb,Q114242497
"Sutherland, George Granville Leveson-Gower, Duke of, 1758-1833",former owner,,,human,"George Leveson-Gower, 1st Duke of Sutherland",Q332722
"Suyūṭī, 1445-1505",author,,http://id.loc.gov/authorities/names/n80081636,human,Jalal al-Din al-Suyuti,Q468432
Swarthmore College,former owner,,,organization,Swarthmore College,Q1378320
"Sylvester II, Pope, ca. 945-1003",author,,,human,Sylvester II,Q172383
Śaṅkarācārya,author,,,human,Adi Shankara,Q180967
"Ṣabrī, ʻAbd al-Raḥmān ibn Aḥmad, d. 1726 or 7",author,,,human,ʻAbd al-Raḥmān ibn Aḥmad Ṣabrī,Q114242504
"Ṣāḥibdād, Sayyid ʻImād al-Dīn ibn Sayyid Mubārak",scribe,صاحب‌داد، سيد عماد الدىن بن سيد مبارک,,human,Sayyid ʻImād al-Dīn ibn Sayyid Mubārak Ṣāḥibdād,Q114242503
"Ṣidqī, Khalīl",scribe,صدقي، خليل,,human,Khalīl Ṣidqī,Q114242500
"Tardif, Guillaume, b. 1440",author,,,human,Guillaume Tardif,Q15966959
"Tatavī, Muḥammad Fāz̤il ibn Abū al-Faz̤l, active 1698",scribe,تتوى، محمد فاضل بن ابو الفضل، active 1698،,,human,Muḥammad Fāz̤il ibn Abū al-Faz̤l Tatavī,Q114242496
Terence,author,,,human,Terence,Q172048
"Theodosius, active 1st century B.C",author,"ثاوذوسيوس, active 1st century B.C",,human,Theodosius of Bithynia,Q1266186
Thomas Aquinas,author,,,human,Thomas Aquinas,Q9438
Thomas Aquinas (Thomas de Aquino),author,,,human,Thomas Aquinas,Q9438
Thomas of Cantimpré,author,,,human,Thomas of Cantimpré,Q572799
Thomas of Hibernia,author,,,human,Thomas de Hibernia,Q7795478
"Thomas, George C. (George Clifford), 1839-1909",former owner,,,human,George C. Thomas,Q76520101
"Thomas, de Cantimpré, approximately 1200-approximately 1270",author,,,human,Thomas of Cantimpré,Q572799
"Thoresby, Ralph, 1658-1725",former owner,,,human,Ralph Thoresby,Q7288161
"Thorpe, Thomas, 1791-1851",former owner,,,human,Thomas Thorpe,Q94353688
"Tolentino, R",former owner,,,human,R. Tolentino,Q114242495
"Tollemache, Bentley Lyonel John Tollemache, Baron, 1883-1955",former owner,,,human,"Bentley Lyonel John Tollemache, 3rd Baron Tollemache",Q18109261
"Topham, John, 1746-1803",former owner,,,human,John Topham,Q6261025
"Traiecto, Petrus de",scribe,,,human,Petrus de Traiecto,Q114242494
Tristano Caracciolo,author,,,human,Tristano Caracciolo,Q1324187
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",author,طوسي، نصير الدين محمد بن محمد، 1201-1274,,human,Nasir al-Din al-Tusi,Q302835
"Ungelter, Theodoricus",scribe,,,human,Theodoric Ungelter,Q114242493
"Urmawī, ʻAbd al-Muʼmin ibn Yūsuf, approximately 1216-1294",author,ارموي، عبد المؤمن بن يوسف، اپرxمتلي 12161294,,human,Safi al-Din al-Urmawi,Q980179
Valerius Maximus,author,,,human,Valerius Maximus,Q379991
"Varchi, Benedetto, 1503-1565",author,,,human,Benedetto Varchi,Q176833
"Vegio, Maffeo. Poems. Selections. f.202v-204r",author,,,human,Maffeo Vegio,Q1372875
Vergil,author,,,human,Virgil,Q1398
Vergil (Publius Vergilius Maro),author,,,human,Virgil,Q1398
"Villagran, Raul A",former owner,,,human,Raul A. Villagran,Q114242420
"Vincent, of Beauvais, -1264",author,,,human,Vincent of Beauvais,Q455162
Viscount Lymington,former owner,,,human,"John Wallop, Viscount Lymington",Q6262841
"Vollbehr, Otto H. F. 1869-1946",former owner,,,human,Otto Vollbehr,Q23906104
"Wake, Henry T.",former owner,,,human,Henry Thomas Wake,Q114242492
Walerand ap Adam,author,,,human,Walerand ap Adam,Q114242491
"Walker, T. Shadford",former owner,,,human,Thomas Shadford Walker,Q114242411
"Wallop (Conduit), Catherine, Viscountess Lymington",former owner,,,human,Catherine Conduitt,Q75439560
Walter Raglan Hubbard (1890),former owner,,,human,Walter Raglan Hubbard,Q114242490
Walter of Mortagne,author,,,human,Walter of Mortagne,Q583077
"Warde, Thomas",former owner,,,human,Thomas Warde,Q76362526
"Watney, Vernon James, 1860-1928",former owner,,,human,Vernon James Watney,Q75333510
"White, Henry",former owner,,,human,Henry White,Q108945762
"William, de Brailes, active 13th century",artist,,,human,William de Brailes,Q8020766
"William, of Saint-Thierry, Abbot of Saint-Thierry, approximately 1085-1148?",author,,http://viaf.org/viaf/5724165,human,William of St-Thierry,Q1628129
"Williams, Talcott, 1849-1928",former owner,,,human,Talcott Williams,Q7679087
"Williams, Theodore, 1785-1875",former owner,,,human,Theodore Williams,Q114242423
"Williams, Theodore, Rev",former owner,,,human,Theodore Williams,Q96075278
"Wix, Edward",former owner,,,human,Edward Wix,Q5345964
"Wix, Hooker Edward",former owner,,,human,Hooker Wix,Q94365138
"Wix, Samuel",former owner,,,human,Samuel Wix,Q17030345
"Wix, William",former owner,,,human,William Wix,Q21166886
"Wrenn, John Henry, 1841-1911",former owner,,,human,John Henry Wrenn,Q114242412
"Wright, Harrison, Esq.",former owner,,,human,Harrison Wright,Q114242489
"Wright, John",former owner,,,human,John Wright,Q114242488
"Wylie, Theodore W. J. 1818-1897",former owner,,,human,Theodore William John Wylie,Q114298229
Xenophon,author,,,human,Xenophon,Q129772
"Zandawaysitī, ʻAlī ibn Yaḥyá, d. 922",author,,,human,ʻAlī ibn Yaḥyá Zandawaysitī,Q114242472
"Zaynī, Muḥammad ibn Maḥmūd, fl. 1613",author,,,human,Muḥammad ibn Maḥmūd Zaynī,Q114242473
"Zāhid, Aḥmad ibn Muḥammad, -1416",author,,http://id.loc.gov/authorities/names/n2012000135,human,Aḥmad ibn Muḥammad Zāhid,Q114242405
"Zopello, Michele",author,,,human,Michele Zopello,Q114242476
"Zurqānī, ʻAbd al-Bāqī ibn Yūsuf, 1611-1688",author,زرقاني، عبد الباقي بن يوسف,,human,Abd-al-Baqi al-Zurqani,Q4664516
"Z̤amāqavī, Aḥmad Rifʻat ibn al-Ḥājj Muḥammad Fākhir",former owner,ضماقوى، احمد رفعت بن الحاج محمد فاخر,,human,Aḥmad Rifʻat ibn al-Ḥājj Muḥammad Fākhir Z̤amāqavī,Q114242474
"a Fridenreich, Georgius Rudolpus",former owner,,,human,Georgius Rudolpus a Fridenreich,Q114242475
"de Montefegatesio, Joachim Guerrinus",former owner,,,human,Joachim Guerrinus de Montefegatesio,Q114242469
"de Muffoni, Jacobus",former owner,,,human,Jacobus de Muffoni,Q114242470
"van Ess, Leander, 1772-1847",former owner,,,human,Johann Heinrich van Ess,Q1810643
"zu Reitheim, Johannes",former owner,,,human,Johannes zu Reitheim,Q114242471
Ælfric,author,,,human,Ælfric of Eynsham,Q271377
"ʻAbbāsī, Ḥājī ʻIzz al-Dīn Shīr Bīk",former owner,عباسي، حاجي عاز الدين شير بيك,,human,Ḥājī ʻIzz al-Dīn Shīr Bīk ʻAbbāsī,Q114242477
ʻAbd al-Ḍayf Mūsá ibn Walī ibn Ḥasan,author,عبد الضيف موسى بن ولي بن حسن,,human,ʻAbd al-Ḍayf Mūsá ibn Walī ibn Ḥasan,Q114242478
ʻAbd al-Laṭīf Qalandar Ibn ʻAbd Allāh ibn Khaz̤r Sabzavārī,scribe,عبد اللطیف قلندر ابن عبد الله بن خضر سبزوارى,,human,ʻAbd al-Laṭīf Qalandar Ibn ʻAbd Allāh ibn Khaz̤r Sabzavārī,Q114242479
"ʻAjamī, Kurdī Sayyidī Maḥmūd",author,عجمي، كردي سيدي محمود,,human,Kurdī Sayyidī Maḥmūd ʻAjamī,Q114242480
"ʻAlī ibn al-Dhahab, Shaykh",scribe,علي بن الذهب، شيخ,,human,Shaykh 'Alī ibn al-Dhahab,Q114242481
"ʻAshāfī, Ḥāfiẓ Muṣṭafá al-Nāfawī",scribe,عشافي، حافظ مصطفى النافوي,,human,"ʻAshāfī, Ḥāfiẓ Muṣṭafá al-Nāfawī",Q114242483
"ʻAṭṭār, Muḥammad Amīn",former owner,عطار، محمد امين,,human,Muḥammad Amīn ʻAṭṭār,Q114242484
"ʻAṭṭār, Muḥammad ibn Ḥusayn, 1764-1827 or 1828",author,عطار، محمد بن حسين، 1764-1827 or 1828,,human,Muḥammad ibn Ḥusayn ʻAṭṭār,Q114242485
"ʻAymakī, Abū Bakr ibn Muʻāwiyah",author,,,human,Abū Bakr ibn Muʻāwiyah ʻAymakī,Q114242486
"ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621",author,عاملي، بهاء الدين محمد بن حسين، 1547-1621,,human,Bahāʾ al-dīn al-ʿĀmilī,Q2658411
"ʻIyāḍ ibn Mūsá, 1083-1149",author,عياض بن موسى، 1083-1149,,human,Qadi Ayyad,Q3101035
