ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,Q49117,University of Pennsylvania,9948124823503681,LJS 216,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948124823503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3133g/manifest,"[Paris?, France],",http://vocab.getty.edu/tgn/7008038;http://vocab.getty.edu/tgn/1000070,Paris;France,[between 1256 and 1270],1256^1270,13,http://vocab.getty.edu/aat/300404505,,Sphaera mundi,"",Tractatum de spera ... etc,"",Sphaera mundi,"Manuscripts, Medieval|Diagrams|Illuminations|Treatises|Manuscripts, Latin--13th century|Codices (bound manuscripts)",lcsh|aat|aat|aat|local|aat,http://id.worldcat.org/fast/1008422|http://vocab.getty.edu/aat/300015387|http://vocab.getty.edu/aat/300264522|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1150138|http://vocab.getty.edu/aat/300224200,"Manuscripts, Medieval|diagrams|illuminations (paintings)|treatises|Manuscripts, Latin;Thirteenth century|codices (bound manuscripts)","Arithmetic--Early works to 1900|Arithmetic|Time measurements|Astronomy|Astronomy, Medieval|Astronomy, Medieval|Cosmology--Early works to 1800|Cosmology|Time measurements--Early works to 1800|Astronomy--Early works to 1800",http://id.worldcat.org/fast/814484;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/814484|http://id.worldcat.org/fast/1151135|http://id.worldcat.org/fast/819673|http://id.worldcat.org/fast/819781|http://id.worldcat.org/fast/819781|http://id.worldcat.org/fast/880600;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/880600|http://id.worldcat.org/fast/1151135;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636,"Arithmetic;Early works|Arithmetic|Time measurements|Astronomy|Astronomy, Medieval|Astronomy, Medieval|Cosmology;Early works|Cosmology|Time measurements;Early works|Astronomy;Early works","Sacro Bosco, Joannes de, active 1230","","",Q433841,human,Johannes de Sacrobosco,"","","","","","","","","","","","",Latin,Q397,Latin,"Honeyman, Robert B|Stanitz, John D",|,"",Robert Brodhead Honeyman|John D. Stanitz,Q113864827|Q114242546,human|human,"parchment, color illustrations",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 58 leaves : parchment, color illustrations ; 165 x 110 (97 x 59) mm bound to 171 x 120 mm.",Ms. codex.|Title from incipit (f. 1r).,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9948124823503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9947675343503681,LJS 265,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947675343503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3k649t48/manifest,"","","",1464,1464,15,http://vocab.getty.edu/aat/300404465,,Ruralia commoda,"",Liber ruralium commodorum,"",Ruralia commoda,"Facsimiles|Illuminations|Manuscripts, Latin|Manuscripts, Renaissance",aat|aat|lcsh|lcsh,http://vocab.getty.edu/aat/300121391|http://vocab.getty.edu/aat/300264522|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"facsimiles (reproductions)|illuminations (paintings)|Manuscripts, Latin|Manuscripts, Renaissance",Agriculture|Agriculture--Early works to 1800,http://id.worldcat.org/fast/801355|http://id.worldcat.org/fast/801355;http://id.worldcat.org/fast/1411636,Agriculture|Agriculture;Early works,"Crescenzi, Pietro de', approximately 1233-approximately 1320","","",Q1933377,human,Pietro de' Crescenzi,"Firenze, Andrea de, 15th century","","",Andrea di Bonaiuto,Q495419,human,"Traiecto, Petrus de","","",Petrus de Traiecto,Q114242494,human,Latin,Q397,Latin,"Caffarelli, Prospero, -1500|Schoenberg, Lawrence J|Hoe, Robert, 1839-1909|Beatty, A. Chester Sir, 1875-1968|Marx, Hermann|Pius VI, Pope, 1717-1799",|||||,"",Prospero Caffarelli|Lawrence J. Schoenberg|Robert Hoe III|Alfred Chester Beatty|Hermann Marx|Pius VI,Q55643327|Q107542788|Q3663034|Q1387981|Q114242527|Q128019,human|human|human|human|human|human,illustrations,"","",Extent: 1 online resource (172 leaves) : illustrations.,"Title from rubric (f. 7r, viewed on April 28, 2010).|Dimensions of original manuscript:  331 x 227 (210 x 150) mm. bound to 342 x 242 mm.",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9947675343503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9950511113503681,LJS 226,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950511113503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p30m06/manifest,"[England and Spain],",http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/1000095,England;Spain,[1410?],1410,15,http://vocab.getty.edu/aat/300404465,,"","",Certain astrological and astronomical figures,"","","Codices|Fragments (object portions)|Diagrams|Manuscripts, Renaissance|Manuscripts, Medieval|Manuscripts, Latin",aat|aat|aat|lcsh|lcsh|lcsh,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300117130|http://vocab.getty.edu/aat/300015387|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008395,"codices (bound manuscripts)|fragments (object portions)|diagrams|Manuscripts, Renaissance|Manuscripts, Medieval|Manuscripts, Latin",Astrology--Early works to 1800|Astrology|Astronomy--Early works to 1800|Astronomy|Booksellers and bookselling--Early works to 1800|Cabala--Early works to 1800|Cabala|Magic--Early works to 1800|Booksellers and bookselling|Labyrinths--Early works to 1800|Labyrinths|Magic,http://id.worldcat.org/fast/819398;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819398|http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819673|http://id.worldcat.org/fast/836492;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/843481;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/843481|http://id.worldcat.org/fast/1005468;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/836492|http://id.worldcat.org/fast/990468;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/990468|http://id.worldcat.org/fast/1005468,Astrology;Early works|Astrology|Astronomy;Early works|Astronomy|Booksellers and bookselling;Early works|Cabala;Early works|Cabala|Magic;Early works|Booksellers and bookselling|Labyrinths;Early works|Labyrinths|Magic,"","","","","","","","","","","","","","","","","","","Latin, with a few words in Spanish (f. 7r)",Q397;Q1321,Latin;Spanish,"Lethe, Johannes|Chetwode, John, Sir, 1764-1845",|,"","Johannes Lethe|Sir John Chetwode, 4th Baronet",Q114242518|Q11800745,human|human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 7 leaves : parchment ; 170-208 x 130 mm bound to 187 x 145 mm +.,Title from 19th-century added title page (f. 2r).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9950511113503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9950345623503681,LJS 215,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950345623503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3416t107/manifest,"","","",1511,1511,16,http://vocab.getty.edu/aat/300404510,,"","",Scientific miscellany,"","","Codices (bound manuscripts)|Anthologies|Diagrams|Tables (documents)|Manuscripts, Renaissance|Manuscripts, Latin--16th century|Manuscripts, French--16th century",aat|aat|aat|aat|lcsh|local|local,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026037|http://vocab.getty.edu/aat/300015387|http://vocab.getty.edu/aat/300027364|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1119851|http://id.worldcat.org/fast/1008338;http://id.worldcat.org/fast/1119851,"codices (bound manuscripts)|anthologies|diagrams|tables (documents)|Manuscripts, Renaissance|Manuscripts, Latin;Sixteenth century|Manuscripts, French;Sixteenth century","Astrolabes--Early works to 1800|Astrolabes|Astrology--Early works to 1800|Astrology|Astronomy--Early works to 1800|Astronomy|Dyes and dyeing--Early works to 1800|Medicine--Formulae, receipts, prescriptions--Early works to 1800|Medicine--Formulae, receipts, prescriptions|Dyes and dyeing",http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819392|http://id.worldcat.org/fast/819398;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819398|http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819673|http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1014953;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1014953|http://id.worldcat.org/fast/900233,"Astrolabes;Early works|Astrolabes|Astrology;Early works|Astrology|Astronomy;Early works|Astronomy|Dyes and dyeing;Early works|Medicine--Formulae, receipts, prescriptions;Early works|Medicine--Formulae, receipts, prescriptions|Dyes and dyeing","Feutrier, Imbert","","",Q113826490,human,Imbert Feutrier,"","","","","","","","","","","","",Middle French and Latin,Q1473289;Q397,Middle French;Latin,"Migieu, Anthelme-Michel-Laurent de, marquis de Savigny, 1723-1788|Stanitz, John D",|,"","Anthelme-Michel-Laurent de Migieu, marquis de Savigny|John D. Stanitz",Q114242532|Q114242546,human|human,paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 283 leaves : paper ; 101 x 70 (80 x 53) mm bound to 105 x 76 mm.,Ms. codex.|Title supplied by cataloger.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9950345623503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9947974193503681,LJS 27,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947974193503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p30g97/manifest,"","","",1478,1478,15,http://vocab.getty.edu/aat/300404465,,"","",Algorismus,"",Algorismus,"Codices (bound manuscripts)|Drawings (visual works)|Treatises|Manuscripts, Renaissance|Manuscripts, Italian--15th century",aat|aat|aat|lcsh|local,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300033973|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/923962,"codices (bound manuscripts)|drawings (visual works)|treatises|Manuscripts, Renaissance|Manuscripts, Italian;Fifteenth century",Arithmetic--Early works to 1900|Mathematics--Early works to 1800|Mathematics|Merchants|Merchants--Italy|Arithmetic|Nola (Italy)|Italy,http://id.worldcat.org/fast/814484;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1012163;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1012163|http://id.worldcat.org/fast/1017057|http://id.worldcat.org/fast/1017057;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/814484|http://id.worldcat.org/fast/1217539|http://id.worldcat.org/fast/1204565,Arithmetic;Early works|Mathematics;Early works|Mathematics|Merchants|Merchants;Italy|Arithmetic|Italy--Nola|Italy,"Muscarello, Pietro Paolo","","",Q114242415,human,Pietro Paolo Muscarello,"","","","","","","","","","","","",Italian,Q652,Italian,"Scarella, Stefano","","",Stefano Scarella,Q64752134,human,"parchment, color illustrations",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 113 leaves : parchment, color illustrations ; 213 x 154 (144 x 95) mm bound to 220 x 162 mm.",Ms. codex.|Title from introduction (f. 1r).,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9947974193503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9949939943503681,Oversize LJS 238,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949939943503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3v07d/manifest,"","","",1500s.,1500^1599,16,http://vocab.getty.edu/aat/300404510,,"","",Assise of all manner of breade,"","","Manuscripts, English|Manuscripts, Renaissance",lcsh|lcsh,http://id.worldcat.org/fast/1008324|http://id.worldcat.org/fast/1008472,"Manuscripts, English|Manuscripts, Renaissance",Weights and measures--England--Early works to 1800|Bakers|Bakers--England--Early works to 1800|Weights and measures|Bread|Bread--England--Early works to 1800|Winchester (England)--History|England,http://id.worldcat.org/fast/1173497;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1431877|http://id.worldcat.org/fast/1431877;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1173497|http://id.worldcat.org/fast/1198482|http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1207401;http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1219920,Weights and measures;England;Early works|Bakers|Bakers;England;Early works|Weights and measures|Bread|Bread;England;Early works|England--Winchester;History|England,"","","","","","","","","","","","","","","","","","",eng,Q1860,English,"Schoenberg, Lawrence J|Phillipps, Thomas, Sir, 1792-1872|Lansburgh, Mark|Fenn, John, 1739-1794",|||,"",Lawrence J. Schoenberg|Thomas Phillipps|Mark Lansburgh|John Fenn,Q107542788|Q2147709|Q114242464|Q6232934,human|human|human|human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 item (1 leaf) : parchment ; 443 x 338 mm.,"",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9949939943503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9948120243503681,LJS 194,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948120243503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3h37b/manifest,"[Austria?],",http://vocab.getty.edu/tgn/1000062,Austria,[between 1125 and 1175],1125^1175,12,http://vocab.getty.edu/aat/300404504,,"","",Geometria /,"",Geometry,"Codices (bound manuscripts)|Annotations|Manuscripts, Medieval|Treatises|Manuscripts, Latin--12th century|Diagrams",aat|aat|lcsh|aat|local|aat,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026100|http://id.worldcat.org/fast/1008422|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1159791|http://vocab.getty.edu/aat/300015387,"codices (bound manuscripts)|annotations|Manuscripts, Medieval|treatises|Manuscripts, Latin;Twelfth century|diagrams",Geometry--Early works to 1800|Geometry|Astrolabes|Astrolabes--Early works to 1800,http://id.worldcat.org/fast/940864;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/940864|http://id.worldcat.org/fast/819392|http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1411636,Geometry;Early works|Geometry|Astrolabes|Astrolabes;Early works,"Sylvester II, Pope, approximately 945-1003","","",Q172383,human,Sylvester II,"","","","","","","","","","","","",Latin,Q397,Latin,"Haimmiller, M|Stanitz, John D|Bohn, John, 1757-1843|Phillipps, Thomas, Sir, 1792-1872|Horblit, Harrison D|Ebner von Eschenbach, Hieronymus Wilhelm, 1673-1752",|||||,"",M. Haimmiller|John D. Stanitz|John Bohn|Thomas Phillipps|Harrison Horblit|Hieronymus Wilhelm Ebner von Eschenbach,Q114242440|Q114242546|Q113817588|Q2147709|Q18206500|Q15452636,human|human|human|human|human|human,"parchment, illustrations",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 56 leaves : parchment, illustrations ; 155 x 106 (121 x 78) mm bound to 163 x 113 mm.",Ms. codex.|Title supplied by cataloger.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9948120243503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9948617063503681,LJS 267,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948617063503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3251fk8k/manifest,"","","",1409,1409,15,http://vocab.getty.edu/aat/300404465,,"","",De ludo schacchorum seu de moribus hominum et officiis nobilium ... etc,"","","Prayers|Palimpsests|Poems|Treatises|Codices (bound manuscripts)|Prayers|Manuscripts, Renaissance|Sermons|Manuscripts, Latin--15th century|Manuscripts, Italian--15th century|Sermons",lcgft|aat|aat|aat|aat|fast|lcsh|fast|local|local|lcgft,http://id.worldcat.org/fast/1074737|http://vocab.getty.edu/aat/300028576|http://vocab.getty.edu/aat/300026451|http://vocab.getty.edu/aat/300026681|http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1074737|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1423904|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1423904,"Prayers|palimpsests (manuscripts)|poems|treatises|codices (bound manuscripts)|Prayers|Manuscripts, Renaissance|Sermons|Manuscripts, Latin;Fifteenth century|Manuscripts, Italian;Fifteenth century|Sermons","Medea,--consort of Aegeus, King of Athens (Mythological character)|Medea,--consort of Aegeus, King of Athens (Mythological character)|Catholic Church|Catholic Church--Liturgy--Calendar--Early works to 1800|Kings and rulers--Duties|Chess--Early works to 1800|Astronomy--Early works to 1800|Astronomy|Chess|Kings and rulers--Duties--Early works to 1800|Liturgics|Rome--History--Civil War, 43-31 B.C|Cesena (Italy)--History",||http://id.worldcat.org/fast/531720|http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/844160;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/987703|http://id.worldcat.org/fast/853777;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819673|http://id.worldcat.org/fast/853777|http://id.worldcat.org/fast/987703;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1000579|http://id.worldcat.org/fast/1204500;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1352313|http://id.worldcat.org/fast/1205413;http://id.worldcat.org/fast/1411628,||Catholic Church|Catholic Church;Liturgics;Calendar;Early works|Kings and rulers--Duties|Chess;Early works|Astronomy;Early works|Astronomy|Chess|Kings and rulers--Duties;Early works|Liturgics|Italy--Rome;History;Roman Civil War (Rome : 43-31 B.C.)|Italy--Cesena;History,"","","","","","","","","","","","","","","","","","","Latin, with a few poems in Italian (f. 106r-108v)",Q397;Q652,Latin;Italian,"Ludwig, Peter, 1925-1996|Ludwig, Irene|J. Paul Getty Museum",||,"",Peter Ludwig|Irene Ludwig|J. Paul Getty Museum,Q73991|Q1672539|Q731126,human|human|organization,"parchment, illustrations",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 175 leaves : parchment, illustrations ; 190 x 122 (130 x 75-80) mm bound to 200 x 135 mm.",Ms. codex.|Title for manuscript from closing rubric for predominant work (f. 56r).,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9948617063503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9951131033503681,LJS 411,https://franklin.library.upenn.edu/catalog/FRANKLIN_9951131033503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3pr7mv3j/manifest,"","","",1523,1523,16,http://vocab.getty.edu/aat/300404510,,Sharḥ-i Zīj-i jadīd-i Sulṭānī.,شرح زيج جديد سلطانى.,Sharḥ-i Zīj-i Ulugh Bēg,شرح زيج الغ بيگ.,Zīj-i jadīd-i Sultānī,"Diagrams|Manuscripts, Renaissance|Tables (documents)|Commentaries|Manuscripts, Persian|Manuscripts, 15th century|Codices (bound manuscripts)",aat|lcsh|aat|aat|lcsh|lcsh|aat,http://vocab.getty.edu/aat/300015387|http://id.worldcat.org/fast/1008472|http://vocab.getty.edu/aat/300027364|http://vocab.getty.edu/aat/300026098|http://id.worldcat.org/fast/1008462|http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/923962|http://vocab.getty.edu/aat/300224200,"diagrams|Manuscripts, Renaissance|tables (documents)|commentaries|Manuscripts, Persian|Manuscripts;Fifteenth century|codices (bound manuscripts)","Ulugh Beg,--1394-1449.--Zīj-i jadīd-i Sultānī|Astronomy|Astronomy--Early works to 1800",http://id.worldcat.org/fast/146043;http://id.worldcat.org/fast/1796662|http://id.worldcat.org/fast/819673|http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636,"Ulugh Beg, 1394-1449;Zij-i jadid-i Sultani (Ulugh Beg)|Astronomy|Astronomy;Early works","Birjandī, ʻAbd al-ʻAlī ibn Muḥammad ibn Ḥusayn, active 16th century",برجندي، عبد العلي بن محمد بن حسين، active 16th century,"",Q114413753,human,ʿAbd-al-ʿAlī Ibn-Muḥammad al Birǧandī,"","","","","","","","","","","","",Persian,Q9168,Persian,"Schoenberg, Lawrence J|Aga Khan, Sadruddin, Prince, 1933-2003",|,"",Lawrence J. Schoenberg|Prince Sadruddin Aga Khan,Q107542788|Q123987,human|human,"paper, illustrations",http://vocab.getty.edu/aat/300014109,paper,"Extent: 242 leaves : paper, illustrations ; 244 x 174 (190 x 130) mm bound to 247 x 186 mm +.","Reading note (f. 240r); other notes (f. 240v, [242]v).|Ms. codex.|Title from added title (f. 1r)",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9951131033503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9953161073503681,LJS 198,https://franklin.library.upenn.edu/catalog/FRANKLIN_9953161073503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3jg62/manifest,"[Spain],",http://vocab.getty.edu/tgn/1000095,Spain,[between 1350 and 1380],1350^1380,14,http://vocab.getty.edu/aat/300404506,,"","",De simplicibus,"",De simplicibus,"Codices|Treatises|Manuscripts, Latin|Manuscripts, Medieval",aat|aat|lcsh|lcsh,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008422,"codices (bound manuscripts)|treatises|Manuscripts, Latin|Manuscripts, Medieval","Medicinal plants|Materia medica, Vegetable--Early works to 1800|Medicinal plants--Early works to 1800|Materia medica, Vegetable|Medicine--Early works to 1800|Medicine, Medieval|Medicine, Medieval|Medicine",http://id.worldcat.org/fast/1014866|http://id.worldcat.org/fast/1011725;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1014866;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1011725|http://id.worldcat.org/fast/1014893;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1015277|http://id.worldcat.org/fast/1015277|http://id.worldcat.org/fast/1014893,"Medicinal plants|Materia medica, Vegetable;Early works|Medicinal plants;Early works|Materia medica, Vegetable|Medicine;Early works|Medicine, Medieval|Medicine, Medieval|Medicine","Arnaldus, de Villanova, -1311","","",Q356568,human,Arnaldus de Villa Nova,"","","","","","","","","","","","",Latin,Q397,Latin,"Stanitz, John D","","",John D. Stanitz,Q114242546,human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 21 leaves : parchment ; 178 x 135 (143 x 95) mm.,Title supplied by cataloger; opening rubric uses title Aureole Arnaldi de Nova Villa novorum medicorum peritissimi (p. 1).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9953161073503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9949879143503681,LJS 115,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949879143503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3m33r/manifest,"","","",between 1225 and 1275.,1225^1275,13,http://vocab.getty.edu/aat/300404505,,Summa de poenitentia et matrimonio.,"",Manuscript leaf from Summa de poenitentia et matrimonio,"",Summa de poenitentia,"Fragments (object portions)|Manuals (instructional materials)|Manuscripts, Latin|Manuscripts, Medieval|Handbooks and manuals|Handbooks and manuals",aat|aat|lcsh|lcsh|lcgft|fast,http://vocab.getty.edu/aat/300117130|http://vocab.getty.edu/aat/300026395|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1423877|http://id.worldcat.org/fast/1423877,"fragments (object portions)|manuals (instructional materials)|Manuscripts, Latin|Manuscripts, Medieval|Handbooks and manuals|Handbooks and manuals","Confession--Catholic Church--Handbooks, manuals, etc.--Early works to 1800|Confession--Catholic Church|Penance (Canon law)|Usury--Early works to 1800|Usury|Penance (Canon law)",http://id.worldcat.org/fast/1750863;http://id.worldcat.org/fast/1423877;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1750863|http://id.worldcat.org/fast/1056824|http://id.worldcat.org/fast/1163232;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1163232|http://id.worldcat.org/fast/1056824,Confession--Catholic Church;Handbooks and manuals;Early works|Confession--Catholic Church|Penance (Canon law)|Usury;Early works|Usury|Penance (Canon law),"Raymond, of Peñafort, Saint, 1175?-1275","","",Q318980,human,Raymond of Penyafort,"","","","","","","","","","","","",Latin,Q397,Latin,"Schoenberg, Lawrence J","","",Lawrence J. Schoenberg,Q107542788,human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 item (1 leaf) : parchment ; 178 x 120 mm.,"",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9949879143503681_marc.xml
