title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label,authorized_label_add,authorized_label_add2
Pañcapādikā,पञ्चपादिका,,,,,Pañcapādikā
Pañcapādikāvivaraṇa,पञ्चपादिकाविवरण,,,,,Pañcapādikāvivaraṇa
Pañcasaṃdhi,पञ्चसंधि,,,,,Pañcasaṃdhi
Pañcasūnādoṣaparihārārtha siddhānta,पञ्चसूनादोषपरिहारार्थसिद्धान्त,,,,,Pañcasūnādoṣaparihārārtha siddhānta
Pañcatantra,पञ्चतन्त्र,,,,,Pañcatantra
Pañcādhyāya,पञ्चाध्याय,Rāsapañcādhyāyī,,,Rāsapañcādhyāyī,
Pañcāmṛtavidhi,,,,,,Pañcāmṛtavidhi
Pañcāṅgarudrāṇa,पञ्चाङ्गरुद्राण,,,,,Pañcāṅgarudrāṇa
Pañcāṅgasiddhi,पञ्चाङ्गसिद्धि,,,,,Pañcāṅgasiddhi
Pañcīkaraṇa,पञ्चीकरण,,,,,Pañcīkaraṇa
Pañcīkaraṇavārttika,पञ्चीकरणवार्त्तिक,,,,,Pañcīkaraṇavārttika
Pañcīkṛtavārttika,पञ्चीकृतवार्त्तिक,,,,,Pañcīkṛtavārttika
Paśubandhaprayoga,पशुबन्धप्रयोग,,,,,Paśubandhaprayoga
Paśusūtra,पशुसूत्र,,,,,Paśusūtra
Paṅcakatripādaśānti,पङ्चकत्रिपादशान्ति,,,,,Paṅcakatripādaśānti
Paṅcamāranyakam,,Aranyakas,,,Aranyakas,
Phiṭsūtra,फिट्सूत्र,,,,,Phiṭsūtra
Pinās ko mantra kathā,पिनास् को मन्त्र कथा,,,,,Pinās ko mantra kathā
Pitṛstava,पितृस्तव,,,,,Pitṛstava
Piṇḍapitṛyajñaprayoga,पिण्डपितृयज्ञप्रयोग,,,,,Piṇḍapitṛyajñaprayoga
Piṇḍapradāna,पिण्डप्रदान,,,,,Piṇḍapradāna
Piṇḍaviśuddhivṛtti,पिण्डविशुद्धिवृत्ति,,,,,Piṇḍaviśuddhivṛtti
Piṭhorāpūjana,पिठोरापूजन,,,,,Piṭhorāpūjana
Prabodhacandrikā,प्रबोधचन्द्रिका,,,,,Prabodhacandrikā
Prabodhasudhākara,प्रबोधसुधाकर,,,,,Prabodhasudhākara
Pradakṣiṇāvidhāna,प्रदक्षिणाविधान,,,,,Pradakṣiṇāvidhāna
Pradhamakalpa,प्रधमकल्प,,,,,Pradhamakalpa
Pradhānaśāntanirṇaya,प्रधानशान्तनिर्णय,,,,,Pradhānaśāntanirṇaya
Pradoṣatāṇḍavastotra,प्रदोषताण्डवस्तोत्र,,,,,Pradoṣatāṇḍavastotra
Praharaphala,प्रहरफल,,,,,Praharaphala
Praise of Indra,,,,,,Praise of Indra
Praiṣādhyāya,,,,,,Praiṣādhyāya
Prakīrṇaka,प्रकीर्णक,Līlāvatī,,,Līlāvatī,
Prameyanavamālikā,प्रमेयनवमालिका,,,,,Prameyanavamālikā
Prapañcamithyātva,प्रपञ्चमिथ्यात्व,,,,,Prapañcamithyātva
Prasannarāghava,प्रसन्नराघव,,,,,Prasannarāghava
Prasiddha,प्रसिद्ध,Puranas,,,Puranas,
Prasthānabheda,प्रस्थानभेद,,,,,Prasthānabheda
Prastāraprabhākaragrantha,प्रस्तारप्रभाकरग्रन्थ,,,,,Prastāraprabhākaragrantha
Prathama aṣṭaka prāraṃbhah asya nārāyaṇabhaṭṭa likhitam,,Vedas,,,Vedas,
Prathamāṣṭaka prāraṃbhaḥ,,Brahmanas,,,Brahmanas,
Pratigrahayoga,प्रतिग्रहयोग,,,,,Pratigrahayoga
Pratikramaṇasūtra,प्रतिक्रमणसूत्र,Jaina Āgama,,,Jaina Āgama,
Pratiyogikādhikaraṇahetu,প্রতিযোগিকাধিকরণহেতু,,,,,Pratiyogikādhikaraṇahetu
Pratiyogyasamnādhikaraṇa,प्रतियोग्यसम्नाधिकरण,Tattvacintāmaṇidīdhiti,,,Tattvacintāmaṇidīdhiti,
Pratiṣṭhādevatāvisarjanamantra,प्रतिष्ठादेवताविसर्जनमन्त्र,,,,,Pratiṣṭhādevatāvisarjanamantra
Pratiṣṭhāpaddhati,प्रतिष्ठापद्धति,,,,,Pratiṣṭhāpaddhati
Prattadivākarapaṇḍita,प्रत्तदिवाकरपण्डित,,,,,Prattadivākarapaṇḍita
Pratyaktattvaviveka,प्रत्यक्तत्त्वविवेक,Pañcadaśī,,,Pañcadaśī,
Pratyaktatvaviveka,प्रत्यक्तत्वविवेक,Pañcadaśī,,,Pañcadaśī,
Pratyakṣakhaṇḍa,प्रत्यक्षखण्ड,,,,,Pratyakṣakhaṇḍa
Pratyakṣapariccheda,प्रत्यक्षपरिच्छेद,,,,,Pratyakṣapariccheda
Pratyayānta,प्रत्ययान्त,,,,,Pratyayānta
Pratyaṅgirākalpa,,,,,,Pratyaṅgirākalpa
Pratyaṅgirāstotra,,Tantras,,,Tantras,
Prauḍhamanoramā,प्रौढ्मनोरमा,,,,,Prauḍhamanoramā
Prauḍhamanoramā,प्रौढमनोरमा,,,,,Prauḍhamanoramā
Prauḍhmanoramā,प्रौढ्मनोरमा,Prauḍhamanoramā,,,Prauḍhamanoramā,
Prauḍhmanoramā,प्रौढ्मनोरमा,,,,,Prauḍhmanoramā
Prauḍhmanoramā tiṅanta,प्रौढ्मनोरमातिङन्त,,,,,Prauḍhmanoramā tiṅanta
Prauḍhmanoramā tiṅanta,प्रौढ्मनोरमा तिङन्त,,,,,Prauḍhmanoramā tiṅanta
Pravacanasāroddhārasūtra,प्रवचनसारोद्धारसूत्र,Pravacanasāroddhāra,,,Pravacanasāroddhāra,
Prayogadīpikākārikā,,,,,,Prayogadīpikākārikā
Prayogapārijāta,प्रयोगपारिजात,,,,,Prayogapārijāta
Prayogaratna,प्रयोगरत्न,,,,,Prayogaratna
Prayogaratnam,,Prayogaratna,,,Prayogaratna,
Prayogasāra,प्रयोगसार,,,,,Prayogasāra
Prayāgamāhātmya,प्रयागमाहात्म्य,Puranas,,,Puranas,
Prayāgaprakaraṇa,प्रयागप्रकरण,Tristhalīsetu,,,Tristhalīsetu,
Prayāgasnānavidhi,प्रयागस्नानविधि,,,,,Prayāgasnānavidhi
Praśnabhairava,,,,,,Praśnabhairava
Praśnacaṇḍeśvara,प्रश्नचण्डेश्वर,,,,,Praśnacaṇḍeśvara
Praśnacūḍāmaṇi,प्रश्नचूडामणि,,,,,Praśnacūḍāmaṇi
Praśnajñānaviveka,प्रश्नज्ञानविवेक,,,,,Praśnajñānaviveka
Praśnamāṇikya,प्रश्नमाणिक्य,,,,,Praśnamāṇikya
Praśnatantra,प्रश्नतन्त्र,,,,,Praśnatantra
Praśnatattva,प्रश्नतत्त्व,,,,,Praśnatattva
Praśnatilaka,प्रश्नतिलक,,,,,Praśnatilaka
Praśnopaniṣad,प्रश्नोपनिषद्,Upanishads,,,Upanishads,
Praśnopaniṣadbhāṣya,प्रश्नोपनिषद्भाष्य,,,,,Praśnopaniṣadbhāṣya
Praśnopaniṣadbhāṣyavivaraṇa,प्रश्नोपनिषद्भाष्यविवरण,,,,,Praśnopaniṣadbhāṣyavivaraṇa
Praśnopaniṣaddīpikā,प्रश्नोपनिषद्भाष्य,,,,,Praśnopaniṣaddīpikā
Praśnotrī,प्रश्नोत्री,,,,,Praśnotrī
Praśnottararatnamālā,प्रश्नोत्तररत्नमाला,Garland of jewels in the form of questions and answers,,,Garland of jewels in the form of questions and answers,
Praśnottararatnamālā,प्रश्नोत्तररत्नमाला,,,,,Praśnottararatnamālā
Praśnottarākṣamaṇiratnamālā,प्रश्नोत्तराक्षमणिरत्नमाला,,,,,Praśnottarākṣamaṇiratnamālā
Praṇamyakāṭhaka agni kramapaddhati,प्रणम्यकाठक अग्निक्रमपद्धति,,,,,Praṇamyakāṭhaka agni kramapaddhati
Pretakalpa,प्रेतकल्प,Puranas,,,Puranas,
Pretamañjarī,प्रेतमञ्जरी,,,,,Pretamañjarī
Prādyupasarga,प्राद्युपसर्ग,,,,,Prādyupasarga
Prājāpatyādikṛcchrapratyāmnāyā,फ्राजापत्यादिकृच्छ्रप्रत्याम्नाया,,,,,Prājāpatyādikṛcchrapratyāmnāyā
Prāmāṇyavāda,प्रामाण्यवाद,,,,,Prāmāṇyavāda
Prātaḥsaṃdhyā,प्रातःसंध्या,,,,,Prātaḥsaṃdhyā
Prātaḥsaṃdhyāprayoga,प्रातःसंध्याप्रयोग,,,,,Prātaḥsaṃdhyāprayoga
Prātipadikasaṃjñāvāda,प्रातिपदिकसंज्ञावाद,,,,,Prātipadikasaṃjñāvāda
Prātiśākhyabhāṣya,प्रातिशाख्यभाष्य,,,,,Prātiśākhyabhāṣya
Prāyaścitta,प्रायश्चित्त,,,,,Prāyaścitta
Prāyaścittamañjarī,प्रायश्चित्तमञ्जरी,,,,,Prāyaścittamañjarī
Prāyaścittapaddhati,प्रायश्चित्तपद्धति,,,,,Prāyaścittapaddhati
Prāyaścittatattva,প্রাযশ্চিত্ততত্ত্ৱ,,,,,Prāyaścittatattva
Prāyaścittaviveka,प्रायश्चित्तविवेक,,,,,Prāyaścittaviveka
Prāyaścittenduśekhara,प्रायश्चित्तेन्दुशेखर,,,,,Prāyaścittenduśekhara
Prāṇābharaṇa,प्राणाभरण,,,,,Prāṇābharaṇa
Puranas,पुराण,Puranas,पुराण,,Puranas,
Puruṣasūkta,पुरुषसूक्त,Vedas,,,Vedas,
Puruṣasūktabhāṣya,पुरुषसूक्तभाष्य,R̥gvedabhāṣyabhūmikā,,,R̥gvedabhāṣyabhūmikā,
Puruṣārthacintāmaṇi,पुरुषार्थचिन्तामणि,,,,,Puruṣārthacintāmaṇi
Pustakabhāgavatasaptamaskandhaḥpatrā 61,पुस्तकभागवतसप्तमस्कन्धःपत्रा 61,Puranas,पुराण,,Puranas,
Puṇyāhavācana,पुण्याहवाचन,,,,,Puṇyāhavācana
Pāpamocany ekādaśīmāhātmya,पापमोचन्येकादशीमाहात्म्य,Puranas,,,Puranas,
Pāpapraṇāśanastotra,पार्वणश्राद्धविधि,,,,,Pāpapraṇāśanastotra
Pārthivaliṅgapūjā,पार्थिवलिङ्गपूजा,,,,,Pārthivaliṅgapūjā
Pārthivaliṅgapūjāvidhi,,Puruṣārthacintāmaṇi,,,Puruṣārthacintāmaṇi,
Pārthivaliṅgārcanapaddhati,,,,,,Pārthivaliṅgārcanapaddhati
Pārthivanirṇayapūjana,पार्थिवनिर्णयपूजन,,,,,Pārthivanirṇayapūjana
Pārthivapūjā,,,,,,Pārthivapūjā
Pārthivapūjāvidhi,,,,,,Pārthivapūjāvidhi
Pārthivapūjāvidhi,पार्थिवपूजाविधि,,,,,Pārthivapūjāvidhi
Pārthivasāra kāmyavidhāna,पार्थिवसार काम्यविधान,Puranas,,,Puranas,
Pārthiveśvaracintāmaṇi,,Tantras,,,Tantras,
Pārvaṇaśrāddhavidhi,पार्वणश्राद्धविधि,,,,,Pārvaṇaśrāddhavidhi
Pārāśarahorā,पाराशरहोरा,,,,,Pārāśarahorā
Pārāśarī,पाराशरी,Parāśarasmr̥ti,,,Parāśarasmr̥ti,
Pārāśarīdaśā,पाराशरीदशा,,,,,Pārāśarīdaśā
Pārāśarīhorāpaddhati,पाराशरीहोरापद्धति,Parāśarasmr̥ti,,,Parāśarasmr̥ti,
Pātasāha ke nāma ūpariramalapṛśnaṃ,पात साह के नाम ऊपरिरमल पृशं,,,,,Pātasāha ke nāma ūpariramalapṛśnaṃ
Pātasāraṇī,पातसारणी,,,,,Pātasāraṇī
Pātasāraṇīvivṛti,पातसारणीविवृति,,,,,Pātasāraṇīvivṛti
Pāśakakevalī,पाशककेवली,,,,,Pāśakakevalī
Pāṇinisūtra,पाणिनिसूत्र,Aṣṭādhyāyī,,,Aṣṭādhyāyī,
Pāṇḍavagītā,पाण्डवगीता,,,,,Pāṇḍavagītā
Pāṇḍuraṅgastavarājastotra,पाण्डुरङ्गस्तवराजस्तोत्र,Puranas,,,Puranas,
Pīṭhorākhyavratakathā,पीठोराख्यव्रतकथा,Puranas,,,Puranas,
Pūrvapakṣāvalī,पूर्वपक्षावली,,,,,Pūrvapakṣāvalī
Pṛthakprāmāṇyavāda anumānakhaṇḍa,पृथक्प्रामाण्यवाद अनुमानखण्ड,,,,,Pṛthakprāmāṇyavāda anumānakhaṇḍa
Raghuvaṃśa,रघुवंश,Raghuvaṃśa,,,Raghuvaṃśa,
Raghuvaṃśa,रघुवंश,,,,,Raghuvaṃśa
Raghuvaṃśaṭīkā,रघुवंशटीका,Sañjīvanī (Raghuvaṃśa),,,Sañjīvanī (Raghuvaṃśa),
Ramalasāra,रमलसार,,,,,Ramalasāra
Ramalavidyā,रमलविद्या,,,,,Ramalavidyā
Rasamañjarī,रसमञ्जरी,,,,,Rasamañjarī
Rasamañjarīṭīkā,रसमञ्जरीटीका,,,,,Rasamañjarīṭīkā
Rasaratna,रसरत्न,,,,,Rasaratna
Rasaratnākara,रसरत्नाकर,,,,,Rasaratnākara
Rasarājalakṣmī,रसराजलक्ष्मी,,,,,Rasarājalakṣmī
Rasasaṃgrahasiddhānta,रससंग्रहसिद्धान्त,,,,,Rasasaṃgrahasiddhānta
Rasasaṃgrahasiddhāntasūcikā,रससंग्रहसिद्धान्तसूचिका,,,,,Rasasaṃgrahasiddhāntasūcikā
Rasataraṅginīvyākhyā,रसतरङ्गिनीव्याख्या,,,,,Rasataraṅginīvyākhyā
Rasaviṣayakograntha,रसविषयकोग्रन्थ,,,,,Rasaviṣayakograntha
Rasaśāstra,रसशास्त्र,,,,,Rasaśāstra
Rasendracūḍāmaṇi,रसेन्द्रचूडामणि,,,,,Rasendracūḍāmaṇi
Ratnatulāmahādānaprayoga,रत्नतुलामहादानप्रयोग,,,,,Ratnatulāmahādānaprayoga
Ravīndunāmanakṣatra,रवीन्दुनामनक्षत्र,,,,,Ravīndunāmanakṣatra
Reṇukāsahasranāman,रेणुकासहस्रनामन्,,,,,Reṇukāsahasranāman
Roṭikāsomanāthavratakathā,रोटिकासोमनाथव्रतकथा,Puranas,,,Puranas,
Rudra,रुद्र,Vedas,,,Vedas,
Rudrabhāṣya,रुद्रभाष्य,,,,,Rudrabhāṣya
Rudrabhāṣya,रुद्रभाष्य,Ribhu gīta,,,Ribhu gīta,
Rudranyāsa,रुद्रन्यास,,,,,Rudranyāsa
Rudranāmāvalī,रुद्रनामावली,,,,,Rudranāmāvalī
Rudrapraśna,रुद्रप्रश्न,,,,,Rudrapraśna
Rudrapūjāvidhāna,रुद्रपूजाविधान,,,,,Rudrapūjāvidhāna
Rudrasūktāni,रुद्रसूक्तानि,,,,,Rudrasūktāni
Rudrayantra,रुद्रयन्त्र,Puranas,,,Puranas,
Rudropaniṣad,रुद्रोपनिषद्,,,,,Rudropaniṣad
Rudrākṣamahimānāma,रुद्राक्षमहिमानाम,Tantras,,,Tantras,
Rudrākṣamantra,रुद्राक्षमन्त्र,,,,,Rudrākṣamantra
Rudrāṣṭakastotra,रुद्राष्टकस्तोत्र,,,,,Rudrāṣṭakastotra
Rāgadhanyāśī,रागधन्याशी,,,,,Rāgadhanyāśī
Rāghavapāṇḍavīya,राघवपाण्डवीय,,,,,Rāghavapāṇḍavīya
Rājamārtaṇḍa,राजमार्तण्ड,,,,,Rājamārtaṇḍa
Rājarājeśvarīmahātripurasundarīkavaca,,,,,,Rājarājeśvarīmahātripurasundarīkavaca
Rājavalli,,,,,,Rājavalli
Rājayoga,राजयोग,,,,,Rājayoga
Rājayogavināhaṭha,राजयोगविनाहठ,,,,,Rājayogavināhaṭha
Rājayogāvivaraṇa,राजयोगाविवरण,,,,,Rājayogāvivaraṇa
Rājāvalī,राजावली,,,,,Rājāvalī
Rākṣoghnasūktavidhi,राक्षोघ्नसूक्तविधि,,,,,Rākṣoghnasūktavidhi
Rām rakṣa,राम रक्ष,,,,,Rām rakṣa
Rāmacandraprokta Lakṣmīstavarāja,रामचन्द्रप्रोक्त लक्ष्मीस्तवराज,Puranas,,,Puranas,
Rāmacandrastavarājastotra,रामचन्द्रस्तवराजस्तोत्र,,,,,Rāmacandrastavarājastotra
Rāmacandrika,रामचन्द्रिक,,,,,Rāmacandrika
Rāmacaritamānasa,रामचरितमानस,,,,,Rāmacaritamānasa
Rāmagāyatrī,रामगायत्री,,,,,Rāmagāyatrī
Rāmagītā,रामगीता,Puranas,,,Puranas,
Rāmahṛdayastotra,रामहृदयस्तोत्र,Puranas,,,Puranas,
Rāmakalpadruma,रामकल्पद्रुम,,,,,Rāmakalpadruma
Rāmakṛṣṇakāvya,रामकृष्णकाव्य,,,,,Rāmakṛṣṇakāvya
Rāmakṛṣṇavilomakāvya ṭippaṇa,रामकृष्णविलोमकाव्य,,,,,Rāmakṛṣṇavilomakāvya ṭippaṇa
Rāmamahimnastotra,राममहिम्नस्तोत्र,,,,,Rāmamahimnastotra
Rāmamānasapūjā,,Pāñcarātra,,,Pāñcarātra,
Rāmapūrvatāpinīyopaniṣad,रामपूर्वतापिनीयोपनिषद्,,,,,Rāmapūrvatāpinīyopaniṣad
Rāmarakṣāmantra,रामरक्षामन्त्र,,,,,Rāmarakṣāmantra
Rāmarakṣāstotra,रामरक्षास्तोत्र,,,,,Rāmarakṣāstotra
Rāmarāmarāma,रामरामराम,,,,,Rāmarāmarāma
Rāmasahasranāmastotra,रामसहस्रनामस्तोत्र,Puranas,,,Puranas,
Rāmastavarājastotra,रामस्तवराजस्तोत्र,Pāñcarātra,,,Pāñcarātra,
Rāmastavarājastotramantra,रामस्तवराजस्तोत्रमन्त्र,,,,,Rāmastavarājastotramantra
Rāmatriśatanāmastotra,गायत्रीसहस्रनामस्तोत्र,Tantras,,,Tantras,
Rāmatāpanyupaniṣad,रामतापन्युपनिषद्,,,,,Rāmatāpanyupaniṣad
Rāmotaratāpatiya,,Atharvaṇarahasya,,,Atharvaṇarahasya,
Rāmvinoda,रामविनोद,,,,,Rāmvinoda
Rāmānandalaharī,,,,,,Rāmānandalaharī
Rāmānandīya,रामानन्दीय,,,,,Rāmānandīya
Rāmārcanacandrikā,,,,,,Rāmārcanacandrikā
Rāmāryā,रामार्या,,,,,Rāmāryā
Rāmāryāstava,रामार्यास्तव,,,,,Rāmāryāstava
Rāmāyaṇasāra,रामायणसार,,,,,Rāmāyaṇasāra
Rāmāyaṇīyasāra,रामायणीयसार,,,,,Rāmāyaṇīyasāra
Rāmāṣṭaka,रामाष्टक,,,,,Rāmāṣṭaka
Rāmāṣṭaviṃśatināmastotra,रामाष्टविंशतिनामस्तोत्र,,,,,Rāmāṣṭaviṃśatināmastotra
Rāmāṣṭottaraśatanāma,रामाष्टोत्तरशतनाम,Puranas,,,Puranas,
Rāsakrīḍā,रासक्रीडा,Puranas,पुराण,,Puranas,
Rāsyābhiṣekapaddhati,रास्याभिषेकपद्धति,,,,,Rāsyābhiṣekapaddhati
Rātrinirṇaya,रात्रिनिर्णय,,,,,Rātrinirṇaya
Rātrisūkta,रात्रिसूक्त,Vedas,,,Vedas,
Rātrisūktam,,Vedas,,,Vedas,
R̥gveda,,Vedas,,,Vedas,
R̥gvedapadapāṭha,,Vedas,,,Vedas,
R̥gvedasamhitā aṣṭaka 3,,Vedas,,,Vedas,
R̥gvedasamhitāṣṭaka 8,,Vedas,,,Vedas,
Sadyovṛṣṭilakṣaṇa,सद्योवृष्टिलक्षण,Atharvapariśiṣṭa,,,Atharvapariśiṣṭa,
Sadācāraprakaraṇa,सदाचारप्रकरण,,,,,Sadācāraprakaraṇa
Saha vai upaniṣad,सह वै उपनिषद्,Aranyakas,,,Aranyakas,
Sahasracaṇḍīśatacaṇḍīnavacaṇḍīvidhāna,सहस्रचण्डीशतचण्डीनवचण्डीविधान,,,,,Sahasracaṇḍīśatacaṇḍīnavacaṇḍīvidhāna
Sahasraśo ye rudra,सहस्रशो ये रुद्र,Vedas,,,Vedas,
Sakalasaubhāgyavimalavairāgyasaṃpādinī,सकलसौभाग्यविमलवैराग्यसंपादिनी,Rāmacaritamānasa,,,Rāmacaritamānasa,
Sakalaśabdamūlabhūtatva,सकलशब्दमूलभूतत्व,Laghuśabdenduśekhara,,,Laghuśabdenduśekhara,
Samarasaṃgraha,समरसंग्रह,,,,,Samarasaṃgraha
Samarasāraṭīkā,समरसारटीका,,,,,Samarasāraṭīkā
Samidādhāna,समिदाधान,,,,,Samidādhāna
Samkṣepasārīrakaṭīkā,सम्क्षेपसारीरकटीका,,,,,Samkṣepasārīrakaṭīkā
Samnyāsaprārthanāvidhi,सम्न्यासप्रार्थनाविधि,,,,,Samnyāsaprārthanāvidhi
Samādhi abhyāsaprakaraṇa,समाधि अभ्यासप्रकरण,,,,,Samādhi abhyāsaprakaraṇa
Samādhimaraṇa,समाधिमरण,,,,,Samādhimaraṇa
Samādhiyoga,समाधियोग,,,,,Samādhiyoga
Samāsacakra,समासचक्र,,,,,Samāsacakra
Samāsasāṃkhyasūtravṛtti,समाससांख्यसूत्रवृत्ति,,,,,Samāsasāṃkhyasūtravṛtti
Samāsavāda,समासवाद,,,,,Samāsavāda
Saptabhūmivyavasthā,सप्तभूमिव्यवस्था,Yogavāsiṣṭha,,,Yogavāsiṣṭha,
Saptamāṣṭaka Prāraṃbhaḥ. Idam pustakam daśaputra gangādhareṇa likhitam,,Vedas,,,Vedas,
Saptasalokīgītāṭīkāvāle,सप्तसलोकीगीताटीकावाले,,,,,Saptasalokīgītāṭīkāvāle
Saptasaṃsthānirṇayaprayoga,सप्तसंस्थानिर्णयप्रयोग,,,,,Saptasaṃsthānirṇayaprayoga
Saptaśatīvyavahāra,सप्तशतीव्यवहार,,,,,Saptaśatīvyavahāra
Saptaślokigitā,सप्तश्लोकिगिता,Puranas,पुराण,,Puranas,
Saptaślokī,सप्तश्लोकी,,,,,Saptaślokī
Saptaślokīgītā,सप्तश्लोकीगीता,,,,,Saptaślokīgītā
Saptālaṃkāra,सप्तालंकार,,,,,Saptālaṃkāra
Sarasvatīnamasyāmī,सरस्वतीनमस्यामी,,,,,Sarasvatīnamasyāmī
Sarasvatīstotra,सरस्वतीस्तोत्र+,,,,,Sarasvatīstotra
Sarasvatīstotra,सरस्वतीस्तोत्र,,,,,Sarasvatīstotra
Sarvalakṣapūjāvidhi,सर्वलक्षपूजाविधि,Puranas,,,Puranas,
Sarvamantrotkīlana,सर्वमन्त्रोत्कीलन,,,,,Sarvamantrotkīlana
Sarvaprāyaścittaprayoga,सर्वप्रायश्चित्तप्रयोग,,,,,Sarvaprāyaścittaprayoga
Sarvaprāyaścittasvīkāra,सर्वप्रायश्चित्तस्वीकार,,,,,Sarvaprāyaścittasvīkāra
Sarvatobhadracakra,सर्वतोभद्रचक्र,,,,,Sarvatobhadracakra
Sarvatobhadradevatāvāhana,सर्वतोभद्रदेवतावाहन,,,,,Sarvatobhadradevatāvāhana
Sarvatobhadramaṇḍaladevatā,सर्वतोभद्रमण्डलदेवता,,,,,Sarvatobhadramaṇḍaladevatā
Sarvopaniṣad,सर्वोपनिषद्,Upanishads,,,Upanishads,
Sarvopaniṣad,सर्वोपनिषद्,,,,,Sarvopaniṣad
SarvānnigūḍhamaṇidIdhita,सर्वान्निगूढमणिदीधित,,,,,SarvānnigūḍhamaṇidIdhita
Sarvānukramaṇī Vivaraṇa,,,,,,Sarvānukramaṇī Vivaraṇa
Sarvārthacintāmaṇi,सर्वार्थचिन्तामणि,,,,,Sarvārthacintāmaṇi
Satpratipakṣa,सत्प्रतिपक्ष,,,,,Satpratipakṣa
Satpratipakṣarasya,सत्प्रतिपक्षरस्य,Gādādharī,,,Gādādharī,
Satsukhānubhava,सत्सुखानुभव,,,,,Satsukhānubhava
Satsāi yā dohā,सतसाइ या दोहा,,,,,Satsāi yā dohā
Satyanārāyaṇakathā,सत्यनारायणकथा,Puranas,,,Puranas,
Satyanārāyaṇapūjāvidhi,सत्यनारायणपूजाविधि,,,,,Satyanārāyaṇapūjāvidhi
Satyanārāyaṇavratakathā,सत्यनारायणव्रतकथा,Itihāsasamuccaya,,,Itihāsasamuccaya,
Satyopākhyāna,सत्योपाख्यान,,,,,Satyopākhyāna
Saundaryalaharīstotra,सौन्दर्यलहरीस्तोत्र,Saundaryalaharī,,,Saundaryalaharī,
Saundarylaharī stotra,सौन्दर्य्लहरी स्तोत्र,,,,,Saundarylaharī stotra
Saura,सौर,,,,,Saura
Saurabhāṣya,सौरभाष्य,,,,,Saurabhāṣya
Saurachanda,सौरछन्द,,,,,Saurachanda
Saurasūkta,सौरसूक्त,Vedas,,,Vedas,
Savyabhicāra,सव्यभिचार,Gādādharī,,,Gādādharī,
Saṃdhyopāsana,संध्योपासन,,,,,Saṃdhyopāsana
Saṃdhyā,संध्या,,,,,Saṃdhyā
Saṃdhyāpañcīkaraṇa,संध्यापञ्चीकरण,Pañcīkaraṇa,,,Pañcīkaraṇa,
Saṃdhyāprakaraṇa,संध्याप्रकरण,,,,,Saṃdhyāprakaraṇa
Saṃdhyāprayoga,संध्याप्रयोग,,,,,Saṃdhyāprayoga
Saṃdhyāvandana,संध्यावन्दन,,,,,Saṃdhyāvandana
Saṃdhyāvandanamantrabhāṣya,ऋग्वेदसंध्यावन्दनभाष्य,,,,,Saṃdhyāvandanamantrabhāṣya
Saṃgrahapraśnavicāra,संग्रहप्रश्नविचार,,,,,Saṃgrahapraśnavicāra
Saṃgrahavākyakṛti,वाक्यवृत्ति,,,,,Saṃgrahavākyakṛti
Saṃhitopaniṣadvivaraṇa,संहितोपनिषद्विवरण,,,,,Saṃhitopaniṣadvivaraṇa
Saṃjñātantra,संज्ञातन्त्र,,,,,Saṃjñātantra
Saṃjīvanī,संजीवनी,Sañjīvanī (Meghadūta),,,Sañjīvanī (Meghadūta),
Saṃjīvanī sarga 1,संजीवनी सर्ग १,Sañjīvanī (Kumārasambhava),,,Sañjīvanī (Kumārasambhava),
Saṃjīvanī sarga 10,संजीवनी सर्ग १०,Sañjīvanī (Raghuvaṃśa),,,Sañjīvanī (Raghuvaṃśa),
Saṃjīvanī sarga 11,संजीवनी सर्ग ११,Sañjīvanī (Raghuvaṃśa),,,Sañjīvanī (Raghuvaṃśa),
Saṃjīvanī sarga 12,संजीवनी सर्ग १२,Sañjīvanī (Raghuvaṃśa),,,Sañjīvanī (Raghuvaṃśa),
Saṃjīvanī sarga 18,संजीवनी सर्ग १८,Sañjīvanī (Raghuvaṃśa),,,Sañjīvanī (Raghuvaṃśa),
Saṃjīvanī sarga 8,संजीवनी सर्ग ८,Sañjīvanī (Raghuvaṃśa),,,Sañjīvanī (Raghuvaṃśa),
Saṃjīvanī sarga 9,संजीवनी सर्ग ९,Sañjīvanī (Raghuvaṃśa),,,Sañjīvanī (Raghuvaṃśa),
Saṃkaṣṭacaturthī,संकष्टचतुर्थी,Puranas,,,Puranas,
Saṃkaṣṭacaturthīvrata,संकष्टचतुर्थीव्रत,Puranas,,,Puranas,
Saṃkaṣṭacaturthīvratapūjākathā,संकष्टचतुर्थीव्रतपूजाकथा,,,,,Saṃkaṣṭacaturthīvratapūjākathā
Saṃkaṭāstotra,संकटस्तोत्र,Puranas,,,Puranas,
Saṃketakaumudī,संकेतकौमुदी,,,,,Saṃketakaumudī
Saṃkrāntiprakaraṇa,संक्रान्तिप्रकरण,,,,,Saṃkrāntiprakaraṇa
Saṃkrāntīphaladīpikā,संक्रान्तीफलदीपिका,,,,,Saṃkrāntīphaladīpikā
Saṃkṣepata śrāddhapaddhati,संक्षेपतश्राद्धपद्धति,,,,,Saṃkṣepata śrāddhapaddhati
Saṃkṣepaśārīraka,संक्षेपशारीरक,Saṅkṣepaśārīraka,,Saṃkṣepaśārīraka,,
Saṃkṣepaśārīraka,संक्षेपशारीरक,,,Saṃkṣepaśārīraka,,
