script_note_as_recorded,script_note,script_label,aat_label,aat_id,wikidata_label,wikidata_qid
Script: Written in a humanistic cursive in brown ink with rubrics in brown ink in margin.,a humanistic cursive in brown ink with rubrics in brown ink in margin,cursive humanist script,humanistic cursive,300210205,humanistic cursive,Q33259624
Script: Written in a gothic bookhand (textualis libraria) in brown ink.,a gothic bookhand (textualis libraria) in brown ink,Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Written in Persian script.,Persian script,Persian script,,,Persian calligraphy,Q7170234
Script: Written in a gothic cursive (fol. 59 in mid 15th-century bâtarde) in brown ink with brown rubrics.,a gothic cursive (fol 59 in mid 15th-century bâtarde) in brown ink with brown rubrics,cursive script,cursive scripts (general scripts by form),300375118,Gothic cursive,Q33247994
"Script: Written in a gothic cursive in black ink with red underlining of biblical citations, red rubrics.","a gothic cursive in black ink with red underlining of biblical citations, red rubrics",cursive script,cursive scripts (general scripts by form),300375118,Gothic cursive,Q33247994
"Script: Written in an English secretary hand, with later marginal comments in brown ink.","an English secretary hand, with later marginal comments in brown ink",secretary script,,,secretary hand,Q16933853
Script: Written in a gothic bookhand in black with red rubrics.,a gothic bookhand in black with red rubrics,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a bâtarde script in brown ink with red rubrics.,a bâtarde script in brown ink with red rubrics,Batarde,bastarda,300210195,Bastarda,Q32267
"Script: Written in a gothic hybrid, cursiva libraria[?].","a gothic hybrid, cursiva libraria[?]",hybrid script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a gothic bookhand with no rubrics. Psalm numbers were added in the 15th century as Roman numerals in the outer margin.,a gothic bookhand with no rubrics Psalm numbers were added in the 15th century as Roman numerals in the outer margin,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in a gothic rotunda in brown ink, the hand of Jacobus de Mutina (colophon on fol. 373v).","a gothic rotunda in brown ink, the hand of Jacobus de Mutina (colophon on fol 373v)",Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Written in a gothica cursiva antiquior formata (Anglicana) by the scribe Stephen Dodesham (see Edwards and Doyle) in black with red rubrics.,a gothica cursiva antiquior formata (Anglicana) by the scribe Stephen Dodesham (see Edwards and Doyle) in black with red rubrics,Anglicana,,,Anglicana,Q55380632
Script: Written in bâtarde in brown ink with red rubrics by two hands (fol. 1-68 and fol. 69-101).,bâtarde in brown ink with red rubrics by two hands (fol 1-68 and fol 69-101),Batarde,bastarda,300210195,Bastarda,Q32267
"Script: Written in three Caroline bookhands in brown ink with orange rubrics (fol. 1-72, fol. 73-91, and fol. 91-93). Fol. 1-72, initials stroked or filled with orange.","three Caroline bookhands in brown ink with orange rubrics (fol 1-72, fol 73-91, and fol 91-93) Fol 1-72, initials stroked or filled with orange",Caroline minuscule,Caroline minuscule,300195207,Carolingian minuscule,Q785729
Script: Written in a gothic cursive (cursiva libraria) in brown ink.,a gothic cursive (cursiva libraria) in brown ink,cursive script,cursive scripts (general scripts by form),300375118,Gothic cursive,Q33247994
Script: Written in Southern textualis formata in brown ink. Cursive inscriptions on fol. 1; 3 lines of cursive follow end of text.,Southern textualis formata in brown ink Cursive inscriptions on fol 1; 3 lines of cursive follow end of text,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in a Romanesque bookhand in black ink with red rubrics.,a Romanesque bookhand in black ink with red rubrics,Caroline minuscule,Caroline minuscule,300195207,Carolingian minuscule,Q785729
"Script: Written in gothic rotunda in black ink with red rubrics. Square Gregorian notation on a four-line red staff, no stems.","a Gothic rotunda in black ink with red rubrics Square Gregorian notation on a four-line red staff, no stems",Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Written in a Gothic rotunda in black ink. Only a few letters visible on dorse. Square Gregorian notation on a four-line red staff.,a Gothic rotunda in black ink Only a few letters visible on dorse Square Gregorian notation on a four-line red staff,Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
"Script: Written in a Gothic rotunda in black ink. S. XVII brown ink arabic foliation, ""163"", lower right corner recto.","a Gothic rotunda in black ink S XVII brown ink arabic foliation, ""163"", lower right corner recto",Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Written in a Gothic cursive in black ink with red rubrics.,,,,,Gothic cursive,Q33247994
Script: Written in a gothic formata in black ink with red rubrics.,a gothic formata in black ink with red rubrics,Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in an early Gothic rotunda in black ink with red rubrics.,an early Gothic rotunda in black ink with red rubrics,Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
"Script: Written in a gothic rotunda in black ink with red rubrics. 16th-century foliation, upper outer corner of the recto, ""6""; 17th-century arabic pagination, outer center margin both sides, ""11"" and ""12"".","a gothic rotunda in black ink with red rubrics 16th-century foliation, upper outer corner of the recto, ""6""; 17th-century arabic pagination, outer center margin both sides, ""11"" and ""12""",Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Written in a Gothic formata in black ink with red rubrics.,,,,,Gothic minuscule,Q30894934
"Script: Written in a Gothic rotunda in black ink, no rubrics extant.","a Gothic rotunda in black ink, no rubrics extant",Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Written in a gothic cursive hand.,a Gothic cursive hand,Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script: Written in a gothic rotunda in black ink with red rubrics,a gothic rotunda in black ink with red rubrics,Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Written in a gothic rotunda in black ink.,,,,,Rotunda,Q1418954
"Script: Chancery hand (?) with scribal correction on line 12 inserting caret and ""Hawkeslowe"" above the line.","Chancery hand (?) with scribal correction on line 12 inserting caret and ""Hawkeslowe"" above the line",chancery script,,,chancery hand,Q2849287
Script: Minuscule cursive.,Minuscule cursive,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
Script: Written in a cursive hand.,a cursive hand,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
Script: Written in a bâtarde script in brown ink (no extant rubrics).,a bâtarde script in brown ink (no extant rubrics),Batarde,bastarda,300210195,Bastarda,Q32267
Script: Written in a gothic bookhand in brown ink with gold rubrics.,a gothic bookhand in brown ink with gold rubrics,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in an extended kufic script.,an extended kufic script,kufic,Kufic,300194434,Kufic,Q29647
Script: Written in a slightly rounded Gothic in black ink with red rubrics.,a slightly rounded Gothic in black ink with red rubrics,Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a Spanish gothic rotunda in black ink with red rubrics,a Spanish gothic rotunda in black ink with red rubrics,Spanish Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Written in a Maghribi script.,a Maghribi script,maghribī,maghribī (script form),300265538,Maghrebi script,Q1519562
Script: Northern textualis.,Northern textualis,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in a Beneventan minuscule in brown ink with red rubrics and initials; capitals highlighted in red and yellow.,a Beneventan minuscule in brown ink with red rubrics and initials; capitals highlighted in red and yellow,Beneventan,Beneventan minuscule,300194411,Beneventan script,Q338621
Script: Written in a Catalan chancery script in brown ink.,a Catalan chancery script in brown ink,chancery script,,,chancery hand,Q2849287
"Script: Written in a Gothic rotunda in black ink with red rubrics. Square Gregorian notation on a four-line red staff, no stems.","a Gothic rotunda in black ink with red rubrics Square Gregorian notation on a four-line red staff, no stems",Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Written in an early gothic bookhand in black ink with red rubrics. Three-line penwork initials throughout in blue or red with red and blue filigree into margins.,an early gothic bookhand in black ink with red rubrics Three-line penwork initials throughout in blue or red with red and blue filigree into margins,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a gothic cursive script in brown ink. Rubrics and captions sometimes in slightly smaller script.,a gothic cursive script in brown ink Rubrics and captions sometimes in slightly smaller script,cursive Gothic script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script: Written in a formal mercantestca script.,a formal mercantestca script,mercantesca,,,Scrittura mercantesca,Q63526527
Script: Written in English gothic cursive in multiple hands in brown ink with occasional red rubrics. Fol. 1-40 by a single scribe.,English gothic cursive in multiple hands in brown ink with occasional red rubrics Fol 1-40 by a single scribe,cursive Gothic script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script: Written in a northern textualis formata (textus quadratus) in black ink with red rubrics.,a northern textualis formata (textus quadratus) in black ink with red rubrics,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in a square Ashkenazic script in black ink.,a square Ashkenazic script in black ink,Ashkenazic square script,,,Ashkenazic Script,Q121094898
"Script: Written in a gothic bookhand, rubrics in gold leaf.","a gothic bookhand, rubrics in gold leaf",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in a southern gothic textualis libraria in brown ink with red rubrics (chapter numbers in upper outer corner rectos in original brown arabic numerals, partially trimmed).","a southern gothic textualis libraria in brown ink with red rubrics (chapter numbers in upper outer corner rectos in original brown arabic numerals, partially trimmed)",Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
"Script: Written in a humanistic Greek bookhand, possibly the hand of Nicholas della Torre, in brown ink with red rubrics.","a humanistic Greek bookhand, possibly the hand of Nicholas della Torre, in brown ink with red rubrics",Greek humanist script,Greek alphabet,300256140,Greek minuscule,Q8250741
Script: Written in a gothic bookhand in brown ink with red rubrics. Fol. 91-102 and fol. 106 in slightly later hands.,a gothic bookhand in brown ink with red rubrics Fol 91-102 and fol 106 in slightly later hands,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a humanistic bookhand in brown ink with original red rubrics.,a humanistic bookhand in brown ink with original red rubrics,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in a bâtarde script in brown ink with blue rubrics.,a bâtarde script in brown ink with blue rubrics,Batarde,bastarda,300210195,Bastarda,Q32267
Script: Written in a bâtarde script in brown ink.,a bâtarde script in brown ink,Batarde,bastarda,300210195,Bastarda,Q32267
Script: Written in a humanistic bookhand in brown ink with red or blue rubrics.,a humanistic bookhand in brown ink with red or blue rubrics,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in an Italian rotunda in black ink with red rubrics.,an Italian rotunda in black ink with red rubrics,Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Written in an early Gothic bookhand by multiple scribes in black ink with red rubrics.,an early Gothic bookhand by multiple scribes in black ink with red rubrics,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in a humanistic bookhand, the hand of Gritti's secretary Petrus Grasolorrius, in brown ink.","a humanistic bookhand, the hand of Gritti's secretary Petrus Grasolorrius, in brown ink",humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
"Script: Written in a gothic bookhand in black ink, with red rubrics (on fol. 201 only).","a gothic bookhand in black ink, with red rubrics (on fol 201 only)",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in several gothic bookhands in black ink with red rubrics.,several gothic bookhands in black ink with red rubrics,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a Gothic cursive hand in black ink.,a Gothic cursive hand in black ink,Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
"Script: Written in a humanistic bookhand in black ink with red rubrics (beginning at fol. 29v, i.e. ch. 15 of the Soliloquiorum).","a humanistic bookhand in black ink with red rubrics (beginning at fol 29v, ie ch 15 of the Soliloquiorum)",humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
"Script: Written in a late romanesque bookhand, additions in various gothic cursives in brown ink with red rubrics","a late romanesque bookhand, additions in various gothic cursives in brown ink with red rubrics",cursive script,cursive scripts (general scripts by form),300375118,Gothic cursive,Q33247994
Script: Written in a Bolorgir script in black ink with red rubrics.,a Bolorgir script in black ink with red rubrics,bolorgir,,,bolorgir,Q31193864
"Script: Written in a humanistic bookhand by the scribe Gregorius de Crema, in black ink with red rubrics.","a humanistic bookhand by the scribe Gregorius de Crema, in black ink with red rubrics",humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in a humanistic cursive in brown ink with red rubrics.,a humanistic cursive in brown ink with red rubrics,cursive humanist script,humanistic cursive,300210205,humanistic cursive,Q33259624
"Script: Written in a minute early gothic bookhand in black ink rubricated in red (chapter numbers in margin, epigraphic capitals alternating red and blue letters).","a minute early gothic bookhand in black ink rubricated in red (chapter numbers in margin, epigraphic capitals alternating red and blue letters)",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a various gothic cursives in black ink with black rubrics.,a various gothic cursives in black ink with black rubrics,cursive script,cursive scripts (general scripts by form),300375118,Gothic cursive,Q33247994
Script: Persian script in black ink with red rubrics.,Persian script in black ink with red rubrics,Persian script,,,Persian calligraphy,Q7170234
Script: Written in a Cursiva Anglicana.,a Cursiva Anglicana,Anglicana,,,Anglicana,Q55380632
"Script: Written in a Greek bookhand in black ink with red rubrics. Bright golden flakes (of pounce?, possibly biotite) adhere to the surface of many letters.","a Greek bookhand in black ink with red rubrics Bright golden flakes (of pounce?, possibly biotite) adhere to the surface of many letters",Greek bookhand,Greek alphabet,300256140,Greek minuscule,Q8250741
Script: Written in an early gothic bookhand in black ink with red rubrics (ten lines measure 23 mm),an early gothic bookhand in black ink with red rubrics (ten lines measure 23 mm),Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Text written in Bâtarde in brown ink with red rubrics; Latin headings in Textura.,Text written in Bâtarde in brown ink with red rubrics; Latin headings in Textura,Batarde,bastarda,300210195,Bastarda,Q32267
Script: Written in a gothic cursive (fol. 27-33 later crude gothic formata) in black ink with red rubrics.,a gothic cursive (fol 27-33 later crude gothic formata) in black ink with red rubrics,cursive script,cursive scripts (general scripts by form),300375118,Gothic cursive,Q33247994
Script: Written in a mix of gothic and humanist hands.,a mix of gothic and humanist hands,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in a Flemish humanistic bookhand in black ink with red rubrics.,a Flemish humanistic bookhand in black ink with red rubrics,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in a gothic cursive in brown with red rubrics.,a gothic cursive in brown with red rubrics,cursive script,cursive scripts (general scripts by form),300375118,Gothic cursive,Q33247994
Script: Written in a humanistic bookhand in brown ink.,a humanistic bookhand in brown ink,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in a humanistic bookhand in brown ink with red (somewhat faded) rubrics.,a humanistic bookhand in brown ink with red (somewhat faded) rubrics,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Southern textualis written in brown ink.,Southern textualis written in brown ink,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in a southern textualis formata.,a southern textualis formata,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in Southern textualis.,Southern textualis,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
"Script: Bifolium 1 is protogothic, bifolia 2 and 3 gothic textualis.","Bifolium 1 is protogothic, bifolia 2 and 3 gothic textualis",Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Humanistic bookhand.,Humanistic bookhand,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Northern textualis written in black ink.,Northern textualis written in black ink,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in a round gothic (red and blue rubrics).,a round gothic (red and blue rubrics),Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in brown ink in a humanistic bookhand.,a humanistic bookhand in brown ink,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Parts 1 and 3 written in later cursive; part 2 written in a gothic bookhand in black ink with red rubrics.,Parts 1 and 3 written in later cursive; part 2 written in a gothic bookhand in black ink with red rubrics,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
Script: Written in a southern textualis libraria with red rubrics.,a southern textualis libraria with red rubrics,Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
"Script: Written in a humanist script in black ink with red rubrics, two-line initials in alternating red and blue.","a humanist script in black ink with red rubrics, two-line initials in alternating red and blue",humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
"Script: Written in a southern textualis in brown ink, rubrics and capital swashes in red.","a southern textualis in brown ink, rubrics and capital swashes in red",Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in two humanist hands in black and dark brown ink. Rubrics in red. Hand 1: fol. 2v-131v; hand 2: 131v-133 and rubrication on 130-132v.,two humanist hands in black and dark brown ink Rubrics in red Hand 1: fol 2v-131v; hand 2: 131v-133 and rubrication on 130-132v,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
"Script: Written in a southern gothica textualis formata (rotunda) in two sizes in black ink, rubrics in red, capital swashes in yellow.","a southern gothica textualis formata (rotunda) in two sizes in black ink, rubrics in red, capital swashes in yellow",Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in a gothic semihybrida libraria/currens.,a gothic semihybrida libraria/currens,Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a gothic textualis in brown ink with red rubrics.,a gothic textualis in brown ink with red rubrics,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in a mercantesca script in brown ink.,a mercantesca script in brown ink,mercantesca,,,Scrittura mercantesca,Q63526527
Script: Written in a rounded gothic bookhand in brown ink with blue or red rubrics.,a rounded gothic bookhand in brown ink with blue or red rubrics,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a bâtarde script in brown ink with brown rubrics.,a bâtarde script in brown ink with brown rubrics,Batarde,bastarda,300210195,Bastarda,Q32267
"Script: Written in a gothic bookhand (calendar in a different hand) in black ink with red rubrics, fol. 36 only.","a gothic bookhand (calendar in a different hand) in black ink with red rubrics, fol 36 only",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in an early gothic bookhand in black ink.,an early gothic bookhand in black ink,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written by multiple scribes in various early gothic bookhands, above top line, round- and tall-s used interchangeably, in brown ink with red or underlined brown rubrics.","Written by multiple scribes in various early gothic bookhands, above top line, round- and tall-s used interchangeably, in brown ink with red or underlined brown rubrics",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a gothic bookhand in brown ink with red rubrics.,a gothic bookhand in brown ink with red rubrics,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in brown ink in bolorgir script. Capitals and rubrics in red and/or gold. Opening lines of each gospel in gold erkat'agir script.,brown ink in bolorgir script Capitals and rubrics in red and/or gold Opening lines of each gospel in gold erkat'agir script,bolorgir,,,bolorgir,Q31193864
Script: Written in several humanistic bookhands and cursives in brown ink with red rubrics.,several humanistic bookhands and cursives in brown ink with red rubrics,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in four round proto-gothic hands in brown or black with red rubrics and headings.,four round proto-gothic hands in brown or black with red rubrics and headings,Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a batarde in black ink. 2-line blue or red capitals throughout.,a batarde in black ink 2-line blue or red capitals throughout,Batarde,bastarda,300210195,Bastarda,Q32267
"Script: Written in a rounded gothic bookhand in red ink, with 17th-century captions in a humanistic bookhand in black ink.","a rounded gothic bookhand in red ink, with 17th-century captions in a humanistic bookhand in black ink",humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Written in a gothic hand in black ink with red rubrics. Fol. 30 in a bastarda hand in black ink with blue rubrics.,a gothic hand in black ink with red rubrics Fol 30 in a bastarda hand in black ink with blue rubrics,Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a gothic script in black ink with red and blue rubrics.,a gothic script in black ink with red and blue rubrics,Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in several early gothic bookhands in brown ink with red rubrics.,several early gothic bookhands in brown ink with red rubrics,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a gothic textualis formata in black ink with red rubrics.,a gothic textualis formata in black ink with red rubrics,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in a northern gothic textualis formata (textus quadratus) in black ink with red rubrics.,a northern gothic textualis formata (textus quadratus) in black ink with red rubrics,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in a single gothic cursive (cursiva currens). The printed portion of the volume is profusely annotated in the same hand.,a single gothic cursive (cursiva currens) The printed portion of the volume is profusely annotated in the same hand,cursive script,cursive scripts (general scripts by form),300375118,Gothic cursive,Q33247994
Script: Written in black ink in a gothic semitextualis; headings in red ink in a gothic textualis.,black ink in a gothic semitextualis; headings in red ink in a gothic textualis,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Written in brown ink in a notarial cursive (cursiva currens).,brown ink in a notarial cursive (cursiva currens),notarial script,,,documentary hand,Q69525889
Script: Written in a humanist minuscule in brown ink with red rubrics.,a humanist minuscule in brown ink with red rubrics,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
"Script: Written in brown ink in a southern gothic textualis libraria. Incipits, rubrics, etc., in red ink.","brown ink in a southern gothic textualis libraria Incipits, rubrics, etc, in red ink",Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Written in a humanistic cursive bookhand.,a humanistic cursive bookhand,cursive humanist script,humanistic cursive,300210205,humanistic cursive,Q33259624
"Script: Written in a protogothic documentary script, with straight r descending below the baseline, mostly straight s, and uncial d.","a protogothic documentary script, with straight r descending below the baseline, mostly straight s, and uncial d",documentary script,,,documentary hand,Q69525889
"Script: Written in Beneventan minuscule, Monte Cassino type.","Beneventan minuscule, Monte Cassino type",Beneventan,Beneventan minuscule,300194411,Beneventan script,Q338621
Script: Written in brown ink in a gothic semitextualis with aspects of gothico-antiqua.,brown ink in a gothic semitextualis with aspects of gothico-antiqua,Gothic semitextualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
"Script: Written in maghribi in brown ink, pointed and vocalized.","maghribi in brown ink, pointed and vocalized",maghribi,maghribī (script form),300265538,Maghrebi script,Q1519562
"Script: Written in neat naskh and muḥ̣aqqaq in black ink, pointed and vocalized.","neat naskh and muḥ̣aqqaq in black ink, pointed and vocalized",naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in neat, miniscule naskh in black ink, pointed and vocalized.","neat, miniscule naskh in black ink, pointed and vocalized",naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in small, neat naskh in black ink, pointed and vocalized.","small, neat naskh in black ink, pointed and vocalized",naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in naskh in black ink, pointed and vocalized. Commentary in nastaʻliq in black ink, pointed.","naskh in black ink, pointed and vocalized Commentary in nastaʻliq in black ink, pointed",naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in naskh in black ink, pointed and vocalized; Persian written in nastaʻlīq in red for translation and black for marginalia; pointed.","naskh in black ink, pointed and vocalized; Persian written in nastaʻlīq in red for translation and black for marginalia; pointed",naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in naskh in black ink, text is pointed and vocalized; Persian interlinear translation in nastaʻliq in reddish-purple ink; commentary in the margins written in black nastaʻliq; pointed.","naskh in black ink, text is pointed and vocalized; Persian interlinear translation in nastaʻliq in reddish-purple ink; commentary in the margins written in black nastaʻliq; pointed",naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in muḥaqqaq in black ink; pointed and vocalized; unpointed letters are often pointed underneath (ʻalāmat al-ihmāl).,muḥaqqaq in black ink; pointed and vocalized; unpointed letters are often pointed underneath (ʻalāmat al-ihmāl),muḥaqqaq,muḥaqqaq,300265534,Muhaqqaq,Q1271335
"Script: Written in naskh in black ink, pointed and vocalized with Persian in nastaʻliq in red and black ink, pointed.","naskh in black ink, pointed and vocalized with Persian in nastaʻliq in red and black ink, pointed",naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in a maghribi somewhat imitating Early Abbasid script, in brown ink.","a maghribi somewhat imitating Early Abbasid script, in brown ink",maghribi,maghribī (script form),300265538,Maghrebi script,Q1519562
Script: Written in naskh in black ink with titles in thuluth in red ink; pointed.,naskh in black ink with titles in thuluth in red ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in naskh in black, red, green; pointed, vocalized.","naskh in black, red, green; pointed, vocalized",naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in clear nastaʻlīq, pointed, unvocalized.","clear nastaʻlīq, pointed, unvocalized",nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Chiefly written in nastaʻlīq in black ink; pointed.,Chiefly written in nastaʻlīq in black ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
"Script: Written in a maghribi script using an oblique cut pen in black and brown ink; pointed, partially vocalized.","a maghribi script using an oblique cut pen in black and brown ink; pointed, partially vocalized",maghribi,maghribī (script form),300265538,Maghrebi script,Q1519562
Script: Written in nastaʻlīq in black ink with headers in thuluth in red and black ink; pointed.,nastaʻlīq in black ink with headers in thuluth in red and black ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written in naskh in black; pointed.,naskh in black; pointed,naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in thuluth in black and gold ink; pointed, partially vocalized.","thuluth in black and gold ink; pointed, partially vocalized",nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written in nastaʻlīq shikastah in black ink; pointed; Arabic in naskh.,nastaʻlīq shikastah in black ink; pointed; Arabic in naskh,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh with elements of nastaʻliq in black ink; pointed.,naskh with elements of nastaʻliq in black ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in nastaʻlīq in black; pointed.,nastaʻlīq in black; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written in nastaʻliq shikastah in black ink; pointed.,nastaʻliq shikastah in black ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written in naskh in black ink; pointed; Arabic is pointed and vocalized.,naskh in black ink; pointed; Arabic is pointed and vocalized,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in nastaʻlīq with elements of shikastah in black ink; pointed.,nastaʻlīq with elements of shikastah in black ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written in nastaʻlīq in black and red ink; pointed.,nastaʻlīq in black and red ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
"Script: Written in nastaʻlīq in black ink; pointed, partially vocalized.","nastaʻlīq in black ink; pointed, partially vocalized",nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
"Script: Written in naskh in black ink; pointed, main text vocalized.","naskh in black ink; pointed, main text vocalized",naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh with elements of nastaʻlīq.,naskh with elements of nastaʻlīq,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh.,naskh,naskh,naskhī,300195195,Naskh,Q1510712
Script: Thuluth in black ink; pointed.,Thuluth in black ink; pointed,thuluth,thuluth,300195198,Thuluth,Q260780
