ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:07,https://archive.org/details/MC123107_6,https://iiif.archivelab.org/iiif/images_MC123107_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIV; 1300-1399,1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","","Breviary, noted","",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Other decoration, ff. 1-2v: Alternating red and blue initials, mostly 1-line; single 2-line blue initial with flourishing in red.|Script, ff. 1-2v: Gothic.|Music, ff. 1-2v: Square notation on 4-line red staves.|Layout, ff. 1-2v: 23 long lines (when music not present).","ff. 1-2v: Both leaves cropped at outer margin, with partial loss of some initials; worm holes; f. 1v noticeably damaged from use in binding.|ff. 1-2v: Latin.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134052.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:05,https://archive.org/details/MC123105_6,https://iiif.archivelab.org/iiif/images_MC123105_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIV; 1300-1399,1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Missal,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Other decoration, ff. 1-2v: 2-line initials alternating in red (with blue flourishing?) and, presumably, in blue (with red flourishing), although all blue ink now gone.|Script, ff. 1-2v: Gothic.|Layout, ff. 1-2v: 2 columns with 31 lines.","ff. 1-2v: Bifolium lacking portions of gutter and other margins.|ff. 1-2v: Latin.|ff. 1-2v: Votive masses: for a friend, for the health of those who are alive, for rain, for good weather, to repel temptation, for the living and the dead, in honor of Peter and Paul, in honor of all saints written by Innocent IV, against the persecutors of the church, for peace, for the pope, for those who travel, for the sick.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134053.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:06,https://archive.org/details/MC123106_6,https://iiif.archivelab.org/iiif/images_MC123106_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIV; 1300-1399,1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Digestum novumwith gloss,"",Digestum novum,"",,,,"",,,Justinian,"","",Q41866,human,Justinian I,"","","","","","","","","","","","","Accursius, glossator","","",Accursius,Q339824,human,Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Other decoration, 3 fragments: Red and blue initials.|Script, 3 fragments: Gothic.|Layout, 3 fragments: 2 columns presently with up to 37 lines of text; gloss in 2 columns presently of ca. 80 lines.","3 fragments: Three leaves trimmed at three edges, including two adhered to leaves of early printed text; spots of other adhered material; some ink loss.|3 fragments: Latin.|3 fragments: Gloss text is the Glossa ordinariaof Accursius.",3 fragments: Text identification courtesy of Dr. Thomas Izbicki.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134054.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:11,https://archive.org/details/MC123111_6,https://iiif.archivelab.org/iiif/images_MC123111_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XII(1); 1100-1150,1100^1150,12,http://vocab.getty.edu/aat/300404504,false,"","",Homiliary,"",Homiliary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Other decoration, ff. 1-2v: One red initial; space reserved for a 3-line initial.|Script, ff. 1-2v: Pregothic.|Layout, ff. 1-2v: 2 columns presently of 39 lines; ruled in dry point.",ff. 1-2v: Trimmed bifolium with loss of half a column on each leaf and no more than a few lines at bottom; worm holes; minor damp staining.|ff. 1-2v: Latin.,C.W. Dutschke kindly supplied information that made this description possible.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134055.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:14,https://archive.org/details/MC123114_6,https://iiif.archivelab.org/iiif/images_MC123114_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIII; 1200-1299,1200^1299,13,http://vocab.getty.edu/aat/300404505,false,"","",Historia destructionis Troiae,"",Historia destructionis Troiae,"",,,,"",,,Guido delle Colonne,"","",Q1248842,human,Guido delle Colonne,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Other decoration, ff. 1-2v: 4-line initials in red and blue with penwork in the contrasting color.|Script, ff. 1-2v: Gothic.|Layout, ff. 1-2v: 2 columns of 49 lines.","ff. 1-2v: Loss of text from trimming and worm holes; all leaves darkened. Origin in northeast Italy suggested by orthography.|ff. 1-2v: Latin.|ff. 1-2v: Captions reference edition by Nathaniel Edward Griffin (Cambridge: Medieval Academy of America, 1936).",ff. 1-2v: Text identification courtesy of C.W. Dutschke.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134056.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:15,https://archive.org/details/MC123115_6,https://iiif.archivelab.org/iiif/images_MC123115_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIV; 1300-1399,1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Sermons,"",Sermons,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Binding: Not bound.|Script, ff. 1-4v: Cursive gothic.|Layout, ff. 1-4v: 2 columns of 32-33 lines.","ff. 1-4v: Two damaged bifolia: worm holes, damp stains and adhered material.|ff. 1-4v: Latin.|ff. 1-4v: Contains sermons or outlines of sermons for Eastertide (days near Passion Sunday, Palm Sunday, Maundy Thursday, Good Friday); cf. doubling of a column for lists, e.g., on f. 1, col. a: Gentium; Supplicium; Premium; and then Sequendo; Timendo; Querendo.",C.W. Dutschke kindly supplied information that made this description possible.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134057.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:16,https://archive.org/details/MC123116_6,https://iiif.archivelab.org/iiif/images_MC123116_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIII; 1200-1299,1200^1299,13,http://vocab.getty.edu/aat/300404505,false,"","",Commentaries on Acts of the Apostles,"",Commentary on Acts;Acts,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Binding: Not bound.|Other decoration, ff. 1-18v: 2-line red initials with simple penwork.|Script, ff. 1-18v: Gothic.|Layout, ff. 1-18v: 34-37 long lines.","ff. 1-18v: Foliated as 74-83, 135-142.|ff. 1-18v: Latin.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134058.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:12,https://archive.org/details/MC123112_6,https://iiif.archivelab.org/iiif/images_MC123112_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XII; 1100-1199,1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Sermons,"",Sermons,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Other decoration, ff. 1-2v: Painted initial (defective).|Script, ff. 1-2v: Late caroline minuscule.|Layout, ff. 1-2v: 2 columns presently of up to 30 lines; ruled in dry point.",ff. 1-2v: Loss of text from adhered material (including modern repair) and from trimming affecting top (both leaves) and part of one column (f. 1).|ff. 1-2v: Latin.,ff. 1-2v: Text identifications in captions courtesy of C.W. Deutschke.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134059.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:08,https://archive.org/details/MC123108_6,https://iiif.archivelab.org/iiif/images_MC123108_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIII; 1200-1299,1200^1299,13,http://vocab.getty.edu/aat/300404505,false,"","",Bible,"",Bible,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Other decoration, f. 1r-v: Large painted initial; 2-line red initial with blue penwork flourishing; evidence of red penwork on verso.|Script, f. 1r-v: Gothic.|Layout, f. 1r-v: 2 columns of 38 lines.","f. 1r-v: Worm holes; verso presently all but blank.|f. 1r-v: Latin.|f. 1r-v: Contains Galatians 6:6-18, prologue to Ephesians, and Ephesians 1:1-13.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134060.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:13,https://archive.org/details/MC123113_6,https://iiif.archivelab.org/iiif/images_MC123113_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIV; 1300-1399,1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Digestum novumwith gloss,"",Digestum novum,"",,,,"",,,Justinian,"","",Q41866,human,Justinian I,"","","","","","","","","","","","","Accursius, glossator","","",Accursius,Q339824,human,Latin,Q397,Latin,"Survived as part of a binding with title ""Bulle unionis fratrum minorum""; acquired in 2000 from H.P. Kraus.","","",H. P. Kraus (firm),Q113864096,organization,"","","","Figurative details, f. 1r-v: One miniature, significantly worn.|Other decoration, f. 1r-v: Two 3-line painted initials; red and blue initals.|Script, f. 1r-v: Gothic.|Layout, f. 1r-v: 2 columns of 48 lines for text; 2 columns of ca. 86 lines for gloss.",f. 1r-v: Cropped at sides with loss of text in gloss; some ink worn away.|f. 1r-v: Latin.|f. 1r-v: Gloss text is the Glossa ordinariaof Accursius.,f. 1r-v: Date attribution courtesy of C.W. Dutschke.|f. 1r-v: Text identification courtesy of Dr. Thomas Izbicki.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134061.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:10,https://archive.org/details/MC123110_6,https://iiif.archivelab.org/iiif/images_MC123110_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIII/XIV; 1290-1310,1290^1310,13;14,http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506,false,"","",Lectionary,"",Lectionary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Binding: Not bound.|Other decoration, ff. 1, 2, 3, 4: 2-line initials in red with blue penwork.|Script, ff. 1, 2, 3, 4: Gothic.|Layout, ff. 1, 2, 3, 4: 2 columns of 30 lines.","ff. 1, 2, 3, 4: Text on one side only. Also, two of the four leaves lack sections of parchment with consequent loss of text.|ff. 1, 2, 3, 4: Latin.|ff. 1, 2, 3, 4: Contains homilies for various times of the year.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134062.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:09,https://archive.org/details/MC123109_6,https://iiif.archivelab.org/iiif/images_MC123109_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIII; 1200-1299,1200^1299,13,http://vocab.getty.edu/aat/300404505,false,"","",Lectionary,"",Lectionary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Other decoration, ff. 1-2v: Alternating red and blue 2-line initials (blue almost entirely gone).|Script, ff. 1-2v: Gothic.|Layout, ff. 1-2v: 2 columns of 35 lines.","ff. 1-2v: Versos all but blank, with only traces of red ink remaining; other losses largely confined to part of one column (f. 1).|ff. 1-2v: Latin.|ff. 1-2v: Contains epistle and gospel readings, with prayers.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134063.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1231:04,https://archive.org/details/MC123104_6,https://iiif.archivelab.org/iiif/images_MC123104_6/manifest.json,England?,http://vocab.getty.edu/tgn/7002445,England,s. XIII; 1200-1299,1200^1299,13,http://vocab.getty.edu/aat/300404505,false,"","",Der ordo iudiciarius,"",Ordo iudiciarius,"",,,,"",,,Aegidius de Fuscarariis,"","",Q41569530,human,Egidio Foscarari,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,"","",H. P. Kraus (firm),Q113864096,organization,"","","","Other decoration, 2 fragments: Spaces reserved for 2-line initials.|Script, 2 fragments: Noting hand.|Layout, 2 fragments: 40 long lines.","2 fragments: Portions of two bifolia.|2 fragments: Latin.|2 fragments: Captions reference edition by Ludwig Wahrmund (Innsbruck: Wagner, 1916).",2 fragments: Revised localization courtesy of C.W. Dutschke.|2 fragments: Text identification courtesy of Dr. Thomas Izbicki.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134064.xml
