subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label,structured_value,ds_qid
"Andronicus II Palaeologus, Emperor of the East, 1260-1332",0,a;b;c;d,http://id.loc.gov/authorities/names/n85041124,"Andronicus II Palaeologus, Emperor of the East, 1260-1332",http://id.worldcat.org/fast/153957,Q5467
"Andronicus II Palaeologus, Emperor of the East, 1260-1332.",fast,a;b;c;d,http://id.worldcat.org/fast/153957,"Andronicus II Palaeologus, Emperor of the East, 1260-1332",http://id.worldcat.org/fast/153957,Q5467
"Andronicus II Palaeologus, Emperor of the East, 1260-1332.",0,a;b;c;d,http://id.loc.gov/authorities/names/n85041124,"Andronicus II Palaeologus, Emperor of the East, 1260-1332",http://id.worldcat.org/fast/153957,Q5467
Angkor Vat (Angkor)--Poésie--Ouvrages avant 1800,6,a--v--v,,Angkor Wat (Angkor);Poetry;Early works,http://id.worldcat.org/fast/672716;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q48164;Q247;Q300
Angkor Wat (Angkor),fast,a,(OCoLC)fst00672716,Angkor Wat (Angkor),http://id.worldcat.org/fast/672716,Q48164
Angkor Wat (Angkor)--Poetry--Early works to 1800,0,a--v--v,,Angkor Wat (Angkor);Poetry;Early works,http://id.worldcat.org/fast/672716;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q48164;Q247;Q300
Angulo family,0,a,,Angulo family,http://id.worldcat.org/fast/2060421,Q38571
"Anjou, François, duc d', 1554-1584",0,a;c;d,,"Anjou, François, duc d', 1554-1584",http://id.worldcat.org/fast/17601,Q48139
"Anjou, François, duc d', 1554-1584",fast,a;c;d,(OCoLC)fst00017601,"Anjou, François, duc d', 1554-1584",http://id.worldcat.org/fast/17601,Q48139
Annapūrṇā (Hindu deity),0,a;c,http://id.loc.gov/authorities/names/no2019090136,Annapūrṇā (Hindu deity),http://id.worldcat.org/fast/809712,Q27449
Annapūrṇā (Hindu deity),fast,a;c,http://id.worldcat.org/fast/809712,Annapūrṇā (Hindu deity),http://id.worldcat.org/fast/809712,Q27449
"Anne (Mother of the Virgin Mary), Saint",fast,a;c,http://id.worldcat.org/fast/78132,"Anne (Mother of the Virgin Mary), Saint",http://id.worldcat.org/fast/78132,Q6854
"Anne (Mother of the Virgin Mary), Saint--Early works to 1800",0,a;c--v,,"Anne (Mother of the Virgin Mary), Saint;Early works",http://id.worldcat.org/fast/78132;http://id.worldcat.org/fast/1411636,Q6854;Q300
"Anne (Mother of the Virgin Mary), Saint--Early works to 1800.",0,a;c--v,,"Anne (Mother of the Virgin Mary), Saint;Early works",http://id.worldcat.org/fast/78132;http://id.worldcat.org/fast/1411636,Q6854;Q300
"Anne (Mother of the Virgin Mary), Saint--Pictorial works",0,a;c--v,,"Anne (Mother of the Virgin Mary), Saint;Pictorial works",http://id.worldcat.org/fast/78132;http://id.worldcat.org/fast/1423874,Q6854;Q240
"Annibale, di Capua, approximately 1544-1595",fast,a;c;d,http://id.worldcat.org/fast/1804800,"Annibale, di Capua, approximately 1544-1595",http://id.worldcat.org/fast/1804800,Q4206
"Annibale, di Capua, approximately 1544-1595",0,a;c;d,http://id.loc.gov/authorities/names/n86123964,"Annibale, di Capua, approximately 1544-1595",http://id.worldcat.org/fast/1804800,Q4206
"Annibale, di Capua, approximately 1544-1595.",0,a;c;d,http://id.loc.gov/authorities/names/n86123964,"Annibale, di Capua, approximately 1544-1595",http://id.worldcat.org/fast/1804800,Q4206
"Annibale, di Capua, approximately 1544-1595.",fast,a;c;d,http://id.worldcat.org/fast/1804800,"Annibale, di Capua, approximately 1544-1595",http://id.worldcat.org/fast/1804800,Q4206
"Anṣārī, Zakarīyā ibn Muḥammad, approximately 1423-approximately 1520. Fatḥ al-Wahhāb bi-sharḥ Manhaj al-ṭullāb",0,a;d;t,http://id.loc.gov/authorities/names/n91022484--(uri) http://id.loc.gov/authorities/names/n91022484--(uri) http://viaf.org/viaf/sourceID/LC%7cn91022484,"Fatḥ al-Wahhāb bi-sharḥ Manhaj al-ṭullāb (Anṣārī, Zakarīyā ibn Muḥammad)",http://id.worldcat.org/fast/1378040,Q11329
"Anṣārī, Zakarīyā ibn Muḥammad, approximately 1423-approximately 1520. Fatḥ al-Wahhāb bi-sharḥ Manhaj al-ṭullāb.",0,a;d;t,http://id.loc.gov/authorities/names/n91022484--(uri) http://id.loc.gov/authorities/names/n91022484--(uri) http://viaf.org/viaf/sourceID/LC%7cn91022484,"Fatḥ al-Wahhāb bi-sharḥ Manhaj al-ṭullāb (Anṣārī, Zakarīyā ibn Muḥammad)",http://id.worldcat.org/fast/1378040,Q11329
"Anṣārī, Zakarīyā ibn Muḥammad, approximately 1423-approximately 1520. Manhaj al-ṭullāb",0,a;d;t,(uri) http://id.loc.gov/authorities/names/no2019033251--(uri) http://viaf.org/viaf/sourceID/LC%7cno2019033251,"Fatḥ al-Wahhāb bi-sharḥ Manhaj al-ṭullāb (Anṣārī, Zakarīyā ibn Muḥammad)",http://id.worldcat.org/fast/1378040,Q11329
"Anṣārī, Zakarīyā ibn Muḥammad, approximately 1423-approximately 1520. Manhaj al-ṭullāb.",0,a;d;t,(uri) http://id.loc.gov/authorities/names/no2019033251--(uri) http://viaf.org/viaf/sourceID/LC%7cno2019033251,"Fatḥ al-Wahhāb bi-sharḥ Manhaj al-ṭullāb (Anṣārī, Zakarīyā ibn Muḥammad)",http://id.worldcat.org/fast/1378040,Q11329
"Anselm, Saint, Archbishop of Canterbury, 1033-1109",0,a;c;d,,"Anselm, Saint, Archbishop of Canterbury, 1033-1109",http://id.worldcat.org/fast/8160,Q38572
"Anthony, of Padua, Saint, 1195-1231",0,a;c;d,,"Anthony, of Padua, Saint, 1195-1231",http://id.worldcat.org/fast/17594,Q10798
"Anthony, of Padua, Saint, 1195-1231",fast,a;c;d,(OCoLC)fst00017594,"Anthony, of Padua, Saint, 1195-1231",http://id.worldcat.org/fast/17594,Q10798
"Anthony, of Padua, Saint, 1195-1231.",fast,a;c;d,(OCoLC)fst00017594,"Anthony, of Padua, Saint, 1195-1231",http://id.worldcat.org/fast/17594,Q10798
"Anthony, of Padua, Saint, 1195-1231--Art",0,a;c;d--v,,"Anthony, of Padua, Saint, 1195-1231;Art",http://id.worldcat.org/fast/17594;http://id.worldcat.org/fast/1423702,Q10798;Q38573
"Anthony, of Padua, Saint, 1195-1231--Art.",0,a;c;d--v,,"Anthony, of Padua, Saint, 1195-1231;Art",http://id.worldcat.org/fast/17594;http://id.worldcat.org/fast/1423702,Q10798;Q38573
"Anthony, of Padua, Saint, 1195-1231--Liturgy--Texts",0,a;c;d--x--v,,"Anthony, of Padua, Saint, 1195-1231;Liturgics;Texts",http://id.worldcat.org/fast/17594;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,Q10798;Q207;Q3066
"Anthony, of Padua, Saint, 1195-1231--Portraits",0,a;c;d--v,,"Anthony, of Padua, Saint, 1195-1231;Portraits",http://id.worldcat.org/fast/17594;http://id.worldcat.org/fast/1423831,Q10798;Q199
"Anvarī, Awḥad al-Dīn, -1189 or 1190",0,a;d,http://id.loc.gov/authorities/names/n83066091,"Anvarī, Awḥad al-Dīn, -1189 or 1190",http://id.worldcat.org/fast/1804909,Q48905
"Anwār al-tanzīl wa-asrār al-taʼwīl (Bayḍāwī, ʻAbd Allāh ibn ʻUmar)",fast,a,(OCoLC)fst01369620,"Anwār al-tanzīl wa-asrār al-taʼwīl (Bayḍāwī, ʻAbd Allāh ibn ʻUmar)",http://id.worldcat.org/fast/1369620,Q11452
"Anwār al-tanzīl wa-asrār al-taʼwīl (Bayḍāwī, ʻAbd Allāh ibn











				ʻUmar)",fast,a,(OCoLC)fst01369620,"Anwār al-tanzīl wa-asrār al-taʼwīl (Bayḍāwī, ʻAbd Allāh ibn ʻUmar)",http://id.worldcat.org/fast/1369620,Q11452
"Anwār al-tanzīl wa-asrār al-taʼwīl (Bayḍāwī, ʻAbd Allāh ibn











				ʻUmar)",fast,a,(OCoLC)fst01369620,"Anwār al-tanzīl wa-asrār al-taʼwīl (Bayḍāwī, ʻAbd Allāh ibn ʻUmar)",http://id.worldcat.org/fast/1369620,Q11452
Āpastambaśrautasūtra,fast,a,http://id.worldcat.org/fast/1374825,Āpastambaśrautasūtra,http://id.worldcat.org/fast/1374825,Q27150
Āpastambaśrautasūtra,0,a,http://id.loc.gov/authorities/names/n82126807,Āpastambaśrautasūtra,http://id.worldcat.org/fast/1374825,Q27150
Aphorisms (Hippocrates),fast,a,http://id.worldcat.org/fast/1359727,Aphorisms (Hippocrates),http://id.worldcat.org/fast/1359727,Q3065
"Apollonius, of Tyana",0,a;c,http://id.loc.gov/authorities/names/n79004116,"Apollonius, of Tyana",http://id.worldcat.org/fast/29864,Q7786
"Apollonius, of Tyana",fast,a;c,http://id.worldcat.org/fast/29864,"Apollonius, of Tyana",http://id.worldcat.org/fast/29864,Q7786
Aragon (Spain). Cortes,0,a;b,http://id.loc.gov/authorities/names/n85019377,Aragon (Spain). Cortes,http://id.worldcat.org/fast/598524,Q48200
Aragon (Spain). Cortes,fast,a;b,,Aragon (Spain). Cortes,http://id.worldcat.org/fast/598524,Q48200
Arbaʻūn al-Nawawīyah (Nawawī),fast,a,(OCoLC)fst01366772,Arbaʻūn al-Nawawīyah (Nawawī),http://id.worldcat.org/fast/1366772,Q11199
Arbaʻūn al-Nawawīyah (Nawawī),fast,a,(OCoLC)fst01366772,Arbaʻūn al-Nawawīyah (Nawawī),http://id.worldcat.org/fast/1366772,Q11199
Aristotle,0,a,,Aristotle,http://id.worldcat.org/fast/29885,Q296
Aristotle,fast,a,(OCoLC)fst00029885,Aristotle,http://id.worldcat.org/fast/29885,Q296
Aristotle,fast,a,,Aristotle,http://id.worldcat.org/fast/29885,Q296
Aristotle,fast,a,http://id.worldcat.org/fast/29885,Aristotle,http://id.worldcat.org/fast/29885,Q296
Aristotle.,fast,a,http://id.worldcat.org/fast/29885,Aristotle,http://id.worldcat.org/fast/29885,Q296
Aristotle. Categoriae,0,a;t,http://id.loc.gov/authorities/names/nr96035857,Categoriae (Aristotle),http://id.worldcat.org/fast/1357313,Q208
Aristotle. Categoriae,0,a;t,,Categoriae (Aristotle),http://id.worldcat.org/fast/1357313,Q208
Aristotle. Categoriae.,0,a;t,http://id.loc.gov/authorities/names/nr96035857,Categoriae (Aristotle),http://id.worldcat.org/fast/1357313,Q208
Aristotle. De anima--Early works to 1800,0,a;t--v,,De anima (Aristotle);Early works,http://id.worldcat.org/fast/1356409;http://id.worldcat.org/fast/1411636,Q4774;Q300
Aristotle. De anima--Early works to 1800.,0,a;t--v,,De anima (Aristotle);Early works,http://id.worldcat.org/fast/1356409;http://id.worldcat.org/fast/1411636,Q4774;Q300
Aristotle. De caelo,0,a;t,http://id.loc.gov/authorities/names/n84052455,De caelo (Aristotle),http://id.worldcat.org/fast/1357825,Q3060
Aristotle. De caelo.,0,a;t,http://id.loc.gov/authorities/names/n84052455,De caelo (Aristotle),http://id.worldcat.org/fast/1357825,Q3060
Aristotle. De caelo--Early works to 1800,0,a;t--v,,De caelo (Aristotle);Early works,http://id.worldcat.org/fast/1357825;http://id.worldcat.org/fast/1411636,Q3060;Q300
Aristotle. De caelo--Early works to 1800.,0,a;t--v,,De caelo (Aristotle);Early works,http://id.worldcat.org/fast/1357825;http://id.worldcat.org/fast/1411636,Q3060;Q300
Aristotle. De generatione et corruptione,0,a;t,,De generatione et corruptione (Aristotle),http://id.worldcat.org/fast/1357327,Q2987
Aristotle. De generatione et corruptione--Commentaries--Early works to 1800,0,a;t--v--v,,De generatione et corruptione (Aristotle);Commentaries;Early works,http://id.worldcat.org/fast/1357327;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q2987;Q2812;Q300
Aristotle. De generatione et corruptione--Early works to 1800,0,a;t--v,,De generatione et corruptione (Aristotle);Early works,http://id.worldcat.org/fast/1357327;http://id.worldcat.org/fast/1411636,Q2987;Q300
Aristotle. De generatione et corruptione--Early works to 1800.,0,a;t--v,,De generatione et corruptione (Aristotle);Early works,http://id.worldcat.org/fast/1357327;http://id.worldcat.org/fast/1411636,Q2987;Q300
Aristotle. De interpretatione,0,a;t,,De interpretatione (Aristotle),http://id.worldcat.org/fast/1359296,Q193
Aristotle. De interpretatione,0,a;t,http://id.loc.gov/authorities/names/n82039372,De interpretatione (Aristotle),http://id.worldcat.org/fast/1359296,Q193
Aristotle. De interpretatione.,0,a;t,http://id.loc.gov/authorities/names/n82039372,De interpretatione (Aristotle),http://id.worldcat.org/fast/1359296,Q193
Aristotle. De motu animalium--Early works to 1800,0,a;t--v,,De motu animalium (Aristotle);Early works,http://id.worldcat.org/fast/1373852;http://id.worldcat.org/fast/1411636,Q4917;Q300
Aristotle. De motu animalium--Early works to 1800.,0,a;t--v,,De motu animalium (Aristotle);Early works,http://id.worldcat.org/fast/1373852;http://id.worldcat.org/fast/1411636,Q4917;Q300
Aristotle. De mundo--Early works to 1800,0,a;t--v,,De mundo (Aristotle);Early works,http://id.worldcat.org/fast/1358012;http://id.worldcat.org/fast/1411636,Q2997;Q300
Aristotle. De mundo--Early works to 1800.,0,a;t--v,,De mundo (Aristotle);Early works,http://id.worldcat.org/fast/1358012;http://id.worldcat.org/fast/1411636,Q2997;Q300
Aristotle. De partibus animalium--Early works to 1800,0,a;t--v,,De partibus animalium (Aristotle);Early works,http://id.worldcat.org/fast/1363141;http://id.worldcat.org/fast/1411636,Q4880;Q300
Aristotle. De partibus animalium--Early works to 1800.,0,a;t--v,,De partibus animalium (Aristotle);Early works,http://id.worldcat.org/fast/1363141;http://id.worldcat.org/fast/1411636,Q4880;Q300
Aristotle. Eudemian ethics--Early works to 1800,0,a;t--v,,Eudemian ethics (Aristotle);Early works,http://id.worldcat.org/fast/1357093;http://id.worldcat.org/fast/1411636,Q7184;Q300
Aristotle. Eudemian ethics--Early works to 1800.,0,a;t--v,,Eudemian ethics (Aristotle);Early works,http://id.worldcat.org/fast/1357093;http://id.worldcat.org/fast/1411636,Q7184;Q300
Aristotle. Historia animalium--Early works to 1800,0,a;t--v,,Historia animalium (Aristotle);Early works,http://id.worldcat.org/fast/1363502;http://id.worldcat.org/fast/1411636,Q4907;Q300
Aristotle. Historia animalium--Early works to 1800.,0,a;t--v,,Historia animalium (Aristotle);Early works,http://id.worldcat.org/fast/1363502;http://id.worldcat.org/fast/1411636,Q4907;Q300
Aristotle. Metaphysics,0,a;t,http://id.loc.gov/authorities/names/n79131937,Metaphysics (Aristotle),http://id.worldcat.org/fast/1357149,Q4283
Aristotle. Metaphysics--Early works to 1800,0,a;t--v,,Metaphysics (Aristotle);Early works,http://id.worldcat.org/fast/1357149;http://id.worldcat.org/fast/1411636,Q4283;Q300
Aristotle. Metaphysics--Early works to 1800.,0,a;t--v,,Metaphysics (Aristotle);Early works,http://id.worldcat.org/fast/1357149;http://id.worldcat.org/fast/1411636,Q4283;Q300
Aristotle. Meteorologica,0,a;t,,Meteorologica (Aristotle),http://id.worldcat.org/fast/1359294,Q2971
Aristotle. Meteorologica--Early works to 1800,0,a;t--v,,Meteorologica (Aristotle);Early works,http://id.worldcat.org/fast/1359294;http://id.worldcat.org/fast/1411636,Q2971;Q300
Aristotle. Meteorologica--Early works to 1800.,0,a;t--v,,Meteorologica (Aristotle);Early works,http://id.worldcat.org/fast/1359294;http://id.worldcat.org/fast/1411636,Q2971;Q300
Aristotle. Nicomachean ethics,0,a;t,http://id.loc.gov/authorities/names/n82035261,Nicomachean ethics (Aristotle),http://id.worldcat.org/fast/1357515,Q4845
Aristotle. Nicomachean ethics.,0,a;t,http://id.loc.gov/authorities/names/n82035261,Nicomachean ethics (Aristotle),http://id.worldcat.org/fast/1357515,Q4845
Aristotle. Nicomachean ethics--Early works to 1800,0,a;t--v,,Nicomachean ethics (Aristotle);Early works,http://id.worldcat.org/fast/1357515;http://id.worldcat.org/fast/1411636,Q4845;Q300
Aristotle. Nicomachean ethics--Early works to 1800.,0,a;t--v,,Nicomachean ethics (Aristotle);Early works,http://id.worldcat.org/fast/1357515;http://id.worldcat.org/fast/1411636,Q4845;Q300
Aristotle. On the generation of animals--Early works to 1800,0,a;t--v,,On the generation of animals (Aristotle);Early works,http://id.worldcat.org/fast/1363949;http://id.worldcat.org/fast/1411636,Q4838;Q300
Aristotle. On the generation of animals--Early works to 1800.,0,a;t--v,,On the generation of animals (Aristotle);Early works,http://id.worldcat.org/fast/1363949;http://id.worldcat.org/fast/1411636,Q4838;Q300
Aristotle. Parva naturalia--Early works to 1800,0,a;t--v,,Parva naturalia (Aristotle);Early works,http://id.worldcat.org/fast/1357548;http://id.worldcat.org/fast/1411636,Q4760;Q300
Aristotle. Parva naturalia--Early works to 1800.,0,a;t--v,,Parva naturalia (Aristotle);Early works,http://id.worldcat.org/fast/1357548;http://id.worldcat.org/fast/1411636,Q4760;Q300
Aristotle. Physics,0,a;t,http://id.loc.gov/authorities/names/n82140881,Physics (Aristotle),http://id.worldcat.org/fast/1356964,Q231
Aristotle. Physics.,0,a;t,http://id.loc.gov/authorities/names/n82140881,Physics (Aristotle),http://id.worldcat.org/fast/1356964,Q231
Aristotle. Physics.--Book 8,0,a;t--n,http://id.loc.gov/authorities/names/n99035595,Physics (Aristotle),http://id.worldcat.org/fast/1356964,Q231
"Aristotle. Physics--Criticism, Textual--Early works to 1800",0,a;t--x--v,,"Physics (Aristotle);Criticism, Textual;Early works",http://id.worldcat.org/fast/1356964;http://id.worldcat.org/fast/883762;http://id.worldcat.org/fast/1411636,Q231;Q4282;Q300
Aristotle. Physics--Early works to 1800,0,a;t--v,,Physics (Aristotle);Early works,http://id.worldcat.org/fast/1356964;http://id.worldcat.org/fast/1411636,Q231;Q300
Aristotle. Physics--Early works to 1800.,0,a;t--v,,Physics (Aristotle);Early works,http://id.worldcat.org/fast/1356964;http://id.worldcat.org/fast/1411636,Q231;Q300
Aristotle. Poetics--Early works to 1800,0,a;t--v,,Poetics (Aristotle);Early works,http://id.worldcat.org/fast/1356362;http://id.worldcat.org/fast/1411636,Q7720;Q300
Aristotle. Poetics--Early works to 1800.,0,a;t--v,,Poetics (Aristotle);Early works,http://id.worldcat.org/fast/1356362;http://id.worldcat.org/fast/1411636,Q7720;Q300
Aristotle. Posterior analytics,0,a;t,http://id.loc.gov/authorities/names/n82238506,Posterior analytics (Aristotle),http://id.worldcat.org/fast/1356595,Q332
Aristotle. Posterior analytics.,0,a;t,http://id.loc.gov/authorities/names/n82238506,Posterior analytics (Aristotle),http://id.worldcat.org/fast/1356595,Q332
Aristotle. Posterior analytics--Early works to 1800,0,a;t--v,,Posterior analytics (Aristotle);Early works,http://id.worldcat.org/fast/1356595;http://id.worldcat.org/fast/1411636,Q332;Q300
Aristotle. Posterior analytics--Early works to 1800.,0,a;t--v,,Posterior analytics (Aristotle);Early works,http://id.worldcat.org/fast/1356595;http://id.worldcat.org/fast/1411636,Q332;Q300
Aristotle. Topics--Early works to 1800,0,a;t--v,,Topics (Aristotle);Early works,http://id.worldcat.org/fast/1357722;http://id.worldcat.org/fast/1411636,Q4870;Q300
Aristotle. Topics--Early works to 1800.,0,a;t--v,,Topics (Aristotle);Early works,http://id.worldcat.org/fast/1357722;http://id.worldcat.org/fast/1411636,Q4870;Q300
Aristotle--Criticism and interpretation--Early works to 1800,0,a--x--v,,Aristotle;Criticism and interpretation;Early works,http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q296;Q292;Q300
Aristotle--Criticism and interpretation--Early works to 1800.,0,a--x--v,,Aristotle;Criticism and interpretation;Early works,http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q296;Q292;Q300
Arjuna (Hindu mythological character),0,a;c,http://id.loc.gov/authorities/names/n2017241681,Arjuna (Hindu mythological character),http://id.worldcat.org/fast/814535,Q27151
Arjuna (Hindu mythological character),fast,a;c,http://id.worldcat.org/fast/814535,Arjuna (Hindu mythological character),http://id.worldcat.org/fast/814535,Q27151
Armenian Church,0,a,,Armenian Church,http://id.worldcat.org/fast/510579,Q38574
Armenian Church--Liturgy,0,a--x,,Armenian Church;Liturgics,http://id.worldcat.org/fast/510579;http://id.worldcat.org/fast/1000579,Q38574;Q207
"Arnaldus, de Villanova, -1311",fast,a;c;d,http://id.worldcat.org/fast/1801945,"Arnaldus, de Villanova, -1311",http://id.worldcat.org/fast/1801945,Q5457
"Arnaldus, de Villanova, -1311",0,a;c;d,http://id.loc.gov/authorities/names/n50001534,"Arnaldus, de Villanova, -1311",http://id.worldcat.org/fast/1801945,Q5457
"Arnaldus, de Villanova, -1311.",fast,a;c;d,http://id.worldcat.org/fast/1801945,"Arnaldus, de Villanova, -1311",http://id.worldcat.org/fast/1801945,Q5457
"Arnaldus, de Villanova, -1311.",0,a;c;d,http://id.loc.gov/authorities/names/n50001534,"Arnaldus, de Villanova, -1311",http://id.worldcat.org/fast/1801945,Q5457
"Arte della lana (Guild : Florence, Italy)",0,a,http://id.loc.gov/authorities/names/nr94031062,"Arte della lana (Guild : Florence, Italy)",http://id.worldcat.org/fast/700569,Q5464
