row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
649,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100363Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.884628Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669023Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591636Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159233Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872655Z","Monastero di S. Ambrogio (Milan, Italy)",former owner,,,organization,Basilica of Sant'Ambrogio,Q1071570
650,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100372Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.885094Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669027Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591639Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159235Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872661Z",Monastery Holy Trinity-Champmol,former owner,,,organization,Champmol,Q922303
651,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100381Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.885106Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669048Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591643Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159240Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872664Z","Monastery of Augustinian Canons Regular in Waldhausen, Austria, late 15th or early 16th century. Date of acquisition by the Bancroft Library, UC Berkeley unrecorded. Previous call numbers MAR 3, 2MS BS548 R5.",former owner,,,,,
652,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100396Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.885113Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669054Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591648Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159243Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872667Z",Monastery of Santa Maria de Rosate (15th century); acquired by the Bancroft Libary UC Berkeley from H. P. Kraus.* Previous call number 2MS BR120 B6.,former owner,,,,,
653,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100406Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.885117Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669059Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591651Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159246Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872685Z","Monson, Frederick John Monson, Baron, 1809-1841",former owner,,,human,"Frederick John Monson, 5th Baron Monson",Q28792850
654,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100416Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.885124Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669067Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591654Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159250Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872688Z","Mr. James Orchard Halliwell-Phillips; Adolph Sutro (1830-1898), mayor of San Francisco; bought at Sotheby, Wilkinson & Hodge auction, 1-4 July 1889",former owner,,,,,
655,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100455Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.885129Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669072Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591659Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159253Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872691Z",Muḥammad Hādī ibn Mīrzā ʻArab al-Shīrāzī,scribe,محمد هادي بن ميرزا عرب الشيرازي,,human,Muḥammad Hādī ibn Mīrzā ʻArab al-Shīrāzī,Q114242536
656,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100466Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.885501Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669081Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591662Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159256Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872696Z","Muḥammad al-Amīn, active 1785",scribe,محمد الامين، active 1785،,,human,Muḥammad al-Amīn,Q114242534
657,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100476Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886076Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669086Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591665Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159277Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872698Z",Muḥammad al-Raʼīs,former owner,محمد الرأيس،,,human,Muḥammad al-Raʼīs,Q114242535
658,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100492Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886461Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669090Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591669Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159283Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872701Z",Muḥammad ʻAbd al-Ḥayy ibn ʻAbd al-Kabīr al-Kinānī al-Ḥasanī,former owner,محمد عبد الحي بن عبد الكبير الكناني الحسني،,,human,Muḥammad ʻAbd al-Ḥayy ibn ʻAbd al-Kabīr al-Kinānī al-Ḥasanī,Q114242537
659,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100502Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886471Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669097Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591672Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159286Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872708Z","Mullā ʻAbbās Zīvarī, -1898",former owner,ملا عباس زيوري، -1898,,human,Mullā ʻAbbās Zīvarī,Q114242539
660,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100522Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886481Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669102Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591675Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159293Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872711Z","Muscarello, Pietro Paolo",author,,,human,Pietro Paolo Muscarello,Q114242415
661,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100535Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886530Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669109Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591682Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159307Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872714Z","Muʻāfá ibn Ismāʻīl, 1156 or 1157-1232 or 1233",author,,http://id.loc.gov/authorities/names/no2007040478,human,Muʻāfá ibn Ismāʻīl,Q114242407
662,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100545Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886535Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669121Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591686Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159310Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872720Z","Nabi, 1641 or 1642-1712",author,نابی، 1641 ياخود 1642-1712,,human,Yusuf Nabi,Q2351863
663,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100560Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669126Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591689Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159315Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872722Z","Name scribbled on the leaf, s. XVI (?): James <?>. This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",former owner,,,,,
664,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100570Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886591Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669131Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159318Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872726Z","Nasafī, ʻAbd Allāh ibn Aḥmad, -1310",author,نسفي، عبد الله بن احمد، -1310,,human,ʿAbdallāh Ibn-Aḥmad Nasafī,Q12223449
665,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100580Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886597Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669140Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591707Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159321Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872734Z","Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731",author,,http://id.loc.gov/authorities/names/n83198301,human,Abd al-Ghani al-Nabulsi,Q4164547
666,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100603Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886604Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669145Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591710Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159327Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872738Z",Nene,author,,,organization,Nenê de Vila Matilde,Q10287372
667,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100614Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669150Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591715Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159330Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872741Z",Nicholas of Gorran,author,,,human,Nicholas of Gorran,Q3340931
668,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100623Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.886946Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669167Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591718Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159333Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872747Z",Nicholas of Lyra,author,,,human,Nicholas of Lyra,Q1969164
669,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100640Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887047Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669173Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591721Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159362Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872751Z","Nicholas, of Lyra, approximately 1270-1349",author,,http://id.loc.gov/authorities/names/n81077197.html,human,Nicholas of Lyra,Q1969164
670,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100650Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887104Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669177Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591726Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159366Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872754Z",Nicolaus Peranzonus (Niccolò Peranzone),author,,,human,Nicolò Peranzone,Q61481203
671,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100660Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887109Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669185Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159370Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872760Z","Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",author,نظامى گنجوى، 1140 یا 1141-1202 یا 1203,,human,Nezami Ganjavi,Q234908
672,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100677Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887162Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669189Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591736Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159375Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872763Z","Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",author,نظامى گنجوى، 1140 یا 1141-1202 یا 1203,,human,Nezami Ganjavi,Q234908
673,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100687Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887169Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669194Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591740Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159378Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872767Z","No. 721 catalogue entry pasted to recto of flyleaf; ""Elizabeth Warder- February 1906"" on verso of flyleaf; apparently given to her son, Ralph Ellis, who donated it to the library in 1945.",former owner,,,,,
674,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100696Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887177Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669204Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591742Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159381Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872772Z","North, Frederick, Earl of Guilford, 1766-1827",former owner,,,human,Frederick North,Q333623
675,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100713Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887183Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669210Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591747Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159385Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872775Z","Note dated the first of March, 1859, Ferrara; unidentified wax seal which reads ""... Biblioteca",former owner,,,,,
676,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100723Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887188Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669214Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591750Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159388Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872778Z","Note of female ownership (ca. 1500); ""D. Bercé De courpont 1714, M (?)""; acquired by the Bancroft Library UC Berkeley ca. 1975. Previous call number 2MS BX2080 E87.",former owner,,,,,
677,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100846Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887195Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669224Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591753Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159391Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872791Z",Nr̥siṃhāśrama,author,,,human,Nr̥siṃhāśrama,Q114242422
678,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100869Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887201Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669230Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591758Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159395Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872793Z",Nūr al-Dīn Darvīsh,former owner,نور الدين درويش،,,human,Nūr al-Dīn Darvīsh,Q114242540
679,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100886Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887216Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669235Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591761Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159398Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872797Z",Obscured early 16th-century ownership on f. 1; acquired from H.P. Kraus by Karl F. Morrison (b. 1936); his gift in 2003.,former owner,,,,,
680,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100898Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887232Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669243Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591764Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159400Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872803Z","Obtained before December 1881 by Hamilton Cole (Grolier member, 1884-89) ; his sale (New York, 7 April 1890 n. 31, pl.), bought by Edward Bement (Grolier member, 1884-1931) who bequeathed it to the Grolier Club in 1932.",former owner,,,,,
681,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100908Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887237Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669248Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591769Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159408Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872806Z",Oderic Vitalis?,author,,,human,Orderic Vitalis,Q356298
682,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100925Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887242Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669252Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591772Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159411Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872810Z","Offered for sale by Alan G. Thomas, London bookseller, in May 1970; given to the Lilly Library in 2006 by Rudolf and Marion Gottfried.",former owner,,,,,
683,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100936Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887250Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669260Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591775Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159414Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872816Z",Old number ‘849’ on verso; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.,former owner,,,,,
684,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100947Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887255Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669265Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591782Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159419Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872819Z","On back flyleaf, ""Emptus est iste liber pro septem florenis anno domini M CCCC lxx per Iohannem abbatem,"" of St. Mang, O.S.B. in Füssen; at secularization, the library went to the Oettingen-Wallerstein collection. Owned by Norman H. Strouse.",former owner,,,,,
685,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100962Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887260Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669272Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591785Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159422Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872823Z","On f. 1, illegilbe even under ultra-violet light due to stain, ""Iste liber est monachorum <?> deputatus monasterii <sancte Marie ?> <?>."" On f. i verso in a modern Italian hand, ""14.6.13"" written over ""A.42000."" Adolph Sutro (1830-1898), mayor of S. F.",former owner,,,,,
686,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100972Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887268Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669282Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591788Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159425Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872829Z","On f. 121, rubric for St. John the Baptist ""patroni ordinis nostri et ecclesie huius""; Carthusians of Buxheim; in the sale of Hugo, Graf von Waldbott-Bassenheim (Munich, 20 September 1883, lot 2533); Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,,,
687,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.100981Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887274Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669287Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591793Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159430Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872832Z","On ff. 105v, 109v-141v, in margins, notes of the Floriani family, 1591-1702, in areas near Bologna (S. Martino in Argile, S. Lorenzo del Castello di Budrio, Dozza; Budrio); Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,,,
688,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.101018Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887278Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669295Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591796Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159433Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872835Z","On front pastedown, pressmark, ""a.37""; bookplate of Victor Albert George Child-Villiers (1845-1915), Earl of Jersey, Osterley Park; clipping from Sotheby's, lot 56; Adolph Sutro (1830-1898), mayor of San Francisco.",former owner,,,,,
689,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-10-07T00:45:17.101030Z | NAME RECON STEP 3: START HUMAN RECON 2022-10-07T00:46:18.887285Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-10-07T00:46:27.669300Z | NAME RECON STEP 6: START ORG RECON 2022-10-07T00:50:00.591799Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-10-07T00:50:09.159436Z | NAME RECON STEP 9: FINALIZED 2022-10-07T00:52:23.872845Z","Oppenheim, Robert",former owner,,,human,Robert Oppenheim,Q114242541
