row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
561,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.737Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.480Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.246Z",Lactantius,author,,,human,Lactantius,Q209102
562,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.737Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.480Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.246Z","Lafferde, Henricus",former owner,,,,,
563,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.737Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.480Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.246Z","Lake, Carlton",former owner.,,,human,Carlton Lake,Q19277169
564,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.737Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.480Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.246Z","Langton, Stephen, -1228",author,,http://id.loc.gov/authorities/names/n81007918.html,human,Stephen Langton,Q465329
565,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.737Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.480Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.246Z","Lansburgh, Mark",former owner.,,,,,
566,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.737Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.480Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.246Z","Lanthony Priory (Gloucestershire, England)",former owner.,,,,,
567,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.737Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.246Z",Laurentius Pisanus,author,,,human,Laurentius Veronensis,Q41616668
568,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.737Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Lārndawī, ʻAbd Allāh al-Ḥusnī ibn al-Ḥājj ʻAbdī",scribe.,لارندوي، عبد الله الحسني بن الحاج عبدي,,,,
569,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.737Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",LeMare,former owner,,,,,
570,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Leander van Ess; Sir Thomas Phillipps, his n. 589 (from ""591"" as first inscribed on the pastedown). On f. i, bookseller slip of the firm of Bull and Auvache, 34 & 35 Hart Street, Bloomsbury, W. C., London, Cat. 358 (October 1911).",former owner,,,,,
571,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Leeche, John, 14th century",former owner.,,,,,
572,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Lehn of Denmark,former owner.,,,,,
573,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Leo I,author,,,,,
574,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Leo, Archipresbyter, active 10th century",author,,http://id.loc.gov/authorities/names/n50080602.html,human,Leo Archpriest,Q1818805
575,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Leonardo Bruni,author,,,human,Leonardo Bruni,Q314488
576,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Leonardus, Frater, Abbot of the Holy Order of Mount Olivet",former owner,,,,,
577,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.107Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Lepelletier de Rosanbo,former owner,,,,,
578,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Lethe, Johannes",former owner.,,,,,
579,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Levinson, Harry A.",former owner,,,,,
580,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Lewis Gould purchased from Galena Books from the Los Angeles Book Fair. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2015 in his wife's memory.,former owner,,,,,
581,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Lewis, Anne Baker",former owner,,,,,
582,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.696Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Lewis, John Frederick",former owner,,,,,
583,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Lewis, John Frederick, 1860-1932",former owner,,,human,John Frederick Lewis,Q78163033
584,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Librairie Tross,former owner,,,,,
585,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Library of the Benedictine monastery of Melk, Austria; Joseph Martini (cat. XXVIII, n. 19); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 25, 2MS QE362 M17.",former owner,,,,,
586,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Library of the Dominicans of Paris,former owner,,,,,
587,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Libri, Guillaume, 1803-1869",former owner.,,,,,
588,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Linda Ehrsam Voigts purchased from Bernard M. Rosenthal in 1975,and given by her in 2012 to the Karen Gould Collection of the Nelson Atkins Museum of Art.",former owner,,,,,
589,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Livermore, George, 1809-1865",former owner,,,human,George Livermore,Q16065893
590,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Livy,author,,,human,Titus Livius,Q2039
591,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Livy (Titus Livius),author,,,human,Titus Livius,Q2039
592,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Lloyd-Mostyn, Llewellyn Neville Vaughan",former owner,,,human,"Llewelyn Lloyd-Mostyn, 3rd Baron Mostyn of Mostyn",Q75271125
593,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Lomer, Petrus",scribe.,,,,,
594,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Lorenzo Guglielmo Traversagni,author,,,human,Lorenzo Traversagni,Q18674108
595,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Lotario de' Conti di Segni (Pope Innocent III),author,,,human,Innocent III,Q128076
596,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Lucas, Perceval",former owner.,,,human,Perceval Lucas,Q18910734
