row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label,instance_of,structured_value
556,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Leander van Ess; Sir Thomas Phillipps, his n. 589 (from ""591"" as first inscribed on the pastedown). On f. i, bookseller slip of the firm of Bull and Auvache, 34 & 35 Hart Street, Bloomsbury, W. C., London, Cat. 358 (October 1911).",former owner,,,,,
557,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Leeche, John, 14th century,",former owner.,,,,,
558,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Leo I,author,,,,,
559,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Leo, Archipresbyter, active 10th century",author,,http://id.loc.gov/authorities/names/n50080602.html,Leo Archpriest,human,Q1818805
560,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Leonardo Bruni,author,,,Leonardo Bruni,human,Q314488
561,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Leonardus, Frater, Abbot of the Holy Order of Mount Olivet",former owner,,,,,
562,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Lepelletier de Rosanbo,former owner,,,,,
563,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Lethe, Johannes,",former owner.,,,,,
564,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Levinson, Harry A.",former owner,,,,,
565,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Lewis Gould purchased from Galena Books from the Los Angeles Book Fair. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2015 in his wife's memory.,former owner,,,,,
566,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Lewis, Anne Baker",former owner,,,,,
567,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Lewis, John Frederick",former owner,,,,,
568,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Lewis, John Frederick, 1860-1932",former owner,,,John Frederick Lewis,human,Q78163033
569,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Librairie Tross,former owner,,,,,
570,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Library of the Benedictine monastery of Melk, Austria; Joseph Martini (cat. XXVIII, n. 19); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 25, 2MS QE362 M17.",former owner,,,,,
571,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Library of the Dominicans of Paris,former owner,,,,,
572,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Libri, Guillaume, 1803-1869,",former owner.,,,Guglielmo Libri Carucci dalla Sommaja,human,Q1251586
573,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Linda Ehrsam Voigts purchased from Bernard M. Rosenthal in 1975,and given by her in 2012 to the Karen Gould Collection of the Nelson Atkins Museum of Art.",former owner,,,,,
574,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Livermore, George, 1809-1865",former owner,,,George Livermore,human,Q16065893
575,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Livy,author,,,Titus Livius,human,Q2039
576,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Livy (Titus Livius),author,,,Titus Livius,human,Q2039
577,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Lloyd-Mostyn, Llewellyn Neville Vaughan",former owner,,,"Llewelyn Lloyd-Mostyn, 3rd Baron Mostyn of Mostyn",human,Q75271125
578,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Lomer, Petrus,",scribe.,,,,,
579,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Lorenzo Guglielmo Traversagni,author,,,Lorenzo Traversagni,human,Q18674108
580,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Lotario de' Conti di Segni (Pope Innocent III),author,,,Innocent III,human,Q128076
581,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Ludwig, Irene,",former owner.,,,Irene Ludwig,human,Q1672539
582,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Ludwig, Peter, 1925-1996,",former owner.,,,Peter Ludwig,human,Q73991
583,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Macclesfield, George Parker, Earl of, approximately 1697-1764",former owner,,,"George Parker, 2nd Earl of Macclesfield",human,Q335725
584,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Macer, Floridus.",author,,,Odo of Meung,human,Q41617302
585,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Machiavelli, Niccolò di Giovanni.",author,,,,,
586,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Madhubhaṭṭa Cātudhāra,",scribe.,,,,,
587,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Maggs Bros.,former owner,,,Maggs Bros Ltd,organization,Q15067374
588,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Maḥmūd ibn al-Shaykh al-Fattāḥ,",former owner.,محمود بن الشيخ الفتاح.,,,,
589,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Makiya, Mohamed,",former owner.,,,Mohamed. Makiya,human,Q1942781
590,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Makkūdī, ʻAbd al-Raḥmān ibn ʻAlī, -1404 or 1405.",author,مكودي، عبد الرحمن بن علي، -1404 أو  1405.,,ʿAbd-ar-Raḥmān Ibn-ʿAlī al- Makkūdī,human,Q60827863
591,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Manlove, Timothy, -1699",former owner,,,Timothy Manlove,human,Q7807385
592,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Mannheimer Hofbibliothek,former owner,,,Mannheimer Hofbibliothek,organization,Q48757260
593,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Manuscript purchased in Madrid by a former owner (per label); gift in 1959 of Mrs. Monica Franklyn of central New Jersey.,former owner,,,,,
594,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z",Marbod,author,,,,,
595,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.385Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.543Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.978Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.187Z","Marchese Linterno (n. 26); Visconti di Modrone (d. 1836); Bruschetti (1836); Schiepatti (1865); Arrigoni (1883); Rosenthal; his sale, Sotheby's (1899) to Tyke; acquired by Moffitt from Martini (cat. 26, n. 10) ; TBL (1956). Formerly MAR 27, 2MS BS485 S2.",former owner,,,,,
