name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
Unknown. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
Unknown. From the collection of Karen Keel Gould (1946-2012). Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
Unknown. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,human,Lewis L. Gould,Q112391468
Unknown. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in wife's memory.,former owner,,,human,Lewis L. Gould,Q112391468
"Unknown. Possibly to be identified with purchase from Phillip Pirages, November 1987. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.",former owner,,,human;human;organization,Karen L. Gould;Lewis L. Gould;Phillip J. Pirages Fine Books & Manuscripts,Q6369801;Q112391468;Q116790542
"Unknown. Purchased by Karen Gould (1946-2012) from Pageant Book and Print Shop, New York. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.",former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
Unknown. Purchased by Karen Gould (1946-2012). Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
"Urbano, son of Giovanni Jacopo degli Irbani",scribe,,,human,Urbano degli Irbani,Q117338296
"V. M. Voynich (1865-1930), Polish revolutionary and bookseller, who gave it to C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human,Coella Lindsay Ricketts;Wilfrid Voynich,Q116771179;Q336453
Valerius Maximus,author,,,human,Valerius Maximus,Q379991
"Verona, Biblioteca Comunale, ms. 3034, written in scriptorium of Archdeacon Pacificus; survived as part of a binding repair; acquired in 1991 from P. Pirages. Related item (codex with repairs from same manuscript): ferial Psalter and Hymnal from the Abbey of San Zeno Maggiore, Yale MS 744.",former owner,,,organization,Biblioteca civica di Verona;Phillip J. Pirages Fine Books & Manuscripts,Q3639573;Q116790542
Walter of Mortagne,author,,,human,Walter of Mortagne,Q583077
"Willem Vrelant, similar to",artist,,,human,Willem Vrelant,Q363720
"William Young Ottley (1771-1836) probably; John Rushout, second Baron Northwick (1770-1859); Northwick Park sale, Sotheby’s, 21 May 1928, part of lot 14; C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human;human,"William Young Ottley;John Rushout, 2nd Baron Northwick;Coella Lindsay Ricketts",Q8020693;Q6255944;Q116771179
William de Brailes,artist,,,human,William de Brailes,Q8020766
William of Moerbeke,other,,,human,William of Moerbeke,Q538267
"William of Moerbeke, translator?",other,,,human,William of Moerbeke,Q538267
"Written by Iodocus Grebel at Lucerne in 1617. Front pastedown bears a note in pencil: ""bought at Lucerne 21 June 1884;"" and a book seller or dealer description labeled ""110."" Given to GTS by Guild of Scholars in 1948, per typed card and bookplate.",former owner,,,human,Iodocus Grebel,Q116958813
"Written in 1505 for Giovanni Pietro Visconti (1478-1515), provost of Milan cathedral (see below); Oliver Rogers Barrett (1873-1950), Chicago attorney, who gave it to C. L. Ricketts in 1918; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human;human,Giovanni Pietro Visconti;Oliver R. Barrett;Coella Lindsay Ricketts,Q116811697;Q7087782;Q116771179
"Written in France (possibly northern?) s. XIV (early in the century according to De Ricci). Obtained by General Theological Seminary in 1912 from Joseph (Giuseppe) Martini (1870-1944), as reported by De Ricci.",former owner,,,human,Giuseppe Martini,Q98834332
Written in France in the fourth quarter of the fifteenth century. The ownership portrait on f. 29 and the feminine forms in several prayers indicate that the book was made for a woman.,former owner,,,,,
Written in Spain in the sixteenth century. A typed description of unknown origin attached to front pastedown suggests that the manuscript was written by an Italian scribe about 1500.,former owner,,,,,
"Written in the third quarter of the fifteenth century in France for use in England. Apparently in the hands of English Protestants at some point in the s. XVI#^2# (see notes on calendar). Obtained by General Theological Seminary from P.M. Barnard, as reported by De Ricci.",former owner,,,human,Percy Mordaunt Barnard,Q94925072
"Yngram, Emmote",other,,,human,Emmote Yngram,Q117351849
Zapparin family,other,,,organization,Zapparin,Q117463760
Zenonus de Tergulina,scribe,,,human,Zenonus de Tergulina,Q117463758
"Zucchero Bencivenni, translator from French to Italian",other,,,human,Zucchero Bencivenni,Q4024905
Ælfric,author,,,human,Ælfric of Eynsham,Q271377
