row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
436,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Hikmetī, active 1823",scribe,حكمتى، active 1823,,,,
437,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Hill, Dana",former owner,,,human,Dana Hill,Q455947
438,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Himmātʹzādah, Muḥammad ibn Ḥasan, 1680 or 1681-1761 or 1762",author,,http://id.loc.gov/authorities/names/nr92013083,,,
439,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Hodossy, Imre",former owner,,,human,Imre Hodossy,Q73712054
440,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Hoe, Robert",former owner,,,human,Robert Hoe III,Q3663034
441,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Hoe, Robert, 1839-1909",former owner.,,,human,Robert Hoe III,Q3663034
442,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Holmes, Thomas, active 17th century-18th century",former owner,,,,,
443,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Honeyman, Robert B",former owner.,,,,,
444,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Hooker, Richard",former owner,,,,,
445,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z",Horace,author,,http://id.loc.gov/authorities/names/n79081354.html,human,Horace,Q6197
446,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z",Horace,author,,https://viaf.org/viaf/100227522/,human,Horace,Q6197
447,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z",Horace,author,,,human,Horace,Q6197
448,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z",Horace (Quintus Horatius Flaccus),author,,,human,Horace,Q6197
449,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Horatius Bosner, D. D.",former owner,,,,,
450,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Horblit, Harrison D",former owner.,,,,,
451,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Horwood, Alfred J. (Alfred John), 1821-1881",former owner,,,human,Alfred John Horwood,Q59630457
452,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z","Horwood, Alfred J. (Alfred John), 1821-1881",former owner.,,,human,Alfred John Horwood,Q59630457
453,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.320Z",Hubert de Burgh,author,,,human,"Hubert de Burgh, 1st Earl of Kent",Q1381324
454,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z",Hugh de St Cher,author,,,human,Hugh of Saint-Cher,Q1365254
455,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.132Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z",Hugh of Fouilloi,author,,,human,Hugh of Fouilloy,Q5631
456,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z",Hugh of Fouilloy (Hugo de Folieto),author,,,human,Hugh of Fouilloy,Q5631
457,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z",Hugh of St. Cher (Hugo de Sancto Caro),author,,,human,Hugh of Saint-Cher,Q1365254
458,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z",Hugh of St. Victor,author,,,human,Hugh of Saint Victor,Q317554
459,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z",Hugh of St. Victor (Hugo de Sancto Victore),author,,,human,Hugh of Saint Victor,Q317554
460,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.130Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Hugh, of Saint-Cher, Cardinal, approximately 1200-1263",author,,http://id.loc.gov/authorities/names/n86113661.html,human,Hugh of Saint-Cher,Q1365254
461,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z",Hugo Argentinensis,author,,,,,
462,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Hugo, Graf von Walderdorff (1823-1918), who bought it from an antiquarian bookseller in Regensburg before 1874, his Fragm. germ. 1. 2o; by descent to Sotheby’s, 4 December 2007, lot 2, bought by the Lilly Library.",former owner,,,,,
463,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z",Humbert of Romans,author,,,human,Humbert of Romans,Q2623954
464,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ḥāfiẓ al-Qurʼan, Aḥmad",scribe.,حافظ القرأن، احمد,,,,
465,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn Abī al-Dunyā, ʻAbd Allāh ibn Muḥammad, 823-894",author,,http://id.loc.gov/authorities/names/n85136568,human,Ibn Abi al-Dunya,Q6532706
466,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn Barī Khān, ʻAbd al-Fattāḥ",scribe.,ابن بري خان، عبد الفتاح,,,,
467,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn Bashkuwāl, Khalaf ibn ʻAbd al-Malik, 1101-1183",author,,http://id.loc.gov/authorities/names/n85370056,human,Ḫalaf Ibn-ʿAbd-al-Malik Ibn-Baškuwāl,Q1655886
468,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn Bīrī, Ibrāhīm ibn ḥusayn, 1614-1688",author,,,human,Ibrahim ibn Hussein al-Biri,Q107328752
469,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn Ghānim, ʻIzz al-Dīn ʻAbd al-Salām ibn Aḥmad, -1279",author,,http://id.loc.gov/authorities/names/n84077355,human,Izz al-Din al-Mosadeqi,Q15930652
470,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn Hishām, ʻAbd Allāh ibn Yūsuf, 1309-1360",author,"ابن هشام، عبد الله بن يوسف, 1309-1360",,human,Ibn Hisham Al-Ansari,Q6538102
471,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn Ḥajar al-Haythamī, Aḥmad ibn Muḥammad, approximately 1503-approximately 1566",author,,http://id.loc.gov/authorities/names/n82165741,human,Ibn Hajar al-Haytami,Q3147445
472,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn Kabūlakh, Muḥammad ibn ʻAlī ibn ʻĪsá",author,ابن كبولخ، محمد بن علي بن عيسى,,,,
473,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn Khalaf, ʻAlī ibn Muḥammad, 1453-1532",author,ابن خلف، علي بن محمد، 1453- 1532,,,,
474,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn Qayyim al-Jawzīyah, Muḥammad ibn Abī Bakr, 1292-1350",author,,http://id.loc.gov/authorities/names/n80138230,human,Ibn Qayyim Al-Jawziy,Q119679
475,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn Ṭugharbak, Aḥmad",author,,http://id.loc.gov/authorities/names/nr92033142,,,
476,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn al-Fāriḍ, ʻUmar ibn ʻAlī, 1181 or 1182-1235",author,"ابن الفارض، عمر بن علي, 1181 or 1182-1235",,human,Ibn al-Farid,Q203142
477,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn al-Jawzī, Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī, approximately 1116-1201",author,,http://id.loc.gov/authorities/names/n84008731,human,Abu'l-Faraj ibn al-Jawzi,Q731866
478,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn al-Jazarī, Muḥammad ibn Muḥammad, 1350-1429",author,ابن الجزري، محمد بن محمد، 1350-1429,,human,Ibn al-Jazari,Q4120093
479,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn al-Sarrāj al-Qurashī, Muḥammad ibn ʻAlī, d. 1346 or 7",author,,,,,
480,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T14:07:18.133Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-16T14:14:14.267Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-16T14:20:41.209Z | NAME RECON STEP 6: START ORG RECON 2022-07-16T14:43:29.131Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-16T14:46:06.298Z | NAME RECON STEP 9: FINALIZED 2022-07-16T14:46:45.321Z","Ibn al-ʻArabī, 1165-1240",author,,http://id.loc.gov/authorities/names/n50082069,human,Ibn Arabi,Q46420
