File,name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
20240903-names-indiana-mets-legacy.csv,"Sir Thomas Phillipps (1792–1872), bought from Thorpe, his MS 2665; his sale, Sotheby’s, 10 June 1896, lot 1182 (it was at one time in the library of the Duc de Chaulnes), unsold, re-offered 5 June 1899, lot 1107; Alfred Higgins, F.S.A. (d. 1903; bought in May 1903: he died in October), with his signature and booklabel;",former owner,,,,,,,,human;human,Thomas Phillipps;Alfred Higgins,Q2147709;Q116809261,Q385;Q1823
20240903-names-indiana-mets-legacy.csv,"his sale, Sotheby’s, 2 May 1904, lot 228; Michael Tomkinson (1841-1921); his sale, Sotheby’s, 3 April 1922, lot 878, to Quaritch; C. L. Ricketts, bought in 1923; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;organization;human,Michael Tomkinson;Bernard Quaritch Ltd;Coella Lindsay Ricketts,Q18811090;Q65034936;Q116771179,Q1824;Q892;Q1527
20240903-names-indiana-mets-legacy.csv,Justinus,author,,,,,,,,human,Justin,Q25420924,Q1825
20240903-names-indiana-mets-legacy.csv,"Joachinus de Gigantibus, possibly",artist,,,,,,,,human,Gioacchino di Giovanni,Q20830652,Q402
20240903-names-indiana-mets-legacy.csv,"Giulantonio di Acquaviva, duke of Atri 1464-81, or possibly his young son, Andrea Matteo Acquaviva (1458-1529), with their arms on fol. 1r; Gilhofer and Ranschburg, cat. 265 (1936), no. 12a; evidently confiscated by the Nazis, with the purple stamp of the Zentralstelle für Denkmalschutz dated 26.III.37 inside the lower cover; apparently returned;",former owner,,,,,,,,human;human;organization,"Giulio Antonio Acquaviva;Andrea Matteo Acquaviva;Gilhofer & Ranschburg, Vienna",Q2317813;Q3615841;Q1524334,Q1826;Q1827;Q1828
20240903-names-indiana-mets-legacy.csv,"A. Rosenthal, cat. 1 (1939), no. 21; Reichner cat. 2 (1940), no. 113; Lathrop Harper, cat. 3 (1953), no. 72; George A. Poole, bought from Harper in 1955, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,,,,human;organization,"George Amos Poole;Lathrop C. Harper, Inc.",Q64683625;Q116785327,Q1524;Q1640
20240903-names-indiana-mets-legacy.csv,"Willem Vrelant, similar to",artist,,,,,,,,human,Willem Vrelant,Q363720,Q1830
20240903-names-indiana-mets-legacy.csv,"""1756 Ex libris Presbiteri Joseph Marie Sormani"" (inscription on flyleaf ); H. C. (Harley) Drayton (1901-1966), bought at Sotheby’s, 29 January 1951, lot 13; his sale, Sotheby’s, 12 December 1967, lot 63; re-sold at Christie’s, 28 June 1972, lot 8; Ruth E. Adomeit (1910-1996), bequeathed by her to the Lilly Library.",former owner,,,,,,,,human;human;human,Joseph Marie Sormani;Harold Drayton;Ruth E. Adomeit,Q116771083;Q18761974;Q7382958,Q1831;Q1832;Q1833
20240903-names-indiana-mets-legacy.csv,Marco Polo,author,,,,,,,,human,Marco Polo,Q6101,Q1834
20240903-names-indiana-mets-legacy.csv,"Pieter Bondam (1727-1800), of the University of Utrecht, with his extensive notes; perhaps his sale, Utrecht, 1 October 1800; Sir Thomas Sharpe Powell (1849-1927); his sale, Sotheby’s, 16 December 1929, lot 766; William G. Kelso, New York, bought from Lathrop Harper, 1930, with his notes inside front cover, dated June 1932;",former owner,,,,,,,,human;human;human;organization,"Pieter Bondam;Thomas Sharpe Powell;William G. Kelso;Lathrop C. Harper, Inc.",Q2074033;Q116809554;Q116809568;Q116785327,Q1835;Q1836;Q1837;Q1640
20240903-names-indiana-mets-legacy.csv,"Sir Percival Victor David (1892-1964), of Friar Park, Henley, by 1938; W. E. D. Allen (1901-1973), of Cappagh, Co. Waterford; acquired by the Lilly Library with his collection in 1976.",former owner,,,,,,,,human;human,"Sir Percival David, 2nd Baronet;William Edward David Allen",Q7528445;Q15491084,Q1838;Q1839
20240903-names-indiana-mets-legacy.csv,"Master of the Vienna Mamerot, in the style of",artist,,,,,,,,human,Master of the Yale Missal,Q1571694,Q1840
20240903-names-indiana-mets-legacy.csv,Jean Bourdichon?,artist,,,,,,,,human,Jean Bourdichon,Q348333,Q1841
20240903-names-indiana-mets-legacy.csv,"Jean Fouquet, in the style of",artist,,,,,,,,human,Jean Fouquet,Q311398,Q1842
20240903-names-indiana-mets-legacy.csv,Similar to the scribe of the Hours of Étienne Chevalier,scribe,,,,,,,,,,,
20240903-names-indiana-mets-legacy.csv,"Damascène Morgand, Bulletin mensuel 29 (November 1891), no. 19790 (cutting inside upper cover); Elisabeth Ball (1897-1982); part of her bequest to the Lilly Library, 1982.",former owner,,,,,,,,organization;human,Librairie Damascène Morgand;Elisabeth Ball,Q116784968;Q94430387,Q1843;Q1785
20240903-names-indiana-mets-legacy.csv,Bartolomeo di Domenico di Guidi,artist,,,,,,,,human,Bartolomeo di Domenico di Guido,Q113330471,Q1844
20240903-names-indiana-mets-legacy.csv,"Franciscus Aloysius Phillipus, with his eighteenth-century booklabel (Gelli 1908, p. 168); C. L. Ricketts, bought in November 1924 from Lathrop Harper; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human;organization,"Franciscus Aloysius Phillipus;Coella Lindsay Ricketts;Lathrop C. Harper, Inc.",Q116785077;Q116771179;Q116785327,Q1845;Q1527;Q1640
20240903-names-indiana-mets-legacy.csv,"Second artist of the Hours of Cecilia Gonzaga, New York, Morgan Library M 454 (Alexander c. 2010, pp. 65–66).",artist,,,,,,,,,,,
20240903-names-indiana-mets-legacy.csv,"William Young Ottley (1771-1836) probably; John Rushout, second Baron Northwick (1770-1859); Northwick Park sale, Sotheby’s, 21 May 1928, part of lot 14; C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human;human,"William Young Ottley;John Rushout, 2nd Baron Northwick;Coella Lindsay Ricketts",Q8020693;Q6255944;Q116771179,Q1664;Q1665;Q1527
20240903-names-indiana-mets-legacy.csv,"Bartolomeo Sanvito (1435–1511), of Padua.",scribe,,,,,,,,human,Bartolomeo Sanvito,Q4865517,Q1846
20240903-names-indiana-mets-legacy.csv,"Apparently Otto F. Ege (1888-1951); Ruth E. Adomeit (1910-1996), bequeathed by her to the Lilly Library.",former owner,,,,,,,,human;human,Otto Ege;Ruth E. Adomeit,Q7109575;Q7382958,Q808;Q1833
20240903-names-indiana-mets-legacy.csv,Valerius Maximus,author,,,,,,,,human,Valerius Maximus,Q379991,Q1847
20240903-names-indiana-mets-legacy.csv,"Tiptoft Master, in the style of. The illumination is close to that of the Paduan painter of the 1460s known as the Tiptoft Master",artist,,,,,,,,human,Tiptoft Master,Q117463943,Q1848
20240903-names-indiana-mets-legacy.csv,"cf. A. C. de la Mare in Canova 1999a, pp. 252–53, no. 97, and de la Mare and Nuvoloni 2009, pp 144–45, no. 20.",artist,,,,,,,,,,,
20240903-names-indiana-mets-legacy.csv,"Bartolomeo Sanvito, in the style of",scribe,,,,,,,,human,Bartolomeo Sanvito,Q4865517,Q1846
20240903-names-indiana-mets-legacy.csv,"Probably Marcantonio Morosini (c. 1435-1509), of Venice, with the Morosini arms on fol. 4r; Matteo Luigi Canonici (1727-1805), Venetian Jesuit; by descent to his brother, Guiseppe Canonici (d. 1807), and to Giovanni Perissinotti and Girolamo Cardina, who sold over 3000 of Canonici’s manuscripts to the Bodleian Library in Oxford in 1817 and 829 of the remaining manuscripts for 16,000 lire",former owner,,,,,,,,human;human;human;human;human;organization,Marcantonio Morosini;Matteo Luigi Canonici;Giuseppe Canonici;Giovanni Perissinotti;Girolamo Cardina;Bodleian Library,Q61480782;Q55226394;Q116809670;Q116809679;Q116809685;Q82133,Q890;Q890;Q41509;Q41437;Q41510;Q42027
20240903-names-indiana-mets-legacy.csv,"to the Rev. Walter Sneyd (1809-1888); Sneyd’s sale, Sotheby’s, 16 December 1903, lot 805; Leighton cat. 1908, no. 5793; sale at Sotheby’s, 16 May 1955, lot 108; George A. Poole, bought from Lawrence Witten in 1956, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,,,,human;human;human,Walter Sneyd;Laurence Claiborne Witten II;George Amos Poole,Q62619661;Q6500535;Q64683625,Q891;Q1810;Q1524
20240903-names-indiana-mets-legacy.csv,"Written for Giovanni Colonna (1456-1508) or a member of his family (see below); William Bragge 1823-1884); probably no. 63 in Burlington Fine Arts Club 1874, p. 13, lent by Bragge; his sale, Sotheby’s, 7 June 1876, lot 474; Quaritch cat. 31 (June 1876), no. 171, and Quaritch, General Catalogue (1877), no.18381;",former owner,,,,,,,,human;human;organization,Giovanni Colonna;William Bragge;Bernard Quaritch Ltd,Q1402326;Q15453218;Q65034936,Q1849;Q1850;Q892
20240903-names-indiana-mets-legacy.csv,"Edward Quaile (d. 1900); his sale, Sotheby’s, 10 May 1901, lot 223, to Leighton; J. Martini, cat. 17 (1921), no. 17, and cat. 18 (1922), no. 14, at $1,100; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Edward Quaile;Coella Lindsay Ricketts,Q117085125;Q116771179,Q1851;Q1527
20240903-names-indiana-mets-legacy.csv,Johann Reger,author,,,,,,,,human,Johann Reger,Q18223621,Q1852
20240903-names-indiana-mets-legacy.csv,"Bernardo Mendel (1895-1967); given to the Lilly Library with the Mendel Collection of travel books, 1964.",former owner,,,,,,,,human,Bernardo Mendel,Q116779944,Q1853
20240903-names-indiana-mets-legacy.csv,Master of the Bezborodko Hours,artist,,,,,,,,human,Master of the Bezborodko Hours,Q117448613,Q1854
20240903-names-indiana-mets-legacy.csv,"Written in 1491 (dated on fol. 148r) probably for Margaretha van Cleyburg (d. 1537), wife and later widow of Boudewijn Willemszoon van Drenckwaert (c. 1468-1496), bailiff and steward of Voorne; and by descent to her daughter, Catherina van Drenckwaert (wife of Jan Pauwelszoon van der Dycke), granddaughter, Margareta van der Dycke (wife of Jan van den Steen, burgomaster of Bergen-op-Zoom),",former owner,,,,,,,,human;human;human;human,Margaretha van Cleyburg;Boudewijn Willemszoon van Drenckwaert;Catherina van Drenckwaert;Margareta van der Dycke,Q116811727;Q117485607;Q116811750;Q117843622,Q1855;Q1856;Q1857;Q1858
20240903-names-indiana-mets-legacy.csv,"and in 1578 great-granddaughter, Catharina ven den Steen (wife of Jan de Langue, secretary of Brielle), all recorded inside the upper cover; A. D. Schinkel (1784-1864), of The Hague, printer; his sale, The Hague, 21 November 1864, lot 3; William Bragge (1823–1884); probably no. 54 in Burlington Fine Arts Club 1874, p. 11, lent by Bragge; his sale, Sotheby’s, 7 June 1876, lot 221, to Ellis;",former owner,,,,,,,,human;human,Adrianus David Schinkel;William Bragge,Q55901559;Q15453218,Q1859;Q1850
20240903-names-indiana-mets-legacy.csv,"Col. Eustace Balfour (1854-1911, younger brother of Lord Balfour, prime minister 1902-05); sale at Sotheby’s, 28 July 1919, lot 99a; C. L. Ricketts, bought from Voynich in 1921; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human;human,Eustace Balfour;Wilfrid Voynich;Coella Lindsay Ricketts,Q17308766;Q336453;Q116771179,Q1860;Q1567;Q1527
20240903-names-indiana-mets-legacy.csv,Lorenzo Guglielmo Traversagni,author,,,,,,,,human,Lorenzo Guglielmo Traversagni,Q18674108,Q1861
20240903-names-indiana-mets-legacy.csv,"Urbano, son of Giovanni Jacopo degli Irbani",scribe,,,,,,,,human,Urbano degli Irbani,Q117338296,Q1862
20240903-names-indiana-mets-legacy.csv,"A member of the Bernardi family of Florence, with their arms on fol. 1r (Rietstap 1884, I, p. 179), flanked by the initials ‘C’ and ‘B’; L. S. Olschki, Bulletin mensuel 51 (January 1905), no. 1291;",former owner,,,,,,,,organization;organization,Bernardi;Leo S. Olschki Editore,Q116771106;Q3229594,Q1863;Q1817
20240903-names-indiana-mets-legacy.csv,"Ellis of Bond Street, their cat. 1919, at £63; Ernst F. Detterer (1888-1947); bought from Detterer’s estate in 1948 by George A. Poole, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,,,,human;human,Ernst F. Detterer;George Amos Poole,Q5394976;Q64683625,Q1557;Q1524
20240903-names-indiana-mets-legacy.csv,"Anne of Brittany (1477-1514) and her husband Louis XII (1462-1515, king of France 1498-1515); C. L. Ricketts, bought from Joseph Martini, 1914; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human;human;human,Anne of Brittany;Louis XII of France;Coella Lindsay Ricketts;Giuseppe Martini,Q201143;Q58514;Q116771179;Q98834332,Q1865;Q1866;Q1527;Q1497
20240903-names-indiana-mets-legacy.csv,"Thouvin, sieur du Bouillon, lawyer, of Lassay, Maine (central France), 1717 (inscription on flyleaf signed ‘Thibault’), and by descent to Madame Villatte à Lassay; the Rev. Walter Sneyd (1809-1888), who also owned no. 78 above; his sale, Sotheby’s, 16 December 1903, lot 383; Charles William Dyson Perrins (1864–1958), who also owned no. 61 above, with his bookplate,",former owner,,,,,,,,human;human;human,"Thoumin, sieur Du Bouillon;Walter Sneyd;Charles William Dyson Perrins",Q116869180;Q62619661;Q5083550,Q1867;Q891;Q1792
20240903-names-indiana-mets-legacy.csv,"but rejected from the collection before it was catalogued; Rudolf Busch, of Mainz; his sale, Baer, Frankfurt, 4 April 1921, lot 273; sold again among ""other properties"" at Sotheby’s, 7 February 1923, lot 568, to Quaritch; C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Rudolf Busch;Coella Lindsay Ricketts,Q20812628;Q116771179,Q1868;Q1527
20240903-names-indiana-mets-legacy.csv,"Antonio Maria de Villafora, documented in Padua from 1469 to 1511.",artist,,,,,,,,human,Antonio Maria da Villafora,Q98581089,Q1869
20240903-names-indiana-mets-legacy.csv,"Perhaps the Benedictine monastery of Santa Giustina of Padua; price of £24 and date ""March 1920"" in pencil; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,organization;human,Abbey of Santa Giustina;Coella Lindsay Ricketts,Q219502;Q116771179,Q1870;Q1527
20240903-names-indiana-mets-legacy.csv,Master of the Landriani Hours,artist,,,,,,,,human,Master of the Landriani Hours,Q117448643,Q1871
20240903-names-indiana-mets-legacy.csv,"Written in 1505 for Giovanni Pietro Visconti (1478-1515), provost of Milan cathedral (see below); Oliver Rogers Barrett (1873-1950), Chicago attorney, who gave it to C. L. Ricketts in 1918; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human;human,Giovanni Pietro Visconti;Oliver R. Barrett;Coella Lindsay Ricketts,Q116811697;Q7087782;Q116771179,Q1872;Q1873;Q1527
20240903-names-indiana-mets-legacy.csv,"From the Missal of Cardinal Antoniotto Pallavicini (1442-1507), who gave it to the Sistine Chapel, in the Vatican, where it was recorded in 1714; probably looted during the French occupation of Rome in 1798; the abate Luigi-Celotti (c. 1768-c. 1846), who probably cut it up;",former owner,,,,,,,,human;organization;human,Antonio Pallavicini Gentili;Sistine Chapel;Luigi Celotti,Q2345146;Q2943;Q113774991,Q1874;Q1875;Q1636
20240903-names-indiana-mets-legacy.csv,"his sale, Christie’s, 26 May 1825, part of lot 48; perhaps William Young Ottley (1771-1836); perhaps part of lot 204 in his sale, Sotheby’s, 11 May 1838; C. L. Ricketts, bought from Tregaskis; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human;human,William Young Ottley;James Tregaskis;Coella Lindsay Ricketts,Q8020693;Q94138739;Q116771179,Q1664;Q1615;Q1527
20240903-names-indiana-mets-legacy.csv,"The Augustinian nunnery of Sankt Maria Magdalena, Hildesheim, founded 1224 and suppressed at the Reformation; sale by Karl & Faber, Munich, 25 June 1963, lot 4; acquired by the Lilly Library from Lathrop Harper, New York, 1968.",former owner,,,,,,,,organization;organization,"Sankt Maria Magdalena, Hildesheim;Lathrop C. Harper, Inc.",Q28976541;Q116785327,Q1876;Q1640
20240903-names-indiana-mets-legacy.csv,"Giovanni Battista Cavalletto and his son Scipione Cavalletto, in the style of.",artist,,,,,,,,human;human,Giovanni Battista de Cavalletto;Scipione de Cavalletto,Q98431860;Q117448239,Q1879;Q1880
20240903-names-indiana-mets-legacy.csv,"From the chapel of Compagnia della Vergine Maria in Cento; Ernst F. Detterer (1888-1947), bought in 1913 from J. Lewine; bought from Detterer’s estate in 1948 by George A. Poole, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,,,,organization,"Compagnia della Vergine Maria (Cento, Italy)",Q116785169,Q1881
20240903-names-indiana-mets-legacy.csv,"Master BF, Fra Giovanni of Verona",artist,,,,,,,,human,Fra Giovanni da Verona,Q3749194,Q1882
20240903-names-indiana-mets-legacy.csv,Fra Valentino,scribe,,,,,,,,human,Fra Valentino,Q117338275,Q1883
20240903-names-indiana-mets-legacy.csv,"The Olivetan abbey of Santi Angelo e Nicolò in Villanova Sillaro, near Lodi; C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,organization;human,Santi Michele Arcangelo e Nicola Vescovo church;Coella Lindsay Ricketts,Q55816152;Q116771179,Q1884;Q1527
20240903-names-indiana-mets-legacy.csv,"Hans Wertinger, also called Hans Schwab von Wertinger (1465/70–1533), of Landshut, or his workshop",artist,,,,,,,,human,Hans Wertinger,Q3127027,Q1885
20240903-names-indiana-mets-legacy.csv,"Philipp von der Pflaz (1480-1541), prince bishop of Freising 1507-41, and presumably bequeathed by him to the Benedictine cathedral church of the Virgin Mary and Saint Corbinianus, Freising, founded in 1020 and suppressed in 1802;",former owner,,,,,,,,human;organization,Philip of the Palatinate;Freising Cathedral,Q72026;Q262769,Q1886;Q1887
20240903-names-indiana-mets-legacy.csv,"Henry Willett (1823-1905); his sale, Sotheby’s, 5 July 1905, lot 15, to E. Parsons; Parsons cat. 261 (1907), no. 455; C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;organization;human,Henry Willett;Edwin Parsons & Sons;Coella Lindsay Ricketts,Q60797951;Q111399316;Q116771179,Q1888;Q1694;Q1527
20240903-names-indiana-mets-legacy.csv,Franciscus Weert,scribe,,,,,,,,human,Franciscus van Weert,Q91114218,Q1889
20240903-names-indiana-mets-legacy.csv,"Premonstratensian abbey of Tongerloo, province of Antwerp, Belgium, founded in 1128 and suppressed in 1796; Sir Thomas Phillipps (1792-1872), no number but probably from his acquisitions in Belgium in the early 1820s;",former owner,,,,,,,,organization;human,Tongerlo Abbey;Thomas Phillipps,Q334329;Q2147709,Q1890;Q385
20240903-names-indiana-mets-legacy.csv,"from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,,,,human;organization,George Amos Poole;William H. Robinson Ltd.,Q64683625;Q116786331,Q1524;Q1594
20240903-names-indiana-mets-legacy.csv,"Sold at Sotheby’s, 8 July 1974, lot 93; Eric Sexton (1902-1980), with his bookplate; his sale, Christie’s, New York, 22 May 1981, lot 9; Laurence Witten cat. 18 (1983), no. 48; Ruth E. Adomeit (1910-1996), bequeathed by her to the Lilly Library.",former owner,,,,,,,,human;human,Eric Hyde Lord Sexton;Ruth E. Adomeit,Q116869281;Q7382958,Q1892;Q1833
20240903-names-indiana-mets-legacy.csv,"Antonio di Girolamo (1479–1556),",artist,,,,,,,,human,Antonio di Girolamo di Ugolino,Q117324369,Q1893
20240903-names-indiana-mets-legacy.csv,"C. L. Ricketts, bought from Tregaskis, cat. 764 (December 1914), no. 28; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Coella Lindsay Ricketts;James Tregaskis,Q116771179;Q94138739,Q1527;Q1615
20240903-names-indiana-mets-legacy.csv,Henry VIII,author,,,,,,,,human,Henry VIII of England,Q38370,Q1894
20240903-names-indiana-mets-legacy.csv,"Alfred Morrison (1821-1897), his by 1882; his sale, Sotheby’s, 10 December 1917, lot 500; C. L. Ricketts, bought from P. M. Barnard, cat. 122 (1921), no. 245; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Alfred Morrison;Coella Lindsay Ricketts,Q17328807;Q116771179,Q1895;Q1527
20240903-names-indiana-mets-legacy.csv,Johann Plaecsaert,artist,,,,,,,,human,Iohannes de Platea,Q41617580,Q1900
20240903-names-indiana-mets-legacy.csv,"C. L. Ricketts, bought in 1907 from Frederick Muller, Amsterdam; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;organization,Coella Lindsay Ricketts;Frederik Muller & Co,Q116771179;Q18821838,Q1527;Q1901
20240903-names-indiana-mets-legacy.csv,Aquiles Estaço,author,,,,,,,,human,Achilles Statius,Q4673751,Q1902
20240903-names-indiana-mets-legacy.csv,"C. L. Ricketts, bought in 1915 from Tammaro De Marinis; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Coella Lindsay Ricketts;Tammaro De Marinis,Q116771179;Q3980638,Q1527;Q1903
20240903-names-indiana-mets-legacy.csv,Nicholas Jarry,scribe,,,,,,,,human,Nicholas Jarry,Q117351901,Q1906
20240903-names-indiana-mets-legacy.csv,"Illuminated for Marie d’Avaugour, duchesse de Montbazon (1610-1657), daughter of Claude d’Avaugour, comte de Vertus, and wife of Hercule de Rohan, duc de Montbazon (1568-1654), governor of Paris, with their arms on the title and elsewhere;",former owner,,,,,,,,human;human,"Marie de Bretagne d'Avaugour;Hercule de Rohan, Duke of Montbazon",Q1152648;Q673298,Q1907;Q1908
20240903-names-indiana-mets-legacy.csv,"Frédéric Masson (1847–1923), of Paris; C. L. Ricketts, bought in Paris in 1927 from E. Nourry; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human;human,Frédéric Masson;Émile Nourry;Coella Lindsay Ricketts,Q690442;Q2116911;Q116771179,Q38336;Q1909;Q1527
20240903-names-indiana-mets-legacy.csv,Caleb Wing,artist,,,,,,,,human,Caleb William Wing,Q117426826,Q1910
20240903-names-indiana-mets-legacy.csv,"John Boykett Jarman (d. 1864, aged 82); his sale, Sotheby’s, 13 June 1864, lot 78; Cecil Dunn Gardner; his sale, Sotheby’s, 21 June 1880, lot 823, to Ellis; William H. Crawford (1812-1888), of Lakelands, Blackrock, Cork, with his bookplate; his sale, Sotheby’s, 12 March 1891, lot 1666;",former owner,,,,,,,,human;human;human,John Boykett Jarman;Cecil Dunn Gardner;William Horatio Crawford,Q94297523;Q64337080;Q84471454,Q1911;Q1912;Q1798
20240903-names-indiana-mets-legacy.csv,"Henry Walton Lawrence; his sale, Sotheby’s, 15 December 1892, lot 235, to Robson; C. L. Ricketts, bought from Robson, cat. 96 (1915), no. 219; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,,,,human;human,Edwin Henry Lawrence;Coella Lindsay Ricketts,Q116786361;Q116771179,Q1913;Q1527
20240903-names-nyu-mets-legacy.csv,Rabanus Maurus,author,,,,,,,,human,Rabanus Maurus,Q160441,Q1915
20240903-names-nyu-mets-legacy.csv,"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children;",former owner,,,,,,,,human,Homer Lewis Bartlett,Q116850379,Q1916
20240903-names-nyu-mets-legacy.csv,"by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",former owner,,,,,,,,,,,
20240903-names-nyu-mets-legacy.csv,Justinian,author,,,,,,,,human,Justinian I,Q41866,Q1641
20240903-names-nyu-mets-legacy.csv,"The book from which this leaf originates was in England by the 16th century as witnessed by the note scribbled upside down onto the lower margin of the verso (the lighter side of the parchment), in anglicana script: ""The power that mynos used making al lawes xi & xxvi"" (presumably in reference to the Pseudo Platonic dialogue, Minos).",former owner,,,,,,,,,,,
20240903-names-nyu-mets-legacy.csv,"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank.",former owner,,,,,,,,human,Homer Lewis Bartlett,Q116850379,Q1916
20240903-names-nyu-mets-legacy.csv,De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).,former owner,,,,,,,,,,,
20240903-names-nyu-mets-legacy.csv,Haymo of Halberstadt,author,,,,,,,,human,Haymo of Halberstadt,Q472833,Q1917
20240903-names-nyu-mets-legacy.csv,Peter Lombard,author,,,,,,,,human,Peter Lombard,Q315347,Q1124
20240903-names-nyu-mets-legacy.csv,Raymond of Pennafort,author,,,,,,,,human,Raymond of Penyafort,Q318980,Q460
20240903-names-nyu-mets-legacy.csv,Johannes Halgrinus de Abbatisvilla,author,,,,,,,,human,John Halgren of Abbeville,Q3129519,Q830
20240903-names-nyu-mets-legacy.csv,Thomas Aquinas,author,,,,,,,,human,Thomas Aquinas,Q9438,Q1919
20240903-names-nyu-mets-legacy.csv,Gratian,author,,,,,,,,human,Gratian,Q549041,Q1588
20240903-names-nyu-mets-legacy.csv,Gregory I,author,,,,,,,,human,Gregory I,Q42827,Q889
20240903-names-nyu-mets-legacy.csv,Evrard de Béthune,author,,,,,,,,human,Eberhard of Béthune,Q5331803,Q1920
20240903-names-nyu-mets-legacy.csv,Pseudo Augustine of Hippo,author,,,,,,,,human,Pseudo-Augustine,Q1241114,Q1921
20240903-names-nyu-mets-legacy.csv,Thomas of Cantimpré,author,,,,,,,,human,Thomas of Cantimpré,Q572799,Q407
20240903-names-nyu-mets-legacy.csv,Priscian,author,,,,,,,,human,Priscian,Q356433,Q1555
20240903-names-nyu-mets-legacy.csv,Nicholas of Lyra,author,,,,,,,,human,Nicholas of Lyra,Q1969164,Q1922
20240903-names-nyu-mets-legacy.csv,John of Garland,author,,,,,,,,human,John of Garland,Q1229700,Q1923
20240903-names-nyu-mets-legacy.csv,Cicero,author,,,,,,,,human,Cicero,Q1541,Q1813
20240903-names-nyu-mets-legacy.csv,"Cover of a binding, illegible on what was the outer side.",former owner,,,,,,,,,,,
20240903-names-nyu-mets-legacy.csv,Leonardo Bruni,author,,,,,,,,human,Leonardo Bruni,Q314488,Q1924
20240903-names-nyu-mets-legacy.csv,Papias,author,,,,,,,,human,Papias,Q3894841,Q1925
20240903-names-nyu-mets-legacy.csv,Petrus Placentinus,author,,,,,,,,human,Placentinus,Q974126,Q1926
20240903-names-nyu-mets-legacy.csv,Bede,author,,,,,,,,human,Bede,Q154938,Q1525
20240903-names-nyu-mets-legacy.csv,Thomas of Hibernia,author,,,,,,,,human,Thomas de Hibernia,Q7795478,Q1927
20240903-names-nyu-mets-legacy.csv,"This collection of English binding fragments was given to NYU in 1884 by Homer L. Bartlett (b. 1858), who graduated in that year from NYU with a degree in Science and Civil Engineering; by 1902, he was second vice-president of the Eastern District Savings Bank.",former owner,,,,,,,,human,Homer Lewis Bartlett,Q116850379,Q1916
20240903-names-nyu-mets-legacy.csv,Peter Comestor,author,,,,,,,,human,Petrus Comestor,Q785250,Q1586
20240903-names-nyu-mets-legacy.csv,"Pen trials in the margins, s. XVI, including some names: Thomas; Istud est <erasure>; Lumen (?) tito (?); <?>e<?>ino hadtens (?); John Skerrind (?).",former owner,,,,,,,,human,John Skerrind,Q116850557,Q1928
20240903-names-nyu-mets-legacy.csv,Albertus Magnus,author,,,,,,,,human,Albertus Magnus,Q60059,Q410
